"reg";"tech";"year";"count";"share";"rank"
"TW";"Beeldvormingstechnologie";2002;2;0,21;24
"TW";"Beeldvormingstechnologie";2005;2;0,14;25
"TW";"Beeldvormingstechnologie";2007;1;0,05;34
"TW";"Beeldvormingstechnologie";2010;3;0,15;30
"TW";"Beeldvormingstechnologie";2011;5;0,23;25
"TW";"Beeldvormingstechnologie";2012;2;0,08;29
"TW";"Beeldvormingstechnologie";2013;9;0,3;24
"TW";"Beeldvormingstechnologie";2014;10;0,25;23
"TW";"Beeldvormingstechnologie";2015;8;0,2;27
"TW";"Beeldvormingstechnologie";2016;13;0,28;25
"TW";"Beeldvormingstechnologie";2017;13;0,24;24
"TW";"Beeldvormingstechnologie";2018;16;0,26;23
"TW";"Beeldvormingstechnologie";2019;18;0,24;25
"TW";"Beeldvormingstechnologie";2020;12;0,14;29
"TW";"Beeldvormingstechnologie";2021;10;0,12;30
"TW";"Beeldvormingstechnologie";2022;4;0,06;38
"TW";"Beeldvormingstechnologie";2023;4;0,11;28
"TW";"Biotechnologie gericht op moleculen en cellen";2000;7;0,09;28
"TW";"Biotechnologie gericht op moleculen en cellen";2001;7;0,07;35
"TW";"Biotechnologie gericht op moleculen en cellen";2002;8;0,08;33
"TW";"Biotechnologie gericht op moleculen en cellen";2003;15;0,15;29
"TW";"Biotechnologie gericht op moleculen en cellen";2004;15;0,16;29
"TW";"Biotechnologie gericht op moleculen en cellen";2005;17;0,18;29
"TW";"Biotechnologie gericht op moleculen en cellen";2006;12;0,13;30
"TW";"Biotechnologie gericht op moleculen en cellen";2007;19;0,2;29
"TW";"Biotechnologie gericht op moleculen en cellen";2008;16;0,17;29
"TW";"Biotechnologie gericht op moleculen en cellen";2009;31;0,31;27
"TW";"Biotechnologie gericht op moleculen en cellen";2010;46;0,47;22
"TW";"Biotechnologie gericht op moleculen en cellen";2011;31;0,31;26
"TW";"Biotechnologie gericht op moleculen en cellen";2012;40;0,38;26
"TW";"Biotechnologie gericht op moleculen en cellen";2013;39;0,36;24
"TW";"Biotechnologie gericht op moleculen en cellen";2014;61;0,53;22
"TW";"Biotechnologie gericht op moleculen en cellen";2015;61;0,55;22
"TW";"Biotechnologie gericht op moleculen en cellen";2016;95;0,78;20
"TW";"Biotechnologie gericht op moleculen en cellen";2017;81;0,61;20
"TW";"Biotechnologie gericht op moleculen en cellen";2018;96;0,71;20
"TW";"Biotechnologie gericht op moleculen en cellen";2019;88;0,6;20
"TW";"Biotechnologie gericht op moleculen en cellen";2020;77;0,49;21
"TW";"Biotechnologie gericht op moleculen en cellen";2021;92;0,56;20
"TW";"Biotechnologie gericht op moleculen en cellen";2022;72;0,45;20
"TW";"Biotechnologie gericht op moleculen en cellen";2023;48;0,52;20
"TW";"Cybersecurity";2000;1;0,08;30
"TW";"Cybersecurity";2001;2;0,09;31
"TW";"Cybersecurity";2002;3;0,11;30
"TW";"Cybersecurity";2004;1;0,04;35
"TW";"Cybersecurity";2005;4;0,14;30
"TW";"Cybersecurity";2006;5;0,16;26
"TW";"Cybersecurity";2007;4;0,11;32
"TW";"Cybersecurity";2008;5;0,14;28
"TW";"Cybersecurity";2009;10;0,28;25
"TW";"Cybersecurity";2010;3;0,09;34
"TW";"Cybersecurity";2011;12;0,37;20
"TW";"Cybersecurity";2012;5;0,13;30
"TW";"Cybersecurity";2013;8;0,18;30
"TW";"Cybersecurity";2014;13;0,23;25
"TW";"Cybersecurity";2015;18;0,31;22
"TW";"Cybersecurity";2016;17;0,25;24
"TW";"Cybersecurity";2017;13;0,18;26
"TW";"Cybersecurity";2018;27;0,34;23
"TW";"Cybersecurity";2019;30;0,33;22
"TW";"Cybersecurity";2020;36;0,37;23
"TW";"Cybersecurity";2021;24;0,28;25
"TW";"Cybersecurity";2022;24;0,31;23
"TW";"Cybersecurity";2023;11;0,27;24
"TW";"Energiematerialen";2000;3;0,21;23
"TW";"Energiematerialen";2001;1;0,05;31
"TW";"Energiematerialen";2002;2;0,09;29
"TW";"Energiematerialen";2003;5;0,19;24
"TW";"Energiematerialen";2004;3;0,1;27
"TW";"Energiematerialen";2005;5;0,14;29
"TW";"Energiematerialen";2006;6;0,15;28
"TW";"Energiematerialen";2007;3;0,07;30
"TW";"Energiematerialen";2008;6;0,12;29
"TW";"Energiematerialen";2009;7;0,13;30
"TW";"Energiematerialen";2010;17;0,27;26
"TW";"Energiematerialen";2011;16;0,22;24
"TW";"Energiematerialen";2012;17;0,2;24
"TW";"Energiematerialen";2013;33;0,39;21
"TW";"Energiematerialen";2014;32;0,4;20
"TW";"Energiematerialen";2015;20;0,27;24
"TW";"Energiematerialen";2016;24;0,33;23
"TW";"Energiematerialen";2017;20;0,25;24
"TW";"Energiematerialen";2018;19;0,22;26
"TW";"Energiematerialen";2019;22;0,24;25
"TW";"Energiematerialen";2020;22;0,23;25
"TW";"Energiematerialen";2021;14;0,14;27
"TW";"Energiematerialen";2022;20;0,21;26
"TW";"Energiematerialen";2023;5;0,09;32
"TW";"Groene chemische productieprocessen";2010;2;0,24;28
"TW";"Groene chemische productieprocessen";2012;1;0,12;28
"TW";"Groene chemische productieprocessen";2013;2;0,23;26
"TW";"Groene chemische productieprocessen";2015;3;0,34;26
"TW";"Groene chemische productieprocessen";2016;1;0,12;29
"TW";"Groene chemische productieprocessen";2017;1;0,13;32
"TW";"Groene chemische productieprocessen";2020;4;0,58;22
"TW";"Groene chemische productieprocessen";2021;1;0,15;29
"TW";"Groene chemische productieprocessen";2022;1;0,17;28
"TW";"Groene chemische productieprocessen";2023;1;0,33;21
"TW";"Halfgeleiders";2000;8;0,34;16
"TW";"Halfgeleiders";2001;12;0,41;16
"TW";"Halfgeleiders";2002;6;0,17;21
"TW";"Halfgeleiders";2003;13;0,35;17
"TW";"Halfgeleiders";2004;35;0,85;10
"TW";"Halfgeleiders";2005;28;0,6;13
"TW";"Halfgeleiders";2006;34;0,63;12
"TW";"Halfgeleiders";2007;35;0,58;14
"TW";"Halfgeleiders";2008;80;1,3;9
"TW";"Halfgeleiders";2009;38;0,58;16
"TW";"Halfgeleiders";2010;47;0,7;13
"TW";"Halfgeleiders";2011;48;0,62;11
"TW";"Halfgeleiders";2012;73;0,88;10
"TW";"Halfgeleiders";2013;66;0,79;12
"TW";"Halfgeleiders";2014;69;0,81;11
"TW";"Halfgeleiders";2015;51;0,65;13
"TW";"Halfgeleiders";2016;61;0,73;9
"TW";"Halfgeleiders";2017;68;0,76;10
"TW";"Halfgeleiders";2018;54;0,56;14
"TW";"Halfgeleiders";2019;64;0,63;10
"TW";"Halfgeleiders";2020;56;0,53;13
"TW";"Halfgeleiders";2021;50;0,51;10
"TW";"Halfgeleiders";2022;49;0,51;12
"TW";"Halfgeleiders";2023;21;0,39;12
"TW";"Kunstmatige intelligentie en data";2007;3;0,51;16
"TW";"Kunstmatige intelligentie en data";2011;3;0,43;23
"TW";"Kunstmatige intelligentie en data";2014;1;0,07;28
"TW";"Kunstmatige intelligentie en data";2015;2;0,13;28
"TW";"Kunstmatige intelligentie en data";2016;4;0,23;28
"TW";"Kunstmatige intelligentie en data";2017;6;0,21;25
"TW";"Kunstmatige intelligentie en data";2018;6;0,14;29
"TW";"Kunstmatige intelligentie en data";2019;13;0,17;26
"TW";"Kunstmatige intelligentie en data";2020;16;0,15;29
"TW";"Kunstmatige intelligentie en data";2021;17;0,14;29
"TW";"Kunstmatige intelligentie en data";2022;9;0,07;34
"TW";"Kunstmatige intelligentie en data";2023;6;0,1;32
"TW";"Optica en geintegreerde fotonica";2000;3;0,14;23
"TW";"Optica en geintegreerde fotonica";2002;2;0,05;33
"TW";"Optica en geintegreerde fotonica";2003;7;0,18;23
"TW";"Optica en geintegreerde fotonica";2004;19;0,5;18
"TW";"Optica en geintegreerde fotonica";2005;17;0,4;17
"TW";"Optica en geintegreerde fotonica";2006;24;0,51;19
"TW";"Optica en geintegreerde fotonica";2007;5;0,1;26
"TW";"Optica en geintegreerde fotonica";2008;31;0,55;16
"TW";"Optica en geintegreerde fotonica";2009;28;0,47;19
"TW";"Optica en geintegreerde fotonica";2010;20;0,32;21
"TW";"Optica en geintegreerde fotonica";2011;32;0,45;20
"TW";"Optica en geintegreerde fotonica";2012;23;0,29;22
"TW";"Optica en geintegreerde fotonica";2013;38;0,41;17
"TW";"Optica en geintegreerde fotonica";2014;44;0,46;15
"TW";"Optica en geintegreerde fotonica";2015;26;0,28;21
"TW";"Optica en geintegreerde fotonica";2016;50;0,47;16
"TW";"Optica en geintegreerde fotonica";2017;59;0,52;14
"TW";"Optica en geintegreerde fotonica";2018;65;0,54;14
"TW";"Optica en geintegreerde fotonica";2019;60;0,47;15
"TW";"Optica en geintegreerde fotonica";2020;76;0,59;12
"TW";"Optica en geintegreerde fotonica";2021;46;0,4;16
"TW";"Optica en geintegreerde fotonica";2022;48;0,49;13
"TW";"Optica en geintegreerde fotonica";2023;42;0,87;11
"TW";"Optomechatronica";2000;1;0,25;18
"TW";"Optomechatronica";2002;1;0,14;24
"TW";"Optomechatronica";2003;1;0,14;25
"TW";"Optomechatronica";2006;1;0,08;27
"TW";"Optomechatronica";2007;1;0,08;29
"TW";"Optomechatronica";2008;3;0,21;26
"TW";"Optomechatronica";2009;2;0,14;30
"TW";"Optomechatronica";2010;3;0,22;30
"TW";"Optomechatronica";2011;2;0,14;29
"TW";"Optomechatronica";2012;2;0,11;30
"TW";"Optomechatronica";2013;7;0,34;23
"TW";"Optomechatronica";2014;9;0,31;22
"TW";"Optomechatronica";2015;5;0,16;29
"TW";"Optomechatronica";2016;15;0,41;22
"TW";"Optomechatronica";2017;13;0,28;23
"TW";"Optomechatronica";2018;17;0,3;22
"TW";"Optomechatronica";2019;18;0,25;26
"TW";"Optomechatronica";2020;13;0,15;27
"TW";"Optomechatronica";2021;9;0,1;32
"TW";"Optomechatronica";2022;12;0,17;25
"TW";"Optomechatronica";2023;4;0,11;27
"TW";"Quantum";2002;1;0,28;16
"TW";"Quantum";2003;1;0,21;21
"TW";"Quantum";2005;1;0,15;24
"TW";"Quantum";2006;1;0,15;23
"TW";"Quantum";2007;1;0,17;21
"TW";"Quantum";2008;5;0,79;13
"TW";"Quantum";2009;1;0,18;19
"TW";"Quantum";2013;1;0,26;21
"TW";"Quantum";2014;1;0,44;14
"TW";"Quantum";2020;1;0,22;22
"TW";"Quantum";2022;2;0,38;17
"UA";"Beeldvormingstechnologie";2003;1;0,1;27
"UA";"Beeldvormingstechnologie";2006;2;0,11;28
"UA";"Beeldvormingstechnologie";2008;1;0,05;31
"UA";"Beeldvormingstechnologie";2011;4;0,19;26
"UA";"Beeldvormingstechnologie";2012;2;0,08;29
"UA";"Beeldvormingstechnologie";2014;2;0,05;38
"UA";"Beeldvormingstechnologie";2016;2;0,04;39
"UA";"Beeldvormingstechnologie";2017;2;0,04;37
"UA";"Beeldvormingstechnologie";2018;5;0,08;36
"UA";"Beeldvormingstechnologie";2019;5;0,07;38
"UA";"Beeldvormingstechnologie";2020;9;0,1;33
"UA";"Beeldvormingstechnologie";2021;6;0,07;35
"UA";"Beeldvormingstechnologie";2022;9;0,13;29
"UA";"Beeldvormingstechnologie";2023;1;0,03;39
"UA";"Biotechnologie gericht op moleculen en cellen";2000;3;0,04;37
"UA";"Biotechnologie gericht op moleculen en cellen";2001;7;0,07;35
"UA";"Biotechnologie gericht op moleculen en cellen";2002;5;0,05;40
"UA";"Biotechnologie gericht op moleculen en cellen";2003;2;0,02;45
"UA";"Biotechnologie gericht op moleculen en cellen";2004;1;0,01;49
"UA";"Biotechnologie gericht op moleculen en cellen";2006;1;0,01;54
"UA";"Biotechnologie gericht op moleculen en cellen";2007;2;0,02;47
"UA";"Biotechnologie gericht op moleculen en cellen";2008;3;0,03;46
"UA";"Biotechnologie gericht op moleculen en cellen";2009;3;0,03;47
"UA";"Biotechnologie gericht op moleculen en cellen";2010;5;0,05;40
"UA";"Biotechnologie gericht op moleculen en cellen";2011;2;0,02;54
"UA";"Biotechnologie gericht op moleculen en cellen";2012;6;0,06;42
"UA";"Biotechnologie gericht op moleculen en cellen";2013;5;0,05;45
"UA";"Biotechnologie gericht op moleculen en cellen";2014;4;0,03;46
"UA";"Biotechnologie gericht op moleculen en cellen";2015;1;0,01;57
"UA";"Biotechnologie gericht op moleculen en cellen";2016;3;0,02;48
"UA";"Biotechnologie gericht op moleculen en cellen";2017;2;0,02;52
"UA";"Biotechnologie gericht op moleculen en cellen";2018;6;0,04;41
"UA";"Biotechnologie gericht op moleculen en cellen";2019;4;0,03;48
"UA";"Biotechnologie gericht op moleculen en cellen";2020;2;0,01;54
"UA";"Biotechnologie gericht op moleculen en cellen";2021;2;0,01;57
"UA";"Biotechnologie gericht op moleculen en cellen";2022;2;0,01;55
"UA";"Biotechnologie gericht op moleculen en cellen";2023;1;0,01;53
"UA";"Cybersecurity";2000;1;0,08;30
"UA";"Cybersecurity";2003;1;0,04;35
"UA";"Cybersecurity";2005;1;0,04;37
"UA";"Cybersecurity";2008;1;0,03;41
"UA";"Cybersecurity";2009;20;0,56;21
"UA";"Cybersecurity";2010;1;0,03;42
"UA";"Cybersecurity";2011;1;0,03;44
"UA";"Cybersecurity";2012;1;0,03;42
"UA";"Cybersecurity";2013;2;0,04;38
"UA";"Cybersecurity";2014;3;0,05;40
"UA";"Cybersecurity";2015;3;0,05;37
"UA";"Cybersecurity";2016;4;0,06;36
"UA";"Cybersecurity";2017;13;0,18;26
"UA";"Cybersecurity";2018;6;0,08;37
"UA";"Cybersecurity";2019;7;0,08;37
"UA";"Cybersecurity";2020;8;0,08;39
"UA";"Cybersecurity";2021;5;0,06;39
"UA";"Cybersecurity";2022;1;0,01;49
"UA";"Cybersecurity";2023;4;0,1;31
"UA";"Energiematerialen";2000;1;0,07;30
"UA";"Energiematerialen";2001;1;0,05;31
"UA";"Energiematerialen";2002;3;0,13;26
"UA";"Energiematerialen";2003;4;0,15;25
"UA";"Energiematerialen";2004;2;0,06;32
"UA";"Energiematerialen";2005;8;0,22;24
"UA";"Energiematerialen";2007;3;0,07;30
"UA";"Energiematerialen";2008;4;0,08;32
"UA";"Energiematerialen";2009;3;0,06;38
"UA";"Energiematerialen";2010;1;0,02;46
"UA";"Energiematerialen";2011;4;0,05;37
"UA";"Energiematerialen";2012;5;0,06;34
"UA";"Energiematerialen";2013;1;0,01;45
"UA";"Energiematerialen";2014;3;0,04;38
"UA";"Energiematerialen";2016;4;0,05;36
"UA";"Energiematerialen";2017;2;0,03;43
"UA";"Energiematerialen";2018;3;0,03;42
"UA";"Energiematerialen";2019;4;0,04;37
"UA";"Energiematerialen";2020;3;0,03;41
"UA";"Energiematerialen";2021;2;0,02;45
"UA";"Energiematerialen";2022;3;0,03;36
"UA";"Energiematerialen";2023;2;0,03;38
"UA";"Groene chemische productieprocessen";2009;1;0,14;31
"UA";"Groene chemische productieprocessen";2010;1;0,12;32
"UA";"Groene chemische productieprocessen";2013;2;0,23;26
"UA";"Groene chemische productieprocessen";2014;1;0,11;27
"UA";"Groene chemische productieprocessen";2016;2;0,24;26
"UA";"Groene chemische productieprocessen";2018;2;0,31;27
"UA";"Halfgeleiders";2007;1;0,02;38
"UA";"Halfgeleiders";2008;1;0,02;39
"UA";"Halfgeleiders";2010;2;0,03;34
"UA";"Halfgeleiders";2011;1;0,01;43
"UA";"Halfgeleiders";2012;2;0,02;41
"UA";"Halfgeleiders";2014;1;0,01;40
"UA";"Halfgeleiders";2017;2;0,02;38
"UA";"Halfgeleiders";2018;1;0,01;42
"UA";"Halfgeleiders";2019;1;0,01;42
"UA";"Halfgeleiders";2020;1;0,01;45
"UA";"Halfgeleiders";2021;2;0,02;35
"UA";"Kunstmatige intelligentie en data";2008;4;0,65;19
"UA";"Kunstmatige intelligentie en data";2009;1;0,18;25
"UA";"Kunstmatige intelligentie en data";2016;2;0,12;34
"UA";"Kunstmatige intelligentie en data";2017;2;0,07;37
"UA";"Kunstmatige intelligentie en data";2018;3;0,07;34
"UA";"Kunstmatige intelligentie en data";2020;6;0,06;40
"UA";"Kunstmatige intelligentie en data";2021;6;0,05;41
"UA";"Kunstmatige intelligentie en data";2022;6;0,05;38
"UA";"Optica en geintegreerde fotonica";2002;1;0,03;36
"UA";"Optica en geintegreerde fotonica";2003;2;0,05;36
"UA";"Optica en geintegreerde fotonica";2004;2;0,05;33
"UA";"Optica en geintegreerde fotonica";2005;3;0,07;33
"UA";"Optica en geintegreerde fotonica";2006;4;0,08;30
"UA";"Optica en geintegreerde fotonica";2007;2;0,04;34
"UA";"Optica en geintegreerde fotonica";2008;7;0,12;27
"UA";"Optica en geintegreerde fotonica";2009;1;0,02;39
"UA";"Optica en geintegreerde fotonica";2010;6;0,1;30
"UA";"Optica en geintegreerde fotonica";2011;3;0,04;35
"UA";"Optica en geintegreerde fotonica";2012;2;0,02;41
"UA";"Optica en geintegreerde fotonica";2013;2;0,02;40
"UA";"Optica en geintegreerde fotonica";2014;2;0,02;42
"UA";"Optica en geintegreerde fotonica";2015;1;0,01;52
"UA";"Optica en geintegreerde fotonica";2016;2;0,02;42
"UA";"Optica en geintegreerde fotonica";2017;3;0,03;41
"UA";"Optica en geintegreerde fotonica";2018;3;0,03;40
"UA";"Optica en geintegreerde fotonica";2019;1;0,01;45
"UA";"Optica en geintegreerde fotonica";2020;3;0,02;43
"UA";"Optica en geintegreerde fotonica";2021;2;0,02;40
"UA";"Optica en geintegreerde fotonica";2022;5;0,05;33
"UA";"Optica en geintegreerde fotonica";2023;2;0,04;35
"UA";"Optomechatronica";2011;2;0,14;29
"UA";"Optomechatronica";2012;1;0,06;37
"UA";"Optomechatronica";2014;1;0,03;39
"UA";"Optomechatronica";2016;1;0,03;43
"UA";"Optomechatronica";2017;1;0,02;45
"UA";"Optomechatronica";2018;4;0,07;35
"UA";"Optomechatronica";2019;5;0,07;36
"UA";"Optomechatronica";2020;8;0,09;32
"UA";"Optomechatronica";2021;5;0,06;36
"UA";"Optomechatronica";2022;8;0,11;31
"UA";"Optomechatronica";2023;1;0,03;36
"UA";"Quantum";2011;1;0,21;24
"UG";"Biotechnologie gericht op moleculen en cellen";2001;1;0,01;53
"UG";"Biotechnologie gericht op moleculen en cellen";2016;1;0,01;58
"UK";"Beeldvormingstechnologie";2000;26;3,83;5
"UK";"Beeldvormingstechnologie";2001;42;5,26;5
"UK";"Beeldvormingstechnologie";2002;58;6,01;5
"UK";"Beeldvormingstechnologie";2003;56;5,47;5
"UK";"Beeldvormingstechnologie";2004;80;6,47;4
"UK";"Beeldvormingstechnologie";2005;50;3,48;7
"UK";"Beeldvormingstechnologie";2006;72;4,08;5
"UK";"Beeldvormingstechnologie";2007;84;4,4;5
"UK";"Beeldvormingstechnologie";2008;90;4,49;5
"UK";"Beeldvormingstechnologie";2009;80;4,07;5
"UK";"Beeldvormingstechnologie";2010;99;5,01;5
"UK";"Beeldvormingstechnologie";2011;79;3,7;6
"UK";"Beeldvormingstechnologie";2012;82;3,11;8
"UK";"Beeldvormingstechnologie";2013;84;2,8;8
"UK";"Beeldvormingstechnologie";2014;128;3,19;8
"UK";"Beeldvormingstechnologie";2015;113;2,8;9
"UK";"Beeldvormingstechnologie";2016;153;3,32;8
"UK";"Beeldvormingstechnologie";2017;142;2,63;8
"UK";"Beeldvormingstechnologie";2018;167;2,71;8
"UK";"Beeldvormingstechnologie";2019;218;2,91;7
"UK";"Beeldvormingstechnologie";2020;214;2,43;8
"UK";"Beeldvormingstechnologie";2021;137;1,58;9
"UK";"Beeldvormingstechnologie";2022;115;1,61;9
"UK";"Beeldvormingstechnologie";2023;47;1,33;9
"UK";"Biotechnologie gericht op moleculen en cellen";2000;576;7,3;3
"UK";"Biotechnologie gericht op moleculen en cellen";2001;646;6,03;5
"UK";"Biotechnologie gericht op moleculen en cellen";2002;565;5,38;4
"UK";"Biotechnologie gericht op moleculen en cellen";2003;616;6,08;4
"UK";"Biotechnologie gericht op moleculen en cellen";2004;605;6,3;4
"UK";"Biotechnologie gericht op moleculen en cellen";2005;503;5,38;4
"UK";"Biotechnologie gericht op moleculen en cellen";2006;462;4,99;4
"UK";"Biotechnologie gericht op moleculen en cellen";2007;503;5,41;4
"UK";"Biotechnologie gericht op moleculen en cellen";2008;418;4,46;4
"UK";"Biotechnologie gericht op moleculen en cellen";2009;485;4,89;4
"UK";"Biotechnologie gericht op moleculen en cellen";2010;434;4,45;5
"UK";"Biotechnologie gericht op moleculen en cellen";2011;429;4,3;5
"UK";"Biotechnologie gericht op moleculen en cellen";2012;423;4,01;7
"UK";"Biotechnologie gericht op moleculen en cellen";2013;473;4,39;6
"UK";"Biotechnologie gericht op moleculen en cellen";2014;498;4,31;6
"UK";"Biotechnologie gericht op moleculen en cellen";2015;511;4,61;6
"UK";"Biotechnologie gericht op moleculen en cellen";2016;609;5;5
"UK";"Biotechnologie gericht op moleculen en cellen";2017;599;4,53;6
"UK";"Biotechnologie gericht op moleculen en cellen";2018;563;4,15;6
"UK";"Biotechnologie gericht op moleculen en cellen";2019;635;4,3;6
"UK";"Biotechnologie gericht op moleculen en cellen";2020;629;4,03;6
"UK";"Biotechnologie gericht op moleculen en cellen";2021;589;3,55;6
"UK";"Biotechnologie gericht op moleculen en cellen";2022;484;2,99;7
"UK";"Biotechnologie gericht op moleculen en cellen";2023;225;2,46;7
"UK";"Cybersecurity";2000;64;4,98;4
"UK";"Cybersecurity";2001;125;5,36;4
"UK";"Cybersecurity";2002;143;5,36;3
"UK";"Cybersecurity";2003;167;6,29;4
"UK";"Cybersecurity";2004;133;5,11;4
"UK";"Cybersecurity";2005;142;5,04;5
"UK";"Cybersecurity";2006;142;4,46;6
"UK";"Cybersecurity";2007;145;4,05;7
"UK";"Cybersecurity";2008;161;4,42;7
"UK";"Cybersecurity";2009;136;3,83;7
"UK";"Cybersecurity";2010;124;3,92;7
"UK";"Cybersecurity";2011;129;4,02;7
"UK";"Cybersecurity";2012;163;4,4;7
"UK";"Cybersecurity";2013;168;3,71;7
"UK";"Cybersecurity";2014;185;3,33;7
"UK";"Cybersecurity";2015;231;4,03;6
"UK";"Cybersecurity";2016;262;3,85;6
"UK";"Cybersecurity";2017;306;4,13;6
"UK";"Cybersecurity";2018;365;4,66;6
"UK";"Cybersecurity";2019;487;5,35;5
"UK";"Cybersecurity";2020;373;3,83;6
"UK";"Cybersecurity";2021;341;3,98;6
"UK";"Cybersecurity";2022;249;3,18;6
"UK";"Cybersecurity";2023;113;2,72;6
"UK";"Energiematerialen";2000;78;5,41;4
"UK";"Energiematerialen";2001;90;4,9;4
"UK";"Energiematerialen";2002;107;4,79;4
"UK";"Energiematerialen";2003;129;4,81;4
"UK";"Energiematerialen";2004;148;4,81;4
"UK";"Energiematerialen";2005;122;3,32;5
"UK";"Energiematerialen";2006;145;3,61;6
"UK";"Energiematerialen";2007;142;3,15;6
"UK";"Energiematerialen";2008;144;2,9;6
"UK";"Energiematerialen";2009;136;2,52;6
"UK";"Energiematerialen";2010;178;2,83;7
"UK";"Energiematerialen";2011;184;2,52;7
"UK";"Energiematerialen";2012;205;2,44;7
"UK";"Energiematerialen";2013;266;3,17;7
"UK";"Energiematerialen";2014;226;2,8;7
"UK";"Energiematerialen";2015;228;3,13;7
"UK";"Energiematerialen";2016;267;3,64;7
"UK";"Energiematerialen";2017;248;3,16;7
"UK";"Energiematerialen";2018;216;2,52;7
"UK";"Energiematerialen";2019;204;2,19;7
"UK";"Energiematerialen";2020;195;2,08;7
"UK";"Energiematerialen";2021;245;2,53;7
"UK";"Energiematerialen";2022;154;1,61;7
"UK";"Energiematerialen";2023;108;1,85;7
"UK";"Groene chemische productieprocessen";2000;12;6,45;4
"UK";"Groene chemische productieprocessen";2001;12;6;5
"UK";"Groene chemische productieprocessen";2002;9;4,05;6
"UK";"Groene chemische productieprocessen";2003;10;3,58;6
"UK";"Groene chemische productieprocessen";2004;19;6,21;4
"UK";"Groene chemische productieprocessen";2005;15;4,89;4
"UK";"Groene chemische productieprocessen";2006;26;6,39;4
"UK";"Groene chemische productieprocessen";2007;17;3,94;6
"UK";"Groene chemische productieprocessen";2008;28;4,84;4
"UK";"Groene chemische productieprocessen";2009;39;5,43;5
"UK";"Groene chemische productieprocessen";2010;22;2,62;8
"UK";"Groene chemische productieprocessen";2011;26;3,04;9
"UK";"Groene chemische productieprocessen";2012;32;3,69;7
"UK";"Groene chemische productieprocessen";2013;26;3;9
"UK";"Groene chemische productieprocessen";2014;42;4,6;5
"UK";"Groene chemische productieprocessen";2015;36;4,05;7
"UK";"Groene chemische productieprocessen";2016;35;4,25;7
"UK";"Groene chemische productieprocessen";2017;46;5,96;4
"UK";"Groene chemische productieprocessen";2018;24;3,77;8
"UK";"Groene chemische productieprocessen";2019;32;4,97;7
"UK";"Groene chemische productieprocessen";2020;19;2,75;9
"UK";"Groene chemische productieprocessen";2021;24;3,71;6
"UK";"Groene chemische productieprocessen";2022;8;1,37;13
"UK";"Groene chemische productieprocessen";2023;2;0,65;17
"UK";"Halfgeleiders";2000;53;2,26;6
"UK";"Halfgeleiders";2001;48;1,64;7
"UK";"Halfgeleiders";2002;82;2,39;6
"UK";"Halfgeleiders";2003;116;3,17;6
"UK";"Halfgeleiders";2004;111;2,69;7
"UK";"Halfgeleiders";2005;151;3,26;4
"UK";"Halfgeleiders";2006;189;3,49;5
"UK";"Halfgeleiders";2007;173;2,87;6
"UK";"Halfgeleiders";2008;168;2,73;5
"UK";"Halfgeleiders";2009;181;2,75;5
"UK";"Halfgeleiders";2010;156;2,31;7
"UK";"Halfgeleiders";2011;115;1,49;8
"UK";"Halfgeleiders";2012;138;1,66;8
"UK";"Halfgeleiders";2013;116;1,39;8
"UK";"Halfgeleiders";2014;98;1,15;8
"UK";"Halfgeleiders";2015;128;1,63;8
"UK";"Halfgeleiders";2016;121;1,45;7
"UK";"Halfgeleiders";2017;125;1,39;7
"UK";"Halfgeleiders";2018;132;1,37;7
"UK";"Halfgeleiders";2019;130;1,27;8
"UK";"Halfgeleiders";2020;104;0,98;8
"UK";"Halfgeleiders";2021;106;1,09;8
"UK";"Halfgeleiders";2022;62;0,64;9
"UK";"Halfgeleiders";2023;29;0,54;10
"UK";"Kunstmatige intelligentie en data";2000;21;9,25;3
"UK";"Kunstmatige intelligentie en data";2001;32;8,65;2
"UK";"Kunstmatige intelligentie en data";2002;52;10,97;2
"UK";"Kunstmatige intelligentie en data";2003;24;6,5;3
"UK";"Kunstmatige intelligentie en data";2004;24;6,52;4
"UK";"Kunstmatige intelligentie en data";2005;51;10,54;2
"UK";"Kunstmatige intelligentie en data";2006;34;6,43;3
"UK";"Kunstmatige intelligentie en data";2007;30;5,11;3
"UK";"Kunstmatige intelligentie en data";2008;28;4,53;4
"UK";"Kunstmatige intelligentie en data";2009;35;6,24;4
"UK";"Kunstmatige intelligentie en data";2010;32;5,06;4
"UK";"Kunstmatige intelligentie en data";2011;36;5,11;4
"UK";"Kunstmatige intelligentie en data";2012;33;4,27;5
"UK";"Kunstmatige intelligentie en data";2013;41;4,16;4
"UK";"Kunstmatige intelligentie en data";2014;62;4,4;4
"UK";"Kunstmatige intelligentie en data";2015;54;3,5;5
"UK";"Kunstmatige intelligentie en data";2016;80;4,62;4
"UK";"Kunstmatige intelligentie en data";2017;126;4,51;4
"UK";"Kunstmatige intelligentie en data";2018;166;3,79;5
"UK";"Kunstmatige intelligentie en data";2019;287;3,84;6
"UK";"Kunstmatige intelligentie en data";2020;298;2,81;6
"UK";"Kunstmatige intelligentie en data";2021;338;2,73;6
"UK";"Kunstmatige intelligentie en data";2022;266;2,21;7
"UK";"Kunstmatige intelligentie en data";2023;112;1,83;7
"UK";"Optica en geintegreerde fotonica";2000;175;8,16;4
"UK";"Optica en geintegreerde fotonica";2001;167;5,74;4
