Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Diversity Spotlight,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Actively Hiring,Hub Tags,Full Description,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
EvenUp,https://www.crunchbase.com/organization/litty,"Artificial Intelligence (AI), FinTech, Legal Tech, Software","San Francisco, California, United States",EvenUp develops cloud and AI-based legal case management solutions.,"10,860","San Francisco Bay Area, West Coast, Western US",,94114,Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://www.evenuplaw.com,,,https://www.linkedin.com/company/evenup,,,9,,,EvenUp develops cloud and AI-based legal case management solutions. Its ligation cost software values personal injury claims and automates aspects of personal injury legal practices.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",3,"Rami Karabibar, Raymond Mieszaniec, Saam Mashhad",251-500,4,Late Stage Venture,2023-12-01,35000000,USD,35000000,Series C,35000000,USD,35000000,Series C,85500000,USD,85500000,85500000,USD,85500000,"Clio, Lightspeed Venture Partners, Bessemer Venture Partners, SignalFire, DCM Ventures",5,12
Rezo Therapeutics,https://www.crunchbase.com/organization/rezo-therapeutics,"Artificial Intelligence (AI), Biotechnology, Product Research","South San Francisco, California, United States","Rezo Therapeutics identifies targets and therapies by combining distinct, unbiased technologies with artificial intelligence.","12,296","San Francisco Bay Area, West Coast, Western US",Women Founded,94158,$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.rezotx.com,,,https://www.linkedin.com/company/rezotx,info@rezotx.com,,12,,,"Rezo Therapeutics identifies targets and therapies by combining distinct, unbiased technologies with artificial intelligence. Rezo's proprietary platform can be used to treat a wide range of diseases. Rezo's initial focus is oncology, with plans to expand into other therapeutic areas through collaborations and partnerships.",,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Design, Science and Engineering, Software",6,"George Scangos, Kevan Shokat, Natalia Jura, Nevan Krogan, Norbert Bischofberger, Sourav Bandyopadhyay",1-10,1,Early Stage Venture,2022-11-17,78000000,USD,78000000,Series A,78000000,USD,78000000,Series A,78000000,USD,78000000,78000000,USD,78000000,"Eli Lilly, Andreessen Horowitz, Alexandria Venture Investments, Liquid 2 Ventures, Norwest Venture Partners",3,9
Klarity,https://www.crunchbase.com/organization/klarity,"Accounting, Artificial Intelligence (AI), Document Management, Document Preparation, Machine Learning, SaaS, Software","San Francisco, California, United States","Klarity is an online documentation platform that provides manual document processing, reviewing, and management services.","12,791","San Francisco Bay Area, West Coast, Western US",,94104,$10M to $50M,Active,2017-06-05,day,,,,,For Profit,https://www.klarity.ai/,https://x.com/klaritylaw/,https://www.facebook.com/klaritylaw,https://www.linkedin.com/company/klarityai/,hello@klaritylaw.com,+1 (857) 234-8122,11,,,"Klarity's software simplifies your ASC 606 or IFRS 15 customer contract review process. Klarity normalizes your contract review controls through a standardized checklist, uses Machine Learning to review customer contracts for clauses with potential revenue impact, documents technical Revenue Recognition impact according to ASC 606 or IFRS 15, and stores all relevant documents (e.g. MSA, Order Form, RevRec schedule and Invoice) in one record.  Klarity was founded by Andrew Antos, a Harvard lawyer, and Nischal Nadhamuni, an MIT Computer Science graduate.",,,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",2,"Andrew Antoš, Nischal Nadhamuni",11-50,6,Early Stage Venture,2024-06-24,70000000,USD,70000000,Series B,70000000,USD,70000000,Series B,90375000,USD,90375000,90375000,USD,90375000,"Y Combinator, Nat Friedman, Quiet Capital, Invus, Daniel Gross",3,25
ceτi AI,https://www.crunchbase.com/organization/ceτi-ai,"Artificial Intelligence (AI), Decentralized Finance (DeFi)",,ceτi AI's mission is to accelerate the advancement of decentralized artificial intelligence.,"13,226",,,,,Active,2024-01-01,year,,,,,For Profit,https://taoceti.ai,https://twitter.com/ceti_ai,,,,,,,,ceτi AI's mission is to accelerate the advancement of decentralized artificial intelligence.,,,,,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Science and Engineering, Software",,,,2,,2024-07-22,60000000,USD,60000000,Venture - Series Unknown,60000000,USD,60000000,Venture - Series Unknown,60000000,USD,60000000,60000000,USD,60000000,"Alpha Transform Holdings, BCII Enterprises",2,2
Inceptio Technology,https://www.crunchbase.com/organization/inceptio-technology,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Freight Service, Logistics, Transportation","Shanghai, Shanghai, China",Inceptio Technology is a company that develops autonomous trucks and their logistic networks.,"13,566",Asia-Pacific (APAC),,,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.inceptio.ai/,https://twitter.com/inceptiotech,,https://www.linkedin.com/company/inceptio-technology,info@inceptio.ai,,23,,,"Inceptio Technology provides a nationwide freight network using autonomous driving trucks. It focuses on the transformation of line-haul logistics by providing a more secure, efficient, and economical Transportation-As-A-Service to logistic customers.  The company's autonomous driving heavy-duty trucks utilize artificial intelligence technology, new energy technology, and logistics big data technology, providing logistics companies with efficient and safe logistic solutions. It was founded in 2018 and is based in Shanghai, China. It has R&D centers in both Shanghai and Silicon Valley.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",1,Julian Ma,501-1000,4,Early Stage Venture,2022-02-28,188000000,USD,188000000,Series B,188000000,USD,188000000,Series B,678000000,USD,678000000,678000000,USD,678000000,"Meituan, Mirae Asset, Contemporary Amperex Technology, Sequoia Capital China, GLP",6,20
EchoNous,https://www.crunchbase.com/organization/echonous,"Artificial Intelligence (AI), Health Care, Medical, Medical Device","Redmond, Washington, United States","EchoNous specializes in the fields of medical devices, ultrasound, POCUS, machine learning, deep learning, and artificial intelligence.","13,674","Greater Seattle Area, West Coast, Western US",,,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.echonous.com,https://twitter.com/echonous,https://www.facebook.com/EchoNous/,https://www.linkedin.com/company/echonous2/,,844-854-0800,26,,,"EchoNous specializes in the fields of medical devices, ultrasound, POCUS, machine learning, deep learning, and artificial intelligence. EchoNous is applying a layer of artificial intelligence to extreme miniaturized ultrasound",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",1,Kevin M. Goodwin,51-100,6,,2023-07-11,7000000,USD,7000000,Venture - Series Unknown,7000000,USD,7000000,Venture - Series Unknown,194000000,USD,194000000,194000000,USD,194000000,"Kohlberg Kravis Roberts, Kennedy Lewis Investment Management",2,2
OpenEvidence,https://www.crunchbase.com/organization/openevidence,"Artificial Intelligence (AI), Clinical Trials, Medical","Cambridge, Massachusetts, United States",OpenEvidence is a common problem in many high-value domains. It's a huge challenge in medicine.,"13,684","Greater Boston Area, East Coast, New England",,,,Active,2021-01-01,year,,,,,For Profit,https://www.openevidence.com,,,https://www.linkedin.com/company/openevidence,,,6,,,"OpenEvidence  Information overload is a common problem in many high-value domains. It's a huge challenge in medicine. With such a rate of change, it is practically impossible for the world's physicians, medical scientists, and healthcare professionals to keep up with and comprehend all of the most recent research literature and clinical evidence pertinent to their work. Our contribution to the global effort to tame the medical information firehose is OpenEvidence: Artificial intelligence is applied in our strategy to aggregate, synthesize, and visualize clinical evidence in intelligible, clinically valuable formats that can be exploited.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Daniel Nadler, Zachary Ziegler",11-50,2,Early Stage Venture,2022-07-01,27000000,USD,27000000,Series B,27000000,USD,27000000,Series B,32000000,USD,32000000,32000000,USD,32000000,"Brian Sheth, Jim Breyer, Daniel Nadler, Ken Moelis",1,4
Empress Therapeutics,https://www.crunchbase.com/organization/empress-therapeutics,"Artificial Intelligence (AI), Biotechnology, Medical, Product Research","Cambridge, Massachusetts, United States",Empress Therapeutics is to generate transformative drug candidates that get to the clinic faster and cheaper.,"14,690","Greater Boston Area, East Coast, New England",,,$1M to $10M,Active,2022-01-01,year,,,,,For Profit,http://www.empresstx.com,https://twitter.com/Empress_Tx,,https://www.linkedin.com/company/empresstx,,,16,,,"Empress Therapeutics is a biotechnology business in its early stages focused on drug development and new molecular insights into health and illness. The company's proprietary bio platform uses evolution, human molecular and genetic data, and artificial intelligence to identify advanced starting points in endogenous drug-like molecules, allowing clinicians to treat a wide range of serious unmet medical needs with small-molecule drug candidates.",,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering, Software",1,Jason Park,11-50,1,,2023-06-21,50000000,USD,50000000,Venture - Series Unknown,50000000,USD,50000000,Venture - Series Unknown,50000000,USD,50000000,50000000,USD,50000000,Flagship Pioneering,1,1
Qcraft,https://www.crunchbase.com/organization/qcraft-7238,"Artificial Intelligence (AI), Automotive","Beijing, Beijing, China",Qcraft operates as a self-driving startup company.,"15,409",Asia-Pacific (APAC),,,$1M to $10M,Active,2019-01-01,day,,,,,For Profit,http://qcraft.ai/,,,https://www.linkedin.com/company/qcraft/,,,17,,,"Qcraft operates as a self-driving startup company. Qcraft develops AV simulation testing, which refers to a system solution that trains self-driving cars to deal with vast traffic scenarios, especially unusual cases, on a virtual road network.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",1,Qian Yu,251-500,5,Late Stage Venture,2024-06-14,100000000,CNY,13783028,Series C,100000000,CNY,13783028,Series C,137783028,USD,137783028,137783028,USD,137783028,"CICC, Lenovo Capital and Incubator Group (LCIG), Vision Plus Capital, YF Capital, IDG Capital",5,12
Galaxy Bot,https://www.crunchbase.com/organization/galaxy-bot,"Intelligent Systems, Manufacturing, Robotics","Beijing, Beijing, China",Galaxy Bot is an innovative robotics company that provides intelligent universal service robotic products.,"18,290",Asia-Pacific (APAC),,,,Active,,,,,,,For Profit,http://www.galbot.com,,,,,,2,,,Galaxy Bot is an innovative robotics company that provides intelligent universal service robotic products.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",,,,2,Seed,2024-06-21,700000000,CNY,96406782,Angel,700000000,CNY,96406782,Angel,700000000,CNY,96406782,700000000,CNY,96406782,"Meituan, Qiming Venture Partners, Iflytek, Matrix Partners China, BlueRun Ventures",4,10
Canoe,https://www.crunchbase.com/organization/canoe-software,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Management, FinTech, Machine Learning, SaaS","New York, New York, United States",Canoe develops an AI technology to help alternative investment firms streamline their data management processes.,"18,403","Greater New York Area, East Coast, Northeastern US",,10013,Less than $1M,Active,2013-01-01,year,,,,,For Profit,https://canoeintelligence.com,https://twitter.com/CanoeAI,,https://www.linkedin.com/company/canoe-intelligence,info@canoeintelligence.com,+1 646.992.4375,18,,,"Canoe focuses on automating document management and data extraction for allocators and investors into alternatives. The company is transforming the post-investment operational, monitoring, and reporting experience for all involved. By combining industry expertise with sophisticated machine-learning and data capture technologies, it turns PDF reporting documents into actionable data and intelligence, unlocking new operational efficiencies for clients. Canoe was founded in 2013 and based in New York, New York.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,Wei Wang,51-100,4,Late Stage Venture,2024-07-09,36000000,USD,36000000,Series C,36000000,USD,36000000,Series C,61000000,USD,61000000,61000000,USD,61000000,"Hamilton Lane, The Carlyle Group, F-Prime Capital, Goldman Sachs Asset Management, Eight Roads Ventures",4,9
Vercel,https://www.crunchbase.com/organization/vercel,"Apps, Artificial Intelligence (AI), Developer Platform, Internet, Software","Covina, California, United States","Vercel's frontend cloud gives developers frameworks, workflows, and infrastructure to build a faster, more personalized web.","18,852","Greater Los Angeles Area, West Coast, Western US",,91723,,Active,2015-01-01,year,,,,,For Profit,https://vercel.com,https://twitter.com/vercel,https://www.facebook.com/VercelHQ,https://www.linkedin.com/company/vercel,support@vercel.com,(951) 383-6898,76,,Unicorn,"Vercel combines the best developer experience with an obsessive focus on end-user performance. Founded in 2015, Vercel provides unsurpassed vertical integration, from developer experience to edge delivery, with the industry’s most advanced development tools paired with parallel computing in a serverless cloud environment providing a fully-managed, highly-automated experience for both developers and users.",,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",1,Guillermo Rauch,251-500,5,Late Stage Venture,2024-05-16,250000000,USD,250000000,Series E,250000000,USD,250000000,Series E,563000000,USD,563000000,563000000,USD,563000000,"Greenoaks, Google Ventures, Accel, Nat Friedman, 8VC",4,20
Evident Vascular,https://www.crunchbase.com/organization/evident-vascular,"Artificial Intelligence (AI), Health Care, Medical, Medical Device","San Jose, California, United States",Evident Vascular offers an advanced IVUS platform that leverages Artificial Intelligence to deliver superior Vascular.,"20,379","San Francisco Bay Area, Silicon Valley, West Coast",,,,Active,2021-01-01,year,,,,,,https://evidentvascular.com/,,,https://www.linkedin.com/company/evident-vascular/,,,17,,,Evident Vascular offers an advanced IVUS platform that leverages Artificial Intelligence to deliver superior Vascular.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",3,"Danielo Piazza, Howard Rosen, Patrick Phillips",11-50,1,Early Stage Venture,2023-10-17,35000000,USD,35000000,Series A,35000000,USD,35000000,Series A,35000000,USD,35000000,35000000,USD,35000000,Vensana Capital,1,1
Sword Health,https://www.crunchbase.com/organization/sword-health,"Artificial Intelligence (AI), Health Care, Medical, mHealth, Therapeutics","New York, New York, United States",Sword Health offers digital physical therapy programs with AI coaching to help people recover from pain and avoid surgery.,"20,407","Greater New York Area, East Coast, Northeastern US",,10010,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.swordhealth.com,https://twitter.com/swordhealth,https://www.facebook.com/SWORDHealth1,https://www.linkedin.com/company/swordhealth,inbound@swordhealth.com,(801) 998-2113,54,,Unicorn,"Sword Health is on a mission to free 2 billion people from pain by pioneering the field of AI Care. Sword has developed the first platform to predict, prevent, and treat pain by starting with the expertise of world-class doctors of physical therapy and then building an interactive AI experience to deliver care that members can use anywhere, anytime, under a clinician’s supervision. Delivering over 1.5 million AI sessions to members in 2023 and available to over 10,000 employers across three continents, Sword holds the majority of industry patents, a 70% win rate in competitive evaluations, and has raised over $300 million in funding from major venture firms, including Founders Fund, General Catalyst, and Khosla Ventures. Recently ranked the 26th fastest-growing US company on the Inc. 5000 list, Sword is redefining healthcare by saving clients millions while delivering unparalleled recovery from pain to its members.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",2,"Márcio Colunas, Virgílio Bento",501-1000,11,Late Stage Venture,2024-06-04,100000000,USD,100000000,Secondary Market,30000000,USD,30000000,Series E,326013886,USD,326013886,453466017,USD,453466017,"Khosla Ventures, General Catalyst, Founders Fund, Bond, Sapphire Ventures",6,20
Good Driver Mutuality,https://www.crunchbase.com/organization/good-driver-mutuality,"Artificial Intelligence (AI), Automotive, FinTech, Internet","El Monte, California, United States","FinTech, Automotive, Platform, Mutual Aid","20,571","Greater Los Angeles Area, West Coast, Western US",,91735,,Active,2023-01-01,year,,,,,For Profit,https://www.gooddriver.ai/,,,https://www.linkedin.com/company/good-driver-mutuality-inc/,business@gooddriver.ai,,,,,"Good Driver Mutuality Inc. (GDM) is an innovative company founded by Stanford graduates. We provide a tech-driven, mutual aid program as an alternative to traditional car insurance. Our community-based platform leverages AI to reduce costs and incentivize safe driving, fostering mutual financial support among members for vehicle-related incidents.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Science and Engineering, Software, Transportation",,,51-100,1,Early Stage Venture,2021-04-25,40400000,USD,40400000,Series A,40400000,USD,40400000,Series A,40400000,USD,40400000,40400000,USD,40400000,"Ribbit Capital, Hedosophia",,2
Netweb Technologies,https://www.crunchbase.com/organization/netweb-technologies-bca8,"Artificial Intelligence (AI), Cloud Data Services, Information Technology, Machine Learning","Faridabad, Haryana, India","Netweb Technologies offers cloud migration, managed cloud services, open-stack cloud, AI, machine learning, and technical support services.","20,646",Asia-Pacific (APAC),,,$10M to $50M,Active,1996-01-01,year,2023-07-28,day,,,For Profit,https://www.netwebindia.com ,https://twitter.com/netwebtech,https://www.facebook.com/netwebindia,https://www.linkedin.com/company/netweb-technologies ,info@netwebtech.com,91 129 231 0400,,,,"Netweb Technologies offers cloud migration, managed cloud services, open-stack cloud, AI, machine learning, and technical support services.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",,,101-250,1,IPO,2024-08-02,4580000000,INR,54675240,Post-IPO Secondary,,,,,,,,4580000000,INR,54675240,"Societe Generale, ICICI Prudential Mutual Fund, Citigroup Global Markets, Invesco Mutual Fund, Union Asset Management Company",,5
QuanticMind,https://www.crunchbase.com/organization/insidevault,"Advertising, Analytics, Artificial Intelligence (AI), Cloud Computing, Digital Marketing, Machine Learning, Marketing, Predictive Analytics, SaaS, Software","Redwood City, California, United States",QuanticMind is a predictive advertising management software for paid search and social channels. ,"24,485","San Francisco Bay Area, Silicon Valley, West Coast",,94065,$1M to $10M,Active,2011-05-01,month,2021-02-24,day,,,For Profit,http://quanticmind.com/,http://twitter.com/TheQuanticMind,http://www.facebook.com/TheQuanticMind,http://www.linkedin.com/company/insidevault,hello@quanticmind.com,(650) 362-8085,20,,,"QuanticMind is a predictive advertising management software for paid search and social channels. Their Platform is for Smarter Advertising and is the pioneer of predictive advertising management software for paid search and social channels. By reinventing ad management point solutions through machine learning, distributed cloud computing, and in-memory processing, QuanticMind delivers the most intelligent, scalable, and fastest platform for maximizing advertising performance for enterprises. A global community of data-driven marketers relies on QuanticMind’s data science-powered platform to anticipate and execute the best and most granular advertising investments. It was incorporated in 2011 and is headquartered in Redwood City, California.",,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Internet Services, Sales and Marketing, Science and Engineering, Software",3,"Brian Bird, Chaitanya Chandrasekar, Enriko Aryanto",51-100,2,M&A,2017-10-05,20000000,USD,20000000,Series B,20000000,USD,20000000,Series B,30300000,USD,30300000,30300000,USD,30300000,"Safeguard Scientifics, Cervin Ventures, Foundation Capital",2,3
Sensi.Ai,https://www.crunchbase.com/organization/clanz-technologies,"Artificial Intelligence (AI), Elder Care, Health Care, Machine Learning, Natural Language Processing, Physical Security, Security, Speech Recognition","Tel Aviv, Tel Aviv, Israel",Sensi.Ai is a software development company that designs and develops AI-based solutions for home care agencies.,"25,165","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",,,$1M to $10M,Active,2019-07-01,day,,,,,For Profit,https://www.sensi.ai,https://twitter.com/SensiAi,https://www.facebook.com/SensiAI,https://www.linkedin.com/company/sensi-ai/,contactus@sensi.ai,646-665-7668,37,,,"Sensi.Ai developed the first audio AI that's able to analyze the routine in long term care environments, detect anomalies and provide insight on trends, with the purpose of improving the quality of care",,,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Privacy and Security, Science and Engineering, Software",3,"Keren Etkin, Nevo Elmalem, Romi Gubes",51-100,5,Early Stage Venture,2024-06-26,31000000,USD,31000000,Series B,31000000,USD,31000000,Series B,48650000,USD,48650000,48650000,USD,48650000,"Insight Partners, Flint Capital, Israel Innovation Authority, Entrée Capital, Zeev Ventures",4,12
Sunlune Corp,https://www.crunchbase.com/organization/sunlune-corp,"Artificial Intelligence (AI), Blockchain, Generative AI, Semiconductor, Web3","Santa Clara, California, United States",Sunlune is a developer of cutting-edge Web 3.0 and AI compute infrastructure hardware technologies.,"25,659","San Francisco Bay Area, Silicon Valley, West Coast",,95051,,Active,2009-01-01,year,,,,,For Profit,https://sunlune.us/#/home/index,https://x.com/Sunlune_lnc,https://www.facebook.com/sunluneofficial,https://www.linkedin.com/company/sunlune,info@sunlune.us,4083525140,,,,"Sunlune is a developer of cutting-edge Web 3.0 and AI compute infrastructure hardware technologies. It is designed to meet the industry’s rapidly growing demands for high-throughput computing and larger AI workload capacities. The company’s disruptive next-gen hardware solutions provide massive upgrades in cost-efficiency, scalability, and sustainability to support the new wave of Gen AI applications.",,,,,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Hardware, Internet Services, Other, Science and Engineering, Software",,,101-250,3,Early Stage Venture,2022-08-01,30000000,USD,30000000,Series A,30000000,USD,30000000,Series A,48010000,USD,48010000,48010000,USD,48010000,Intel Capital,1,1
MetaX,https://www.crunchbase.com/organization/metax-5209,"Artificial Intelligence (AI), Metaverse","Shanghai, Shanghai, China",MetaX is a integrated circuit design company.,"26,095",Asia-Pacific (APAC),,201210,,Active,2020-09-01,month,,,,,For Profit,http://www.metax-tech.com/,,,https://www.linkedin.com/company/%E6%B2%90%E6%9B%A6%E9%9B%86%E6%88%90%E7%94%B5%E8%B7%AF%EF%BC%88%E4%B8%8A%E6%B5%B7%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,,,,,,"Muxi is dedicated to providing full-stack GPU chips and heterogeneous computing solutions that can be widely used in cutting-edge fields such as artificial intelligence, smart cities, data centers, cloud computing, autonomous driving, digital twins, metaverse, and so on. It builds full-stack GPU chip products, launching MXN series GPUs (Xi Si) for AI reasoning, MXC series GPUs (Xi Yun) for AI training and general computing, and MXG series GPUs (Xi Cai) for graphics rendering, Meet the computing power requirements of data centers for ""high energy efficiency"" and ""high versatility"". Mu Xi's products all use independently developed GPU IP, have instruction sets and architectures with completely independent intellectual property rights, and are outfitted with a complete software stack (MACAMACA) compatible with mainstream GPU ecosystems. In September 2020, the company was founded in Shanghai, and it has wholly-owned subsidiaries and R&D centers in Beijing, Nanjing, Chengdu, Hangzhou, Shenzhen, and Wuhan.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",1,William CHEN,501-1000,3,Early Stage Venture,2022-07-05,1000000000,CNY,148811738,Series B,1000000000,CNY,148811738,Series B,2000000000,CNY,303337807,2000000000,CNY,303337807,"Lightspeed Venture Partners, Sequoia Capital China, Matrix Partners China, Lenovo Capital and Incubator Group (LCIG), Lightspeed China Partners",7,19
ælf,https://www.crunchbase.com/organization/ælf,"Artificial Intelligence (AI), Blockchain, Cloud Computing, Internet","Singapore, Central Region, Singapore","aelf, an AI-enhanced Layer 1 blockchain network, leverages the robust C# programming language......","26,273","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://www.aelf.com/,https://twitter.com/aelfblockchain,,https://www.linkedin.com/company/aelfblockchain,,,,,,"aelf is a sophisticated AI (Artificial Intelligence)-enhanced Layer 1 blockchain network, and utilizing the C# programming language for optimal efficiency and scalability within its multi-layered architecture. As a pioneer leading innovator in Asia, the company integrates cutting-edge AI and modular Layer 2 ZK Rollup technology to deliver a high-performance, cost-effective, and secure platform. This pioneering approach caters to both developers and end-users, fostering innovation and advancing Web3 and AI technology within a dynamic ecosystem.",,,,2,2,2,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Other, Science and Engineering, Software",2,"Haobo Ma, Zhuling Chen",101-250,2,,2017-12-04,40000000,USD,40000000,Venture - Series Unknown,40000000,USD,40000000,Venture - Series Unknown,41000000,USD,41000000,41000000,USD,41000000,"Hashed, 1kx, Fundamental Labs, Chain Capital, Continue Capital",,10
Theta EdgeCloud,https://www.crunchbase.com/organization/sliver-tv,"Artificial Intelligence (AI), Cloud Computing, Generative AI, Internet","San Jose, California, United States","Theta EdgeCloud is the leading decentralized cloud for AI, media and entertainment.","27,194","San Francisco Bay Area, Silicon Valley, West Coast",,,$1M to $10M,Active,2015-09-01,month,,,,,For Profit,https://www.thetaedgecloud.com/,https://x.com/Theta_Network,https://www.facebook.com/ThetaNetwork,https://www.linkedin.com/company/thetanetwork/,,,6,,,"Theta EdgeCloud is the leading decentralized cloud for AI, media and entertainment. The platform empowers AI teams with unrivaled GPU price-to-performance as the first hybrid cloud-edge computing architecture. Strategic corporate investors include Samsung NEXT, Sony Innovation Fund, media investors BDMI Bertelsmann Digital Media Investments, CAA Creative Artists Agency, and traditional Silicon Valley VCs including DCM and Sierra Ventures.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",2,"Jieyi Long, Mitch Liu",1-10,7,Early Stage Venture,2018-09-30,,,,Series A,,,,Series A,56000000,USD,56000000,56000000,USD,56000000,"UpHonest Capital, Sierra Ventures, DCM Ventures, Greycroft, DHVC",4,18
ActivePipe,https://www.crunchbase.com/organization/activepipe,"Artificial Intelligence (AI), Marketing, Real Estate","Melbourne, Victoria, Australia",ActivePipe Platform uses predictive data technology to identify high-value contacts in a real estate agent’s database.,"27,752","Asia-Pacific (APAC), Australasia",,3146,$1M to $10M,Active,2015-01-01,year,2022-02-22,day,,,For Profit,https://activepipe.com/,https://twitter.com/activepipe,https://www.facebook.com/ActivePipe/,https://in.linkedin.com/company/active-pipe,ash@activepipe.com,+61390170991,22,,,ActivePipe platform uses AI to automate the process for brokers and agents to stay in touch with all their potential clients. Its predictive capabilities identify which clients are most likely to enter a transaction and alert clients to open opportunities in their database.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Sales and Marketing, Science and Engineering, Software",2,"Ash Farrugia, Gavan Stewart",51-100,7,M&A,2021-03-23,51000000,USD,51000000,Venture - Series Unknown,51000000,USD,51000000,Venture - Series Unknown,60606254,USD,60606254,60606254,USD,60606254,"Marbruck, IAG Firemark Ventures, SecondQuarter Ventures, Second Century Ventures, Leigh Jasper",3,9
GT Apeiron Therapeutics,https://www.crunchbase.com/organization/gt-apeiron-therapeutics,"Artificial Intelligence (AI), Biotechnology, Health Care, Therapeutics","Shanghai, Shanghai, China",GT Apeiron Therapeutics is a developer of innovative drugs utilizing artificial intelligence technology.,"28,923",Asia-Pacific (APAC),,,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.apeiron-bio.com,,,https://www.linkedin.com/company/gt-apeiron-therapeutics,,,5,,,"GT Apeiron Therapeutics is a developer of innovative drugs utilizing artificial intelligence technology. The company develops breakthrough investigational medicines by harnessing the power of artificial intelligence, aiming to drastically increase efficiency throughout the drug discovery process.",,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",1,Alan Au,11-50,3,Early Stage Venture,2022-03-29,17500000,USD,17500000,Series A,17500000,USD,17500000,Series A,44500000,USD,44500000,44500000,USD,44500000,"GT Healthcare Capital Partners, Viva BioInnovator, Panacea Venture",2,3
