Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Phone Number,Contact Email,Number of Articles,Hub Tags,Full Description,Number of Sub-Orgs,Actively Hiring,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Funding Type,Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
EnerAllies,https://www.crunchbase.com/organization/enerallies,"Energy Management, Internet of Things, Machine Learning, Predictive Analytics, SaaS, Software","Sunnyvale, California, United States","EnerAllies is leading the transformation to the smart, automated facility for multi-site enterprises with a software-centric IoT platform","460,158","San Francisco Bay Area, Silicon Valley, West Coast",,,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.enerallies.com,,,https://www.linkedin.com/in/samklepper,(888)770-3009,info@enerallies.com,2,,"EnerAllies is leading the transformation to the smart, automated facility for small-box, multi-site enterprises with a focus on retail and restaurant chains. The company utilizes a software-centric Internet of Things platform to remotely control and manage HVAC systems. The solution reduces energy and maintenance costs and optimizes clientele comfort via cloud software and machine learning. EnerAllies' patented software platform eliminates costly and complex hardware giving the company a low-cost leadership position. The streamlined application and subscription business model translates into uniquely compelling customer economics with 2x payback in the first year.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Software",2,"Rob Keil, Steve Maruyama",11-50,1,Seed,2012-05-21,,,,,,,Seed,Seed,,,,,,,"One Planet Group, Payam Zamani",,2
Wallscope,https://www.crunchbase.com/organization/wallscope,"Education, Information Technology, Machine Learning, Robotics, Software","Edinburgh, Edinburgh, City of, United Kingdom",Wallscope uses Machine Learning and Semantic Technologies to build Knowledge Graphs and Linked Data applications.,"460,382","Europe, Middle East, and Africa (EMEA)",EH3 9DZ,,,Active,2014-01-01,year,,,,,For Profit,https://wallscope.co.uk,,,https://www.linkedin.com/company/wallscope,,,,,Wallscope uses Machine Learning and Semantic Technologies to build Knowledge Graphs and Linked Data applications.,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Information Technology, Science and Engineering, Software",,,1-10,1,Seed,2015-06-01,,,,,,,Seed,Seed,,,,,,,CodeBase,1,1
Carsabi,https://www.crunchbase.com/organization/carsabi,"Automotive, Natural Language Processing, Search Engine","San Francisco, California, United States",Carsabi is the search engine for used cars,"460,651","San Francisco Bay Area, West Coast, Western US",,,,Closed,2011-10-01,day,2012-12-27,day,2014-02-01,day,For Profit,http://carsabi.com,http://twitter.com/cars,http://facebook.com/cars,,,contact@carsabi.com,,,"Carsabi puts every car for sale online on one site - whether on a craigslist, dealership websites, speciality auto collections, or other classifieds. Our algorithms extract structured listings from every major online auto site to ensure you have the best deals on the web in real time. Quickly select a Make, Model, and other features and see any matching car in the US  - then compare on price vs mileage to quickly find the best deal.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Software, Transportation",2,"Christopher Berner, Dwight Crow",1-10,1,M&A,2012-01-01,,,,,,,Seed,Seed,,,,,,,"Y Combinator, DCVC",,2
Effidence,https://www.crunchbase.com/organization/effidence,"Artificial Intelligence (AI), Automotive, Computer, Electronics, Robotics, Software","Romagnat, Auvergne, France","Effidence Intelligent automation system for your vehicle, Effibot: a self-contained electric assistance robot.","460,920","European Union (EU), Europe, Middle East, and Africa (EMEA)",63540,,,Active,2009-01-01,year,,,,,For Profit,http://www.effidence.com,https://twitter.com/effidence,,https://www.linkedin.com/company/effidence,(+33) 4 73 25 15 26,sales@effidence.com,,,"Effidence Intelligent automation system for your vehicle, Effibot: a self-contained electric assistance robot.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",1,Cedric Tessier,1-10,1,,2013-05-21,,,,,,,Venture - Series Unknown,Venture - Series Unknown,,,,,,,Sofimac Investment Managers,,1
IMRSV,https://www.crunchbase.com/organization/imrsv,"Analytics, Artificial Intelligence (AI), Computer Vision, Information Technology, Market Research, Software","New York, New York, United States",A new way to measure the world. Software that turns any webcam into an intelligent sensor.,"461,943","Greater New York Area, East Coast, Northeastern US",10007,,$1M to $10M,Active,2010-12-30,day,2015-04-06,day,,,For Profit,http://www.imrsv.com,http://twitter.com/immersivelabs,http://www.facebook.com/immersivelabs,http://www.linkedin.com/company/1387947,347-391-2727,info@imrsv.com,16,,"IMRSV is a technology company using computer vision for real-world, real-time data analysis. IMRSV's Cara software is a breakthrough in perceptive computing. Cara turns any webcam into an intelligent sensor enabling new methods of interacting with objects and spaces. Using a basic webcam, anyone can anonymously measure audience gender, age, attention time and glances in real world environments. Use cases include adaptive advertising, retail analytics and internet of things applications. Based in New York City with offices in Singapore, the company is privately backed by various investors.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Information Technology, Science and Engineering, Software",2,"Alessio Signorini, Jason Sosa",11-50,7,M&A,2012-11-06,998969,USD,998969,140000,USD,140000,Debt Financing,Pre-Seed,2998969,USD,2998969,950000,USD,950000,"Techstars, 500 Global, Eniac Ventures, Great Oaks Venture Capital, Quotidian Ventures",5,16
Enkia,https://www.crunchbase.com/organization/enkia,"Analytics, Artificial Intelligence (AI), Machine Learning, Social Media, Software","Atlanta, Georgia, United States",Enkia provides artificial intelligence software for web apps based on cognitive science and machine learning research.,"464,776","Greater Atlanta Area, East Coast, Southern US",30308-1030,,,Closed,1998-11-09,day,2010-12-23,day,2011-08-26,day,For Profit,http://www.enkia.com,http://twitter.com/enkia,,https://www.linkedin.com/company/enkia-corporation,888-365-4287,contactus@enkia.com,3,,"Enkia provides artificial intelligence software for web applications. Its state-of-the-art algorithms are based on cognitive science and machine learning research in human memory, data analysis, and pattern discovery. These algorithms make sense of large amounts of web information, distilling it into trends and patterns that can be used for decision making in enterprise and consumer applications. Enkia was spun out of Georgia Tech via the Advanced Technology Development Center (ATDC) incubator.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",3,"Anthony Francis, Ashwin Ram, Mark Devaney",1-10,2,M&A,2000-02-01,2050000,USD,2050000,2050000,USD,2050000,Series A,Series A,2250000,USD,2250000,2250000,USD,2250000,,,
Dakwak,https://www.crunchbase.com/organization/dakwak,"Artificial Intelligence (AI), Content Creators, Language Learning, Local, Machine Learning, Software","Mountain View, California, United States","Empowering businesses with AI-enabled, real-time content transformation and localization for effortless global reach.","465,535","San Francisco Bay Area, Silicon Valley, West Coast",94041,,Less than $1M,Active,2009-07-01,day,,,,,For Profit,https://www.dakwak.com,https://x.com/dakwak,https://www.facebook.com/dakwakfb,https://www.linkedin.com/company/dakwak,650.741.1403,waheed@dakwak.com,9,,"Dakwak is an AI-powered content management and localization platform, transforming and personalizing website content in real-time to resonate with diverse, global audiences. Our innovative technology and advanced features such as content regeneration, hyper-localized content, on-the-fly transformations, and a privacy-focused approach redefine content creation and delivery. With Dakwak, businesses can effortlessly connect with multilingual communities by tailoring their websites to different language groups, boosting engagement, conversions, and growth. Our platform not only enhances user experience with swift content delivery and seamless localization, but also ensures high scalability and data security. With Dakwak, step into the future of dynamic, relevant, and impactful web content",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",1,Waheed Barghouthi,1-10,1,Seed,2013-05-01,600000,USD,600000,600000,USD,600000,Seed,Seed,600000,USD,600000,600000,USD,600000,"500 Global, Oasis500, Georges Harik, DASH Ventures, MVI (MENA Venture Investments)",,5
SpazioDati,https://www.crunchbase.com/organization/spaziodati,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Developer APIs, Lead Generation, Machine Learning, Semantic Web, Text Analytics","Trento, Trentino-Alto Adige, Italy",SpazioDati builds a high-quality knowledge-graph that powers Dandelion API and Atoka.,"466,246","European Union (EU), Europe, Middle East, and Africa (EMEA)",38122,,$1M to $10M,Active,2012-01-01,year,2018-06-25,day,,,For Profit,http://spaziodati.eu,http://twitter.com/spaziodati,http://it-it.facebook.com/spaziodati.eu,http://www.linkedin.com/company/spaziodati,,info@spaziodati.eu,3,,"By leveraging Big Data, Machine Learning & Semantic Web techs we are building a high-quality knowledge-graph derived from hundreds of sources. The graph powers Dandelion API, a state-of-the-art text analytics SaaS engine available at dandelion.eu ,and Atoka, next generation Sales & Marketing Intelligence platform available at atoka.io. From text to actionable data: extract meaning from unstructured text and put it in context with a simple API.  We support a wide range of use cases like: enriching existing databases, building smart search engines and recommender systems on document collections, adding location knowledge to web apps, automatically tagging products on e-commerce sites, using data to create infographics and marketing research and many more!",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Sales and Marketing, Science and Engineering, Software",5,"Andrea Di Benedetto, Gabriele Antonelli, Giovanni Tummarello, Luca Pieraccini, Michele Barbera",11-50,4,M&A,2014-11-02,,,,1800000,USD,1800000,Non-equity Assistance,Series A,1800000,USD,1800000,1800000,USD,1800000,"VentureOut, EIT Digital Accelerator, Cerved Group, CCIAA Pisa, TrentoRISE",2,5
OneTouch,https://www.crunchbase.com/organization/onetouch,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Natural Language Processing, SaaS, Software","Melbourne, Victoria, Australia",OneTouch is a cloud-based platform that automates document processing with the use of OCR and natural language processing.,"466,308","Asia-Pacific (APAC), Australasia",,,Less than $1M,Active,2011-11-01,day,,,,,For Profit,http://www.one-touch.co,http://twitter.com/onetouchAU,,,+1(415)697-2777,hany@one-touch.com.au,5,,"(breezedocs has now changed its name to OneTouch) OneTouch is a cloud-based platform that automates document processing using OCR and natural language processing. Customers simply upload their business documents; our software will then identify the document and then run a variety of automated processes, such as document re-labelling, splitting, as well as extracting, redacting and repurposing relevant data. Our software incorporates a machine-learning algorithm which improves over time with increased adoption.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Hany Pham, John Schagen",1-10,2,Seed,2014-03-13,250000,USD,250000,150000,USD,150000,Grant,Angel,400000,USD,400000,150000,USD,150000,"Quinn Quinn, Nicholas Gruen",1,2
First Retail,https://www.crunchbase.com/organization/first-retail,"Artificial Intelligence (AI), Big Data, Consulting, E-Commerce, Retail Technology","San Francisco, California, United States","First Retail is consultancy focused on data and technology change for Silicon Valley giants, for Fortune 1000, and for stealth startups.","468,995","San Francisco Bay Area, West Coast, Western US",,,$1M to $10M,Active,2010-04-01,month,,,,,For Profit,http://www.firstretail.com,,,https://www.linkedin.com/company/first-retail-inc.,,info@firstretail.com,5,,"First Retail takes on those technology challenges in ecommerce in the broader sense, but our heart lies at the intersection of process, technology and data for enterprise organizations. We help clear systems hurdles, ensure alignment of processes and customer propositions, and put in the infrastructure for tomorrow’s seamless omnichannel operations. First Retail offers three types of intervention for the ecommerce business – Digital Transformation, Omnichannel Implementation, Insights and Intelligence. Each of these practice areas covers strategy, execution and technology evaluation and implementation.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Professional Services, Science and Engineering, Software",2,"Gam Dias, To Kim",11-50,1,Private Equity,2013-06-14,,,,,,,Private Equity,Private Equity,,,,,,,Octopus Ventures,,1
Ingentium,https://www.crunchbase.com/organization/ingentium-inc,"Artificial Intelligence (AI), Content Discovery, Machine Learning","Boston, Massachusetts, United States",Ingentium uses machine intelligence to create disease focused knowledgebases and knowledge graphs to power drug discovery.,"469,579","Greater Boston Area, East Coast, New England",01730,,Less than $1M,Active,2015-06-01,day,,,,,For Profit,http://www.ingentium.com,https://twitter.com/IngentiumInc,https://www.facebook.com/ingentium.Inc,https://www.linkedin.com/company/ingentium/,9786529260,info@ingentium.com,,,"Ingentium is a next generation content company and online community service provider. Ingentium uses a novel big data cyberinfrastructure technology to aggregate and refine the latest news and information into focused disease specific knowledge bases. These knowledge bases are used to deliver media to patients, physicians and the medical research community in the Health Magazines, a component of the Ingentium Health Network.  Ingentium offers free access to its Magazines where users can post comments, create alerts and join specific communities of interest that span major health and wellness topics. Ingentium Magazines offer unique benefits to patients, physicians and health related organizations by providing delivery of high quality, targeted healthcare information.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",2,"Keith Elliston, Rudy Potenzone",1-10,1,Seed,2016-01-01,,,,,,,Seed,Seed,,,,,,,Seneca Creek Ventures,1,1
Osito,https://www.crunchbase.com/organization/osito,"Apps, Artificial Intelligence (AI), Mobile","Los Altos Hills, California, United States",Osito is a predictive intelligence app that picks up on your location and scans your calendar to display information about your day.,"469,606","San Francisco Bay Area, Silicon Valley, West Coast",94022,,$1M to $10M,Active,2011-11-01,day,,,,,For Profit,http://www.getosito.com,,,,212-813-8800,,1,,"Osito (formerly Sherpa) is a predictive intelligence iOS app and platform that gets you the information you need so you can stay one step ahead every day. By combining the power of location data with updates from your calendar, email and daily routine, Osito manages the details of everything from work travel to your weekly meetings and commute.  Unlike other applications, services or even personal assistants out there, Osito is proactive, not reactive – and location, not calendar based. It learns what you need to know based on the information you provide, including your location as well as your day-to-day routine – making every day just a little easier. Osito was part of **[AngelPad](http://angelpad.org) #4** in 2012.",,,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",1,Bill Ferrell,1-10,2,Seed,2013-03-25,1100000,USD,1100000,1100000,USD,1100000,Seed,Seed,1100000,USD,1100000,1100000,USD,1100000,"Andreessen Horowitz, Google Ventures, Merus Capital, InterWest Partners, Innovation Endeavors",,7
FLUX IOT,https://www.crunchbase.com/organization/flux-6,"Agriculture, Artificial Intelligence (AI), Big Data, Blockchain, Internet of Things, Machine Learning","Boulder, Colorado, United States",Flux is a IoT and data solutions innovator offering proprietary electronics and solutions for ML/AI.,"470,131","Greater Denver Area, Western US",80302,Women Founded,Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://www.fluxiot.com,,,https://www.linkedin.com/company-beta/5217632/,,blake@fluxiot.com,17,,"FLUX is an open architecture, blockchain-based solution for harvesting environmental data. FLUX uses data harvesting, machine learning, decentralization storage and intelligence (AI) to optimize conditions in a variety of applications ranging from agriculture and aquaculture to industrial application.",,,,,,,,,,,,,,"Agriculture and Farming, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Other, Science and Engineering, Software",3,"Amichai Yifrach, Karin Kloosterman, Nir Hertzman",1-10,1,Seed,2015-05-01,,,,,,,Seed,Seed,,,,,,,ICONYC labs,1,1
Adaptiv.io,https://www.crunchbase.com/organization/adaptivio,"Artificial Intelligence (AI), Internet of Things, Marketing, Mobile","Newport Beach, California, United States","Marketing intelligence and cross platform data automation platform for Mobile, VR/AR and IoT","471,495","Greater Los Angeles Area, West Coast, Western US",,,,Closed,2007-04-07,day,2015-11-11,day,,none,For Profit,http://www.adaptiv.io/,http://twitter.com/AdaptivIo,https://www.facebook.com/adaptiv.io,http://www.linkedin.com/company/adaptiv-io,(949) 484-4727,info@adaptiv.io,3,,"At adaptiv.io, our focus is to be the marketing and data automation platform of the future coordinating all your digital marketing and operations efforts. Our continuously growing library of integrations allows you to manage cross-platform and cross-channel campaigns without with little to zero engineering assistance.  Our patent pending complex rules engine enables digital marketers and developers to access out-of-the-box rule sets as well as customized rules to trigger real-time actions. Actions ranging from defining the user's in-app experience to automating outbound marketing campaigns.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Sales and Marketing, Science and Engineering, Software",1,David Lee,11-50,2,M&A,2013-01-14,10000000,USD,10000000,10000000,USD,10000000,Series B,Series B,10100000,USD,10100000,10100000,USD,10100000,,,
iFavour® Metaverse,https://www.crunchbase.com/organization/ifavour,"Advertising, Artificial Intelligence (AI), Augmented Reality, Brand Marketing, Digital Marketing, Digital Media, Metaverse, Virtual Reality","Bradford, Bradford, United Kingdom",iFavour® Metaverse | Smart Patented 3D ADS system to scale & build the #Metaverse | In stealth |#AR #VR #DOOH #AI,"477,996","Europe, Middle East, and Africa (EMEA)",BD7 1NX,,$10M to $50M,Active,2010-09-24,day,,,,,For Profit,http://www.iFavourMetaverse.com,https://twitter.com/_ifavour,http://www.facebook.com/pages/IFavour/435100203209523,https://www.linkedin.com/company/ifavour,,info@iFavourMetaverse.com,3,,iFavour ® Metaverse | Smart Patented 3D ADS system to scale & build the #Metaverse | In stealth |#AugmentedReality #VirtualReality #DOOH #AI,,,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Hardware, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",1,Asad Arshad,1-10,1,,2010-09-24,100000,GBP,157839,100000,GBP,157839,Undisclosed,Undisclosed,100000,GBP,157839,100000,GBP,157839,,,
Filmaster,https://www.crunchbase.com/organization/filmaster,"Analytics, Personalization, Predictive Analytics","Warsaw, Mazowieckie, Poland",Filmaster provides Netflix-like personalization and analytics solutions for the entertainment industry.,"478,796","European Union (EU), Europe, Middle East, and Africa (EMEA)",02-791,,,Closed,2010-09-01,day,2015-06-15,day,2018-03-21,day,For Profit,http://filmaster.tv,http://twitter.com/filmaster,http://www.facebook.com/Filmaster.TV,http://www.linkedin.com/company/filmaster,+48 795 158 581,filmaster@filmaster.com,7,,Filmaster provides Netflix-like personalization and analytics solutions for the entertainment industry. They help cinema exhibitors and TV providers rapidly capture and analyse user preferences in order to deliver a comprehensive picture of the audience and drive incremental admissions / viewership.,,,,,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Software",2,"Borys Musielak, Mark de Quervain",1-10,3,M&A,2013-07-01,104000,USD,104000,104000,USD,104000,Seed,Seed,517431,USD,517431,517431,USD,517431,"European Union, HardGamma Ventures, Efe Cakarel, HackFwd, Mark de Quervain",,5
Viralheat,https://www.crunchbase.com/organization/viralheat,"Analytics, Enterprise Software, Predictive Analytics, Publishing, Social Media Management","San Mateo, California, United States","Viralheat is social media management platform for businesses that offers monitoring, publishing, and analytics in one intuitive interface.","479,301","San Francisco Bay Area, Silicon Valley, West Coast",94404,,$1M to $10M,Closed,2009-01-01,year,2015-03-24,day,,none,For Profit,http://www.viralheat.com,http://twitter.com/viralheat,,,213-268-2357,support@viralheat.com,82,,"Viralheat is the only comprehensive social media management platform for businesses that offers complete monitoring, publishing, and analytics in one intuitive interface. Pioneering predictive social analytics, Viralheat specializes in human intent and sentiment analysis to identify sales leads. Thousands of global brands, including Deutsche Telekom, Transamerica, and Yamaha use Viralheat to monitor, publish, and analyze their social marketing efforts.    Founded by two Silicon Valley engineers with deep experience in the security and network industry, Viralheat launched in 2011 to drive successful business results by seamlessly integrating into the enterprise workflow of marketing, sales and support.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software",2,"Raj Kadam, Vishal Sankhla",1001-5000,2,M&A,2011-06-28,4250000,USD,4250000,4250000,USD,4250000,Seed,Seed,4325000,USD,4325000,4325000,USD,4325000,"Idealab, Mayfield Fund",,2
Showpitch,https://www.crunchbase.com/organization/showpitch,"Collaboration, Digital Media, Music, Predictive Analytics","Weston, Florida, United States","Showpitch is a full-service digital media and technology company for creators, talent, industry pros, and global brands.","479,346","Greater Miami Area, East Coast, Southern US",33326,,$1M to $10M,Closed,2012-02-02,day,,,,none,For Profit,http://www.showpitch.com,http://twitter.com/Showpitch,http://www.facebook.com/showpitch,http://www.linkedin.com/company/showpitch,,,1,,"Showpitch is  the most ground breaking platform for the Next Generation of Entertainment. They are a collaborative community that empowers emerging filmmakers and content creators along with aspiring talent, musicians, athletes and writers to connect with each other, to fans, to opportunities, and to industry insiders and brands looking to buy, back, sponsor, endorse, manage, distribute and discover the hottest new talent and content. Showpitch is the first ever “connect-the-dots solution” for talent, fans, talent seekers and brands. Each user plays their role in the process of creating, acquiring, distributing and consuming content and talent. Whether you are looking to get discovered, looking to discover or looking to be entertained. Welcome to the future of how entertainment should be.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Other, Software",4,"JP Fatta, Michael Hynson, Michael Smith, Richard Bustillo",1-10,3,Early Stage Venture,2014-05-15,,,,,,,Series A,Series A,2800000,USD,2800000,2800000,USD,2800000,,,
Docademic,https://www.crunchbase.com/organization/docademic,"Apps, Artificial Intelligence (AI), Blockchain, Health Care","Mexico City, Distrito Federal, Mexico","2 services: Worlds largest Free Video-Telemedicine Service App & Platform for Doctors with tools, social network. Uses AI and blockchain.","481,986",Latin America,,,$1M to $10M,Closed,2012-06-12,day,,,,none,For Profit,https://docademic.com,https://www.twitter.com/docademic,https://www.facebook.com/docademic,https://www.linkedin.com/company/2882455/,,contacto@docademic.com,,,"The DOCADEMIC PLATFORM is a single globally-sourced healthcare service platform for the public that begins with free Human Doctor-AI assisted Video Telemedicine service (DOCADEMIC APP), and an associated suite of AI assisted tools and social network for the medical community (Docademic for Doctors). Combined, these produce the highest level of free basic quality healthcare allowing any individual to access the benefits and knowledge of healthcare that technology now permits.",,,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Health Care, Other, Science and Engineering, Software",2,"Charles Nader, Isao Hojyo",11-50,1,Seed,2014-08-01,1100000,USD,1100000,1100000,USD,1100000,Seed,Seed,1100000,USD,1100000,1100000,USD,1100000,,,
Blueprint Labs,https://www.crunchbase.com/organization/blueprint-labs,"Artificial Intelligence (AI), Internet, Video Streaming","Palo Alto, California, United States","Blueprint Labs develops artificial intelligence and computer vision engines that grab articles, record videos, and save images.","481,808","San Francisco Bay Area, Silicon Valley, West Coast",94301,,Less than $1M,Active,2010-01-01,year,,,,,For Profit,,,http://www.facebook.com/blueprint.labs,,,,,,"Blueprint Labs, Inc. develops an artificial intelligence and computer vision engine that grabs articles, records videos, and saves images. It offers Spool, a personal Internet recorder that allows users to save multimedia content on Internet to devices such as phones, laptops, work computers, and tablets for offline access. The company was founded in 2010 and is based in Palo Alto, California.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",,,1-10,2,,2012-01-01,1000000,USD,1000000,1000000,USD,1000000,Venture - Series Unknown,Venture - Series Unknown,1000000,USD,1000000,1000000,USD,1000000,"SV Angel, CRV, Social Starts",,3
Remocean,https://www.crunchbase.com/organization/remocean,"Geospatial, Hardware, Predictive Analytics, Software","Napoli, Campania, Italy",Remocean offers a real-time monitoring system with hardware and software that employs X-band razors to analyze sea state parameters.,"482,500","European Union (EU), Europe, Middle East, and Africa (EMEA)",80127,,$1M to $10M,Active,2010-01-01,year,,,,,For Profit,http://www.remocean.it,https://twitter.com/remocean,,https://www.linkedin.com/company/remocean-s-p-a-,+390815794991,info@remocean.com,,,"remocean was founded in 2010, after ten years of joint research activity between the IREA-CNR institute (Institute for Electromagnetic Sensing of the Environment) in Naples and the INSEAN institute in Rome.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Software",1,Mauro Manente,11-50,4,Seed,2014-03-14,150000,USD,150000,150000,USD,150000,Seed,Seed,1402213,USD,1402213,1402213,USD,1402213,Atlante Ventures,1,1
Groove (dba Zikera),https://www.crunchbase.com/organization/groove-smart-music-player,"iOS, Machine Learning, Mobile, Music, Software","Montréal, Quebec, Canada",Groove (dba Zikera) is a music service that powers music recommendations and generates personalized playlists using machine-learning.,"483,619",,,,,Active,2009-01-01,year,2016-02-09,day,,,For Profit,http://www.groovemusicapp.com,http://twitter.com/groovemusicapp,http://www.facebook.com/groovemusicapp,https://www.linkedin.com/company/zikera,15149926049,,,,"Zikera's mission is to provide the best listening experience to music fans worldwide.  Driven to make the most personalized playlists, the company built a machine-learning technology to recommend music based on a user's listening habits and music taste. The Groove app has been an instant hit among music lovers with over 1.5M downloads in the Apple App Store.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Mobile, Music and Audio, Platforms, Software",3,"Bruno Sylvain, Eduard Lucic, Le Tri Nguyen",10001+,1,M&A,2015-09-01,,,,,,,Pre-Seed,Pre-Seed,,,,,,,Infinite Ventures,,1
ENIXTA Innovations Pvt Ltd,https://www.crunchbase.com/organization/enixta-innovations-pvt-ltd,"Artificial Intelligence (AI), B2B, Internet, Machine Learning, Product Search, Software","Hyderabad, Andhra Pradesh, India",ENIXTA is an AI company that enables all online businesses to listen to their customers voices in multiple formats.,"483,726",Asia-Pacific (APAC),500034,,$1M to $10M,Active,2014-06-20,day,,,,,For Profit,http://www.enixta.com,,,https://www.linkedin.com/company/9474437/admin/,,Giri@enixta.com,4,,"ENIXTA enables all online businesses to thoroughly hear from their customers throughout the web in a variety of formats. They transform the comments made by customers into useful information using AI, NLP, and machine learning. These insights dramatically improve product offerings, customer experiences, the focus of market research, and SEO tactics from a strategic and tactical standpoint.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Other, Science and Engineering, Software",1,Giri Devanathan,1-10,1,Seed,2014-06-30,1700000,USD,1700000,1700000,USD,1700000,Seed,Seed,1700000,USD,1700000,1700000,USD,1700000,,,
12mass,https://www.crunchbase.com/organization/12mass,"Advertising, Analytics, Artificial Intelligence (AI), Machine Learning, SaaS, Social Media, Software","Savyon, HaMerkaz, Israel",Social Media Engagement Platform,"485,205","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",,,,Active,2009-02-02,day,,,,,For Profit,http://12mass.com,http://twitter.com/12mass,https://www.facebook.com/12Mass,https://www.linkedin.com/company/12mass-com,,a@12mass.com,,,"12Mass (formerly itweetlive) makes it possible to deliver individualized responses to large, targeted audiences while measuring the effectiveness of your conversations. In a nutshell, 12Mass is a highly sophisticated engagement platform. It is the only conversation tool for the social web that employs the same A/B testing process used to optimize websites, email campaigns and advertising. The platform enables you to build constantly improving conversation decision trees.  Their Conversational Artificial Intelligence (AI) Search engine uses the most advanced Natural Language Processing (NLP) and clustering tools available to help you gather similar status updates, providing suggestions based on real-time analytics and measured engagement levels from previous conversations. The system itself learns: the more you use it, the easier it gets to respond with optimized messaging for even faster and more effective engagements. Use of 12Mass results in 100x normal engagement levels.",,,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",1,Agmon Daivd porat,11-50,1,Seed,2013-12-10,15000,EUR,20641,15000,EUR,20641,Seed,Seed,15000,EUR,20641,15000,EUR,20641,"Startupbootcamp, Startupbootcamp Israël",,2
