Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Creamfinance,https://www.crunchbase.com/organization/creamfinance,"Consumer finance services provider Creamfinance was founded in 2012 in Latvia and has achieved consistent growth since. Utilizing advanced algorithms and machine-learning capabilities to quickly evaluate and score, Creamfinance works with Smart Data approach towards scoring and offers a highly customized approach to the personal loan process in a speedy and reliable manner. The company aims to become a one-click loans provider to consumers globally. National platforms are operated by an international team, consisting of over 200 employees from 9 countries, working to improve services across operating markets in Europe. In 2014 the data-driven consumer lending company raised 5 million euros from the leading international venture capital fund, Flint Capital, which invests across US, Israel and Europe.  The company has recently been ranked as the second-fastest growing company in Europe by the prestigious Inc.5000 Europe ranking.  For additional information about Creamfinance: www.creamfinance.com","Finance, Financial Services, FinTech, Machine Learning","Warsaw, Mazowieckie, Poland",Creamfinance is a financial services company based on cutting edge financial technology instruments.,30118088,USD,30118088,,,,741,35,20,30118088,USD,30118088,"49,392",,,,,,4,2020-10-05,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Flint Capital, Capitec Bank",,,,Private,01-211,2012-01-01,day,For Profit,https://www.creamfinance.com/,http://www.linkedin.com/company/creamfinance,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",2,"Dāvis Barons, Matiss Ansviesulis",101-250,,Venture - Series Unknown,,,,Venture - Series Unknown,2,2,,,"70,730","70,379",,,,,,,,,,,,
Anyword,https://www.crunchbase.com/organization/keywee,"Keywee offers publishers and marketers a new approach to content distribution and performance measurement. Its revolutionary platform employs advanced text-mining technology and a vast database of historical content performance to help publishers, retailers, and brands find the audiences most likely to meet specific business goals for their content. Keywee’s customers include The British Broadcasting Corporation (BBC), Conde Nast, National Geographic, The New York Times, and Slate. Backed by leading investors including Eric Schmidt’s Innovation Endeavors and Marker LLC, as well as The New York Times Company. Founded in 2013, the company is headquartered in New York with an office in Tel Aviv.","Advertising, Content Marketing, Generative AI, Marketing, Social Media Marketing, Software","New York, New York, United States",Anyword offers publishers and marketers an approach to content distribution and performance measurement.,30100000,USD,30100000,,,1,"475,811",18,26,30100000,USD,30100000,,,Advertising; business,21000000,USD,21000000,2,2021-11-18,"Greater New York Area, East Coast, Northeastern US",$10M to $50M,"The New York Times, UpWest, Innovation Endeavors, Marker, Howard Lerman",$50M to $100M,2021-11-18,0,Private,10011,2013-01-01,year,For Profit,https://anyword.com,https://www.linkedin.com/company/getanyword/,,,"Advertising, Artificial Intelligence (AI), Sales and Marketing, Software",2,"Arnon Joseph, Yaniv Makover",11-50,Early Stage Venture,Series B,21000000,USD,21000000,Series B,2,13,,,"56,495","56,252",,,,,,,,,,,,
Raven Tech,https://www.crunchbase.com/organization/raven-tech,"Raven Tech is a startup which focus on artificial intelligent, big data and the next generation operating system. Besides, Raven Tech is the fifth alumni of Microsoft Venture Accelerator and the only one startup team from mainland China in Y Combinator W15.","Artificial Intelligence (AI), Big Data, Mobile, Software","Beijing, Beijing, China",Raven Tech is building the next generation OS.,30096316,USD,30096316,2017-02-16,day,,570,2,4,30096316,USD,30096316,,,,8976316,USD,8976316,6,2016-05-12,Asia-Pacific (APAC),$10M to $50M,"DCM Ventures, Y Combinator, ZhenFund, Bertelsmann, Matrix Partners China",,,,Private,100011,2014-05-01,day,For Profit,https://raventech.cn/,https://www.linkedin.com/company/%E6%B8%A1%E9%B8%A6%E7%A7%91%E6%8A%80/,,,"Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",3,"Cheng Lu, Rui Xi, Yiming Wu",11-50,M&A,Series A,8976316,USD,8976316,Series A,,7,,Was Acquired,"38,004","37,887",,,,,,,,,,,,
GEOSATIS,https://www.crunchbase.com/organization/geosatis,"GEOSATIS is a global leader in the manufacturing and delivery of end-to-end electronic monitoring and predictive analytics solutions for the criminal justice system – using Swiss precision, quality and innovation. The company was founded in 2011 as a spin-off from the renowned technical university of EPFL in Lausanne, Switzerland – and has been focused on revolutionizing the electronic monitoring industry through in-depth understanding of customer’s needs and breakthrough innovations that challenge the status quo and deliver radically better products and services.","Cyber Security, Electronics, Embedded Software, Internet of Things, Mobile Apps, Predictive Analytics, Public Safety, Satellite Communication","Le Noirmont, Jura, Switzerland",Geosatis develops electronic monitoring solutions such as bracelets for the monitoring and reinsertion of offenders.,30168097,USD,30168097,,,4,,68,,30024112,USD,30024112,,Signalling,Scientific and electric apparatus and instruments,17400000,CHF,17818740,10,2019-06-28,"Europe, Middle East, and Africa (EMEA)",Less than $1M,"Venture Kick, Swisscom Ventures, Laurent Dassault, JRR Solutions, Foundation for Technological Innovation (FIT)",,,9,Private,2340,2011-01-01,year,For Profit,https://geo-satis.com/,https://www.linkedin.com/company/geosatis-sa/,,,"Apps, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Government and Military, Hardware, Information Technology, Internet Services, Mobile, Privacy and Security, Software",1,Jose Demetrio,51-100,Late Stage Venture,Series C,17400000,CHF,17818740,Series C,3,5,,,"51,614","51,412",,,,,,,,,,,,
CenoBots (Cenozoic Robotics),https://www.crunchbase.com/organization/cenozoic-robotics,"Cenozoic Robotics is a global leading provider for the cleaning industry. Founded in 2021, Cenozoic Robotics is headquartered in Singapore with offices in Hong Kong and Hangzhou. Employing knowledge and experience in L4 autonomous driving technology, the Cenozoic team realized the potential to provide customers with faster service and higher quality products than currently on the world market. With this goal in mind, Michael Wang, the founder and the CEO of Cenozoic Robotics, and his team established the company and entered the cleaning industry dedicated to renewing cleaning services with state-of-the-art technologies. Up to now, Cenozoic robots have been deployed at multiple sites in Singapore, Japan, and South Korea.","CleanTech, Robotic Process Automation (RPA), Robotics","Singapore, Central Region, Singapore","CenoBots, short for Cenozoic Robotics, is a leading commercial cleaning robotics company.",30000000,USD,30000000,,,,,5,,30000000,USD,30000000,,,,30000000,USD,30000000,1,2022-05-10,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,"Hillhouse Investment, Lightspeed Venture Partners",,,,Private,068907,2021-03-01,day,For Profit,https://www.cenobots.com/,https://www.linkedin.com/company/cz-robots,,,"Artificial Intelligence (AI), Hardware, Science and Engineering, Software, Sustainability",1,Gang Wang,251-500,Early Stage Venture,Series A,30000000,USD,30000000,Series A,,2,,,"34,867","34,765",,,,,,,,,,,,
Viv,https://www.crunchbase.com/organization/viv-labs,"Viv is a global platform that enables developers to plug into and create an intelligent, conversational interface to anything. It is the simplest way for the world to interact with devices, services, and things everywhere.  Viv is taught by the world, knows more than it is taught, and learns every day. It was founded in 2012 and is based in San Jose, California.","Artificial Intelligence (AI), Big Data, Developer APIs, Developer Platform, E-Learning, Natural Language Processing, Tutoring","San Jose, California, United States",Viv radically simplifies the world by providing an intelligent interface to everything.,30000000,USD,30000000,2016-10-05,day,0,,1,9,30000000,USD,30000000,,Computing; Calculating,,7500000,USD,7500000,4,2015-11-19,"San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,"Horizons Ventures, Pritzker Group Venture Capital, ICONIQ Capital, OS Fund, Pete Flint",,,4,Private,95113,2012-01-01,year,For Profit,http://viv.ai/,https://www.linkedin.com/company/viv-labs/,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",3,"Adam Cheyer, Chris Brigham, Dag Kittlaus",11-50,M&A,Series B,7500000,USD,7500000,Series B,3,6,,Was Acquired,"38,225","38,108",,,,,,,,,,,,
MAD Gaze,https://www.crunchbase.com/organization/mad-gaze,"MAD Gaze is an AR smart glasses company with offices in Hong Kong, China and Taiwan founded by Jordan Cheng. MAD Gaze manufactures AR glasses and builds ecosystem for enterprise and consumers. Products have been develiered to 45+ countries. It's well-known of its high quality optical displays. Core technology is algorithm based hand gesture control and SLAM by using only one camera, which is lead by MAD Gaze Chief Scientist, he's an IEEE Fellow & Chair Professor at world's top university.","Artificial Intelligence (AI), Augmented Reality, Consumer Electronics, Information Technology, Software, Wearables","Kwai Tsing, New Territories, Hong Kong",MAD Gaze manufactures augmented reality smart glasses and build ecosystem truly for enterprise and consumers.,30000000,USD,30000000,,,,,18,,30000000,USD,30000000,,,,19000000,USD,19000000,2,2020-02-17,Asia-Pacific (APAC),$10M to $50M,"DNS, Black30 Ventures",,,,Private,,2013-05-23,day,For Profit,https://www.madgaze.com,https://www.linkedin.com/company/madgaze,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",1,Jordan Cheng,51-100,Early Stage Venture,Series A,19000000,USD,19000000,Series A,,2,,,"46,655","46,495",,,,,,,,,,,,
Aescape,https://www.crunchbase.com/organization/aescape,"Aescape is a technology company that builds data-driven massage therapy and wellness experiences. They provide a holistic approach to physical wellness and recovery for everyone, from elite athletes to those just starting out in fitness. It brings together cutting-edge research, a user-friendly interface, and a comprehensive, insights-driven approach to physical wellness and recovery that leaves people feeling great. The company aims to solve this problem and help the industry grow by providing operators with a scalable, dependable solution that supplements the labour shortage and serves as a support tool for massage therapists and athletic trainers.","Artificial Intelligence (AI), Fitness, Health Care, Robotics, Wellness","New York, New York, United States",Aescape is a technology company that builds data-driven massage therapy and wellness experiences.,30000000,USD,30000000,,,,,11,16,30000000,USD,30000000,,,,30000000,USD,30000000,3,2022-11-16,"Greater New York Area, East Coast, Northeastern US",,"Green D Ventures, Alumni Ventures, Fifth Wall, Crosslink Capital, Spacecadet Ventures",,,,Private,10011,2017-01-01,year,For Profit,http://www.aescape.co/,https://www.linkedin.com/company/aescape/about/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software, Sports",1,Eric Litman,11-50,Early Stage Venture,Series A,30000000,USD,30000000,Series A,1,15,,,"50,990","50,794",,,,,,,,,,,,
VirtAI Tech,https://www.crunchbase.com/organization/virtai-tech,"VirtAI Tech’s Orion AI computing platform helps customers build datacenter class AI accelerator resource pools so that user applications can transparently share and use AI accelerators on any server in the data center without modification, which can not only help customers improve resource utilization and can greatly facilitate the deployment of user applications. A bunch of artificial intelligence, Internet and public cloud companies have begun to use the Orion AI computing platform.","Artificial Intelligence (AI), Machine Learning, Software","Haidian, Beijing, China",VirtAI Tech focuses on providing global data center class AI accelerator virtualization and resource management software and solutions.,30000000,USD,30000000,,,,571,17,,30000000,USD,30000000,,,,10000000,USD,10000000,4,2021-07-12,Asia-Pacific (APAC),,"Iflytek, Hillhouse Investment, Prosperity7 Ventures, Shunwei Capital, Oriza Holdings",,,,Private,,2019-01-01,year,For Profit,https://virtaitech.com/,https://www.linkedin.com/company/virtaitech,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Kun Wang,11-50,Early Stage Venture,Series B,10000000,USD,10000000,Series B,5,15,,,"55,608","55,369",,,,,,,,,,,,
Encootech,https://www.crunchbase.com/organization/encootech,"Established in July 2017, Shanghai Yunsheng Information Technology Co., Ltd. is the first high-tech company in China to focus on the development of intelligent RPA software robot platform. Headquartered in Jing'an District, Shanghai, it has a research and development center in Suzhou. In 2019, a subsidiary was opened in Tokyo to arrange the Japanese market. The core team of the company, led by technical experts from Microsoft's cloud computing department, independently developed the first intelligent RPA robot platform in China, Digi4th. Yunsheng Technology focuses on providing intelligent software robot products and solutions for the Internet, finance, energy, telecommunications, manufacturing and other industries. It can enhance the efficiency of traditional industry operations and accelerate digital transformation through RPA empowerment.","Artificial Intelligence (AI), Automotive, Robotics, Software","Shanghai, Shanghai, China",Encootech is a Digital Consulting and Digital Robot Solution Provider,30000000,USD,30000000,,,,"1,823",20,,30000000,USD,30000000,,,,30000000,USD,30000000,3,2020-03-16,Asia-Pacific (APAC),,"Sequoia Capital China, FutureCap, Shenzhen Capital Group, GSR Ventures, Future Capital Development Fund",,,,Private,,2017-07-01,month,For Profit,https://www.encoo.com,https://www.linkedin.com/company/encootech,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2,"Liu Chungang, Shi Qiufang",101-250,Early Stage Venture,Series B,30000000,USD,30000000,Series B,3,5,,,"59,579","59,305",,,,,,,,,,,,
Ringle.AI,https://www.crunchbase.com/organization/ringle-ai,"Ringle.AI is an artificial intelligence and robotics based company. It uses Big Data and artificial intelligence technology to continuously optimize products and services and strives to achieve more accurate scheduling services and optimal resource organization. It is built on the blockchain architecture, fully protecting users' privacy and ensuring transaction security, and providing reliable technical support and data support for the construction of the national credit system. The company was founded on March 2018. It is comprised of early pioneering practitioners of the shared economy, with more than a decade of experience in product and technology development in the shared economy, and has successfully served hundreds of millions of users.","Artificial Intelligence (AI), Big Data, Machine Learning, Robotics","Shenzhen, Guangdong, China",Ringle.AI is an artificial intelligence and robotics based company.,30000000,USD,30000000,,,,570,10,,30000000,USD,30000000,,,,30000000,USD,30000000,1,2018-09-05,Asia-Pacific (APAC),$1M to $10M,"BAI capital, IDG Capital",,,,Private,,2018-03-01,month,For Profit,http://ringleai.com,https://www.linkedin.com/company/ringle-ai,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",1,Xin Wang,11-50,Early Stage Venture,Series A,30000000,USD,30000000,Series A,2,2,,,"75,251","74,864",,1,,,,,,,,,,
Rapid Silicon,https://www.crunchbase.com/organization/rapid-silicon,"Rapid Silicon is a AI-enabled field-programmable gate array company. They provide domain-specific FPGAs for diverse target applications and power, performance and area. They utilize a combination of open-source methodology and proprietary AI technology to enable a fast and seamless design-to-silicon experience. They provide for industries such as telecom industry, autonomous driving and advanced driver also for data processing applications.","Artificial Intelligence (AI), Electronic Design Automation (EDA), Field-Programmable Gate Array (FPGA), Hardware, Industrial, Open Source, Semiconductor","Los Gatos, California, United States",Rapid Silicon is a provider of domain-specific field-programmable gate array for applications.,30000000,USD,30000000,,,0,268,44,,30000000,USD,30000000,,,Scientific and electric apparatus and instruments,15000000,USD,15000000,2,2023-01-09,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,"Chengwei Capital, Cambium Capital Partners",,,0,Private,95032,2021-01-01,month,For Profit,https://rapidsilicon.com,https://www.linkedin.com/company/rapidsilicon/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",1,Naveed Sherwani,101-250,Early Stage Venture,Series A,15000000,USD,15000000,Series A,2,2,,,"81,573","81,121",,,,,,,,,,,,
Syniti,https://www.crunchbase.com/organization/backoffice-associates,"For 20+ years, Syniti has been solving the world’s most complex data challenges. Today, we have over 900+ data specialists in 25 offices around the globe, headquartered in the greater Boston area. We are globally recognized, and have brought our unique capabilities — the market’s top data specialists, validated industry knowledge and proven methodologies — to bear on thousands of data transformation projects for Forbes’ Global 2000 organizations. We solve complex enterprise data transformation challenges by combining data expertise, intelligent software and packaged solution accelerators to yield certain and superior business outcomes. Our software applies automation and guidance infused by AI and machine learning technologies to data migration, data quality, analytics, master data management, metadata management, and information governance initiatives. Together, these ‘data superpowers’ create synergy between data and business to further enterprise knowledge, unlock new sources of potential, embed simplicity, and liberate new possibilities for growth. With Syniti, companies unlock infinite potential.","Analytics, Artificial Intelligence (AI), Data Center, Data Governance, Data Integration, Enterprise Resource Planning (ERP), Enterprise Software, Information Technology, Machine Learning, Software","Needham, Massachusetts, United States","Over the last 20+ years, we have become the leading data experts, trusted by clients everywhere.",30000000,USD,30000000,2017-08-03,day,21,"38,174",113,31,30000000,USD,30000000,,Computing; Calculating,Scientific and electric apparatus and instruments,,,,2,2017-08-03,"Greater Boston Area, East Coast, New England",$100M to $500M,Goldman Sachs,,,6,Private,02494,1996-01-01,year,For Profit,http://www.syniti.com,https://www.linkedin.com/company/synitidata,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",1,Trish Kennedy,501-1000,M&A,Private Equity,,,,Private Equity,1,1,7,"Made Acquisitions, Was Acquired","120,043","119,047",,,,,,,,,,,,
Saba Software,https://www.crunchbase.com/organization/saba,"Saba delivers a cloud-based Intelligent Talent Management solution used by leading organizations worldwide to hire, develop, engage and inspire their people. With machine learning at its core, Intelligent Talent Management offers proactive, personalized recommendations on candidates, connections and content to help your employees and organization lead and succeed. Saba’s approach and talent management apps — recruiting, learning, performance, compensation, succession and planning — incorporate machine learning technology, social, collaboration and mobile capabilities to help organizations adapt to the future of work. Our solution is powered by Saba Cloud, a highly scalable platform that exceeds industry security and reliability standards. With 2,200 customers and 31 million users across 195 countries and 37 languages, Saba helps the world’s best-known and most innovative brands adapt to the future of work by enabling the continuous learning, engagement and development of everyone in their people network, including employees, partners and customers. In turn, these smart, innovative and forward-looking organizations push Saba to continuously innovate, improve and scale solutions and technologies to help them deliver business results and achieve business transformation.","Career Planning, Digital Media, Enterprise Software, Information Technology, Machine Learning, Robotics, Software, Training","Dublin, California, United States",We want to help transform your talent management processes to help you drive better business results and gain competitive advantage.,30000000,USD,30000000,2000-02-05,day,15,"3,638",39,38,30000000,USD,30000000,,Computing; Calculating,Scientific and technological services,,,,3,2019-01-01,"San Francisco Bay Area, West Coast, Western US",$100M to $500M,"Sequoia Capital, Crosslink Capital, HarbourVest Partners, Berkeley International Capital Corporation",,,12,Delisted,94568,1997-01-01,year,For Profit,http://www.saba.com/,http://www.linkedin.com/company/saba,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Information Technology, Media and Entertainment, Professional Services, Science and Engineering, Software",3,"Bobby Yazdani, Kamyar Kaviani, Patrick R. Bischoff",251-500,M&A,Venture - Series Unknown,,,,Venture - Series Unknown,1,4,4,"Made Acquisitions, Was Acquired","122,158","121,129",,,,,,,,,,,,
CuspAI,https://www.crunchbase.com/organization/cuspai,"CuspAI is a revolutionary AI startup that is developing a platform for next-generation materials to address global sustainability and renewable energy concerns. CuspAI uses cutting-edge generative AI, deep learning, and molecular simulation to accelerate the material design process. Their platform works similarly to a search engine for materials, allowing users to request certain properties for new materials on demand.","Artificial Intelligence (AI), Web Development","Cambridge, Massachusetts, United States",CuspAI is a cutting-edge AI startup that is creating next-generation materials to address global sustainability and renewable energy issues.,30000000,USD,30000000,,,,,,,30000000,USD,30000000,,,,30000000,USD,30000000,1,2024-06-18,"Greater Boston Area, East Coast, New England",,"Basis Set Ventures, Giant Ventures, Tiferes Ventures, Zero Prime Ventures, Lightspeed Venture Partners",,,,Private,,,,For Profit,https://www.cuspai.com,https://www.linkedin.com/company/cusp-ai,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Max Welling,1-10,Seed,Seed,30000000,USD,30000000,Seed,1,12,,,,,,,,,,,,,,,,
Nr2,https://www.crunchbase.com/organization/nr2,"Nr2 is a search engine that helps entrepreneurs find high-growth startups. The company uses a deep understanding of data, artificial intelligence, and cross-border investing to identify startups with international potential. This allows international investors to assess a startup's performance and decide whether or not to invest independently.","Artificial Intelligence (AI), Database, Information Services, Search Engine","London, England, United Kingdom",Nr2 is a search engine that helps entrepreneurs find high-growth startups.,22370000,GBP,29988083,,,2,142,8,,22370000,GBP,29988083,,,Insurance; financial affairs,22370000,GBP,29988083,1,2021-12-23,"Europe, Middle East, and Africa (EMEA)",,"Jacob Rothschild, Simon Robey",,,0,Private,SW1W 9TR,2019-05-17,day,For Profit,https://nr2.io,https://www.linkedin.com/company/nr2,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",2,"Jordan Monnet, Maxim Parr",1-10,Seed,Seed,22370000,GBP,29988083,Seed,2,2,,,"35,843","35,732",,,,,,,,,,,,
Circle Technology,https://www.crunchbase.com/organization/circle-technology-43c7,"Circle Technology is a tech company in intelligent marketing services for businesses. Circle Technologys smart marketing cloud product line includes promotion cloud, marketing cloud, service cloud, delivery cloud, global live broadcast, ai marketing dominance campaign, and online sales platform.","Artificial Intelligence (AI), Brand Marketing, Digital Marketing","Shanghai, Shanghai, China",Circle Technology is a smart marketing service technology company.,200000000,CNY,29894856,,,,,15,,200000000,CNY,29894856,,,,50000000,CNY,7453453,3,2022-06-28,Asia-Pacific (APAC),,"Susquehanna International Group (SIG), Ivy Capital, Anjuke, Eminence Ventures, Haina Asia Venture Capital Fund",,,,Private,,2013-01-01,year,For Profit,https://www.ruthus.com,,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,,Early Stage Venture,Series A,50000000,CNY,7453453,Series A,3,5,,,"387,119","374,872",,,,,,,,,,,,
Panair,https://www.crunchbase.com/organization/panair,Panair is the pioneer company in Japan using just cloud technology to build a core system for energy.,"Artificial Intelligence (AI), Energy, Retail, Software","Tokyo, Tokyo, Japan",Panair is a power supply and demand platform that uses artificial intelligence and big data to build a core system for energy.,3310000000,JPY,29873575,,,,,39,,3310000000,JPY,29873575,,,,1930000000,JPY,17603214,4,2018-06-25,Asia-Pacific (APAC),,"SMBC Venture Capital, Incubate Fund, Mizuho Capital, DG VENTURES, Daiwa Corporate Investment",,,,Private,100-0004,2012-01-01,year,For Profit,https://corp.panair.jp,https://www.linkedin.com/company/株式会社パネイル,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Energy, Science and Engineering, Software",4,"Hyoyun Kim, Kim Takashi, Takahashi Nobuyuki, Tatsuhiko Nagoshi",51-100,Late Stage Venture,Series D,1930000000,JPY,17603214,Series D,1,17,,,"79,578","79,145",,,,,,,,,,,,
