Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series C - Data Grand,https://www.crunchbase.com/funding_round/data-grand-series-c--4f139e87,Data Grand,https://www.crunchbase.com/organization/data-grand,Series C,580000000,CNY,91805562,2022-03-09,Late Stage Venture,,,,Yes,Data Grand is a semantic analysis solution developer.,"Natural Language Processing, Q&A, Robotic Process Automation (RPA)","Shanghai, Shanghai, China, Asia",,http://www.datagrand.com/,Less than $1M,1070000000,CNY,161690660,Late Stage Venture,5,,"China Merchants Securities, CITIC Limited, CITIC Securities, GF Qianhe Investment, Hongzhao Capital, Lenovo Star, Sunshine Capital, Sunshine Insurance Group, Xianghe Capital, Zhongmi Capital",10,,"337,586"
Series C - Evisort,https://www.crunchbase.com/funding_round/evisort-series-c--ff19293c,Evisort,https://www.crunchbase.com/organization/evisort,Series C,100000000,USD,100000000,2022-05-11,Late Stage Venture,,,,Yes,Evisort is the next generation of AI-powered contract intelligence.,"Analytics, Artificial Intelligence (AI), Contact Management, Document Management, Legal Tech, Software","San Francisco, California, United States, North America",,http://evisort.com,$1M to $10M,155600000,USD,155600000,Late Stage Venture,6,TCV,"Amity Ventures, Breyer Capital, General Atlantic, M12 - Microsoft's Venture Fund, TCV, Vertex Ventures",6,5,"233,046"
Series B - Lightning AI,https://www.crunchbase.com/funding_round/grid-ai-series-b--c70e9b71,Lightning AI,https://www.crunchbase.com/organization/grid-ai,Series B,40000000,USD,40000000,2022-06-16,Early Stage Venture,,,,Yes,Lightning AI is the first operating system for AI. Build AI models and Lightning Apps (end to end ML systems).,"Artificial Intelligence (AI), Computer, Machine Learning, Software, Software Engineering","New York, New York, United States, North America",,https://lightning.ai/,,80599993,USD,80599993,Early Stage Venture,4,Coatue,"Bain Capital Ventures, Coatue, Firstminute Capital, Index Ventures, MANTIS Venture Capital",5,2,"237,418"
Series B - Multiway Robotics,https://www.crunchbase.com/funding_round/multiway-robotics-series-b--3e92e28b,Multiway Robotics,https://www.crunchbase.com/organization/multiway-robotics,Series B,200000000,CNY,28773252,2022-12-14,Early Stage Venture,800000000,CNY,115093010,Yes,Multiway Robotics is an advanced intelligent on-site logistics solutions provider.,"Intelligent Systems, Robotics","Shenzhen, Guangdong, China, Asia",,http://www.mw-robot.com/en/,,300000000,CNY,44575034,Early Stage Venture,3,Huaye Tiancheng Capital,"Albatross Venture, Borun Capital, Huaye Tiancheng Capital",3,1,"158,141"
Series A - Weaviate,https://www.crunchbase.com/funding_round/weaviate-series-a--1f1766b2,Weaviate,https://www.crunchbase.com/organization/weaviate,Series A,16500000,USD,16500000,2022-02-22,Early Stage Venture,,,,Yes,Weaviate develops a hybrid SaaS platform to build search and recommendation systems.,"Artificial Intelligence (AI), Cloud Computing, Database, Enterprise Software, Generative AI, Open Source, Search Engine","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://weaviate.io,$1M to $10M,67700000,USD,67700000,Early Stage Venture,3,"Cortical Ventures, New Enterprise Associates","Cortical Ventures, GTMfund, ING Ventures, New Enterprise Associates, SAV (Scale Asia Ventures), Zetta Venture Partners",6,2,"237,871"
Series B - Nimble Robotics,https://www.crunchbase.com/funding_round/qoowa-series-b--d931c10d,Nimble Robotics,https://www.crunchbase.com/organization/qoowa,Series B,65000000,USD,65000000,2023-03-16,Early Stage Venture,,,,Yes,Nimble Robotics reimagines fulfillment with intelligent robots that can pick and pack anything.,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Logistics, Robotics, Software, Warehousing","San Francisco, California, United States, North America",,https://nimble.ai,$10M to $50M,115000000,USD,115000000,Early Stage Venture,2,Cedar Pine,"Breyer Capital, Cedar Pine, DNS Capital, GSR Ventures",4,3,"233,630"
Debt Financing - Cera,https://www.crunchbase.com/funding_round/cera-debt-financing--50ceea65,Cera,https://www.crunchbase.com/organization/cera,Debt Financing,130000000,GBP,158073546,2022-08-04,,,,,No,Cera is Europe’s largest provider of digital-first home healthcare,"Artificial Intelligence (AI), Elder Care, Health Care, Home Health Care, Mobile Apps, Outpatient Care, Personal Health, Predictive Analytics","London, England, United Kingdom, Europe",,https://www.cerahq.com/,$500M to $1B,407237366,USD,407237366,,8,,,,,"238,194"
Series B - Cowbell,https://www.crunchbase.com/funding_round/cowbell-cyber-inc-series-b--2bab490a,Cowbell,https://www.crunchbase.com/organization/cowbell-cyber-inc,Series B,100000000,USD,100000000,2022-03-15,Early Stage Venture,,,,Yes,Cowbell provides adaptive cyber insurance for small and medium-sized enterprises using AI-driven risk assessment.,"Artificial Intelligence (AI), FinTech, Insurance, InsurTech, Risk Management","Pleasanton, California, United States, North America","South Asian Founded, South Asian Led",https://cowbell.insure,$10M to $50M,208300000,USD,208300000,Late Stage Venture,5,Anthemis,"Anthemis, Nyca Partners, Permira, PruVen Capital, Viola FinTech",5,5,"238,357"
Debt Financing - Automation Anywhere,https://www.crunchbase.com/funding_round/automation-anywhere-debt-financing--1cf52d1b,Automation Anywhere,https://www.crunchbase.com/organization/automation-anywhere,Debt Financing,200000000,USD,200000000,2022-10-03,,,,,No,Automation Anywhere is a digital workforce platform that provides end-to-end automation solutions and business processes.,"Artificial Intelligence (AI), Business Process Automation (BPA), Enterprise Software, InsurTech, Machine Learning, Robotic Process Automation (RPA), SaaS, Software","San Jose, California, United States, North America",Women Founded,https://www.automationanywhere.com,$100M to $500M,1052700000,USD,1052700000,,8,Silicon Valley Bank,"Hercules Capital, Silicon Valley Bank, SVB Capital",3,1,"175,272"
Series A - Terray Therapeutics,https://www.crunchbase.com/funding_round/terray-therapeutics-series-a--edeb4724,Terray Therapeutics,https://www.crunchbase.com/organization/terray-therapeutics,Series A,60000000,USD,60000000,2022-02-15,Early Stage Venture,,,,Yes,Terray Therapeutics is a biotechnology company that propels drug discovery into the information age.,"Artificial Intelligence (AI), Biopharma, Biotechnology, Life Science, Medical","Pasadena, California, United States, North America",,https://terraytx.com,$10M to $50M,80000000,USD,80000000,,5,Madrona,"Alexandria Venture Investments, Digitalis Ventures, Goldcrest Capital, Greentrail Capital, KdT Ventures, Madrona, Sahsen Ventures, Two Sigma Ventures, XTX Ventures",9,4,"166,293"
Series B - D-ID,https://www.crunchbase.com/funding_round/d-id-series-b--4b299468,D-ID,https://www.crunchbase.com/organization/d-id,Series B,25000000,USD,25000000,2022-03-22,Early Stage Venture,,,,Yes,D-ID is an information technology company that creates AI-based image generating software.,"Artificial Intelligence (AI), Computer Vision, Facial Recognition, Software","Tel Aviv, Tel Aviv, Israel, Asia",,http://www.d-id.com,$1M to $10M,47881868,USD,47881868,Early Stage Venture,5,Macquarie Capital,"AXA Venture Partners, Macquarie Capital, Marubeni, Maverick Ventures, OIF Ventures, OurCrowd, Pitango VC",7,3,"167,371"
Post-IPO Equity - SoundHound,https://www.crunchbase.com/funding_round/soundhound-post-ipo-equity--6427ba95,SoundHound,https://www.crunchbase.com/organization/soundhound,Post-IPO Equity,111000000,USD,111000000,2022-04-28,,,,,Yes,SoundHound is a voice AI platform that enables businesses to provide conversational experiences to their customers.,"Artificial Intelligence (AI), Machine Learning, Speech Recognition","Santa Clara, California, United States, North America",,http://www.soundhound.com,$10M to $50M,451000000,USD,451000000,IPO,11,,"Cota Capital, FIH Mobile, HTC, Koch Industries, Lesha Bank LLC Public, MKaNN Ventures, Oracle, Pejman Nozad, Sompo Holdings, Structural Capital, The Provco Group, VIZIO",12,,"240,965"
Post-IPO Equity - Semantix,https://www.crunchbase.com/funding_round/semantix-3-post-ipo-equity--a9b48523,Semantix,https://www.crunchbase.com/organization/semantix-3,Post-IPO Equity,94000000,USD,94000000,2022-08-04,,,,,Yes,Semantix creates data products with smart technologies and talented people.,"Analytics, Artificial Intelligence (AI), Cloud Data Services, Data Integration, Developer Platform, Information Technology, Machine Learning, Predictive Analytics, SaaS, Software","São Paulo, Sao Paulo, Brazil, South America",,https://semantix.ai/sobre-a-companhia/,$1M to $10M,109000000,USD,109000000,IPO,5,,"Crescera Investimentos (f/k/a Bozano Investimentos), FJ Labs, InovaBRA",3,,"162,167"
Private Equity Round - Yitu Technology,https://www.crunchbase.com/funding_round/yitu-technology-private-equity--1e68b513,Yitu Technology,https://www.crunchbase.com/organization/yitu-technology,Private Equity,100000000,CNY,15809527,2022-02-18,Private Equity,,,,Yes,"YITU Technology integrates state-of-the-art AI technologies with industrial applications to build a safer, faster and healthier world.","Apps, Artificial Intelligence (AI), Computer Vision, Finance, Health Care, Machine Learning, Natural Language Processing","Shanghai, Shanghai, China, Asia",,http://www.yitutech.com/en/,$10M to $50M,401053961,USD,401053961,Private Equity,10,Yichang Boyue Investment Management,Yichang Boyue Investment Management,1,,"168,450"
Debt Financing - Camino Financial,https://www.crunchbase.com/funding_round/camino-financial-debt-financing--473a6b52,Camino Financial,https://www.crunchbase.com/organization/camino-financial,Debt Financing,150000000,USD,150000000,2022-04-07,,,,,No,Camino Financial is an online finance company that offers business loans and wealth-building solutions to help small businesses grow.,"Artificial Intelligence (AI), Commercial Lending, Credit, Financial Services, FinTech, Small and Medium Businesses","Los Angeles, California, United States, North America","Hispanic / Latine Founded, Hispanic / Latine Led",http://www.caminofinancial.com/,$1M to $10M,170350000,USD,170350000,Early Stage Venture,12,Community Investment Management,Community Investment Management,1,1,"401,415"
Series C - Lightmatter,https://www.crunchbase.com/funding_round/lightmatter-inc-series-c--39394b6d,Lightmatter,https://www.crunchbase.com/organization/lightmatter-inc,Series C,154000000,USD,154000000,2023-05-31,Late Stage Venture,,,,Yes,"Lightmatter changes chip architecture, powering faster, energy-efficient computing with photonic processors for sustainable AI advancement.","Artificial Intelligence (AI), Hardware, Machine Learning, Semiconductor, Software","Boston, Massachusetts, United States, North America",,https://lightmatter.co,$10M to $50M,422000000,USD,422000000,Late Stage Venture,5,,"Fidelity, Google Ventures, Hewlett Packard Enterprise, SIP Global Partners, Trajectory Ventures, Viking Global Investors",6,5,"477,184"
Series A - Imagen,https://www.crunchbase.com/funding_round/imagenai-series-a--92d68055,Imagen,https://www.crunchbase.com/organization/imagenai,Series A,30000000,USD,30000000,2022-12-19,Early Stage Venture,,,,Yes,"The fastest, most accurate AI editing desktop app for Adobe Lightroom","Artificial Intelligence (AI), Photo Editing, Photography, Software","Tel Aviv, Tel Aviv, Israel, Asia",,https://www.imagen-ai.com/,$10M to $50M,34000000,USD,34000000,Early Stage Venture,3,Summit Partners,"NFX, Summit Partners",2,2,"401,559"
Series D - SparkCognition,https://www.crunchbase.com/funding_round/sparkcognition-series-d--30f73251,SparkCognition,https://www.crunchbase.com/organization/sparkcognition,Series D,123000000,USD,123000000,2022-01-25,Late Stage Venture,1276000000,USD,1276000000,Yes,SparkCognition is an AI technology startup operating a machine learning software to analyze increasingly complex data stores.,"Analytics, Artificial Intelligence (AI), Cyber Security, Machine Learning, Software","Austin, Texas, United States, North America",,https://sparkcognition.com,$100M to $500M,286581738,USD,286581738,Late Stage Venture,9,"AEI Horizon X, Alan Howard, B. Riley Wealth Management, Doha Venture Capital, March Capital, Peter Löscher, Temasek Holdings","AEI Horizon X, Alan Howard, B. Riley Wealth Management, Doha Venture Capital, March Capital, Peter Löscher, Temasek Holdings",7,1,"401,698"
Series D - Insilico Medicine,https://www.crunchbase.com/funding_round/insilico-medicine-series-d--b9f29523,Insilico Medicine,https://www.crunchbase.com/organization/insilico-medicine,Series D,60000000,USD,60000000,2022-06-06,Late Stage Venture,800000000,USD,800000000,Yes,Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases.,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Hong Kong, Hong Kong Island, Hong Kong, Asia",,http://www.insilico.com,$1M to $10M,401300000,USD,401300000,Late Stage Venture,11,,"Alex Zhavoronkov, B Capital, BHR Partners, Bold Capital Partners, Deerfield, Pavilion Capital, Qiming Venture Partners, Warburg Pincus",8,3,"552,188"
Series A - Ioconic,https://www.crunchbase.com/funding_round/ioconic-series-a--7bf8ff6c,Ioconic,https://www.crunchbase.com/organization/ioconic,Series A,25000000,USD,25000000,2022-03-01,Early Stage Venture,,,,Yes,Ioconic operates as a venture studio creating world class products that introduce the masses to next generation digital experiences,"Artificial Intelligence (AI), Blockchain, Gaming, Venture Capital","London, England, United Kingdom, Europe",,https://www.ioconic.io,,26500000,USD,26500000,Early Stage Venture,2,Private Ogranization,Private Ogranization,1,,"455,612"
Series C - I-care Group,https://www.crunchbase.com/funding_round/i-care-group-series-c--4d2421cb,I-care Group,https://www.crunchbase.com/organization/i-care-group,Series C,50000000,EUR,49009998,2022-09-30,Late Stage Venture,600000000,EUR,588119976,Yes,I-care Group changes the way the world performs through predictive and prescriptive maintenance.,"Artificial Intelligence (AI), Big Data, Industrial Automation, Industrial Manufacturing, Internet of Things, Machine Learning, Predictive Analytics","Mons, Hainaut, Belgium, Europe",,http://www.icareweb.com,$50M to $100M,50000000,EUR,49009998,Late Stage Venture,1,CPH Banque,"Amerigo Fund, CPH Banque, Invest Mons Borinage Centre, S.R.I.W.",4,,"456,166"
Series A - UGO,https://www.crunchbase.com/funding_round/ugo-series-a--9f0bc3c9,UGO,https://www.crunchbase.com/organization/ugo,Series A,100000000,CNY,15737870,2022-02-10,Early Stage Venture,,,,Yes,UGO is an AI & Robotics company.,"Artificial Intelligence (AI), Robotics","Hangzhou, Zhejiang, China, Asia",,,,18670937,USD,18670937,Early Stage Venture,2,,"Essence Securities, Fortune Venture Capital, Poly Capital",3,,"324,831"
Grant - Alberta Machine Intelligence Institute,https://www.crunchbase.com/funding_round/alberta-machine-intelligence-institute-grant--e8b72ac9,Alberta Machine Intelligence Institute,https://www.crunchbase.com/organization/alberta-machine-intelligence-institute,Grant,30000000,USD,30000000,2023-03-24,,,,,No,Amii supports world-leading research in artificial intelligence and translates scientific advancement into industry adoption.,"Artificial Intelligence (AI), EdTech, Machine Learning","Edmonton, Alberta, Canada, North America",,http://www.amii.ca,$1M to $10M,38375566,USD,38375566,,4,Alberta Innovates,Alberta Innovates,1,,"290,166"
Series B - Mutiny,https://www.crunchbase.com/funding_round/mutinyhq-series-b--3ddc0d30,Mutiny,https://www.crunchbase.com/organization/mutinyhq,Series B,50000000,USD,50000000,2022-04-20,Early Stage Venture,550000000,USD,550000000,Yes,Mutiny helps B2B companies generate pipeline and revenue from their target accounts through AI-powered personalized web experiences.,"Advertising, Artificial Intelligence (AI), B2B, Machine Learning, Marketing, Personalization, SaaS","San Francisco, California, United States, North America","Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded, Women Led",https://www.mutinyhq.com,$1M to $10M,71620000,USD,71620000,Early Stage Venture,4,"Insight Partners, Tiger Global Management","Cowboy Ventures, Insight Partners, Sequoia Capital, Tiger Global Management, Uncork Capital",5,4,"405,282"
Series B - Soul Machines,https://www.crunchbase.com/funding_round/soul-machines-series-b--1f9092d5,Soul Machines,https://www.crunchbase.com/organization/soul-machines,Series B,70000000,USD,70000000,2022-02-14,Early Stage Venture,,,,Yes,Soul Machines designs intelligent and emotionally responsive avatars that changes the way people interact with machines.,"Artificial Intelligence (AI), E-Learning, Machine Learning, Software, Virtual Reality","Auckland, Auckland, New Zealand, Oceania",,http://soulmachines.com,$1M to $10M,115656972,USD,115656972,Early Stage Venture,4,SoftBank Vision Fund,"Cleveland Avenue, Horizons Ventures, Liberty City Ventures, Salesforce Ventures, SoftBank Vision Fund, Solasta Ventures, Temasek Holdings",7,3,"406,171"
Series A - Theator,https://www.crunchbase.com/funding_round/theator-series-a--f993e6eb,Theator,https://www.crunchbase.com/organization/theator,Series A,24000000,USD,24000000,2022-04-26,Early Stage Venture,,,,Yes,Theator is a surgical intelligence platform that combines artificial intelligence and computer vision to improve surgeon performance.,"Artificial Intelligence (AI), Health Care, Medical, Productivity Tools","Palo Alto, California, United States, North America",,https://www.theator.io/,$1M to $10M,42500000,USD,42500000,Early Stage Venture,4,Insight Partners,"Ariel Cohen, Blumberg Capital, iAngels, Insight Partners, Mayo Clinic, Neil Hunt, NFX, StageOne Ventures",8,1,"327,019"
Series B - Diagnostic Robotics,https://www.crunchbase.com/funding_round/diagnostic-robotics-series-b--25556b67,Diagnostic Robotics,https://www.crunchbase.com/organization/diagnostic-robotics,Series B,45000000,USD,45000000,2022-07-25,Early Stage Venture,,,,Yes,"Diagnostic Robotic develops a signal-agnostic artificial intelligence system for healthcare insurers, providers, and patients.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Hospital, Robotics","Tel Aviv, Tel Aviv, Israel, Asia",,http://www.diagnosticrobotics.com,$10M to $50M,69000000,USD,69000000,Early Stage Venture,3,StageOne Ventures,"Accelmed, Alpha Capital, Axess Ventures, Bradley M. Bloom, Clal Insurance Enterprises Holdings, Gigi Levy Weiss, Maverick Ventures Israel, Mayo Clinic, Migdal Insurance and Financial Holdings, Mivtach Shamir Holdings LTD, StageOne Ventures",11,1,"292,135"
Series B - Lexion,https://www.crunchbase.com/funding_round/lexion-series-b--65e26183,Lexion,https://www.crunchbase.com/organization/lexion,Series B,20000000,USD,20000000,2023-04-19,Early Stage Venture,,,,Yes,Lexion is an operations workflow platform that streamlines and centralizes the contracting process to enhance team productivity.,"Artificial Intelligence (AI), Information Technology, Procurement, Productivity Tools, SaaS","Seattle, Washington, United States, North America",,https://www.lexion.ai,$10M to $50M,35200000,USD,35200000,M&A,3,Point72 Ventures,"Citi Ventures, Khosla Ventures, Madrona, Point72 Ventures, Wilson Sonsini Goodrich & Rosati",5,4,"406,795"
Venture Round - Quartet Health,https://www.crunchbase.com/funding_round/quartet-health-series-unknown--37841788,Quartet Health,https://www.crunchbase.com/organization/quartet-health,Venture - Series Unknown,51386252,USD,51386252,2022-02-17,,,,,Yes,Quartet Health is a platform that makes it easier for people to get the best mental health care for them.,"Health Care, Hospital, Information Technology, Mental Health, Personal Health, Predictive Analytics, Psychology","New York, New York, United States, North America",,http://www.quartethealth.com,$10M to $50M,265886252,USD,265886252,,7,,,,,"376,792"
Venture Round - NEUCHIPS,https://www.crunchbase.com/funding_round/neuchips-series-unknown--f2c28e12,NEUCHIPS,https://www.crunchbase.com/organization/neuchips,Venture - Series Unknown,32536216,USD,32536216,2022-01-10,,,,,Yes,NEUCHIPS is an AI ASIC solution that provides deep learning inference accelerators to deliver the lowest TCO for data centers.,"Artificial Intelligence (AI), Electronics, Information Technology, Machine Learning, Semiconductor, Software","Hsinchu, T'ai-wan, Taiwan, Asia",,http://neuchips.ai,,66532002,USD,66532002,Early Stage Venture,3,,,,,"407,665"
Venture Round - Viz,https://www.crunchbase.com/funding_round/viz-series-unknown--caf65d06,Viz,https://www.crunchbase.com/organization/viz,Venture - Series Unknown,40000000,USD,40000000,2023-03-22,,,,,Yes,Viz is a medical imaging company that provides an AI-based care coordination tool for disease detection and workflow optimization.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software","San Francisco, California, United States, North America",,http://www.viz.ai,$1M to $10M,291500000,USD,291500000,,9,CIBC Innovation Banking,CIBC Innovation Banking,1,1,"407,689"
Series B - Detect Technologies,https://www.crunchbase.com/funding_round/detect-technologies-series-b--700c1eab,Detect Technologies,https://www.crunchbase.com/organization/detect-technologies,Series B,28000000,USD,28000000,2022-07-14,Early Stage Venture,112000000,USD,112000000,Yes,"Detect Technologies is as Industrial AI enterprise, increasing industrial productivity with patented hardware and cutting-edge technologies.","Artificial Intelligence (AI), Industrial Automation, Machine Learning, SaaS","Chennai, Tamil Nadu, India, Asia",,https://www.detecttechnologies.com/,$50M to $100M,43300000,USD,43300000,Early Stage Venture,5,Prosus Ventures,"Accel, Bharat Innovation Fund, BlueHill Asset Management, Elevation Capital, Prosus Ventures, Shell Ventures",6,3,"329,185"
Series B - Nucleai,https://www.crunchbase.com/funding_round/nucleai-series-b--0f8f42fe,Nucleai,https://www.crunchbase.com/organization/nucleai,Series B,33000000,USD,33000000,2022-03-22,Early Stage Venture,,,,Yes,Nucleai is a spatial biology company that has developed an AI-powered platform to enhance drug development and improve patient outcomes.,"Artificial Intelligence (AI), Health Care, Machine Learning","Chicago, Illinois, United States, North America",Middle Eastern / North African Founded,https://nucleai.ai/,$1M to $10M,60500000,USD,60500000,,4,"Sanofi Ventures, Section 32","Debiopharm Innovation Fund, Fosun RZ Capital, Grove Ventures, Sanofi Ventures, Section 32, Vertex Ventures Israel",6,6,"650,716"
Series D - Petal,https://www.crunchbase.com/funding_round/petal-series-d--b6dad16c,Petal,https://www.crunchbase.com/organization/petal,Series D,140000000,USD,140000000,2022-01-05,Late Stage Venture,700000000,USD,700000000,Yes,Petal is a financial technology company that offers three Visa credit card products for underserved consumers.,"Credit Cards, Financial Services, FinTech, Machine Learning","New York, New York, United States, North America",Hispanic / Latine Founded,https://www.petalcard.com,$1M to $10M,992600000,USD,992600000,M&A,18,Tarsadia Investments,"Afore Capital, Anchor Capital GP, CUNA Mutual Group, Encore Bank, Gaingels, Gopher Asset Management, RiverPark Ventures, Sand Hill Angels, Tarsadia Investments, Valar Ventures, Volery Capital Partners",11,5,"505,524"
Series B - ADASKY,https://www.crunchbase.com/funding_round/adasky-series-b--bfd51ccc,ADASKY,https://www.crunchbase.com/organization/adasky,Series B,30000000,USD,30000000,2023-05-01,Early Stage Venture,,,,Yes,ADASKY is an Israeli startup that builds far-infrared sensor and intelligent thermal sensing technologies for autonomous electric vehicles.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Computer Vision, Electric Vehicle, Semiconductor, Sensor, Software","Yoqne`am `illit, HaZafon, Israel, Asia",,http://www.adasky.com/,$1M to $10M,85000000,USD,85000000,Early Stage Venture,4,Gentex Corporation,Gentex Corporation,1,,"508,286"
Pre Seed Round - Leighton Dynamica,https://www.crunchbase.com/funding_round/leighton-avant-garde-haus-pre-seed--841203b1,Leighton Dynamica,https://www.crunchbase.com/organization/leighton-avant-garde-haus,Pre-Seed,25000000,USD,25000000,2023-01-20,Seed,6200000,USD,6200000,Yes,Innovative Avant-Garde Systems and Technologies,"Business Intelligence, Cloud Management, Consulting, Innovation Management, Intelligent Systems","Charlotte, North Carolina, United States, North America","Hispanic / Latine Founded, Hispanic / Latine Led",https://linktr.ee/leightondynamica,$1M to $10M,75000000,USD,75000000,Seed,3,IO Group,"IO Group, Mark W., Patrick A.",3,,"508,379"
Series A - Everseen,https://www.crunchbase.com/funding_round/everseen-series-a--be0bfffc,Everseen,https://www.crunchbase.com/organization/everseen,Series A,65000000,EUR,70928951,2023-05-11,Early Stage Venture,,,,Yes,Everseen provides visual AI solutions to improve retail business processes and prevent theft.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning","Cork, Cork, Ireland, Europe",,https://www.everseen.com,$100M to $500M,88378077,USD,88378077,Early Stage Venture,5,Crosspoint Capital Partners,Crosspoint Capital Partners,1,1,"629,022"
Series E - ThreatBook,https://www.crunchbase.com/funding_round/threatbook-series-e--d830c6c0,ThreatBook,https://www.crunchbase.com/organization/threatbook,Series E,300000000,CNY,47079502,2022-03-28,Late Stage Venture,,,,Yes,ThreatBook is China’s first security threat intelligence company.,"Business Intelligence, Cyber Security, Machine Learning, Network Security, SaaS, Security","Beijing, Beijing, China, Asia",,https://www.threatbook.cn/,$1M to $10M,1365000000,CNY,207540728,Late Stage Venture,8,CDH Investments,"CDH Investments, Hangzhou Xinglu",2,3,"508,780"
Venture Round - Healthily,https://www.crunchbase.com/funding_round/your-md-series-unknown--11c163f3,Healthily,https://www.crunchbase.com/organization/your-md,Venture - Series Unknown,20000000,USD,20000000,2022-09-07,,,,,Yes,Healthily is the world’s first medically approved self-care app designed around you.,"Artificial Intelligence (AI), Assistive Technology, Health Care, Health Diagnostics, Information Technology, mHealth, Personal Health","London, England, United Kingdom, Europe",,http://www.livehealthily.com,$10M to $50M,67300000,USD,67300000,,7,,"Canica, Orkla Ventures, Reckitt, Smedvig Ventures",4,,"655,166"
Series A - Volopay,https://www.crunchbase.com/funding_round/volopay-series-a--a72bf26e,Volopay,https://www.crunchbase.com/organization/volopay,Series A,29000000,USD,29000000,2022-02-28,Early Stage Venture,,,,Yes,Volopay simplifies business spending using corporate cards and automated payables.,"Artificial Intelligence (AI), Finance, FinTech, Real Time, Software, Web Development","Midview City, Central Region, Singapore, Asia",,https://www.volopay.com/,$50M to $100M,31325000,USD,31325000,Early Stage Venture,5,JAM Fund,"Access Ventures, Accial Capital, Amrish Rau, Antler, JAM Fund, Jeff Cruttenden, Jitendra Gupta, Rapyd Ventures, Sweta Rau, VentureSouq, Winklevoss Capital",11,1,"655,832"
Series B - SiMa.ai,https://www.crunchbase.com/funding_round/sima-ai-series-b--bade898a,SiMa.ai,https://www.crunchbase.com/organization/sima-ai,Series B,30000000,USD,30000000,2022-05-25,Early Stage Venture,,,,Yes,SiMa.ai is a developer of machine learning technology to deliver a software-centric platform.,"Artificial Intelligence (AI), Embedded Systems, Machine Learning, Semiconductor, Software","San Jose, California, United States, North America",,https://sima.ai,$1M to $10M,330000000,USD,330000000,Late Stage Venture,7,Fidelity,"Fidelity, Lip-Bu Tan",2,,"603,304"
Series A - Draup,https://www.crunchbase.com/funding_round/draup-series-a--6f16f44c,Draup,https://www.crunchbase.com/organization/draup,Series A,20000000,USD,20000000,2022-03-21,Early Stage Venture,,,,Yes,AI-powered enterprise decision-making platform that provides sales & talent intelligence to help global CXOs accelerate business growth,"Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Productivity Tools, Recruiting, Sales, Software","The Woodlands, Texas, United States, North America",,https://draup.com,$10M to $50M,20000000,USD,20000000,Early Stage Venture,1,HKW,HKW,1,1,"444,846"
Debt Financing - Alto Neuroscience,https://www.crunchbase.com/funding_round/alto-neuroscience-debt-financing--96ad0059,Alto Neuroscience,https://www.crunchbase.com/organization/alto-neuroscience,Debt Financing,35000000,USD,35000000,2023-01-30,,,,,No,Alto Neuroscience is a clinical-stage biopharmaceutical company that creates precision medicines through its AI-driven biomarker platform.,"Artificial Intelligence (AI), Biopharma, Biotechnology, Neuroscience, Precision Medicine","Los Altos, California, United States, North America",,https://www.altoneuroscience.com,$10M to $50M,239261815,USD,239261815,IPO,10,K2 HealthVentures,K2 HealthVentures,1,1,"604,363"
Series C - Noodle.ai,https://www.crunchbase.com/funding_round/noodle-analytics-inc-noodle-ai-series-c--39c6916c,Noodle.ai,https://www.crunchbase.com/organization/noodle-analytics-inc-noodle-ai,Series C,25000000,USD,25000000,2022-09-09,Late Stage Venture,,,,Yes,Noodle.ai offers pioneering business solutions in Enterprise Artificial Intelligence.,"Artificial Intelligence (AI), Big Data, Machine Learning, Supply Chain Management","San Francisco, California, United States, North America",Women Founded,http://noodle.ai/,$1M to $10M,97000000,USD,97000000,Late Stage Venture,4,,"Honeywell Ventures, ServiceNow",2,2,"604,794"
Series A - Pactum,https://www.crunchbase.com/funding_round/pactum-6283-series-a--d73ab72c,Pactum,https://www.crunchbase.com/organization/pactum-6283,Series A,20000000,USD,20000000,2022-12-08,Early Stage Venture,,,,Yes,Pactum AI helps companies to unlock value from thousands of suppliers by automatically negotiating contracts on a massive scale.,Artificial Intelligence (AI),"Mountain View, California, United States, North America",,https://www.pactum.com/,$10M to $50M,55150000,USD,55150000,Early Stage Venture,5,3VC,"3VC, Atomico, Maersk Growth, Metaplanet, NordicNinja VC, Project A Ventures, Taavet+Sten",7,6,"606,619"
