Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Spaceboost,https://www.crunchbase.com/organization/spaceboost,"Spaceboost is a Google Premier Partners Award-winning ad tech platform for Google and Bing. More than 11,000 brands in over 90 countries trust Spaceboost’s software & support to transform the way they attract, engage, and delight customers. Learn more at www.spaceboost.com","Advertising, Advertising Platforms, Data Mining, Digital Marketing, Internet, Machine Learning, Marketing Automation, Search Engine, SEM","Barcelona, Catalonia, Spain","Spaceboost is a tech platform that lets advertisers turn their data into autonomous, powerful, and profitable ad campaigns on Google & Bing.",4000000,EUR,4491899,,,1,,30,17,4000000,EUR,4491899,,,Scientific and electric apparatus and instruments,4000000,EUR,4491899,1,2019-03-28,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,,,,0,Private,08006,2014-03-01,day,For Profit,https://www.spaceboost.com,https://www.linkedin.com/company/spaceboost/,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Software",3,"Albert Morcillo, Nacho Rodes, Pablo Callejon Muzelle",11-50,Seed,Seed,4000000,EUR,4491899,Seed,,,,,"112,057","111,218",,,,,,,,,,,,
ZEN-AI TECHNOLOGY,https://www.crunchbase.com/organization/zen-ai-technology,"ZEN-AI TECHNOLOGY is an advanced intelligent interactive product and service provider. They offer multi-network joint command, multi-level coordination and linkage, a basic command post with multi-network one-map command, and other services. These products effectively address the issues of cross-network joint command, stringent requirements for computer localization, and the safe use of huge data.","Artificial Intelligence (AI), Information Technology, Intelligent Systems, Software","Haidian, Beijing, China",ZEN-AI TECHNOLOGY is an advanced intelligent interactive product and service provider.,30000000,CNY,4489080,,,,,6,,30000000,CNY,4489080,,,,20000000,CNY,2944142,2,2018-07-26,Asia-Pacific (APAC),,"Wuhan Optics Valley Elite Investment Management, Beijing Handuo",,,,Private,,2009-04-24,day,For Profit,http://www.renguang.com.cn,https://www.linkedin.com/company/%E5%8C%97%E4%BA%AC%E4%BB%81%E5%85%89%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,11-50,Early Stage Venture,Series B,20000000,CNY,2944142,Series B,,2,,,"30,385","30,307",,,,,,,,,,,,
Fizyr,https://www.crunchbase.com/organization/fizyr,"Fizyr enables the automating of human tasks in logistics using AI.  Their deep learning algorithm adds a layer of understanding, bringing autonomous decision making to processes that involve classifying, quality control*, counting, picking and manipulating.","Artificial Intelligence (AI), Industrial Automation, Logistics","Delft, Zuid-Holland, The Netherlands",Fizyr is enables the automating of human tasks in logistics using AI.,4200000,EUR,4488517,,,1,,32,,4200000,EUR,4488517,,Hand Tools; Portable Power-Driven Tools; Manipulators,Scientific and electric apparatus and instruments,4200000,EUR,4488517,2,2022-05-25,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"FORWARD.one, Value Creation Capital",,,1,Private,2628,2014-04-25,day,For Profit,https://fizyr.com/,https://www.linkedin.com/company/fizyr/,,,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software, Transportation",1,Martijn Wisse,11-50,Seed,Seed,4200000,EUR,4488517,Seed,2,2,,,"41,846","41,709",,,,,,,,,,,,
ADDD,https://www.crunchbase.com/organization/dalgo,"Addd's AI technology analyses outdoor video data to determine the gender and age of the area's floating population. Furthermore, the effect can be measured and quantified by establishing whether they were aware of the advertisement and whether they viewed it with interest. This technology is also applicable to moving media and can be used to determine the properties of moving things. It analyses video in real-time via the vision sensor camera and sends data solely to the client via a specified IP address to ensure privacy and safety.","Advertising, Artificial Intelligence (AI), Marketing","Yeoksamdong, Seoul-t'ukpyolsi, South Korea",ADDD is a peer-to-peer advertising platform.,5700000000,KRW,4486864,,,0,"1,748",17,,5700000000,KRW,4486864,,Education; Cryptography; Display; Advertising; Seals,,5700000000,KRW,4486864,6,2023-06-15,Asia-Pacific (APAC),,"TIPS Program, FuturePlay, Devsisters Ventures, Korea Credit Guarantee Fund, The Wells Investment",,,2,Private,,2019-09-20,day,For Profit,http://www.addd.co.kr,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,11-50,Early Stage Venture,Series A,5700000000,KRW,4486864,Series A,2,8,,,"34,716","34,614",,,,,,,,,,,,
Alter,https://www.crunchbase.com/organization/facemoji,"Alter is a platform SDK consisting of a real-time 3D avatar system and motion capture built from scratch for web3 interoperability and the open metaverse. Developers can pipe avatars into their apps, games, and websites. They offer computer vision, 3d technology, web3, machine learning, avatars, rendering engines, blockchain, and NFTs.","3D Technology, Apps, Artificial Intelligence (AI), Computer Vision, Metaverse, Social Media, Virtual Goods, Web3","New York, New York, United States",Alter is an open-source platform that consists of a 3D avatar system and motion capture for web3.,4480000,USD,4480000,2022-10-28,day,,,7,,4480000,USD,4480000,,,,3000000,USD,3000000,5,2021-10-07,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"Betaworks, X (formerly Twitter), Curious Capital, General Catalyst, Spacecadet Ventures",,,,Private,10021,2017-03-09,day,For Profit,http://alter.xyz/,https://www.linkedin.com/company/alterxyz,,,"Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software",2,"Jonathan Slimak, Robin Raszka",11-50,M&A,Seed,3000000,USD,3000000,Seed,2,28,,Was Acquired,"97,372","96,746",,,,,,,,,,,,
Academy of Robotics,https://www.crunchbase.com/organization/academy-of-robotics,"Academy of Robotics is a technology company which specialises in designing and building robots for complex environments to help staff and improve efficiency for its customers. By combining AI, mechatronics and its proprietary self-driving vision systems, the company designs and builds robots to automate repetitive, but technologically complex tasks. Since its electric Kar-go Delivery Bot became one of the first self-driving cars to be licensed to drive on the roads in Europe in 2020 the company's technology has been deployed in a diverse range of applications.  -It's Kar-go Delivery Bot self-driving delivery vehicle has been used by the Royal Air Force at RAF Brize Norton to automate logistical tasks at the UK's largest air base. -It's hospital logistics robots or ""Helper Bots"" are currently being used in a trial with Milton Keynes University Hospital NHS Foundation Trust to automate movement of medicines around a hospital - and it is developing road defect detection and analysis technology as part of a commercial partnership with Eurovia UK.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electric Vehicle, Information Technology, Last Mile Transportation, Logistics, Machine Learning, Robotics, Software","Norwich, Norfolk, United Kingdom",Academy of Robotics is a technology company specialising in creating robotic technology to perform or simplify complex tasks,3282450,GBP,4478089,,,0,,8,,2791980,GBP,3834892,,Computing; Calculating,,490470,GBP,643197,3,2022-04-01,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,Crowdcube,,,4,Private,NR12 8YB,2017-01-01,year,For Profit,http://www.academyofrobotics.co.uk,https://www.linkedin.com/company/academyofrobotics,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software, Transportation",1,Pasi William Sachiti,11-50,Seed,Convertible Note,2500000,GBP,3454265,Seed,,1,,,"56,356","56,113",,,,,,,,,,,,
aiherd,https://www.crunchbase.com/organization/aiherd,"aiHerd is a digital startup that combines artificial intelligence and computer vision to detect visible pathologies in animals. The company's automatic analysis algorithms collect a variety of data on animals, including location and behavior.","Agriculture, Artificial Intelligence (AI), Biotechnology, Health Diagnostics, Medical, Veterinary","Nantes, Pays de la Loire, France",aiHerd is a AI-based platform that provides livestock monitoring services.,4200000,EUR,4478036,,,,,18,,4200000,EUR,4478036,,,,2100000,EUR,2222789,2,2023-02-24,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,"Bpifrance, VetAngels",,,,Private,44200,2020-01-01,year,For Profit,https://www.aiherd.io/fr,https://www.linkedin.com/company/aiherd/,,,"Agriculture and Farming, Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",1,Quentin Garnier,11-50,Seed,Seed,2100000,EUR,2222789,Seed,,2,,,"37,987","37,870",,,,,,,,,,,,
Mingpianxia,https://www.crunchbase.com/organization/mingpianxia,"""Mingpianxia"" is a smart card entry and one-click sharing tool based on WeChat applet under the Shenzhen Green Bee Internet Co., Ltd. Not only can Mingpianxia easily put business cards into WeChat, but also realize one-click sharing of personal business cards to meet the needs of business card exchange in different social scenes.","Artificial Intelligence (AI), Internet, Mobile","Shenzhen, Guangdong, China",Mingpianxia is an artificial intelligence business card with its own shopping mall,30000000,CNY,4472805,,,,,1,,30000000,CNY,4472805,,,,30000000,CNY,4472805,1,2019-03-04,Asia-Pacific (APAC),,"Ruichi Capital, JiAn Investment",,,,Private,,2016-01-01,year,For Profit,https://www.mingpianxia.cn/,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Science and Engineering, Software",,,51-100,Early Stage Venture,Series A,30000000,CNY,4472805,Series A,,2,,,"154,053","152,396",,,,,,,,,,,,
Shentong Wanma,https://www.crunchbase.com/organization/shentong-wanma,"Shentong Wanma is a big data artificial intelligence company with business scope including information technology, big data technology, and artificial intelligence technology development.","Artificial Intelligence (AI), Big Data","Hangzhou, Zhejiang, China",Shentong Wanma is a big data artificial intelligence company,30000000,CNY,4469607,,,,,,,30000000,CNY,4469607,,,,30000000,CNY,4469607,1,2019-03-29,Asia-Pacific (APAC),,STO Express,,,,Private,,2019-01-01,year,For Profit,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,1-10,Seed,Seed,30000000,CNY,4469607,Seed,1,1,,,"152,275","150,670",,,,,,,,,,,,
tman.ai,https://www.crunchbase.com/organization/tman-ai,,Artificial Intelligence (AI),,tman.ai provides artificial intelligence-driven devices and specializes in smart retail.,30000000,CNY,4457742,,,,,,,30000000,CNY,4457742,,,,30000000,CNY,4457742,1,2019-04-28,,,ZhenFund,,,,Private,,,,For Profit,http://www.tmanai.com/,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Zhao Yong,1-10,Seed,Seed,30000000,CNY,4457742,Seed,1,1,,,"153,690","152,044",,,,,,,,,,,,
Superface,https://www.crunchbase.com/organization/superface,"Superface is a cutting-edge workflow automation agent. Unlike traditional automation tools, Superface can facilitate tasks that require human judgment. With Superface, for the first time, non-technical users can describe and automate their day-to-day processes to increase individual productivity and drive the organizational bottom line. Thanks to unparalleled AI and connectivity (API) expertise, Superface is developing a universe of AI capabilities that will disrupt business automation.","Artificial Intelligence (AI), Business Process Automation (BPA), Cloud Computing, Data Integration, Developer APIs, Information Technology, Sales Automation","Prague, Hlavni mesto Praha, Czech Republic",LLM-powered work automation agent,4457227,USD,4457227,,,,"5,987",10,,4457227,USD,4457227,,,,2600000,EUR,2957227,2,2022-01-01,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,"42CAP, Tera Ventures, Tensor Ventures, Caesar Ventures",,,,Private,18600,2020-01-01,year,For Profit,https://www.superface.ai,https://www.linkedin.com/company/superfaceai,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software",2,"Radek Novotny, Zdenek Nemec",11-50,Seed,Seed,2600000,EUR,2957227,Seed,2,4,,,"30,095","30,019",,,,,,,,,,,,
Advertima Vision AG,https://www.crunchbase.com/organization/advertima-5d99,"We convert physical grocery stores into a revenue-generating Retail Media channel. Using 3D Computer Vision and advanced Machine Learning algorithms we transform in-store shoppers into relevant Retail Media audiences. Our platform integrates seamlessly into existing Retail Media ecosystems and empowers Retail Media departments to offer online-like performance marketing capabilities to brands and enhanced experiences to in-store shoppers. Advertima Vision AG was founded in 2021 in St.Gallen, Switzerland by retail, media, and tech experts to become the market-leading Retail Media tech solution for in-store. Advertima is a fast-growing team, working with customers across the globe.  For more information, visit www.advertima.com.","Artificial Intelligence (AI), Computer Vision, Digital Media, Machine Learning, Retail Technology","Sankt Gallen, Sankt Gallen, Switzerland",Advertima is a retail tech company that enables retailers to bring their retail media business into their stores,4100000,CHF,4453322,,,,855,,16,4100000,CHF,4453322,,,,4100000,CHF,4453322,1,2021-12-01,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,,,,,Private,9000,2021-12-01,day,For Profit,https://www.advertima.com,https://www.linkedin.com/company/advertima,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software",4,"Amir Nahvi, Iman Nahvi, Mario Siano, Simon Ebner",11-50,Seed,Seed,4100000,CHF,4453322,Seed,,,1,Made Acquisitions,"32,334","32,242",,,,,,,,,,,,
intella,https://www.crunchbase.com/organization/intella-6a2f,intella is a visibility and insights provider that delivers intelligence to businesses in real time.,"Artificial Intelligence (AI), Business Intelligence, Database, PaaS","Cairo, Al Qahirah, Egypt",intella is a visibility and insights provider that delivers intelligence to businesses in real time.,4450000,USD,4450000,,,,"1,583",22,,4400000,USD,4400000,155,,,50000,USD,50000,3,2023-11-02,"Europe, Middle East, and Africa (EMEA), Middle East, Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Beyond Capital, Wa’ed Ventures, HALA Ventures, Sanabil 500 MENA Seed Accelerator, Falak Startups",,,,Private,,2021-01-01,year,For Profit,https://www.intellaworld.com,https://www.linkedin.com/company/intellaworld,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Nour Altaher, Omar Mansour",11-50,Seed,Grant,3400000,USD,3400000,Seed,3,8,,,"25,422","25,358",,,,,,,,,,,,
Tandemploy,https://www.crunchbase.com/organization/tandemploy,"Tandemploy is a Berlin-based HR tech company focused on solving key problems associated with employee experiences. Its powerful matching algorithm recommends pairings among peers, mentors, project leaders, and subject matter experts by analyzing skills-based data and individual goals.","Artificial Intelligence (AI), Enterprise Software, Human Resources, SaaS, Software","Berlin, Berlin, Germany",Tandemploy is a Berlin-based HR tech company focused on solving key problems associated with employee experiences.,4441973,USD,4441973,2022-02-03,day,1,894,32,,4441973,USD,4441973,,,Scientific and electric apparatus and instruments,3000000,EUR,3441973,4,2017-07-17,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Microsoft Accelerator Berlin, Dr. Werner Brandt",,,0,Private,10119,2013-01-01,year,For Profit,https://www.tandemploy.com/,https://www.linkedin.com/company/tandemploy-ug,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Anna Kaiser, Jana Tepe",11-50,M&A,Series A,3000000,EUR,3441973,Series A,,2,,Was Acquired,"83,844","83,373",,,,,,,,,,,,
EIN+,https://www.crunchbase.com/organization/ein,,"Artificial Intelligence (AI), SaaS, Software","Beijing, Beijing, China",EIN+ provides artificial intelligence and SaaS services.,30000000,CNY,4438497,,,2,,9,4,30000000,CNY,4438497,,,Precious Metals and their alloys; jewelry; time-keeping instruments,20000000,CNY,2935607,2,2017-06-27,Asia-Pacific (APAC),,"China Growth Capital | CGC, 10Fund, Zhehao Zichan",,,0,Private,,2016-06-16,day,For Profit,https://www.einplus.cn/,https://www.linkedin.com/company/%E7%88%B1%E5%9B%A0%E4%BA%92%E5%8A%A8%E7%A7%91%E6%8A%80%E5%8F%91%E5%B1%95-%E5%8C%97%E4%BA%AC-%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Qianning Hong, Shoukun Wang",1-10,Early Stage Venture,Series A,20000000,CNY,2935607,Series A,,3,,,"104,613","103,877",,,,,,,,,,,,
Biel Glasses,https://www.crunchbase.com/organization/biel-glasses,"Biel Glasses is developing smart glasses that improve the quality of life of people with visual disabilities. They develop smart glasses to improve the mobility and personal autonomy of people with lv. The glasses use 3d vision and AI algorithms to detect obstacles, and mr to show them in a way the patients can perceive with their remaining vision. They include other features like zoom and image improvement, providing a complete solution for people with LV.","Artificial Intelligence (AI), Assistive Technology, Health Care, Medical Device","Barcelona, Catalonia, Spain",Biel Glasses develops smart glasses to improve mobility and personal autonomy of people with low vision.,4004206,EUR,4437757,,,2,,18,,200000,EUR,222509,,Computing; Calculating,Scientific and electric apparatus and instruments,2463454,EUR,2726673,17,2023-05-03,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"BHV Partners, ENISA, Centre for the Development of Industrial Technology (CDTI), European Space Agency, EIT Health",,,1,Private,08018,2017-01-01,year,For Profit,http://www.bielglasses.com,https://www.linkedin.com/company/biel-glasses,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",4,"Eulalia Sánchez Herrero, Jaume Puig Adamuz, Jordi Puig, Maria Constanza Lucero",11-50,Seed,Grant,200000,EUR,222509,Seed,5,9,,,"86,912","86,396",,,,,,,,,,,,
Shazura,https://www.crunchbase.com/organization/shazura,"The most powerful Computer Vision with single-image unsupervised learning. Instead of relying on annotation and human training, our patented Fingerprint bio-inspired AI ’embedded model’ translates every image into a unique fingerprint. - True visual AI - Fine-grained recognition - Operational from day one - No need for hard-to-find AI experts - No need for expensive cloud AI products - Scalable beyond all existing business needs - Equipped to deal with the unpredictable An Edge to Cloud AI Platform deploying the fastest services, with all-in-one capabilities. And just a single image to start. Businesses need true Visual AI, that scales with data and change. Organizations can get the most accurate image and video recognition with Shazura's AI. It works instantly without the drain on time, human resources, and high-consumption servers. Over ten years ago, we set out to create Computer Vision to mirror the brain-eye connection. Instead of labeling data, we put visuals first. Others were sceptical about unsupervised learning. They've built ML/DL models that rely on extensive human training. Today, businesses and end users are realising their limitations. Interest is shifting towards unsupervised learning. The enterprise Computer Vision market is booming at an unprecedented pace, faster than ever. Emerging technologies will soon enable computers to perceive the world in unimaginable ways. Unsupervised and all-in-one learning is rapidly becoming a real need. The market demands multiple use cases and capabilities within organizations. Shazura’s true visual AI was designed from its origin to cope with all these needs, providing a unified, industry-agnostic lifecycle. We’re ready. We’ve been doing this for over a decade and provide the most powerful and market-ready Computer Vision.","Artificial Intelligence (AI), Biometrics, Embedded Software, Emerging Markets, Fraud Detection, Industrial Automation, Industrial Manufacturing, Intelligent Systems, Predictive Analytics, SaaS","San Francisco, California, United States",True visual AI for real-time identification & authentication at scale. Fingerprint patented bio-inspired Edge-to-Cloud Computer Vision.,4435000,USD,4435000,,,1,,36,12,4435000,USD,4435000,,Computing; Calculating,Scientific and electric apparatus and instruments,2829000,USD,2829000,3,2021-11-29,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"BY Venture Partners, Alberto Beeck, Edgar Bronfman Jr., Adriana Cisneros, CIH Investment Capital Limited",,,2,Private,94111,2012-01-01,year,For Profit,https://shazura.com,https://www.linkedin.com/company/shazura-inc/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Financial Services, Manufacturing, Other, Payments, Privacy and Security, Science and Engineering, Software",1,Sira Coba,11-50,Early Stage Venture,Series A,2829000,USD,2829000,Series A,2,6,,,"50,494","50,302",,,"Women Founded, Women Led",,,,,,,,,
Tecnos Data Science Engineering,https://www.crunchbase.com/organization/tecnos-data-science-engineering,Tecnos Data Science Engineering provides solutions utilizing big data and artificial intelligence (AI) and AI products.,"Artificial Intelligence (AI), Internet, Machine Learning, Product Design","Tokyo, Tokyo, Japan",Tecnos Data Science Engineering provides solutions utilizing big data and artificial intelligence (AI) and AI products.,503500000,JPY,4434979,2018-12-18,day,,"17,725",72,,503500000,JPY,4434979,,,,178500000,JPY,1581162,3,2017-09-27,Asia-Pacific (APAC),$10M to $50M,"ZMP, NTT Data, Aioi Nissay Dowa Insurance, Tecnos Japan",,,,Public,,2013-10-17,day,For Profit,https://www.tdse.jp/,https://www.linkedin.com/company/テクノスデータサイエンス・エンジニアリング（株）,,,"Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Science and Engineering, Software",,,101-250,IPO,Venture - Series Unknown,178500000,JPY,1581162,Venture - Series Unknown,1,4,,,"77,654","77,247",,,,,,1,1,,1,,,
Captur,https://www.crunchbase.com/organization/captur,"Captur is an AI image data platform. The company provides image quality detection, instant decisions, no manual intervention, template workflows, and asset and workflow specific detection solutions.","Artificial Intelligence (AI), Computer, Information Technology, Software","London, England, United Kingdom",Captur makes it easier to scale operations by automating frontline decision making with visual AI,3540000,GBP,4431209,,,,,6,,3540000,GBP,4431209,,,,2200000,GBP,2670801,3,2023-10-18,"Europe, Middle East, and Africa (EMEA)",,"Google for Startups, Ascension, Concept Ventures, Ascension Ventures, Sure Valley Ventures",,,,Private,SW3 4TG,2020-01-01,year,For Profit,https://www.captur.ai,https://www.linkedin.com/company/captur-ai/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,1-10,Seed,Seed,2200000,GBP,2670801,Seed,3,8,,,"24,275","24,221",,,,,,,,,,,,
Finch,https://www.crunchbase.com/organization/finch-insights,"Finch is a set of tools that teaches people about sustainability by breaking down complex scientific facts into simple, actionable insights. Launched as a free Chrome browser extension available when shopping on Amazon, Finch surfaces sustainability scores for 84 product categories on a scale of 0-10 based on six environmental footprints. It aims to decode sustainability and equip people with the knowledge to make better purchasing decisions.","Consumer, Consumer Goods, E-Commerce, Machine Learning, Software, Sustainability","Denver, Colorado, United States",Finch decodes products' environmental impacts to help consumers and businesses make better decisions.,4430428,USD,4430428,,,1,107,23,,4430428,USD,4430428,,,Scientific and electric apparatus and instruments,3230428,USD,3230428,5,2023-05-18,"Greater Denver Area, Western US",,"Techstars, Google for Startups, Amasia",,,0,Private,80202,2020-04-03,day,For Profit,https://www.choosefinch.com ,https://www.linkedin.com/company/choosefinch,,,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Other, Software, Sustainability",1,Lizzie Horvitz,1-10,Seed,Seed,3230428,USD,3230428,Seed,1,3,,,"24,629","24,572",,,"Women Founded, Women Led",,,,,,,,,
Jingle Magic,https://www.crunchbase.com/organization/jingle-magic,"Jingle Magic provides Fly Illusion VR educational services. They use artificial intelligence and augmented reality technology to bring innovative, smart education to every child, every classroom, and every school, and to build a safe, inclusive, and efficient interconnected smart education platform.","Artificial Intelligence (AI), Education, Virtual Reality","Haidian, Beijing, China",Jingle Magic is an artificial intelligence technology company that provides visual artificial intelligence solutions.,30000000,CNY,4429309,,,,,16,,30000000,CNY,4429309,,,,10000000,CNY,1493764,3,2019-03-20,Asia-Pacific (APAC),,"Iflytek, Sinoking Capital, Beijing Yuanhui, Mooc-CN Education",,,,Private,,2016-04-26,day,For Profit,http://www.xunfeivr.com/,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Science and Engineering, Software",2,"Hongwei Yan, Ling Han",101-250,Early Stage Venture,Series A,10000000,CNY,1493764,Series A,2,4,,,"117,183","116,243",,,,,,,,,,,,
Rapeech,https://www.crunchbase.com/organization/rapeech,,"Artificial Intelligence (AI), Information Technology, VoIP","Seoul, Seoul-t'ukpyolsi, South Korea",Rapeech is an AI voice technology company that provides product development services.,6000000000,KRW,4427802,,,,,5,,6000000000,KRW,4427802,,,,6000000000,KRW,4427802,1,2024-05-17,Asia-Pacific (APAC),,"Capstone Partners, Timepolio Asset Management",,,,Private,,2005-01-01,year,For Profit,https://rapeech.com/,https://www.linkedin.com/company/rapeech/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",,,51-100,,Venture - Series Unknown,6000000000,KRW,4427802,Venture - Series Unknown,1,2,,,"275,896","268,657",,,,,,,,,,,,
Yemaachi Biotechnology,https://www.crunchbase.com/organization/yemaachi-biotechnology,"Yemaachi Biotechnology uses cutting-edge immunogenomics, bioinformatics, and artificial intelligence to accelerate the development of cancer detection and cure strategies for lowering the economic burden of cancer.","Artificial Intelligence (AI), Bioinformatics, Biotechnology, Health Diagnostics","Accra, Greater Accra, Ghana",Yemaachi Biotechnology provides diversifying precision cancer diagnostics and treatments.,4425000,USD,4425000,,,,,8,13,3425000,USD,3425000,,,,3000000,USD,3000000,4,2022-03-21,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Tencent, LoftyInc Capital, Bill & Melinda Gates Foundation, Y Combinator, VestedWorld",,,,Private,,2020-01-01,year,For Profit,https://www.yemaachi.com,https://www.linkedin.com/company/yemaachi,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",4,"David Hutchful, Joyce Ngoi, Yaw Attua-Afari, Yaw Bediako",11-50,Seed,Seed,3000000,USD,3000000,Seed,3,10,,,"46,755","46,595",,,,,,,,,,,,
Irisbond,https://www.crunchbase.com/organization/irisbond,"Irisbond creates a new way for humans to communicate through precision eye-tracking technology. Irisbond’s advanced software algorithms interpret your eye gaze in order to provide natural, intuitive and hands-free access to information and control over a screen. Developed for use in mobile devices, automotive, smart homes, robotics, scientific, healthcare and manufacturing, eye tracking technology lets you learn, play, work and communicate with your eyes. A pioneer in the assistive technology market, Irisbond’s eye tracking solutions are based on years of R&D in cooperation with Vicomtech, a leader in the field of artificial vision. For more information about the power of the eyes, go to www.irisbond.com/en ","Artificial Intelligence (AI), Assistive Technology, Consumer Electronics, Software","San Sebastian, Pais Vasco, Spain",Irisbond creates a new way for humans to communicate based on precision eye tracking technology.,3980000,EUR,4423348,,,7,"1,844",37,,3980000,EUR,4423348,,Computing; Calculating,Scientific and technological services,400000,EUR,433129,5,2024-05-30,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Fitalent, Gestion De Capital Riesgo Del Pais Vasco, vicomtech, Orza Investments, Hazitek Singular Strategic program",,,3,Private,20009,2013-06-23,day,For Profit,http://irisbond.com/en,https://www.linkedin.com/company/irisbond,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Software",1,Eduardo Jauregui Torrecilla,1-10,,Equity Crowdfunding,400000,EUR,433129,Equity Crowdfunding,2,6,,,"52,733","52,518",,,,,,,,,,,,
