Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Maven Machines,https://www.crunchbase.com/organization/maven-machines,"Maven Machines is a mobile cloud solution for trucking, transportation, and logistics industries. The company offers a modern fleet management solution that streamlines driver safety, real-time telematics, and alerting and automated compliance. It blends IoT sensors, artificial intelligence, software, and wireless communications to provide a real-time platform for both drivers and managers. Maven Machines was founded in 2014 and is headquartered in Pittsburgh, Pennsylvania.","Artificial Intelligence (AI), Electronics, Fleet Management, Sensor, Transportation, Wireless","Pittsburgh, Pennsylvania, United States","Maven Machines is a mobile cloud solution for trucking, transportation, and logistics industries.",20988380,USD,20988380,,,,"5,700",42,,19343380,USD,19343380,,,,10078380,USD,10078380,9,2022-09-22,"Great Lakes, Northeastern US",$1M to $10M,"Innovation Works, Hearst Ventures, Allos Ventures, Great Oaks Venture Capital, Riverfront Ventures",,,,Private,15224,2014-01-01,year,For Profit,http://mavenmachines.com,https://www.linkedin.com/company/maven-machines/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Mobile, Science and Engineering, Software, Transportation",1,Avishai Geller,11-50,Early Stage Venture,Series A,10078380,USD,10078380,Series A,1,5,,,"21,341","21,298",,,,,,,,,,,,
Valerann,https://www.crunchbase.com/organization/valerann,"Valerann empowers road network operators and creates certainty through enhanced use of data - to save lives, reduce congestion, decrease emissions and to support Connected and Autonomous Vehicles (CAVs). We transform the overwhelming, disparate data created by road infrastructure, ITS assets and drivers into meaningful, easily understood insights - unlocked by our Intelligent Traffic Management solutions.","Artificial Intelligence (AI), Autonomous Vehicles, Big Data, Data Integration, Information Technology, Intelligent Systems, Internet of Things, Machine Learning, Transportation","Tel Aviv, Tel Aviv, Israel","Valerann empowers road network operators and creates certainty through data - to save lives, reduce congestion and decrease emissions",22800000,USD,22800000,,,4,,39,,22800000,USD,22800000,,Signalling,"Transport, packaging and storing",17000000,USD,17000000,4,2022-02-22,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"Telefonica, Qualcomm Ventures, Intel Ignite, HG Ventures, Wayra UK",,,6,Private,6655613,2016-08-01,day,For Profit,https://www.valerann.com/,https://www.linkedin.com/company/valerann,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software, Transportation",4,"Daniel Yakovich, Gabriel Jacobson, Michael Dan Vardi, Shahar Bahiri",11-50,Early Stage Venture,Series A,17000000,USD,17000000,Series A,4,7,,,"21,350","21,307",,,,,,,,,,,,
BreachBits,https://www.crunchbase.com/organization/breachbits,"BreachBits provides a simplified SaaS cyber risk and penetration testing solution. Backed by military-grade automation and artificial intelligence, BreachBits helps in monitoring the organization using hacker tradecraft for better and faster business decisions.","Artificial Intelligence (AI), Cyber Security, Machine Learning, SaaS","Annapolis, Maryland, United States",BreachBits provides a simplified SaaS cyber risk and penetration testing solution.,3232526,USD,3232526,,,6,,33,,3172526,USD,3172526,,,Scientific and technological services,,,,3,2024-02-26,"Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,"Blu Venture Investors, BlueWing Ventures",,,0,Private,,2018-02-26,day,For Profit,https://www.breachbits.com,https://www.linkedin.com/company/breachbits,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",2,"Jacob Foster Davis, John Lundgren",1-10,Seed,Seed,,,,Seed,1,2,,,"21,368","21,325",,,,,,,,,,,,
Inven,https://www.crunchbase.com/organization/inven-177a,"Inven is an AI company that develops B2B SaaS solutions for M&A, private equity, and management consulting professionals. Its key source of value creation is based on our state-of-the-art artificial intelligence and machine learning models that enable us to leverage vast amounts of unstructured data sources at scale.","Artificial Intelligence (AI), B2B, Information Technology","Helsinki, Southern Finland, Finland","Inven is an AI company that develops B2B SaaS solutions for M&A, private equity, and management consulting professionals.",1500000,EUR,1630125,,,0,"151,182",19,,1500000,EUR,1630125,,,Scientific and electric apparatus and instruments,1500000,EUR,1630125,1,2023-03-31,"European Union (EU), Nordic Countries, Scandinavia",,Lifeline Ventures,,,0,Private,,2022-01-01,year,For Profit,https://www.inven.ai/,https://www.linkedin.com/company/searchcoglobal/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",,,11-50,Seed,Seed,1500000,EUR,1630125,Seed,1,1,,,"21,396","21,353",,,,,,,,,,,,
Upp Technologies,https://www.crunchbase.com/organization/upp-technologies,,"Artificial Intelligence (AI), E-Commerce, Information Technology","London, England, United Kingdom",Upp is an AI platform that delivers a complete solution for Google Shopping from product content to profit.,10000000,USD,10000000,,,,"8,503",31,63,10000000,USD,10000000,,,,10000000,USD,10000000,1,2023-06-27,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,Bonfire Ventures,,,,Private,W1W 8DA,2019-01-01,year,For Profit,https://upp.ai,https://www.linkedin.com/company/upp-technologies-ltd/,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Science and Engineering, Software",,,11-50,Seed,Seed,10000000,USD,10000000,Seed,1,1,,,"21,397","21,353",,,,,,,,,,,,
Kodex AI,https://www.crunchbase.com/organization/kodex-ai,"Kodex AI offers AI risk management software enabling businesses to assess and control their AI risk quickly. The company is based in Berlin, Germany.","Artificial Intelligence (AI), Information Technology, Software","Berlin, Berlin, Germany",Kodex AI offers AI risk management software enabling businesses to assess and control their AI risk quickly.,1815005,USD,1815005,,,,,7,,1815005,USD,1815005,,,,1600000,EUR,1695005,2,2023-10-06,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Techstars, Signals Venture Capital, Deutsche Bank, Barnaby Hussey-Yeo, Karl Moritz Hermann",,,,Private,,2022-01-01,year,For Profit,https://kodex-ai.com,https://www.linkedin.com/company/kodexai,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,11-50,Seed,Seed,1600000,EUR,1695005,Seed,2,8,,,"21,398","21,355",,,,,,,,,,,,
Bluebirds,https://www.crunchbase.com/organization/bluebirds,,"Artificial Intelligence (AI), Database, Lead Generation","San Francisco, California, United States",Bluebirds is an AI-based data platform to find customer contacts that switched jobs.,5500000,USD,5500000,,,,,7,,5500000,USD,5500000,,,,5000000,USD,5000000,2,2023-10-18,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Soma Capital, Y Combinator, 1984 Ventures, Lightspeed Venture Partners, Dharmesh Shah",,,,Private,,2022-01-01,year,For Profit,https://www.bluebirds.ai,https://www.linkedin.com/company/bluebirdsai,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",2,"Kunal Punera, Rohan Punamia",1-10,Seed,Seed,5000000,USD,5000000,Seed,2,6,,,"21,401","21,358",,,,,,,,,,,,
Nullify,https://www.crunchbase.com/organization/nullify,"Nullify is building AI agents capable of performing application security work autonomously, that can reason and make decisions like a real security engineer so organisations can build more secure software without growing the headcount of their security team. Today, software engineers outnumber security engineers 100 to 1, and this disparity grows with the increasing cyber skills shortage. Product security as a result is costly, inefficient and difficult to scale at a time when secure software development becomes of national security significance.  By end-to-end automating product security work like testing, prioritization, remediation and threat modelling, Nullify can enable product security teams to focus on higher-leverage security work.","Cyber Security, Developer Tools, Generative AI, Software","Sydney, New South Wales, Australia",Nullify augments application security teams with AI,6325000,AUD,4200227,,,,841,5,,6325000,AUD,4200227,,,,5200000,AUD,3443088,3,2024-03-07,"Asia-Pacific (APAC), Australasia",,"Sajeeb Lohani, Pascal Boillat, Root Ventures, AWS Impact Accelerator, Sarah Guo",,,,Private,2000,2022-12-15,day,For Profit,https://www.nullify.ai,https://www.linkedin.com/company/nullifyai/,,,"Artificial Intelligence (AI), Information Technology, Privacy and Security, Software",1,Shantanu Kulkarni,11-50,Seed,Seed,5200000,AUD,3443088,Seed,4,11,,,"21,401","21,357",,,,,,,,,,,,
MyndYou,https://www.crunchbase.com/organization/myndyou,"The MyndYou artificial intelligence (AI) based platform aids clinicians in providing personalized cognitive care for seniors living with or without cognitive decline. The MyndYou solution combines one-on-one remote interaction with a seamless monitoring app, analytic evaluation, and AI analysis to individualize care based on passively collected data from the client’s daily activities. The platform delivers actionable, objective insights in real-time to therapists during remote calls, guiding the nature and level of cognitive training.  As cognitive related disease such as dementia and Alzheimer’s continues to grow at a rapid pace, MyndYou optimizes and scales the targeted delivery of cognitive care.  ","Artificial Intelligence (AI), Elder Care, Health Care, Home Health Care, mHealth, Neuroscience","Herzliya, Tel Aviv, Israel",MyndYou is an  AI-based platform that empowers practitioners to deliver personalized and data-driven cognitive care to seniors.,4000000,USD,4000000,,,,,58,,4000000,USD,4000000,,,,,,,7,2023-04-25,"Europe, Middle East, and Africa (EMEA), Middle East",Less than $1M,"Female Founders Fund, New York Ventures, Amplifyher Ventures, Howard Morgan, Impact First Investments",,,,Private,,2016-01-01,year,For Profit,https://www.myndyou.com/,https://www.linkedin.com/company/myndyou/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Mobile, Science and Engineering, Software",3,"Dan Sztybel, Itay Baruchi, Ruth Poliakine",11-50,Early Stage Venture,Series A,,,,Series A,3,10,,,"21,409","21,366",,,,,,,,,,,,
Bizbaz,https://www.crunchbase.com/organization/bizbaz,"Bizbaz offers financial intelligence solutions to financial institutions, fintech firms, e-commerce and telecommunication companies in Asia. With teams in Singapore, Israel, Vietnam, Philippines and Malaysia, Bizbaz offers a full suite of financial intelligence solutions, including but not limited to, comprehensive risk assessment, alternative credit scoring, fraud detection, eKYC, financial product aggregation and recommendation systems.","Business Intelligence, Credit, Financial Services, FinTech, Predictive Analytics","Singapore, Central Region, Singapore",Bizbaz offers credit scoring and risk assessment solutions for unbanked populations in Asia.,4300000,USD,4300000,,,,480,22,,4300000,USD,4300000,,,,4000000,USD,4000000,3,2022-09-30,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",$1M to $10M,"SOSV, HSBC Asset Management, Vynn Capital",,,,Private,209274,2019-06-04,day,For Profit,https://bizbaz.tech,https://www.linkedin.com/company/bizbaz,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Software",3,"Gilad Soffer, Hayk Hakobyan, Vincent Choy",11-50,Seed,Seed,4000000,USD,4000000,Seed,2,3,,,"21,416","21,372",,,,,,,,,,,,
Fabric Genomics (formerly Omicia),https://www.crunchbase.com/organization/omicia,"Fabric Genomics is making genomics-driven precision medicine a reality. We provide clinical decision support software that enables clinical labs, hospital systems and country-sequencing programs to gain actionable genomic insights, resulting in faster and more accurate diagnoses and reduced turnaround time. Fabric’s end-to-end genomic analysis platform incorporates proven AI algorithms, and has applications in both hereditary disease and oncology. Headquartered in Oakland, California, Fabric Genomics was founded by industry veterans and innovators with a deep understanding of bioinformatics, large-scale genomics and clinical diagnostics.","Artificial Intelligence (AI), Bioinformatics, Biotechnology, Genetics, Health Care, Precision Medicine","Oakland, California, United States",Global healthcare platform for genomics-driven precision medicine. Fabric' proven AI algorithms power genomic insights.,29800000,USD,29800000,,,,"18,401",41,21,29800000,USD,29800000,,,,,,,5,2021-05-14,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Casdin Capital, Artis Ventures (AV), Nimble Ventures, LDV Partners, Mighty Capital",$50M to $100M,2016-06-08,,Private,94612,2009-01-01,year,For Profit,https://www.fabricgenomics.com/,https://www.linkedin.com/company/fabric-genomics/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",3,"Edward S. Kiruluta, John Stuelpnagel, Martin G. Reese",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,1,11,1,Made Acquisitions,"21,424","21,380",,,,,,,,,,,,
Zingly,https://www.crunchbase.com/organization/zingly-3d5c,"Zingly.ai helps businesses to qualify, sell, and retain customers through web.AI, messaging, voice, video, and rooms.","Database, Generative AI, Software","San Ramon, California, United States","Zingly.ai helps businesses to qualify, sell, and retain customers through web.AI, messaging, voice, video, and rooms.",15450000,USD,15450000,,,,,,,15450000,USD,15450000,,,,10000000,USD,10000000,3,2024-06-05,"San Francisco Bay Area, West Coast, Western US",,"Dell Technologies Capital, Firebolt Ventures, Scribble Ventures, Array Ventures, WestWave Capital",,,,Private,94583,2021-01-01,year,For Profit,https://www.zingly.ai,https://www.linkedin.com/company/zingly-ai,,,"Artificial Intelligence (AI), Data and Analytics, Software",,,1-10,Seed,Seed,10000000,USD,10000000,Seed,1,8,,,"21,432","21,389",,,,,,,,,,,,
Decipad,https://www.crunchbase.com/organization/decipad,"Decipad is a smart-document where data analysis becomes a two-way conversation. Users wouldn't need to be experts in spreadsheet formulas or data operations; they'd just need to know what questions to ask. This human-centric approach uses generative AI to unlock access to insights and make data-driven decision-making more accessible to a broader audience. Decipad is often used to build calculators, reports and interactive business plans.","Artificial Intelligence (AI), Data Visualization, Productivity Tools, Software","London, England, United Kingdom",Decipad is a smart document with spreadsheet-like capabilities.,5000000,USD,5000000,,,,"3,522",44,,5000000,USD,5000000,,,,5000000,USD,5000000,1,2022-03-03,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Target Global, Entrée Capital, Angel Invest, Shilling, Founder Collective",,,,Private,,2021-03-01,day,For Profit,https://www.decipad.com,https://www.linkedin.com/company/decipad/,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",4,"Kelly McEttrick, Nuno Job, Pedro Teixeira, Roberto Machado",11-50,Seed,Seed,5000000,USD,5000000,Seed,2,6,,,"21,435","21,392",,,,,,,,,,,,
Qureight,https://www.crunchbase.com/organization/qureight,Qureight is an imaging analytics company. It also aims to develop a new improved and streamlined version of its analytical platform – harnessing the ability of AI and advanced processing tools to gain new insights into respiratory diseases such as Idiopathic Pulmonary Fibrosis (IPF) and lung cancer.,"Analytics, Health Care, Machine Learning","Cambridge, Cambridgeshire, United Kingdom",Qureight is an imaging analytics company.,8800000,GBP,11181013,,,0,,20,,8800000,GBP,11181013,,Computing; Calculating,,6800000,GBP,8463427,3,2024-04-15,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Ascension, Playfair Capital, XTX Ventures, Guinness Ventures, Cambridge Angels group",,,1,Private,CB2 1GE,2018-01-01,year,For Profit,https://qureight.com/,https://www.linkedin.com/company/qureight/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Software",2,"Alessandro Ruggiero, Muhunthan Thillai",1-10,Early Stage Venture,Series A,6800000,GBP,8463427,Series A,3,9,,,"21,459","21,416",,,,,,,,,,,,
Oxipit,https://www.crunchbase.com/organization/oxipit,"At Oxipit we create AI tools for global medical imaging. Our mission is to harness the latest AI and Machine Learning developments for better patient outcomes around the world. By utilizing Artificial Intelligence, we aim to address the global radiologist shortage and improve diagnostic quality.","Artificial Intelligence (AI), Computer Vision, Health Care, Health Diagnostics, Machine Learning, Medical Device","Vilnius, Vilniaus Apskritis, Lithuania",At Oxipit we are harnessing the latest AI and Machine Learning developments for better patient outcomes all over the world.,5360000,EUR,5861429,,,3,"1,114",8,,5360000,EUR,5861429,,Computing; Calculating,Scientific and electric apparatus and instruments,3860000,EUR,4181730,3,2023-01-19,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Practica Capital, Taiwania Capital Management Corporation, Coinvest Capital, Koinvesticinis Fondas, Startupbootcamp Digital Health Berlin",,,1,Private,10224,2017-08-24,day,For Profit,http://www.oxipit.ai/,https://www.linkedin.com/company/oxipit/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software",6,"Darius Barušauskas, Gediminas Peksys, Jogundas Armaitis, Jonas Bialopetravičius, Naglis Ramanauskas, Vytautas Naujalis",11-50,Early Stage Venture,Series A,3860000,EUR,4181730,Series A,4,5,,,"21,467","21,424",,,,,,,,,,,,
Emailage,https://www.crunchbase.com/organization/emailage,"Emailage is a developer of fraud prevention and identity verification technology used to make transactions easier and secure. The company provides multi-faceted predictive solutions with email at the core through key partnerships, proprietary data, and advanced machine-learning technology. It proprietary algorithms in order to provide real-time alerts of risky transactions and delivers a risk score and enable companies to realize significant savings from identifying and stopping fraudulent transactions and improve customer experience.","Air Transportation, Artificial Intelligence (AI), FinTech, Fraud Detection, Machine Learning, Real Time, Software","Chandler, Arizona, United States",Emailage is a developer of fraud prevention and identity verification technology used to make transactions easier and secure.,15674970,USD,15674970,2020-02-03,day,,,22,28,15674970,USD,15674970,,,,10000000,USD,10000000,2,2018-06-19,"Greater Phoenix Area, Western US",$1M to $10M,"SoftBank, Wipro, Block, Inc., Qualcomm Ventures, Mucker Capital",,,,Private,85225,2012-05-29,day,For Profit,http://www.emailage.com,http://www.linkedin.com/company/3263520,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Payments, Privacy and Security, Science and Engineering, Software, Transportation",2,"Rajesh Pandey, Rei Carvalho",51-100,M&A,Series B,10000000,USD,10000000,Series B,1,13,,Was Acquired,"21,475","21,432",,,,,,,,,,,,
Roost AI,https://www.crunchbase.com/organization/roost-ai,"oost.ai is an end-to-end and comprehensive testing platform that leverages chatGPT and generative AI to help software development teams ensure high-quality software delivery. Roost.ai converts user stories into meaningful test cases enables contract testing and provides acceptance testing through preview URLs. By using Roost.ai, teams can reduce testing time and effort while improving collaboration, reducing errors, and accelerating time-to-market.","Artificial Intelligence (AI), Developer Tools, Enterprise Software, Generative AI, Software","San Jose, California, United States",Roost.ai is an end-to-end and comprehensive testing platform driven by chatGPT and generative AI.,7000000,USD,7000000,,,3,277,12,,6000000,USD,6000000,,,Scientific and technological services,1000000,USD,1000000,3,2022-06-02,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,"Firebolt Ventures, Mayfield Fund, Center Electric",,,0,Private,95130,2019-10-03,day,For Profit,https://roost.ai/,https://www.linkedin.com/company/roost/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Sudhir Jangir,11-50,Seed,Convertible Note,3000000,USD,3000000,Seed,1,3,,,"21,479","21,436",,,South Asian Founded,,,,,,,,,
Tymely AI,https://www.crunchbase.com/organization/tymely-ai,"Tymely raises the bar for customer service by combining humans and artificial intelligence. In terms of quality, speed, and cost, it outperforms any other existing solution for outsourced customer service for eCommerce brands. Tymely automatically responds to customer inquiries via text channels such as emails, web forms, and chat, and takes all necessary actions to fully resolve tickets. Tymely, unlike chatbots, focuses on understanding the customer's needs and taking action toward a full resolution.","Artificial Intelligence (AI), Consumer, Customer Service, E-Commerce, Email, Retail","New York, New York, United States","Tymely deploys AI agents to eCommerce Customer Service teams to lower cost, improve response speeds, and improve brand reputation",4000000,USD,4000000,,,,984,24,,4000000,USD,4000000,,,,4000000,USD,4000000,1,2022-09-23,"Greater New York Area, East Coast, Northeastern US",,"Hetz Ventures, 97212 Ventures, DESCOvery",,,,Private,,2021-01-01,year,For Profit,https://www.tymely.ai,https://www.linkedin.com/company/tymelyinc,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Professional Services, Science and Engineering, Software",2,"Ohad Rozen, Roy Penn",11-50,Seed,Seed,4000000,USD,4000000,Seed,2,3,,,"21,485","21,441",,,,,,,,,,,,
Hologram Labs,https://www.crunchbase.com/organization/hologram-xyz,"Hologram is an all-in-one platform for digital identities and virtual beings. Leveraging the latest developments in 3D, machine learning, and web3, Hologram empowers any online community to create, own, and engage with immersive virtual characters, goods, and experiences at scale.","3D Technology, Information Technology, Machine Learning, Software, Web3","San Francisco, California, United States",Hologram is an all-in-one platform for digital identities and virtual beings.,6500000,USD,6500000,,,0,"1,382",19,,6500000,USD,6500000,,,Scientific and technological services,6500000,USD,6500000,1,2022-07-14,"San Francisco Bay Area, West Coast, Western US",,"Quantstamp, Polychain, South Park Commons, Foothill Ventures, Nascent",,,0,Private,94114,2021-12-01,month,For Profit,https://hologram.xyz,https://www.linkedin.com/company/hologramlabs,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Hardware, Information Technology, Internet Services, Software",2,"Hongzi Mao, Tong Pow",1-10,Seed,Seed,6500000,USD,6500000,Seed,1,12,,,"21,512","21,469",,,,,,,,,,,,
Kando,https://www.crunchbase.com/organization/kando-73d5,"Kando is an end-to-end solution that creates continuous awareness of events in the collection system. Kando enables utilities to remotely and continuously improve their operations by providing the following features: •	Realtime wastewater quality data across the collection system •	Pinpoint sources of pollution •	Early warnings of damaging WWTP influent quality •	Machine learning that evolves with your network  •	Autonomous sampling units •	User fee calculator •	Customized pollution alerts  •	A user-friendly, online interface •	Detection of COVID-19 infection rates (New) The combination of these actionable insights results in: •	Reduced CAPEX/OPEX •	Greater WW reuse capabilities •	Improved public health •	Cleaner environments Kando has been deployed in Los Angeles, Milan, Brisbane, and many other cities. To gain a greater understanding of how our system can help your organization, visit our homepage at www.kando.eco.","Artificial Intelligence (AI), Enterprise Software, Information Technology, Internet of Things, IT Infrastructure, Network Hardware, Waste Management, Water","Kokhav Ya'ir, HaMerkaz, Israel",Improve wastewater quality - Support your team - Simplify data,15687100,USD,15687100,,,,"8,013",36,34,15687100,USD,15687100,,,,8030000,USD,8030000,3,2021-05-12,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"Elemental Excelerator, Ninepointfive, Jewish National Fund, Bridges Israel, DC Thomson Ventures",,,,Private,,2012-01-01,day,For Profit,http://Kando.eco,https://www.linkedin.com/company/kando-environmental-services/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Natural Resources, Science and Engineering, Software, Sustainability",2,"Ari Goldfarb, Zohar Scheinin",11-50,Early Stage Venture,Series B,8030000,USD,8030000,Series B,2,10,,,"21,519","21,476",,,,,,,,,,,,
Aidence,https://www.crunchbase.com/organization/aidence,"Aidence rallies 80+ data scientists, software engineers, medical, regulatory, and business professionals to provide intelligent software for the lung cancer pathway. Their first clinical application is Veye Lung Nodules, an AI solution for pulmonary nodule management on CTs. Veye is running in routine practice and lung cancer screening programmes across Europe.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology, Medical","Amsterdam, Noord-Holland, The Netherlands",Aidence provides AI solutions for the lung cancer pathway.,14094211,USD,14094211,2022-01-24,day,0,"2,272",65,19,12250000,EUR,13869250,,,,10000000,EUR,11346359,3,2019-02-20,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Inkef, henQ, Northzone, Rabo Ventures, SBRI Healthcare",,,3,Private,1017 WV,2015-01-01,year,For Profit,http://aidence.com/,https://www.linkedin.com/company/aidence/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",2,"Jeroen Van Duffelen, Mark-Jan Harte",11-50,M&A,Series A,10000000,EUR,11346359,Series A,4,5,,Was Acquired,"21,541","21,497",,,,,,,,,,,,
Letrus,https://www.crunchbase.com/organization/letrus,"Letrus connects linguistic, pedagogical, and digital intelligence, proposing a more effective way of learning and teaching how to write.","Artificial Intelligence (AI), E-Learning, Education, Information Services, Information Technology, Internet, Internet of Things, Software","São Paulo, Sao Paulo, Brazil","Letrus connects linguistic, pedagogical, and digital intelligence, proposing a more effective way of learning and teaching how to write.",11629587,USD,11629587,,,,"74,370",58,8,11629587,USD,11629587,"2,561",,,36000000,BRL,7329587,3,2023-12-07,Latin America,$10M to $50M,"Owl Ventures, Canary, Positive Ventures, Crescera Investimentos (f/k/a Bozano Investimentos), Fundação Lemann",,,,Private,05422-011,2014-12-19,day,For Profit,http://letrus.com.br/,https://www.linkedin.com/company/letrus/,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Internet Services, Science and Engineering, Software",3,"Allison Hirata, Luis Junqueira, Thiago Rached",101-250,,Venture - Series Unknown,36000000,BRL,7329587,Venture - Series Unknown,2,7,,,"21,556","21,513",,,,,,,,,,,,
Streem,https://www.crunchbase.com/organization/streem-inc,"Streem is an award winning technology company that enhances real-time communication and collaboration by creating an intelligent camera. The platform delivers a combination of augmented reality (AR), computer vision, and machine learning. It equips the expert with the capability to remotely capture crucial information by using proprietary spatial mapping, OCR, and object &  pose estimation technology.","Artificial Intelligence (AI), Augmented Reality, Computer Vision, Machine Learning, Video Chat","Portland, Oregon, United States",Making the worlds expertise more accessible.,10481322,USD,10481322,2019-12-05,day,5,,29,21,10481322,USD,10481322,,Computing; Calculating,Scientific and electric apparatus and instruments,,,,5,2019-05-21,"West Coast, Western US",$1M to $10M,"Oregon Venture Fund, Curious Capital, TechNexus Venture Collaborative, General Catalyst, Flying Fish Partners",,,6,Private,,2017-04-01,month,For Profit,https://www.streem.com,https://www.linkedin.com/company/streempro/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",2,"Ryan Fink, Sean Adkinson",101-250,M&A,Venture - Series Unknown,,,,Venture - Series Unknown,2,15,1,"Made Acquisitions, Was Acquired","21,567","21,524",,,,,,,,,,,,
Darwin AI,https://www.crunchbase.com/organization/darwin-ai-53bb,Self-learning plug & play AI employee for non-technical SMBs,"Artificial Intelligence (AI), Information Technology, Software","São Paulo, Sao Paulo, Brazil",Self-learning plug & play AI employee for non-technical SMBs,2500000,USD,2500000,,,,"2,881",43,,2500000,USD,2500000,,,,2500000,USD,2500000,1,2024-02-26,Latin America,,"Latitud, Canary, H20 Capital, Dalus Capital, FJ Labs",,,,Private,,2023-07-01,day,For Profit,https://getdarwin.ai,https://www.linkedin.com/company/getdarwinai/about/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",2,"Ezequiel Sculli, Lautaro Schiaffino",11-50,Seed,Seed,2500000,USD,2500000,Seed,1,6,,,"21,569","21,526",,,,,,,,,,,,
