"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"Zeeland";"Other special machines";58,69;15,15;3,35;"F41G";"weapon sights; aiming";7,7;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"F41H";"armour; armoured turrets; armoured or armed vehicl";16,53;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"F41J";"targets; target ranges; bullet catchers";1,06;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"F42B";"explosive charges, e.g. for blasting; fireworks; a";3,22;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"F42C";"ammunition fuzes";3,73;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"F42D";"blasting";5,59;0
"Limburg";"Pharmaceuticals";94,57;93,94;0,68;"A61K";"preparations for medical, dental, or toilet purpos";45,04;0,7
"Limburg";"Pharmaceuticals";94,57;93,94;0,68;"A61P";"specific therapeutic activity of chemical compound";35,44;0
"North Brabant";"Pharmaceuticals";21,66;93,94;0,32;"A61K";"preparations for medical, dental, or toilet purpos";24,33;0,32
"North Brabant";"Pharmaceuticals";21,66;93,94;0,32;"A61P";"specific therapeutic activity of chemical compound";23,65;0,58
"Zeeland";"Pharmaceuticals";55,98;93,94;0,7;"A61K";"preparations for medical, dental, or toilet purpos";26,8;0,65
"Zeeland";"Pharmaceuticals";55,98;93,94;0,7;"A61P";"specific therapeutic activity of chemical compound";13,21;9,79
"Limburg";"Semiconductors";46,8;75,76;1,21;"H01L";"semiconductor devices; electric solid state device";43,2;1,24
"North Brabant";"Semiconductors";48,64;75,76;2,24;"H01L";"semiconductor devices; electric solid state device";37,99;2,26
"Zeeland";"Semiconductors";46,15;75,76;0,71;"H01L";"semiconductor devices; electric solid state device";27,13;0,76
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"B05C";"apparatus for applying liquids or other fluent mat";39,93;0,68
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"B05D";"processes for applying liquids or other fluent mat";49,8;2,25
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"B32B";"layered products, i.e. products built-up of strata";53,01;2,09
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C23C";"coating metallic material; coating material with m";41,03;0,99
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C23D";"enamelling of, or applying a vitreous layer to, me";37,12;0
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C23F";"non-mechanical removal of metallic material from s";23,55;0,55
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C23G";"cleaning or de-greasing of metallic material by ch";23,41;0
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C25B";"electrolytic or electrophoretic processes for the ";20,56;0,47
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C25C";"processes for the electrolytic production, recover";18,23;0
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C25D";"processes for the electrolytic or electrophoretic ";40,83;0,69
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C25F";"processes for the electrolytic removal of material";22,43;0
"Limburg";"Surface technology, coating";53,6;9,09;1,4;"C30B";"single-crystal growth; unidirectional solidificati";34,58;0,4
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"B05C";"apparatus for applying liquids or other fluent mat";14,97;0,23
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"B05D";"processes for applying liquids or other fluent mat";14,24;0,5
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"B32B";"layered products, i.e. products built-up of strata";13,42;0,32
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C23C";"coating metallic material; coating material with m";19,81;0,77
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C23D";"enamelling of, or applying a vitreous layer to, me";18,54;0
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C23F";"non-mechanical removal of metallic material from s";16,53;1,14
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C23G";"cleaning or de-greasing of metallic material by ch";15,14;0
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C25B";"electrolytic or electrophoretic processes for the ";3,13;0,34
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C25C";"processes for the electrolytic production, recover";6,51;0
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C25D";"processes for the electrolytic or electrophoretic ";19,44;0,25
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C25F";"processes for the electrolytic removal of material";9,04;0,7
"North Brabant";"Surface technology, coating";26,9;9,09;0,46;"C30B";"single-crystal growth; unidirectional solidificati";22,74;0,58
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"B05C";"apparatus for applying liquids or other fluent mat";39,37;1,59
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"B05D";"processes for applying liquids or other fluent mat";47,94;2,64
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"B32B";"layered products, i.e. products built-up of strata";49,29;2,45
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C23C";"coating metallic material; coating material with m";26,18;0,32
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C23D";"enamelling of, or applying a vitreous layer to, me";22,04;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C23F";"non-mechanical removal of metallic material from s";25,62;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C23G";"cleaning or de-greasing of metallic material by ch";15,96;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C25B";"electrolytic or electrophoretic processes for the ";14,79;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C25C";"processes for the electrolytic production, recover";11,04;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C25D";"processes for the electrolytic or electrophoretic ";30,15;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C25F";"processes for the electrolytic removal of material";9,9;0
"Zeeland";"Surface technology, coating";48,54;9,09;1,3;"C30B";"single-crystal growth; unidirectional solidificati";17,02;0
"Limburg";"Telecommunications";6,98;87,88;0,52;"G08C";"transmission systems for measured values, control ";7,43;0
"Limburg";"Telecommunications";6,98;87,88;0,52;"H01P";"waveguides; resonators, lines or other devices of ";52,96;0,52
"Limburg";"Telecommunications";6,98;87,88;0,52;"H01Q";"aerials";16,52;1,31
"Limburg";"Telecommunications";6,98;87,88;0,52;"H04B";"transmission";13,29;0,35
"Limburg";"Telecommunications";6,98;87,88;0,52;"H04H";"broadcast communication";22,91;0
"Limburg";"Telecommunications";6,98;87,88;0,52;"H04J";"multiplex communication ";2,92;0
"Limburg";"Telecommunications";6,98;87,88;0,52;"H04K";"secret communication; jamming of communication";18,56;0
"Limburg";"Telecommunications";6,98;87,88;0,52;"H04M";"telephonic communication";12,65;0,66
"Limburg";"Telecommunications";6,98;87,88;0,52;"H04Q";"selecting";8,02;0,97
"North Brabant";"Telecommunications";88,34;87,88;1,34;"G08C";"transmission systems for measured values, control ";42,02;3,4
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H01P";"waveguides; resonators, lines or other devices of ";78,32;0,86
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H01Q";"aerials";53,23;1,31
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H04B";"transmission";57,54;1,7
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H04H";"broadcast communication";59,02;1,12
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H04J";"multiplex communication ";64,8;0,16
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H04K";"secret communication; jamming of communication";62,09;1,41
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H04M";"telephonic communication";58,72;1,24
"North Brabant";"Telecommunications";88,34;87,88;1,34;"H04Q";"selecting";49,39;0,96
"Zeeland";"Telecommunications";6,32;87,88;0,1;"G08C";"transmission systems for measured values, control ";10,14;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H01P";"waveguides; resonators, lines or other devices of ";4,62;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H01Q";"aerials";7,61;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H04B";"transmission";3,72;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H04H";"broadcast communication";43,17;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H04J";"multiplex communication ";3,73;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H04K";"secret communication; jamming of communication";2,19;0
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H04M";"telephonic communication";10,42;0,58
"Zeeland";"Telecommunications";6,32;87,88;0,1;"H04Q";"selecting";8,56;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"A41H";"appliances or methods for making clothes, e.g. for";30,16;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"A43D";"machines, tools, equipment or methods for manufact";15,67;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"A46D";"manufacture of brushes";16,24;1,26
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B31B";"making boxes, cartons, envelopes or bags‘_of paper";43,36;1,28
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B31C";"making wound articles, e.g. wound tubes, of paper ";67,32;17,43
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B31D";"making articles of paper or cardboard not provided";58,36;7,51
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B31F";"mechanical working or deformation of paper or card";51,55;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B41C";"processes for the manufacture or reproduction of p";54,24;1,55
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B41F";"printing machines or presses";38,42;0,64
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B41J";"typewriters; selective printing mechanisms, i.e. m";44,92;18,19
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B41K";"stamps; stamping or numbering apparatus or devices";25,72;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B41M";"printing, duplicating, marking, or copying process";35,4;2,37
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"B41N";"printing plates or foils; materials for surfaces u";47,94;1,23
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"C14B";"mechanical treatment or processing of skins, hides";15,46;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D01D";"mechanical methods or apparatus in the manufacture";81,9;4,37
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D01F";"chemical features in the manufacture of man-made f";72,92;7,68
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D01G";"preliminary treatment of fibres, e.g. for spinning";76,63;1,14
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D01H";"spinning or twisting";65,04;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D02G";"crimping or curling fibres, filaments, yarns, or t";74,59;9,14
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D02H";"warping, beaming, or leasing";64,34;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D02J";"finishing or dressing of filaments, yarns, threads";84,01;2,27
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D03C";"shedding mechanisms; pattern cards or chains; punc";43,75;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D03D";"woven fabrics; methods of weaving; looms";53,15;1,58
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D03J";"auxiliary weaving apparatus; weavers' tools; shutt";55,32;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D04B";"knitting";58,02;0,86
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D04C";"braiding or manufacture of lace, including bobbin-";76,63;14,43
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D04H";"making textile fabrics, e.g. from fibres or filame";70,27;1,95
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D05B";"sewing";35,03;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D05C";"embroidering";28,84;11,71
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D06H";"marking, inspecting, seaming, or severing textile ";22,95;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D06M";"treatment, not provided for elsewhere in class  d0";54,51;3,52
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D06P";"dyeing or printing textiles; dyeing leather, furs ";46,61;0,81
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D06Q";"decorating textiles";28,5;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21B";"fibrous raw materials or their mechanical treatmen";19,3;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21C";"production of cellulose by removing non-cellulose ";34,24;0,4
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21D";"treatment of the materials before passing to the p";4,33;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21F";"paper-making machines; methods of producing paper ";13,98;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21G";"calenders; accessories for paper-making machines";8,52;0
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21H";"pulp compositions; preparation thereof not covered";34,08;0,37
"Limburg";"Textile and paper machines";65,23;21,21;3,18;"D21J";"fibreboard; manufacture of articles from cellulosi";28,18;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"A41H";"appliances or methods for making clothes, e.g. for";22,37;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"A43D";"machines, tools, equipment or methods for manufact";23,71;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"A46D";"manufacture of brushes";71,29;0,52
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B31B";"making boxes, cartons, envelopes or bags‘_of paper";6,6;0,4
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B31C";"making wound articles, e.g. wound tubes, of paper ";0;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B31D";"making articles of paper or cardboard not provided";10,81;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B31F";"mechanical working or deformation of paper or card";10,83;0,52
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B41C";"processes for the manufacture or reproduction of p";20,36;0,96
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B41F";"printing machines or presses";18,36;0,22
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B41J";"typewriters; selective printing mechanisms, i.e. m";20,29;1,75
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B41K";"stamps; stamping or numbering apparatus or devices";9,15;3,09
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B41M";"printing, duplicating, marking, or copying process";17,68;0,69
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"B41N";"printing plates or foils; materials for surfaces u";9,77;0,51
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"C14B";"mechanical treatment or processing of skins, hides";3,16;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D01D";"mechanical methods or apparatus in the manufacture";3,84;0,49
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D01F";"chemical features in the manufacture of man-made f";4,66;0,37
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D01G";"preliminary treatment of fibres, e.g. for spinning";1,16;0,24
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D01H";"spinning or twisting";5,98;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D02G";"crimping or curling fibres, filaments, yarns, or t";4,2;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D02H";"warping, beaming, or leasing";0;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D02J";"finishing or dressing of filaments, yarns, threads";0,18;0,47
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D03C";"shedding mechanisms; pattern cards or chains; punc";7,39;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D03D";"woven fabrics; methods of weaving; looms";7,51;0,65
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D03J";"auxiliary weaving apparatus; weavers' tools; shutt";5,98;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D04B";"knitting";6,91;0,44
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D04C";"braiding or manufacture of lace, including bobbin-";6,91;0,75
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D04H";"making textile fabrics, e.g. from fibres or filame";6,05;0,3
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D05B";"sewing";24,9;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D05C";"embroidering";16,06;4,03
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D06H";"marking, inspecting, seaming, or severing textile ";6,64;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D06M";"treatment, not provided for elsewhere in class  d0";9,8;0,21
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D06P";"dyeing or printing textiles; dyeing leather, furs ";9,51;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D06Q";"decorating textiles";5,62;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21B";"fibrous raw materials or their mechanical treatmen";8,32;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21C";"production of cellulose by removing non-cellulose ";12,37;0,67
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21D";"treatment of the materials before passing to the p";0,25;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21F";"paper-making machines; methods of producing paper ";4,2;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21G";"calenders; accessories for paper-making machines";3,34;0
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21H";"pulp compositions; preparation thereof not covered";6,05;0,28
"North Brabant";"Textile and paper machines";19,71;21,21;0,45;"D21J";"fibreboard; manufacture of articles from cellulosi";2,1;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"A41H";"appliances or methods for making clothes, e.g. for";10,62;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"A43D";"machines, tools, equipment or methods for manufact";44,63;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"A46D";"manufacture of brushes";9,56;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B31B";"making boxes, cartons, envelopes or bags‘_of paper";46,4;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B31C";"making wound articles, e.g. wound tubes, of paper ";24,36;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B31D";"making articles of paper or cardboard not provided";31,92;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B31F";"mechanical working or deformation of paper or card";19,7;11,72
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B41C";"processes for the manufacture or reproduction of p";61,44;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B41F";"printing machines or presses";24,31;6,03
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B41J";"typewriters; selective printing mechanisms, i.e. m";27,88;10,19
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B41K";"stamps; stamping or numbering apparatus or devices";31,94;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B41M";"printing, duplicating, marking, or copying process";36,9;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"B41N";"printing plates or foils; materials for surfaces u";33,97;8,68
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"C14B";"mechanical treatment or processing of skins, hides";30,28;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D01D";"mechanical methods or apparatus in the manufacture";47,42;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D01F";"chemical features in the manufacture of man-made f";22,1;4,16
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D01G";"preliminary treatment of fibres, e.g. for spinning";10,13;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D01H";"spinning or twisting";1,4;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D02G";"crimping or curling fibres, filaments, yarns, or t";11,79;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D02H";"warping, beaming, or leasing";0;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D02J";"finishing or dressing of filaments, yarns, threads";7,07;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D03C";"shedding mechanisms; pattern cards or chains; punc";0,13;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D03D";"woven fabrics; methods of weaving; looms";19,96;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D03J";"auxiliary weaving apparatus; weavers' tools; shutt";4,53;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D04B";"knitting";20,03;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D04C";"braiding or manufacture of lace, including bobbin-";11,64;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D04H";"making textile fabrics, e.g. from fibres or filame";38,41;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D05B";"sewing";6,65;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D05C";"embroidering";24,48;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D06H";"marking, inspecting, seaming, or severing textile ";11,08;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D06M";"treatment, not provided for elsewhere in class  d0";33,47;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D06P";"dyeing or printing textiles; dyeing leather, furs ";17,39;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D06Q";"decorating textiles";11,44;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21B";"fibrous raw materials or their mechanical treatmen";19,39;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21C";"production of cellulose by removing non-cellulose ";20,99;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21D";"treatment of the materials before passing to the p";21,69;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21F";"paper-making machines; methods of producing paper ";14,52;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21G";"calenders; accessories for paper-making machines";14,16;0
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21H";"pulp compositions; preparation thereof not covered";30,53;2,63
"Zeeland";"Textile and paper machines";59,28;21,21;1,9;"D21J";"fibreboard; manufacture of articles from cellulosi";53,44;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F22B";"methods of steam generation; steam boilers ";11,84;0,31
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F22G";"superheating of steam";4,7;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23B";"methods or apparatus for combustion using only sol";19,71;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23C";"methods or apparatus for combustion using fluid fu";49,23;1,67
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23D";"burners";55,96;1,26
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23H";"grates";11,16;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23K";"feeding fuel to combustion apparatus";32,98;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23L";"supplying air or non-combustible liquids or gases ";34,65;1,89
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23M";"casings, linings, walls or doors specially adapted";57,75;1,74
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23N";"regulating or controlling combustion";36;0,71
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F23Q";"ignition; extinguishing devices";17,29;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F24B";"domestic stoves or ranges for solid fuels; impleme";26,76;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F24C";"other domestic stoves or ranges; details of domest";28,17;0,21
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F24D";"domestic- or space-heating systems, e.g. central h";22,07;0,59
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F24F";"air-conditioning; air-humidification; ventilation;";13,94;0,83
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F24H";"fluid heaters, e.g. water or air heaters, having h";10,74;1,26
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F24J";"production or use of heat not otherwise provided f";23,63;0,22
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F25B";"refrigeration machines, plants, or systems; combin";14,69;0,14
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F25C";"production, working, storing or distribution of ic";7,64;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F27B";"furnaces, kilns, ovens, or retorts in general; ope";15,51;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F27D";"details or accessories of furnaces, kilns, ovens, ";14,3;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F28B";"steam or vapour condensers";34,3;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F28C";"heat-exchange apparatus, not provided for in anoth";10,48;0
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F28D";"heat-exchange apparatus, not provided for in anoth";31,85;0,96
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F28F";"details of heat-exchange or heat-transfer apparatu";15,31;1,24
"Limburg";"Thermal processes adn apparatus";23,4;18,18;0,66;"F28G";"cleaning of internal or external surfaces of heat-";14,52;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F22B";"methods of steam generation; steam boilers ";4,35;0,77
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F22G";"superheating of steam";0;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23B";"methods or apparatus for combustion using only sol";0,45;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23C";"methods or apparatus for combustion using fluid fu";2,11;0,07
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23D";"burners";2,23;0,1
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23H";"grates";0,49;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23K";"feeding fuel to combustion apparatus";1,46;0,34
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23L";"supplying air or non-combustible liquids or gases ";3,04;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23M";"casings, linings, walls or doors specially adapted";4,85;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23N";"regulating or controlling combustion";3,8;0,15
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F23Q";"ignition; extinguishing devices";2,96;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F24B";"domestic stoves or ranges for solid fuels; impleme";8,27;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F24C";"other domestic stoves or ranges; details of domest";40,23;0,27
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F24D";"domestic- or space-heating systems, e.g. central h";15,43;0,46
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F24F";"air-conditioning; air-humidification; ventilation;";13,49;0,68
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F24H";"fluid heaters, e.g. water or air heaters, having h";18,92;0,67
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F24J";"production or use of heat not otherwise provided f";14,04;0,31
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F25B";"refrigeration machines, plants, or systems; combin";18,61;0,25
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F25C";"production, working, storing or distribution of ic";5,99;0,58
