Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Diversity Spotlight,Organization Website,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Angel Round - Wangsuan Shuju,https://www.crunchbase.com/funding_round/wangsuan-shuju-angel--b2035265,Wangsuan Shuju,https://www.crunchbase.com/organization/wangsuan-shuju,Angel,5000000,CNY,727457,2019-07-10,Seed,,,,Yes,"Wangsuan Shuju offers artificial intelligence applications, big data, as well as the construction and operation of smart cities.","Artificial Intelligence (AI), Big Data, Smart Cities","Xian Shi, Shaanxi, China, Asia",,,http://www.wangsuan.com/,7000000,CNY,1023547,Seed,2,,Taoding Shiye,1,,"488,489"
Seed Round - Orangogo,https://www.crunchbase.com/funding_round/sport-grand-tour-seed--1897a643,Orangogo,https://www.crunchbase.com/organization/sport-grand-tour,Seed,850000,EUR,961800,2019-03-25,Seed,,,,Yes,Orangogo allows you to discover your talent,"Artificial Intelligence (AI), Digital Marketing, SaaS, Sports","Turin, Piemonte, Italy, Europe",$1M to $10M,,https://www.orangogo.it,2850000,EUR,3248478,Seed,5,,,,,"416,797"
Seed Round - fleetx.io,https://www.crunchbase.com/funding_round/fleetx-io-seed--7282c443,fleetx.io,https://www.crunchbase.com/organization/fleetx-io,Seed,750000,USD,750000,2019-01-01,Seed,,,,Yes,Fleetx is an intelligent fleet management platform that helps fleet owners improve their efficiency.,"Analytics, Artificial Intelligence (AI), Fleet Management, Information Services, Logistics, Machine Learning, Predictive Analytics, Software","Gurgaon, Haryana, India, Asia",$1M to $10M,,http://www.fleetx.io,26080095,USD,26080095,Early Stage Venture,5,First Cheque,First Cheque,1,,"416,963"
Pre Seed Round - xMentium,https://www.crunchbase.com/funding_round/xmentium-pre-seed--6b7bd587,xMentium,https://www.crunchbase.com/organization/xmentium,Pre-Seed,835000,USD,835000,2019-08-27,Seed,,,,Yes,The AI-Powered Language Hub,"Artificial Intelligence (AI), Generative AI, Information Services, Natural Language Processing, Software","Denver, Colorado, United States, North America",$1M to $10M,,https://www.xmentium.com,7155182,USD,7155182,,5,,,,,"417,331"
Seed Round - MedHub-AI,https://www.crunchbase.com/funding_round/medhub-ai-seed--65941b98,MedHub-AI,https://www.crunchbase.com/organization/medhub-ai,Seed,400000,USD,400000,2019-11-12,Seed,,,,Yes,MedHub-AI develops deep-learning video analysis algorithms that provide accurate diagnostic insights and practical guidance for physicians.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Medical, Medical Device","Tel Aviv, Tel Aviv, Israel, Asia",$1M to $10M,,https://www.medhub-ai.com/,6320000,USD,6320000,Early Stage Venture,10,,,,,"489,659"
Pre Seed Round - Sizey,https://www.crunchbase.com/funding_round/sizey-pre-seed--914c254d,Sizey,https://www.crunchbase.com/organization/sizey,Pre-Seed,400000,EUR,439619,2019-09-01,Seed,1645000,EUR,1807935,Yes,Metaverse ready 3D avatar and AI measuring SaaS fashion tech company,"Artificial Intelligence (AI), E-Commerce, Fashion, Information Technology, Machine Learning, Metaverse, Software","Espoo, Southern Finland, Finland, Europe",,,https://sizey.ai,1305000,EUR,1436343,Seed,3,,,,,"418,926"
Pre Seed Round - ThyReality,https://www.crunchbase.com/funding_round/thyreality-pre-seed--f498d472,ThyReality,https://www.crunchbase.com/organization/thyreality,Pre-Seed,800000,GBP,977278,2019-07-29,Seed,10000000,GBP,12215978,Yes,"Bespoke technology solutions, powered by Quantum Cryptography, AI, Machine Learning.","Artificial Intelligence (AI), Information Technology, Machine Learning, PaaS, SaaS, Software","London, England, United Kingdom, Europe",,,https://thyreality.com/,1976000,GBP,2465878,Seed,4,Farhan khan,Farhan khan,1,,"437,844"
Pre Seed Round - Alectio,https://www.crunchbase.com/funding_round/alectio-pre-seed--2f5c13c9,Alectio,https://www.crunchbase.com/organization/alectio,Pre-Seed,600000,USD,600000,2019-06-01,Seed,,,,Yes,Artificial intelligence company specialized in DataPrepOps,"Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Software","Santa Clara, California, United States, North America",$1M to $10M,"Women Founded, Women Led",https://www.alectio.com,5350000,USD,5350000,Seed,4,Compound,Compound,1,1,"420,930"
Seed Round - Entelai,https://www.crunchbase.com/funding_round/entelai-seed--ce5b1a72,Entelai,https://www.crunchbase.com/organization/entelai,Seed,500000,USD,500000,2019-12-01,Seed,,,,Yes,Entelai provide AI-powered services to the healthcare industry.,"Artificial Intelligence (AI), Health Care, Hospital, Machine Learning","Buenos Aires, Distrito Federal, Argentina, South America",,,https://entelai.com/,700000,USD,700000,Seed,2,,Alaya Capital,1,,"422,037"
Seed Round - ZestIOT,https://www.crunchbase.com/funding_round/zestiot-seed--adab0c2b,ZestIOT,https://www.crunchbase.com/organization/zestiot,Seed,760000,USD,760000,2019-06-21,Seed,,,,Yes,"ZestIOT is an IoT and AI-enabled aviation platform that integrates passenger, baggage, aircraft, ground, and airport operations.","Artificial Intelligence (AI), Industrial, Internet of Things, Productivity Tools","Hyderabad, Andhra Pradesh, India, Asia",$1M to $10M,,https://www.zestiot.com,7407824,USD,7407824,Early Stage Venture,6,,"3one4 Capital, BEENEXT, Pontaq",3,,"422,482"
Seed Round - Userbot,https://www.crunchbase.com/funding_round/userbot-seed--41fd220a,Userbot,https://www.crunchbase.com/organization/userbot,Seed,688000,EUR,769844,2019-05-07,Seed,,,,Yes,Userbot is an AI powered customer interaction platform,"Analytics, Artificial Intelligence (AI), Customer Service, Human Computer Interaction, Information Technology, Machine Learning, Virtual Assistant","Milan, Lombardia, Italy, Europe",$1M to $10M,,https://userbot.ai/,2449844,EUR,2843716,Seed,7,,,,,"540,104"
Pre Seed Round - Matterworks,https://www.crunchbase.com/funding_round/matterworks-pre-seed--b321ba65,Matterworks,https://www.crunchbase.com/organization/matterworks,Pre-Seed,250000,USD,250000,2019-11-01,Seed,,,,Yes,Matterworks is a biotech startup that combines metabolomics with AI to simulate the metabolic environment.,"Artificial Intelligence (AI), Biotechnology, Medical, Pharmaceutical","Somerville, Massachusetts, United States, North America",$1M to $10M,,https://www.matterworks.ai,13750000,USD,13750000,Seed,4,,Petri,1,,"540,195"
Angel Round - OpenINSIGHTS,https://www.crunchbase.com/funding_round/zio-angel--4ded2e8e,OpenINSIGHTS,https://www.crunchbase.com/organization/zio,Angel,1200000,USD,1200000,2019-03-06,Seed,,,,Yes,OpenINSIGHTS is AI-driven customer analytics and predictive insights platform.,"Analytics, Artificial Intelligence (AI), IaaS, Machine Learning, SaaS","Indianapolis, Indiana, United States, North America",$100M to $500M,,http://www.openinsights.ci/,1900000,USD,1900000,Seed,3,Elevate Ventures,"Elevate Ventures, Gravity Ventures, Indiana University Philanthropic Venture Fund, IU Ventures",4,,"147,604"
Pre Seed Round - LexX Technologies,https://www.crunchbase.com/funding_round/lexx-technologies-pre-seed--90df8fb3,LexX Technologies,https://www.crunchbase.com/organization/lexx-technologies,Pre-Seed,400000,AUD,279865,2019-07-23,Seed,7993750,AUD,5592925,Yes,LexX Technologies is an intelligent platform that uses NLP and machine learning for maintenance of complex industrial assets and equipment,"Artificial Intelligence (AI), Asset Management, Cloud Data Services, Enterprise Applications, Information Technology, Machine Learning, Natural Language Processing, Semantic Search, Software","Melbourne, Victoria, Australia, Oceania",$1M to $10M,,http://https//www.lexxtechnologies.com/,3525735,USD,3525735,Seed,14,,,,,"540,356"
Pre Seed Round - Farm Technologies,https://www.crunchbase.com/funding_round/farm-technologies-pre-seed--6267b4f7,Farm Technologies,https://www.crunchbase.com/organization/farm-technologies,Pre-Seed,600000,EUR,672267,2019-07-09,Seed,,,,Yes,Farm Technologies bring Artificial Intelligence to the fields.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Machine Learning, Software","Frascati, Lazio, Italy, Europe",,,https://farmtech.ag,600000,EUR,672267,M&A,1,,,,,"540,566"
Debt Financing - Charlie Finance Co.,https://www.crunchbase.com/funding_round/charlie-91e1-debt-financing--571b3817,Charlie Finance Co.,https://www.crunchbase.com/organization/charlie-91e1,Debt Financing,1000000,USD,1000000,2019-07-01,,,,,No,Charlie Finance is a financial services company that helps ordinary Americans worry less about money and get out of debt faster.,"Finance, Financial Services, FinTech, Intelligent Systems, Software","San Francisco, California, United States, North America",$1M to $10M,,https://www.hicharlie.com,14060000,USD,14060000,M&A,8,,Silicon Valley Bank,1,,"246,643"
Grant - Cerebriu,https://www.crunchbase.com/funding_round/cerebriu-grant--666bebe4,Cerebriu,https://www.crunchbase.com/organization/cerebriu,Grant,222000,USD,222000,2019-10-01,,,,,No,Cerebriu is a health tech company developing machine learning in medical imaging that improves workflow efficiency and quality in radiology.,"Consumer Software, Health Care, Machine Learning, Medical, Software","Københoved, Syddanmark, Denmark, Europe",$1M to $10M,,https://www.cerebriu.com,6052791,USD,6052791,Seed,15,,Innovation Fund Denmark,1,,"247,305"
Seed Round - RoadMetrics,https://www.crunchbase.com/funding_round/roadmetrics-seed--b33df52e,RoadMetrics,https://www.crunchbase.com/organization/roadmetrics,Seed,250000,USD,250000,2019-11-25,Seed,,,,Yes,RoadMetrics is an enterprise grade application that provides AI based road mapping services.,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Mapping Services, Navigation","Bangalore City, Karnataka, India, Asia",Less than $1M,,http://www.roadmetrics.ai/,250000,USD,250000,Seed,1,100X.VC,100X.VC,1,,"615,295"
Angel Round - Halosis,https://www.crunchbase.com/funding_round/halosis-angel--a39ef251,Halosis,https://www.crunchbase.com/organization/halosis,Angel,1200000,USD,1200000,2019-02-01,Seed,,,,Yes,Halosis is building AI (Artificial Intelligence) technology.,"Artificial Intelligence (AI), Software","Cengkareng, Jakarta Raya, Indonesia, Asia",,,https://www.halosis.co.id/,1200000,USD,1200000,Seed,2,,,,,"153,011"
Seed Round - DirecTech Labs,https://www.crunchbase.com/funding_round/directechlabs-seed--60fd02f8,DirecTech Labs,https://www.crunchbase.com/organization/directechlabs,Seed,600000,USD,600000,2019-07-01,Seed,,,,Yes,"DirecTech Labs is the first and only machine learning, predictive analytic, and BI platform for the $186B Direct Sales industry.","Direct Sales, Information Technology, Machine Learning, Predictive Analytics, Social CRM, Software","Santa Monica, California, United States, North America",Less than $1M,,http://www.directechlabs.com/,2020000,USD,2020000,M&A,5,,"SeedInvest, Techstars",2,,"544,703"
Seed Round - n-Powered,https://www.crunchbase.com/funding_round/n-powered-seed--eaa1abc3,n-Powered,https://www.crunchbase.com/organization/n-powered,Seed,750000,USD,750000,2019-03-01,Seed,8000000,USD,8000000,Yes,AI platform to bring critical personalized information to students in milliseconds.,"Artificial Intelligence (AI), Education, Higher Education, Information Technology, PaaS, SaaS","Boston, Massachusetts, United States, North America",$1M to $10M,,https://n-powered.com,1000000,USD,1000000,Seed,2,,Northeastern University,1,,"544,954"
Pre Seed Round - Envision,https://www.crunchbase.com/funding_round/envision-4-pre-seed--798e735b,Envision,https://www.crunchbase.com/organization/envision-4,Pre-Seed,250000,EUR,282653,2019-03-05,Seed,,,,Yes,Envision builds AI based tools that enable visually impaired people to access visual information around them independently.,"Artificial Intelligence (AI), Assistive Technology, Big Data, Consumer Electronics, E-Commerce, Electronics, Hardware, Mobile Apps, Software","The Hague, Zuid-Holland, The Netherlands, Europe",$50M to $100M,,http://www.LetsEnvision.com,1750000,EUR,2116033,Seed,2,4impact,4impact,1,1,"190,653"
Seed Round - Red Mountain Scientific,https://www.crunchbase.com/funding_round/red-mountain-scientific-seed--a08954ad,Red Mountain Scientific,https://www.crunchbase.com/organization/red-mountain-scientific,Seed,500000,USD,500000,2019-07-10,Seed,,,,Yes,Red Mountain Scientific provides the data needed to effectively manage wind turbine or cell tower assets.,"Analytics, Artificial Intelligence (AI), Asset Management, Database, Information Technology, Software","Fort Collins, Colorado, United States, North America",$1M to $10M,,https://www.redmtnsci.com,1200000,USD,1200000,Seed,3,,,,,"190,670"
Seed Round - Shoodoo Analytics,https://www.crunchbase.com/funding_round/shoodoo-analytics-seed--3128857a,Shoodoo Analytics,https://www.crunchbase.com/organization/shoodoo-analytics,Seed,1000000,USD,1000000,2019-03-15,Seed,,,,Yes,Professional Predictive Analytics for Business Users,"Analytics, Artificial Intelligence (AI), Big Data, Cloud Data Services, Information Services, Machine Learning, Predictive Analytics","Tel Aviv, Tel Aviv, Israel, Asia",,,https://www.shoodoo.com/,1550000,USD,1550000,Seed,2,,,,,"618,194"
Seed Round - RocketML,https://www.crunchbase.com/funding_round/rocketml-seed--8db48860,RocketML,https://www.crunchbase.com/organization/rocketml,Seed,225000,USD,225000,2019-09-01,Seed,,,,Yes,RocketML is a Super Fast Computational engine for Machine Learning. ,"Artificial Intelligence (AI), Education, Information Technology, Machine Learning, Software","Beaverton, Oregon, United States, North America",Less than $1M,,http://www.rocketml.net/,731000,USD,731000,Seed,5,,National Institutes of Health,1,,"515,486"
Private Equity Round - wheel.me,https://www.crunchbase.com/funding_round/wheel-me-private-equity--d9c96cf8,wheel.me,https://www.crunchbase.com/organization/wheel-me,Private Equity,10000000,NOK,1114057,2019-09-07,Private Equity,,,,Yes,wheel.me transforms anything into an autonomous mobile robot with minimal effort and without the need to alter its design or form.,"Artificial Intelligence (AI), Innovation Management, Product Design, Retail, Robotics","Oslo, Oslo, Norway, Europe",Less than $1M,,https://wheel.me/,38576843,USD,38576843,Private Equity,7,,Idekapital,1,,"191,250"
Pre Seed Round - DeepOpinion,https://www.crunchbase.com/funding_round/deepopinion-pre-seed--91b11485,DeepOpinion,https://www.crunchbase.com/organization/deepopinion,Pre-Seed,500000,EUR,564375,2019-07-01,Seed,,,,Yes,DeepOpinion is a no-code B2B-SaaS platform for Intelligent Automation,"Artificial Intelligence (AI), Industrial Automation, Information Technology, Machine Learning, Natural Language Processing, SaaS, Software","Innsbruck, Tirol, Austria, Europe",$1M to $10M,,https://deepopinion.ai,4450095,EUR,4860334,Seed,4,,,,,"361,801"
Grant - AEInnova,https://www.crunchbase.com/funding_round/aeinnova-grant--448a6802,AEInnova,https://www.crunchbase.com/organization/aeinnova,Grant,507637,EUR,566941,2019-11-01,,,,,No,We develop the most advanced batteryless & maintenace-free long-range egde iIoT self-powered by heat. EU Key Innovator in Autonomous Sensors,"Chemical, Cloud Computing, Energy, Internet, Internet of Things, Oil and Gas, Paper Manufacturing, Predictive Analytics, Wireless","Terrassa, Catalonia, Spain, Europe",$1M to $10M,,http://www.aeinnova.com,9865643,USD,9865643,Early Stage Venture,17,European Innovation Council,European Innovation Council,1,,"363,251"
Convertible Note - Buffalo Automation,https://www.crunchbase.com/funding_round/buffalo-automation-group-convertible-note--811b0413,Buffalo Automation,https://www.crunchbase.com/organization/buffalo-automation-group,Convertible Note,234200,USD,234200,2019-10-01,,,,,No,Buffalo Automation provides embedded software systems to improve maritime safety and enable autonomous navigation.,"Artificial Intelligence (AI), Assistive Technology, Autonomous Vehicles, Electric Vehicle, Navigation, Taxi Service, Water Transportation","Buffalo, New York, United States, North America",$1M to $10M,"South Asian Founded, South Asian Led",https://www.buffaloautomation.ai,2557325,USD,2557325,,12,Jerry Jacobs Jr.,"Jerry Jacobs Jr., Thiru Vikram",2,,"193,240"
