Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Intellecs,https://www.crunchbase.com/funding_round/intellecs-pre-seed--011ee9d6,Intellecs,https://www.crunchbase.com/organization/intellecs,Pre-Seed,125000,USD,125000,2024-07-31,Seed,,,,Yes,Intellecs operates as an AI-powered writing and research platform.,"Artificial Intelligence (AI), Software",,"Singapore, Central Region, Singapore, Asia",https://www.intellecs.ai/,,125000,USD,125000,1,Seed,Antler,Antler,1,,"2,138"
Seed Round - DAOBase,https://www.crunchbase.com/funding_round/daobase-seed--f71f5fb8,DAOBase,https://www.crunchbase.com/organization/daobase,Seed,6000000,USD,6000000,2024-07-24,Seed,,,,Yes,DAOBase is an AI-powered data and infrastructure platform developed particularly for DAOs.,"Artificial Intelligence (AI), Data Management",,"Dubai, Dubai, United Arab Emirates, Asia",https://daobase.ai,,6000000,USD,6000000,1,Seed,"Antalpha, SevenX Ventures","Antalpha, Bitrise Capital, Dmytro Kotliarov, LD Capital, MixMarvel DAO Venture, Sebastien Borget, SevenX Ventures, Slingshot Finance, Tanuki Studio, Ti Capital, Y2Z Ventures",11,,"2,219"
Seed Round - Skillfully,https://www.crunchbase.com/funding_round/skillfully-seed--b9e404c0,Skillfully,https://www.crunchbase.com/organization/skillfully,Seed,2500000,USD,2500000,2024-08-01,Seed,,,,Yes,Skillful.ly builds AI-powered simulations enabling employers to see skills in action before they hire.,"Artificial Intelligence (AI), Generative AI, Human Resources, Recruiting",,"San Francisco, California, United States, North America",https://www.skillful.ly,,2500000,USD,2500000,2,Seed,Better Ventures,"American Student Assistance, Better Ventures, Founders Network Fund, Inventus Capital Partners, Strada Education Innovation Fund, SVQUAD",6,,"2,261"
Pre Seed Round - nunu.ai,https://www.crunchbase.com/funding_round/nunu-ai-pre-seed--eecb1fc8,nunu.ai,https://www.crunchbase.com/organization/nunu-ai,Pre-Seed,2000000,USD,2000000,2024-08-14,Seed,,,,Yes,nunu.ai is the frontier of artificial intelligence in gaming by creating the first multi-modal AI agents designed to test and play any game.,"Artificial Intelligence (AI), Gaming, Internet",,"San Francisco, California, United States, North America",https://nunu.ai,,2000000,USD,2000000,1,Seed,,"A16Z GAMES Speedrun, Boost VC, Y Combinator",3,,"2,406"
Venture Round - Boosted.ai,https://www.crunchbase.com/funding_round/boosted-ai-series-unknown--9177025d,Boosted.ai,https://www.crunchbase.com/organization/boosted-ai,Venture - Series Unknown,10000000,USD,10000000,2024-08-15,,,,,Yes,Boosted.ai is an artificial intelligence company that automates investment management processes for the global financial industry.,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Wealth Management",,"Toronto, Ontario, Canada, North America",https://boosted.ai,$1M to $10M,54455576,USD,54455576,4,,CIBC Innovation Banking,CIBC Innovation Banking,1,1,"2,475"
Series A - Namcon,https://www.crunchbase.com/funding_round/namcon-series-a--611ad292,Namcon,https://www.crunchbase.com/organization/namcon,Series A,6000000,USD,6000000,2024-07-24,Early Stage Venture,,,,Yes,Namcon offers blockchain infrastructure services that rely on numerous computers.,"Artificial Intelligence (AI), Blockchain, Cryptocurrency",,"Chicago, Illinois, United States, North America",,,6000000,USD,6000000,1,Early Stage Venture,,"Bankless Ventures, Flamingo DAO, Liberty City Ventures, Polychain, Red DAO, Robot Ventures",6,,"2,846"
Seed Round - IDGeo - Inteligência Agrícola,https://www.crunchbase.com/funding_round/idgeo-inteligência-agrícola-seed--4f292d34,IDGeo - Inteligência Agrícola,https://www.crunchbase.com/organization/idgeo-inteligência-agrícola,Seed,6000000,BRL,1047376,2024-08-02,Seed,,,,Yes,IDGeo is an ag-tech startup specializing in technological solutions for monitoring and managing agricultural areas.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Software",,"Piracicaba, Sao Paulo, Brazil, South America",https://idgeo.com.br/,,11700000,BRL,2384070,5,Seed,BB Ventures,BB Ventures,1,,"2,862"
Pre Seed Round - EDIMA solutions,https://www.crunchbase.com/funding_round/edima-solutions-pre-seed--37dbe549,EDIMA solutions,https://www.crunchbase.com/organization/edima-solutions,Pre-Seed,1000000,CZK,43217,2024-08-07,Seed,,,,Yes,EDIMA solutions is an AI generative tool that provides comprehensive solutions in industrial digitization and process optimization.,"Business Process Automation (BPA), Generative AI, Productivity Tools",,"Ostrava, Moravskoslezsky kraj, Czech Republic, Europe",https://www.edima.cz,,1000000,CZK,43217,1,Seed,Czech Founders VC,Czech Founders VC,1,,"2,843"
Grant - Monumo,https://www.crunchbase.com/funding_round/monumo-grant--fd1a6f3c,Monumo,https://www.crunchbase.com/organization/monumo,Grant,750000,GBP,953587,2024-08-07,,,,,No,Monumo is a deeptech engineering company focused on creating the world’s best electric motors.,"Automotive, Electronics, Industrial Engineering, Machine Learning, Mechanical Engineering",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.monumo.com,$1M to $10M,11250000,GBP,14209774,2,Seed,Innovate UK,Innovate UK,1,,"2,856"
Seed Round - Fika.d,https://www.crunchbase.com/funding_round/fika-d-seed--c74539fb,Fika.d,https://www.crunchbase.com/organization/fika-d,Seed,700000000,KRW,508752,2024-08-07,Seed,,,,Yes,Gen AI tool that converts existing videos into multiple short-form videos with a single click.,"E-Commerce, Generative AI, Marketing, Video Editing",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://fikad.boo/,,1000080000,KRW,740937,3,Seed,TIPS Program,TIPS Program,1,,"2,950"
Series B - Silicon Box,https://www.crunchbase.com/funding_round/silicon-box-series-b--e51ce200,Silicon Box,https://www.crunchbase.com/organization/silicon-box,Series B,99860000,USD,99860000,2024-08-05,Early Stage Venture,,,,Yes,Silicon Box is a semiconductor integration service provider specializing in full chip design and manufacturing.,"Artificial Intelligence (AI), Electronics, Manufacturing, Semiconductor",,"Singapore, Central Region, Singapore, Asia",https://www.silicon-box.com,,507460000,USD,507460000,5,Early Stage Venture,Prysm Capital,Prysm Capital,1,,"3,010"
Seed Round - Father Son Matching Shirts,https://www.crunchbase.com/funding_round/profound-1b0a-seed--064ca373,Father Son Matching Shirts,https://www.crunchbase.com/organization/profound-1b0a,Seed,3500000,USD,3500000,2024-08-13,Seed,,,,Yes,"FatherSonMatchingShirts store offers a wide variety of apparel such as t-shirts, sweatshirts, hoodies, tank tops, and mugs.","Analytics, Artificial Intelligence (AI), SEO",,"Federal Way, Washington, United States, North America",,,3500000,USD,3500000,1,Seed,,"Balaji Srinivasan, Ben Braverman, Khosla Ventures, Saga Ventures Management, Scott Belsky, South Park Commons, Thomson Nguyen",7,2,"3,056"
Pre Seed Round - Meddenovo Drug Design,https://www.crunchbase.com/funding_round/meddenovo-drug-design-pre-seed--0d59cf18,Meddenovo Drug Design,https://www.crunchbase.com/organization/meddenovo-drug-design,Pre-Seed,1000000,EUR,1082532,2024-07-31,Seed,,,,Yes,"Leading AI-driven drug design, specializing in high-tech molecular modelling with a focus on cyclic peptide therapeutics.","Artificial Intelligence (AI), Biopharma, Biotechnology, Health Care, Life Science, Pharmaceutical",,"Lyon, Rhone-Alpes, France, Europe",https://meddenovo.com/,,1000000,EUR,1082532,1,Seed,ACT Venture Partners,ACT Venture Partners,1,1,"3,091"
Pre Seed Round - Icardio.AI,https://www.crunchbase.com/funding_round/icardio-ai-pre-seed--e6a339e0,Icardio.AI,https://www.crunchbase.com/organization/icardio-ai,Pre-Seed,100000,USD,100000,2024-08-01,Seed,,,,Yes,Icardio.AI offers interpreting echocardiograms using machine learning algorithms.,"Artificial Intelligence (AI), Big Data, Machine Learning, Medical",,"Los Angeles, California, United States, North America",https://icardio.ai/,$1M to $10M,100000,USD,100000,2,Seed,Cedars-Sinai Accelerator,Cedars-Sinai Accelerator,1,,"3,266"
Grant - IAMBIC,https://www.crunchbase.com/funding_round/iambic-3cda-grant--6649523f,IAMBIC,https://www.crunchbase.com/organization/iambic-3cda,Grant,1000000,USD,1000000,2024-08-02,,,,,No,"AI-driven, precision-fit footwear. A TIME Best Invention of 2023.","Artificial Intelligence (AI), Fashion, Machine Learning, Retail Technology, Shoes","East Asian Founded, East Asian Led, Southeast Asian Founded, Southeast Asian Led, Women Founded, Women Led","New York, New York, United States, North America",https://www.iambic.co/,$1M to $10M,1256000,USD,1256000,3,,Small Business Innovation Research,Small Business Innovation Research,1,,"3,178"
Seed Round - Healthplus.ai,https://www.crunchbase.com/funding_round/healthplus-ai-b-v-seed--78e22e54,Healthplus.ai,https://www.crunchbase.com/organization/healthplus-ai-b-v,Seed,100000,USD,100000,2024-08-01,Seed,,,,Yes,Healthplus.ai enables proactive surgery care,"Artificial Intelligence (AI), Computer, Health Care, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://www.healthplus.ai,$1M to $10M,2362996,USD,2362996,4,Seed,Cedars-Sinai Accelerator,Cedars-Sinai Accelerator,1,,"3,232"
Pre Seed Round - Fairgo.AI,https://www.crunchbase.com/funding_round/fairgo-ai-pre-seed--1f1b9690,Fairgo.AI,https://www.crunchbase.com/organization/fairgo-ai,Pre-Seed,120000,AUD,78176,2024-08-02,Seed,1380000,AUD,899025,Yes,Fairgo.ai is a live video interview platform driven by AI.,"Artificial Intelligence (AI), Video Chat, Video Conferencing",,"Melbourne, Victoria, Australia, Oceania",https://www.fairgo.ai/,,120000,AUD,78176,1,Seed,Startmate,Startmate,1,,"3,215"
Seed Round - NOMA AI,https://www.crunchbase.com/funding_round/noma-ai-seed--641d0814,NOMA AI,https://www.crunchbase.com/organization/noma-ai,Seed,100000,USD,100000,2024-08-01,Seed,,,,Yes,NOMA AI develops clinical decision support and patient monitoring and alerting solutions.,"Artificial Intelligence (AI), Clinical Trials, Data Visualization, Health Care, Information Services, Machine Learning",,"Pittsburgh, Pennsylvania, United States, North America",https://noma.ai,$1M to $10M,100000,USD,100000,2,Seed,Cedars-Sinai Accelerator,Cedars-Sinai Accelerator,1,2,"3,282"
Grant - Artificial Brain,https://www.crunchbase.com/funding_round/artificial-brain-grant--4cc9c1d4,Artificial Brain,https://www.crunchbase.com/organization/artificial-brain,Grant,50000,USD,50000,2024-08-01,,,,,No,Artificial Brain focuses on quantum optimization software.,"Artificial Intelligence (AI), Quantum Computing, Software, Web Development",,"Wilmington, Delaware, United States, North America",https://www.artificialbrain.us/,,50000,USD,50000,1,,Duality,Duality,1,,"3,319"
Grant - Piclist,https://www.crunchbase.com/funding_round/rapidresale-grant--147926ef,Piclist,https://www.crunchbase.com/organization/rapidresale,Grant,4500,USD,4500,2024-07-31,,,,,No,Piclist empowers you to crosslist to any ecommerce marketplace by simply capturing a photo,"Artificial Intelligence (AI), E-Commerce, SaaS, Software",,"Chicago, Illinois, United States, North America",https://www.piclist.ai/,,4500,USD,4500,1,,K-State Accelerator,K-State Accelerator,1,,"3,355"
Seed Round - Tezi,https://www.crunchbase.com/funding_round/tezi-seed--403d8dc6,Tezi,https://www.crunchbase.com/organization/tezi,Seed,9000000,USD,9000000,2024-07-31,Seed,,,,Yes,Autonomous AI recruiting,"Generative AI, Human Resources, Recruiting, Software",,"Menlo Park, California, United States, North America",https://tezi.ai,,9000000,USD,9000000,1,Seed,"8VC, Audacious Ventures","8VC, Afore Capital, Apoorva Mehta, Audacious Ventures, Liquid 2 Ventures, Marco Zappacosta, South Park Commons",7,5,"3,368"
Grant - Neuron AI,https://www.crunchbase.com/funding_round/neuron-ai-grant--e4c789c0,Neuron AI,https://www.crunchbase.com/organization/neuron-ai,Grant,117000,EUR,126656,2024-07-31,,,,,No,Neuron AI is a technological start-up focusing on developing and delivering Artificial Intelligence solutions in the EU and global market.,"Artificial Intelligence (AI), Information Technology",,"Aígio, Akhaia, Greece, Europe",https://neuronai.eu,,117000,EUR,126656,1,,European Commission,European Commission,1,,"3,392"
Grant - ADASTEC Corp.,https://www.crunchbase.com/funding_round/adastec-grant--5c08d5c4,ADASTEC Corp.,https://www.crunchbase.com/organization/adastec,Grant,250000,USD,250000,2024-07-29,,,,,No,Autonomous Driving Software Company,"Artificial Intelligence (AI), Software",,"Ann Arbor, Michigan, United States, North America",http://www.adastec.com,$1M to $10M,6000000,USD,6000000,4,,National Park Service,National Park Service,1,,"3,522"
Post-IPO Equity - AEye,https://www.crunchbase.com/funding_round/aeye-inc-post-ipo-equity--43430fd6,AEye,https://www.crunchbase.com/organization/aeye-inc,Post-IPO Equity,50000000,USD,50000000,2024-07-29,,,,,Yes,"AEye develops adaptive, high performance lidar systems for automotive, trucking, smart infrastructure and logistics applications.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Hardware, Software",,"Dublin, California, United States, North America",http://www.aeye.ai,$1M to $10M,364146590,USD,364146590,11,IPO,New Circle Capital,New Circle Capital,1,,"3,587"
Seed Round - 375ai,https://www.crunchbase.com/funding_round/375ai-seed--bb990df6,375ai,https://www.crunchbase.com/organization/375ai,Seed,5000000,USD,5000000,2024-08-08,Seed,,,,Yes,375ai operates as a decentralized edge data intelligence network.,"Artificial Intelligence (AI), Decentralized Finance (DeFi)",,"San Francisco, California, United States, North America",https://www.375.ai/,,5000000,USD,5000000,1,Seed,,"6th Man Ventures, Arca, Auros, EV3 Research, Primal Capital",5,,"3,673"
Seed Round - Kubiya.ai,https://www.crunchbase.com/funding_round/kubiya-ai-seed--0a21eec4,Kubiya.ai,https://www.crunchbase.com/organization/kubiya-ai,Seed,6000000,USD,6000000,2024-08-20,Seed,,,,Yes,Accelerate time-to-automation by delegating routine tasks to AI Teammates,"Artificial Intelligence (AI), Cloud Security, DevOps, IT Infrastructure, Natural Language Processing, Software",,"Palo Alto, California, United States, North America",https://www.kubiya.ai/,,12000000,USD,12000000,4,Seed,Heavybit,"Heavybit, Hyperwise Ventures",2,,"4,008"
Seed Round - Roe AI,https://www.crunchbase.com/funding_round/roe-ai-seed--332c70bb,Roe AI,https://www.crunchbase.com/organization/roe-ai,Seed,3000000,USD,3000000,2024-08-06,Seed,,,,Yes,Roe AI is an AI-native data platform for unstructured data stored in blob storage and CRMs.,"Artificial Intelligence (AI), Data Management, Software",,"San Francisco, California, United States, North America",https://www.getroe.ai/,,3500000,USD,3500000,2,Seed,Gradient Ventures,"Ardent Venture Partners, Daniel Svonava, Gradient Ventures, Orange Collective",4,1,"4,077"
Seed Round - Opt-AI,https://www.crunchbase.com/funding_round/opt-ai-seed--c15c8191,Opt-AI,https://www.crunchbase.com/organization/opt-ai,Seed,2000000000,KRW,1459667,2024-08-01,Seed,,,,Yes,On-Device AI Optimization on Any Hardware,"Application Specific Integrated Circuit (ASIC), Artificial Intelligence (AI), Automotive, Computer Vision, Embedded Systems, Enterprise Software, Field-Programmable Gate Array (FPGA), Generative AI, GPU, Natural Language Processing",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",http://www.opt-ai.kr,,2300000000,KRW,1687207,2,Seed,,"LG Electronics, TIPS Program",2,,"4,220"
Pre Seed Round - Scamnetic,https://www.crunchbase.com/funding_round/scamnetic-pre-seed--8a81a3a9,Scamnetic,https://www.crunchbase.com/organization/scamnetic,Pre-Seed,1350000,USD,1350000,2024-08-07,Seed,,,,Yes,Scamnetic provides AI-based real time scam protection services.,"Artificial Intelligence (AI), Security, Software",,"Tampa, Florida, United States, North America",https://scamnetic.com/,,1350000,USD,1350000,1,Seed,,"Roo Partners, Ruxton Ventures, SaaS Ventures",3,,"4,296"
Pre Seed Round - Newell Road,https://www.crunchbase.com/funding_round/newell-road-pre-seed--76f8109e,Newell Road,https://www.crunchbase.com/organization/newell-road,Pre-Seed,110000,USD,110000,2024-08-07,Seed,,,,Yes,The AI Analyst for Market & Competitive Intelligence,"Analytics, Artificial Intelligence (AI), Big Data",,"Kuala Lumpur, Kuala Lumpur, Malaysia, Asia",https://www.newellroad.com/,,110000,USD,110000,1,Seed,Antler,Antler,1,,"4,406"
Grant - FR8relay,https://www.crunchbase.com/funding_round/truckish-grant--8ff00c79,FR8relay,https://www.crunchbase.com/organization/truckish,Grant,998234,USD,998234,2024-08-08,,,,,No,FR8relay is transforming supply-chain and logistics using relay and AI,"Artificial Intelligence (AI), Logistics, Machine Learning, Military, Software, Supply Chain Management","East Asian Founded, South Asian Founded, South Asian Led, Women Founded","Bentonville, Arkansas, United States, North America",http://fr8relay.com,$1M to $10M,2629234,USD,2629234,10,Seed,National Science Foundation,National Science Foundation,1,,"4,467"
Seed Round - Global Predictions,https://www.crunchbase.com/funding_round/global-predictions-seed--3dd26e1c,Global Predictions,https://www.crunchbase.com/organization/global-predictions,Seed,2000000,USD,2000000,2024-08-01,Seed,,,,Yes,"Building the world's best financial advisor, powered by AI (free options for individuals)","Artificial Intelligence (AI), Financial Services, FinTech, Software",,"San Francisco, California, United States, North America",http://www.globalpredictions.com,$1M to $10M,4000000,USD,4000000,2,Seed,,"Morado Ventures, New Enterprise Associates, Unpopular Ventures",3,,"4,664"
Venture Round - Submittable,https://www.crunchbase.com/funding_round/submishmash-series-unknown--03f49d74,Submittable,https://www.crunchbase.com/organization/submishmash,Venture - Series Unknown,91458956,USD,91458956,2024-08-21,,,,,Yes,Submittable offers a social impact platform for managing programs and fostering collaboration among foundations and organizations.,"Artificial Intelligence (AI), Podcast, Software",,"Missoula, Montana, United States, North America",http://www.submittable.com,$10M to $50M,155708956,USD,155708956,8,,,,,,"4,956"
Pre Seed Round - ResquadAI,https://www.crunchbase.com/funding_round/resquadai-pre-seed--edac69c4,ResquadAI,https://www.crunchbase.com/organization/resquadai,Pre-Seed,1200000,SAR,319885,2024-08-18,Seed,,,,Yes,ResquadAI is a service company that connects local software development studios with other companies.,"Artificial Intelligence (AI), Recruiting, Staffing Agency",,"Dammam, Ash Sharqiyah, Saudi Arabia, Asia",https://resquad.ai,,1200000,SAR,319885,1,Seed,,,,,"5,135"
Venture Round - dottxt,https://www.crunchbase.com/funding_round/dottxt-series-unknown--1434a0a2,dottxt,https://www.crunchbase.com/organization/dottxt,Venture - Series Unknown,7637015,USD,7637015,2024-08-16,,,,,Yes,Dottxt offers machine language models for information extraction and classification via API.,"Artificial Intelligence (AI), Developer APIs, Natural Language Processing, Software",,"Ridgewood, New Jersey, United States, North America",https://dottxt.co/,,10337015,USD,10337015,2,,,,,,"5,202"
Seed Round - Rabot,https://www.crunchbase.com/funding_round/rabot-seed--255cba25,Rabot,https://www.crunchbase.com/organization/rabot,Seed,4999998,USD,4999998,2024-08-15,Seed,,,,Yes,Rabot offers an AI platform for companies to achieve visibility and insights for packing operations and operation workflow automation.,"Analytics, Artificial Intelligence (AI), Enterprise Software, Software",,"San Francisco, California, United States, North America",https://www.rabot.us,$1M to $10M,7099998,USD,7099998,3,Seed,,,,,"5,276"
Venture Round - Ferrum Health,https://www.crunchbase.com/funding_round/ferrum-health-series-unknown--bff72531,Ferrum Health,https://www.crunchbase.com/organization/ferrum-health,Venture - Series Unknown,15000000,USD,15000000,2024-08-15,,,,,Yes,Ferrum Health is a developer of an enterprise IT and AI patient safety platform for health systems.,"Artificial Intelligence (AI), Health Care, Software",,"San Francisco, California, United States, North America",https://ferrumhealth.com/,$1M to $10M,30000000,USD,30000000,6,,,,,,"5,242"
Venture Round - LUUM,https://www.crunchbase.com/funding_round/foxeye-robotics-series-unknown--65e2f998,LUUM,https://www.crunchbase.com/organization/foxeye-robotics,Venture - Series Unknown,13333143,USD,13333143,2024-08-15,,,,,Yes,LUUM is Revolutionizing Beauty Service with Automation.,"Artificial Intelligence (AI), Beauty, Cosmetics",Women Founded,"Berkeley, California, United States, North America",http://luumlash.com,$1M to $10M,27980030,USD,27980030,7,,,,,,"5,249"
Venture Round - Era Finance,https://www.crunchbase.com/funding_round/era-finance-series-unknown--d068b725,Era Finance,https://www.crunchbase.com/organization/era-finance,Venture - Series Unknown,9362409,USD,9362409,2024-08-15,,,,,Yes,Era is a financial management platform driven by AI that makes asset management more accessible.,"Apps, Artificial Intelligence (AI), Financial Services, Service Industry",,"San Francisco, California, United States, North America",https://era.app,,12462409,USD,12462409,2,,,,,,"5,264"
Venture Round - EvolutionIQ,https://www.crunchbase.com/funding_round/evolutioniq-series-unknown--92a07574,EvolutionIQ,https://www.crunchbase.com/organization/evolutioniq,Venture - Series Unknown,20151089,USD,20151089,2024-08-14,,,,,Yes,EvolutionIQ is an AI company that offers claims guidance solutions for insurance companies.,"Artificial Intelligence (AI), Commercial Insurance, Fraud Detection, Insurance, InsurTech, Risk Management",,"New York, New York, United States, North America",http://www.evolutioniq.com,$10M to $50M,63448038,USD,63448038,7,,,,,,"5,299"
Seed Round - Worth AI,https://www.crunchbase.com/funding_round/worth-ai-seed--39c03ab5,Worth AI,https://www.crunchbase.com/organization/worth-ai,Seed,2550000,USD,2550000,2024-08-15,Seed,6470590,USD,6470590,Yes,Worth AI is a SaaS platform that leverages AI to enable inclusive financial underwriting.,"Artificial Intelligence (AI), Business Intelligence, FinTech, Risk Management",Women Founded,"Orlando, Florida, United States, North America",https://worthai.com/,,14550000,USD,14550000,2,Seed,,,,,"5,340"
Venture Round - Pendo,https://www.crunchbase.com/funding_round/pendo-io-series-unknown--dbf75b8e,Pendo,https://www.crunchbase.com/organization/pendo-io,Venture - Series Unknown,9912849,USD,9912849,2024-08-13,,,,,Yes,Pendo is a product experience platform that specializes in software usage analytics and digital adoption solutions.,"Analytics, Artificial Intelligence (AI), Enterprise Software, Product Design, Product Management, SaaS",,"Raleigh, North Carolina, United States, North America",http://www.pendo.io,$100M to $500M,479412849,USD,479412849,12,,,,,,"5,404"
Seed Round - Curamatic,https://www.crunchbase.com/funding_round/curamatic-seed--62092681,Curamatic,https://www.crunchbase.com/organization/curamatic,Seed,3000000,USD,3000000,2024-08-12,Seed,,,,Yes,Curamatic develops software that provides tools for comprehensive population health management.,"Analytics, Artificial Intelligence (AI), Data Management, Health Care, Risk Management, Software",,"New York, New York, United States, North America",https://www.curamatic.com/,,3000000,USD,3000000,1,Seed,,,,,"5,515"
Pre Seed Round - VoiceMed,https://www.crunchbase.com/funding_round/voicemed-pre-seed--a7d4e68c,VoiceMed,https://www.crunchbase.com/organization/voicemed,Pre-Seed,225000,EUR,244152,2024-07-25,Seed,,,,Yes,AI and vocal biomarkers for providiny health check directly on the smartphone. Lung and cardiorespiratory health.,"Artificial Intelligence (AI), Health Care",,"Luxembourg, Luxembourg, Luxembourg, Europe",https://www.voicemed.io,,475000,EUR,529439,2,Seed,,"EIT Digital, Padda Health",2,,"5,550"
Venture Round - Brisk Teaching,https://www.crunchbase.com/funding_round/brisk-teaching-series-unknown--b3af01ef,Brisk Teaching,https://www.crunchbase.com/organization/brisk-teaching,Venture - Series Unknown,6899995,USD,6899995,2024-08-09,,,,,Yes,Brisk Teaching provides AI-powered tools for educators to enhance teaching with digital resources.,"Artificial Intelligence (AI), EdTech, Education",,"Los Altos, California, United States, North America",http://www.briskteaching.com,,6899995,USD,6899995,1,,,,,,"5,787"
Venture Round - Granola,https://www.crunchbase.com/funding_round/granola-series-unknown--535695f3,Granola,https://www.crunchbase.com/organization/granola,Venture - Series Unknown,18999994,USD,18999994,2024-08-08,,,,,Yes,Granola is a SAAS company that offers AI driven note-taking services.,"Artificial Intelligence (AI), Meeting Software, SaaS, Software",,"Dover, Delaware, United States, North America",https://www.granola.so,,23249994,USD,23249994,2,,,,,,"5,855"
Venture Round - AiFi,https://www.crunchbase.com/funding_round/aifi-c8f8-series-unknown--22f31c5f,AiFi,https://www.crunchbase.com/organization/aifi-c8f8,Venture - Series Unknown,6700302,USD,6700302,2024-08-07,,,,,Yes,AiFi is an AI retail platform using computer vision for autonomous shopping solutions.,"Artificial Intelligence (AI), Computer Vision, Retail Technology, Shopping, Software","Women Founded, Women Led","Santa Clara, California, United States, North America",https://www.aifi.com,$1M to $10M,87100302,USD,87100302,5,,,,,,"5,983"
Venture Round - Bryte,https://www.crunchbase.com/funding_round/bryte-series-unknown--17203261,Bryte,https://www.crunchbase.com/organization/bryte,Venture - Series Unknown,1000000,USD,1000000,2024-08-08,,,,,Yes,Bryte is a sleep technology company that designs and sells restorative intelligence products and services.,"Artificial Intelligence (AI), Consumer Electronics, Machine Learning, Product Design",,"Los Altos, California, United States, North America",https://bryte.com,,46487163,USD,46487163,5,,,,,,"5,989"
Seed Round - Strada,https://www.crunchbase.com/funding_round/strada-dffc-seed--f2a46501,Strada,https://www.crunchbase.com/organization/strada-dffc,Seed,1875013,USD,1875013,2024-08-07,Seed,,,,Yes,Strada is a marketplace and workflow builder to empower creative professional to deliver higher quality content faster.,"Artificial Intelligence (AI), Content, Digital Entertainment, Digital Media",,"Riverside, California, United States, North America",https://strada.tech,,3775013,USD,3775013,2,Seed,,,,,"5,983"
Seed Round - Alpha Design AI,https://www.crunchbase.com/funding_round/alpha-design-ai-seed--ed49f79d,Alpha Design AI,https://www.crunchbase.com/organization/alpha-design-ai,Seed,3089998,USD,3089998,2024-08-07,Seed,,,,Yes,Alpha Design AI is an AI technology company.,"Artificial Intelligence (AI), SaaS, Software",,"Goleta, California, United States, North America",https://alphadesign.ai/,,3089998,USD,3089998,1,Seed,,,,,"6,100"
Venture Round - Kebotix,https://www.crunchbase.com/funding_round/kebotix-series-unknown--92a5a86e,Kebotix,https://www.crunchbase.com/organization/kebotix,Venture - Series Unknown,4999765,USD,4999765,2024-08-05,,,,,Yes,Kebotix is a high-tech materials discovery and production company that reinvent the discovery of new materials using AI.,"Artificial Intelligence (AI), Chemical, Industrial, Machine Learning","Hispanic / Latine Founded, Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",https://www.kebotix.com,$1M to $10M,23609764,USD,23609764,4,,,,,,"6,343"
Venture Round - Lytica,https://www.crunchbase.com/funding_round/lytica-inc-series-unknown--1e5151d4,Lytica,https://www.crunchbase.com/organization/lytica-inc,Venture - Series Unknown,5000003,USD,5000003,2024-07-31,,,,,Yes,"Lytica is a supply chain analytics SaaS provider to electronics companies focusing on supply chain cost, security of supply and compliance.","Big Data, Electronics, Predictive Analytics, SaaS, Software, Supply Chain Management",,"Ottawa, Ontario, Canada, North America",https://www.lytica.com,$1M to $10M,20010868,USD,20010868,6,,,,,,"6,679"
Venture Round - ProvenAir Technologies,https://www.crunchbase.com/funding_round/provenair-technologies-series-unknown--714bef52,ProvenAir Technologies,https://www.crunchbase.com/organization/provenair-technologies,Venture - Series Unknown,1787500,USD,1787500,2024-08-01,,,,,Yes,ProvenAir Technologies is a provider of AI and cloud-based maintenance solutions for aerospace assets.,"Aerospace, Artificial Intelligence (AI), Information Technology",Women Founded,"Chicago, Illinois, United States, North America",https://www.provenair.com/,,2787500,USD,2787500,2,,,,,,"6,657"
Venture Round - Charge Robotics,https://www.crunchbase.com/funding_round/charge-robotics-series-unknown--21a454e7,Charge Robotics,https://www.crunchbase.com/organization/charge-robotics,Venture - Series Unknown,16999997,USD,16999997,2024-08-02,,,,,Yes,Charge Robotics is a robotics company that offers robots for labor-intensive solar construction automaition.,"Artificial Intelligence (AI), Construction, Robotics, Solar, Sustainability",,"Oakland, California, United States, North America",https://chargerobotics.com/,,16999997,USD,16999997,3,,,,,,"6,713"
