Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Website,Diversity Spotlight,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Convertible Note - Forloop.ai,https://www.crunchbase.com/funding_round/forloop-ai-convertible-note--b8b7eaee,Forloop.ai,https://www.crunchbase.com/organization/forloop-ai,Convertible Note,50000,EUR,60954,2021-06-07,,,,,No,Forloop.ai is a no-code platform for webscraping and external data automation.,"Artificial Intelligence (AI), Data Integration, Data Mining, Intelligent Systems, Software",https://forloop.ai,,"Stockholm, Stockholms Lan, Sweden, Europe",$1M to $10M,925000,EUR,917517,Seed,2,APX,APX,1,,"591,117"
Grant - Predictive,https://www.crunchbase.com/funding_round/predictive-6f8c-grant--73f24d38,Predictive,https://www.crunchbase.com/organization/predictive-6f8c,Grant,18464,USD,18464,2021-02-02,,,,,No,Predictive to develop artificial intelligence methods and software to improve safety of chemical products entering the marketplace.,"Artificial Intelligence (AI), Machine Learning, Public Safety",https://www.predictive-llc.com/,,"Raleigh, North Carolina, United States, North America",Less than $1M,92315,USD,92315,,2,One North Carolina Small Business Program,One North Carolina Small Business Program,1,,"591,279"
Series F - Paperspace,https://www.crunchbase.com/funding_round/ceres-series-f--547bcec1,Paperspace,https://www.crunchbase.com/organization/ceres,Series F,,BRL,,2021-09-27,Late Stage Venture,,BRL,,Yes,"Hello, we're Paperspace Paperspace is the cloud platform built for the future.","Artificial Intelligence (AI), Cloud Computing, SaaS, Software",https://www.paperspace.com,,"Brooklyn, New York, United States, North America",$1M to $10M,23000000,USD,23000000,M&A,3,Warburg Pincus,"Gimv, H&Q Asia Pacific, KBC, Monsanto, Oxford Bioscience Partners, QuestMark Partners, The Galleon Group, TowerBrook Capital Partners, Warburg Pincus, Western Technology Investment",10,1,"164,179"
Pre Seed Round - AlgoTraders,https://www.crunchbase.com/funding_round/algotraders-pre-seed--040abcae,AlgoTraders,https://www.crunchbase.com/organization/algotraders,Pre-Seed,200000,USD,200000,2021-01-01,Seed,16000000,USD,16000000,Yes,Development and execution of systematic quantitative trading strategies.,"Artificial Intelligence (AI), Big Data, Consulting, Risk Management",https://www.algotraders.ai,,"Beirut, Beyrouth, Lebanon, Asia",,1750000,USD,1750000,Seed,9,Touma Group,Touma Group,1,,"366,846"
Grant - Lien Library,https://www.crunchbase.com/funding_round/lien-library-grant--34503abe,Lien Library,https://www.crunchbase.com/organization/lien-library,Grant,25000,USD,25000,2021-11-11,,,,,No,"Lien Library aims to provide a new experience in accessing, monitoring and gathering liens on properties.","Artificial Intelligence (AI), Big Data, Government, Information Services, Internet, Machine Learning, Real Estate, Software",https://www.lienlibrary.com,,"Miami, Florida, United States, North America",Less than $1M,95000,USD,95000,Seed,4,,,,,"165,403"
Grant - Crystalball,https://www.crunchbase.com/funding_round/crystalball-grant--5decf7ca,Crystalball,https://www.crunchbase.com/organization/crystalball,Grant,1000000,INR,13804,2021-03-20,,,,,No,Crystalball operates as an AI-driven insights delivery company using drones.,"Artificial Intelligence (AI), Delivery, Drones, Mapping Services",https://crystalball.ai,,"Hyderabad, Andhra Pradesh, India, Asia",$1M to $10M,1000000,INR,13804,,1,iTIC Incubator at IIT Hyderabad,iTIC Incubator at IIT Hyderabad,1,,"630,434"
Venture Round - EXGwear,https://www.crunchbase.com/funding_round/exgwear-series-unknown--9315de18,EXGwear,https://www.crunchbase.com/organization/exgwear,Venture - Series Unknown,150000,USD,150000,2021-03-31,,,,,Yes,"EXGwear is a wearable tech company that specializes in the fields of medtech, artificial intelligence and the internet of things.","Artificial Intelligence (AI), Human Computer Interaction, Information Technology, Internet of Things, Machine Learning, Medical Device, Robotics, Virtual Reality",https://www.exg-wear.com,,"Pittsburgh, Pennsylvania, United States, North America",Less than $1M,350000,USD,350000,,4,,,,,"166,359"
Seed Round - Canterbury AI Ltd,https://www.crunchbase.com/funding_round/canterbury-ai-ltd-seed--35123d9f,Canterbury AI Ltd,https://www.crunchbase.com/organization/canterbury-ai-ltd,Seed,150000,GBP,208933,2021-03-01,Seed,5000000,GBP,6964448,Yes,Canterbury AI: Pioneering a New Era of Generative Artificial Intelligence,"Artificial Intelligence (AI), Big Data, Generative AI, Machine Learning",https://canterbury.ai,,,,876000,GBP,1158972,Seed,4,,,,,"167,048"
Pre Seed Round - InFLOWS AI,https://www.crunchbase.com/funding_round/inflows-ai-pre-seed--70c0cfda,InFLOWS AI,https://www.crunchbase.com/organization/inflows-ai,Pre-Seed,120000,USD,120000,2021-09-17,Seed,,,,Yes,InFLOWS AI develops cutting-edge AI systems for green chemistry at 100x speed,"Artificial Intelligence (AI), Chemical, Cosmetics, Food and Beverage, Machine Learning",https://inflows-ai.com,,"New York, New York, United States, North America",$1M to $10M,320000,USD,320000,Seed,2,Techstars,Techstars,1,,"167,354"
Grant - Murano,https://www.crunchbase.com/funding_round/murano-df60-grant--6334faac,Murano,https://www.crunchbase.com/organization/murano-df60,Grant,47381,USD,47381,2021-02-02,,,,,No,Murano is a software development company that develops AI-based and Machine Learning applications and offers ERP solutions.,"Artificial Intelligence (AI), Enterprise Resource Planning (ERP), Information Services, Information Technology, Machine Learning, Software, Supply Chain Management",https://www.muranocorp.com/,,"Durham, North Carolina, United States, North America",$1M to $10M,47381,USD,47381,,1,One North Carolina Small Business Program,One North Carolina Small Business Program,1,,"167,453"
Pre Seed Round - NUWE,https://www.crunchbase.com/funding_round/nuwe-508d-pre-seed--502d2b94,NUWE,https://www.crunchbase.com/organization/nuwe-508d,Pre-Seed,140000,USD,140000,2021-01-01,Seed,1070000,USD,1070000,Yes,Gamified challenge-base talent platform to connect with tech and IT professionals,"Analytics, Human Resources, Predictive Analytics, Software",https://nuwe.io,,"Barcelona, Catalonia, Spain, Europe",,1395734,USD,1395734,Seed,3,Demium Capital,Demium Capital,1,,"580,662"
Pre Seed Round - Iobot,https://www.crunchbase.com/funding_round/iobot-pre-seed--b1819860,Iobot,https://www.crunchbase.com/organization/iobot,Pre-Seed,100000,USD,100000,2021-05-04,Seed,,,,Yes,Iobot is a platform that delivers solutions to Customers with the latest technologies with in-depth Knowledge and Quality Assurance.,"Artificial Intelligence (AI), Fleet Management, Information Technology, Internet of Things, Logistics, Software, Supply Chain Management",http://www.iobot.in,,"Pune, Maharashtra, India, Asia",$1M to $10M,100000,USD,100000,Seed,1,GSF,"GSF, Murugavel Janakiraman, Pras Hanuma, Rajesh Sawhney, SATYAM SINGH",5,,"528,152"
Venture Round - Unscrambl,https://www.crunchbase.com/funding_round/unscrambl-series-unknown--d624f77b,Unscrambl,https://www.crunchbase.com/organization/unscrambl,Venture - Series Unknown,100000,USD,100000,2021-06-01,,,,,Yes,An augmented intelligence company that is creating AI-powered cognitive agents for the enterprises.,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, Natural Language Processing",http://www.unscrambl.com,,"Atlanta, Georgia, United States, North America",$1M to $10M,10100000,USD,10100000,,2,gener8tor,"gener8tor, Right Side Capital Management",2,1,"644,135"
Pre Seed Round - Unfrauded,https://www.crunchbase.com/funding_round/unfrauded-pre-seed--8a70e3cd,Unfrauded,https://www.crunchbase.com/organization/unfrauded,Pre-Seed,53000,USD,53000,2021-07-09,Seed,,,,Yes,Unfrauded is a developer of AI software for insurance fraud detection.,"Artificial Intelligence (AI), Fraud Detection, Software",https://unfrauded.com,,"Ariana, Tunis, Tunisia, Africa",$1M to $10M,53000,USD,53000,Seed,1,,Brinc,1,,"581,767"
Seed Round - Tiendoo,https://www.crunchbase.com/funding_round/tiendoo-seed--67ea1c99,Tiendoo,https://www.crunchbase.com/organization/tiendoo,Seed,200000,USD,200000,2021-02-01,Seed,2000000,USD,2000000,Yes,Tiendoo promotes conscious consumption with the aim of improving the quality of life for humanity.,"E-Commerce, Machine Learning, Retail, Retail Technology",https://www.tiendoo.com.ar,,"Córdoba, Cordoba, Argentina, South America",,200000,USD,200000,Seed,1,,,,,"581,907"
Seed Round - geniSIGHTS,https://www.crunchbase.com/funding_round/genisights-seed--c75f2c07,geniSIGHTS,https://www.crunchbase.com/organization/genisights,Seed,100000,USD,100000,2021-11-15,Seed,7000000,USD,7000000,Yes,Your analytical cente of excellence to provide Automated AI driven Actionable insights,"Analytics, Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning, Predictive Analytics, Software",https://genisights.com,,"Chennai, Tamil Nadu, India, Asia",Less than $1M,150000,USD,150000,Early Stage Venture,3,,,,,"583,014"
Pre Seed Round - SHION,https://www.crunchbase.com/funding_round/shion-pre-seed--140117c2,SHION,https://www.crunchbase.com/organization/shion,Pre-Seed,160000,EUR,189464,2021-09-01,Seed,5000000,EUR,5920747,Yes,"Digital Sound Processing (DSP) AI Software, Active Acoustic Hardware","Audio, Hardware, Machine Learning, Media and Entertainment, Smart Home, Software",https://www.shion.at,,"Vienna, Wien, Austria, Europe",,419949,USD,419949,Seed,3,,,,,"583,373"
Convertible Note - Jetson,https://www.crunchbase.com/funding_round/jetsonai-convertible-note--1e2b46d3,Jetson,https://www.crunchbase.com/organization/jetsonai,Convertible Note,50000,USD,50000,2021-02-01,,,,,No,"We are an intelligent ""voice-first"" commerce platform that delivers a best-in-class buying experience for your brand.","Artificial Intelligence (AI), Information Technology, Internet, Life Science",https://www.jetson.ai/,Women Founded,"New York, New York, United States, North America",$1M to $10M,2900000,USD,2900000,Seed,5,,Branded Hospitality Ventures,1,,"646,537"
Pre Seed Round - MeetRox,https://www.crunchbase.com/funding_round/callrox-pre-seed--d99a396f,MeetRox,https://www.crunchbase.com/organization/callrox,Pre-Seed,190000,USD,190000,2021-12-22,Seed,,,,Yes,AI for CRM Autofill & Sales Pitch Check,"Artificial Intelligence (AI), Sales, Sales Enablement, Software, Training",https://meetrox.ai/,,"Curitiba, Parana, Brazil, South America",,190000,USD,190000,Seed,1,Aimorés Investments,Aimorés Investments,1,,"646,891"
Pre Seed Round - Recoshelf,https://www.crunchbase.com/funding_round/recoshelf-pre-seed--1f63d004,Recoshelf,https://www.crunchbase.com/organization/recoshelf,Pre-Seed,35000,USD,35000,2021-12-01,Seed,1500000,USD,1500000,Yes,We help to choose healthy products in the shops with an AI-based app.,"Artificial Intelligence (AI), SaaS, Software",https://recoshelf.io,,"Tallin, Harjumaa, Estonia, Europe",,315083,USD,315083,Seed,6,Alchemist Accelerator,Alchemist Accelerator,1,,"584,512"
Seed Round - XENA VISION,https://www.crunchbase.com/funding_round/xena-vision-seed--3158b3a1,XENA VISION,https://www.crunchbase.com/organization/xena-vision,Seed,25000,USD,25000,2021-06-22,Seed,1000000,USD,1000000,Yes,Realtime Emergency Recognition Technology of Brave New World!,"Artificial Intelligence (AI), Computer Vision, Infrastructure, Machine Learning, Public Safety, Public Transportation, Security, Travel",https://xena-vision.com,,"Ankara, Ankara, Turkey, Europe",Less than $1M,65000,USD,65000,Seed,2,,Türk Telekom,1,,"436,831"
Pre Seed Round - Drive Hockey Analytics,https://www.crunchbase.com/funding_round/drive-hockey-analytics-pre-seed--15b04d75,Drive Hockey Analytics,https://www.crunchbase.com/organization/drive-hockey-analytics,Pre-Seed,180000,CAD,143443,2021-04-01,Seed,1750000,CAD,1394589,Yes,"Next generation sensor + AI-based analytics system for amateur hockey player evaluation, training and scouting.","Analytics, Artificial Intelligence (AI), Hockey, Internet of Things, Sports",https://drivehockey.com,,"Vancouver, British Columbia, Canada, North America",Less than $1M,180000,CAD,143443,Seed,3,,,,,"156,532"
Pre Seed Round - Co-one,https://www.crunchbase.com/funding_round/co-one-pre-seed--36c5b0fa,Co-one,https://www.crunchbase.com/organization/co-one,Pre-Seed,150000,USD,150000,2021-05-24,Seed,,,,Yes,Co-one provides data-centric platform using AI and human power to ensure high-performance AI products for enterprises.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Crowdsourcing, Data Visualization, Generative AI, Image Recognition, Machine Learning, Software",https://co-one.co/,,"Tallinn, Harjumaa, Estonia, Europe",$1M to $10M,876438,USD,876438,Seed,6,TRANGELS,"Aydın Mizrahi, Batuhan Gültakan, Emre Kozlu, Engin Gürsöz, Metin Berke Baspınar, TRANGELS, Yiğit Barış Şemin",7,,"157,694"
Non Equity Assistance - TellTail,https://www.crunchbase.com/funding_round/telltail-f2dc-non-equity-assistance--dd05dc0d,TellTail,https://www.crunchbase.com/organization/telltail-f2dc,Non-equity Assistance,25000,USD,25000,2021-01-18,,,,,No,TellTail is a software that will address critical needs within the pig production industry.,"Agriculture, AgTech, Animal Feed, Farming, Internet of Things, Livestock, Predictive Analytics, Software",https://www.telltail.ag/,"Women Founded, Women Led","Champaign, Illinois, United States, North America",,25000,USD,25000,,1,gbeta,gbeta,1,,"202,869"
Grant - Paranimo,https://www.crunchbase.com/funding_round/paranimo-grant--d482397f,Paranimo,https://www.crunchbase.com/organization/paranimo,Grant,150000,GBP,207022,2021-06-18,,,,,No,Paranimo is democratising workplace access to the right mental health support so people feel better faster,"Artificial Intelligence (AI), Health Care, Mental Health, Therapeutics, Wellness",https://www.paranimo.co.uk/,,"Bristol, Bristol, City of, United Kingdom, Europe",,346997,GBP,456466,Seed,3,Innovate UK,Innovate UK,1,1,"148,446"
Pre Seed Round - BodhiAI,https://www.crunchbase.com/funding_round/bodhiai-pre-seed--189237ea,BodhiAI,https://www.crunchbase.com/organization/bodhiai,Pre-Seed,2500000,INR,34190,2021-02-01,Seed,,,,Yes,BodhiAI is an AI-based Personal Assistant empowering teachers and students.,"Apps, Artificial Intelligence (AI), E-Learning, EdTech, Education, Edutainment, Higher Education",http://www.bodhiai.co.in,,"Jaipur, Rajasthan, India, Asia",Less than $1M,270374,USD,270374,Seed,3,,UIncept,1,,"182,932"
Pre Seed Round - Tasq,https://www.crunchbase.com/funding_round/tasq-pre-seed--1555ade5,Tasq,https://www.crunchbase.com/organization/tasq,Pre-Seed,210000,USD,210000,2021-06-29,Seed,,,,Yes,Tasq is a developer of a task management system powered by machine learning.,"Machine Learning, Management Information Systems, Oil and Gas, Software",https://www.tasq.io/,,"Denver, Colorado, United States, North America",$10M to $50M,490000,USD,490000,Seed,2,,,,,"149,316"
Angel Round - WingDriver,https://www.crunchbase.com/funding_round/wingdriver-angel--8c48347b,WingDriver,https://www.crunchbase.com/organization/wingdriver,Angel,60000,USD,60000,2021-04-01,Seed,500000,USD,500000,Yes,WingDriver uses computer vision and AI technology designed for smartphones to enhance driver safety and prevent accidents.,"Artificial Intelligence (AI), Auto Insurance, Automotive, Computer Vision, Information Technology, InsurTech, Machine Learning, Mobile, Navigation, Ride Sharing",http://wingdriver.com/,,"Clarkston, Michigan, United States, North America",Less than $1M,690000,USD,690000,Seed,5,,,,,"149,644"
Pre Seed Round - Sourcery,https://www.crunchbase.com/funding_round/sourcery-9141-pre-seed--a1b4d0cd,Sourcery,https://www.crunchbase.com/organization/sourcery-9141,Pre-Seed,120000,USD,120000,2021-01-25,Seed,,,,Yes,Sourcery is an AI code assistant that helps in writing better code faster.,"Artificial Intelligence (AI), Machine Learning, Software",https://sourcery.ai/,,"London, England, United Kingdom, Europe",,1870000,USD,1870000,Seed,2,Techstars,Techstars,1,1,"183,985"
Seed Round - MindTrace,https://www.crunchbase.com/funding_round/mindtrace-seed--2d7bd5c5,MindTrace,https://www.crunchbase.com/organization/mindtrace,Seed,50000,USD,50000,2021-11-02,Seed,,,,Yes,MindTrace is a medical software company that develops personalized 3D brain maps to guide neurosurgeries.,"3D Technology, Health Care, Health Diagnostics, Machine Learning, Software",https://mindtrace.com/,,"Pittsburgh, Pennsylvania, United States, North America",Less than $1M,50000,USD,50000,Seed,3,,"AlphaLab Health, Innovation Works",2,2,"349,677"
Pre Seed Round - Aritium,https://www.crunchbase.com/funding_round/aritium-pre-seed--ae61c024,Aritium,https://www.crunchbase.com/organization/aritium,Pre-Seed,42500,EUR,50339,2021-09-07,Seed,,,,Yes,"SaaS, Smart Hospital, IoT","Artificial Intelligence (AI), Health Care, Information Technology, SaaS, Software",https://www.aritium.com,,"Oviedo, Asturias, Spain, Europe",,272500,EUR,311476,Seed,3,,,,,"185,898"
Grant - Syngli,https://www.crunchbase.com/funding_round/syngli-grant--4acd76bd,Syngli,https://www.crunchbase.com/organization/syngli,Grant,17283,CAD,13758,2021-07-23,,,,,No,Syngli is building an interactive tutoring system to enhance teaching and learning.,"Big Data, E-Learning, Language Learning, Natural Language Processing, Neuroscience, Speech Recognition, Test and Measurement, Tutoring",https://syngli.com/,,"Kitchener, Ontario, Canada, North America",$10M to $50M,619659,USD,619659,Seed,25,,National Research Council of Canada Industrial Research Assistance Program,1,,"660,572"
Seed Round - Vaionex,https://www.crunchbase.com/funding_round/vaionex-seed--0d4d5c7e,Vaionex,https://www.crunchbase.com/organization/vaionex,Seed,100000,USD,100000,2021-08-02,Seed,10000000,USD,10000000,Yes,Empowering innovation and growth with AI and blockchain technology.,"Artificial Intelligence (AI), Bitcoin, Blockchain, Internet",https://www.vaionex.com,,"Newark, Delaware, United States, North America",$1M to $10M,1455000,USD,1455000,Seed,3,Craig Massey,Craig Massey,1,,"186,961"
Pre Seed Round - Lifelancer,https://www.crunchbase.com/funding_round/lifelancer-pre-seed--273d133e,Lifelancer,https://www.crunchbase.com/organization/lifelancer,Pre-Seed,90000,GBP,120852,2021-09-29,Seed,1800000,GBP,2417039,Yes,"Lifelancer is a global platform for talent hiring in Life Sciences, Pharma, Healthtech & IT","Artificial Intelligence (AI), Biopharma, Bookkeeping and Payroll, Employment, Freelance, Health Care, Life Science, Online Portals, Pharmaceutical, Recruiting",https://lifelancer.com,,"London, England, United Kingdom, Europe",,255000,GBP,326233,Seed,3,,,,,"187,196"
Seed Round - Floyd,https://www.crunchbase.com/funding_round/floyd-4f38-seed--ae899050,Floyd,https://www.crunchbase.com/organization/floyd-4f38,Seed,105000000,KRW,91151,2021-07-31,Seed,900000000,KRW,781297,Yes,Floyd offers artificial intelligence based embedded image recognition system.,"Artificial Intelligence (AI), Image Recognition, Web Apps",https://floyd.kr,,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,210000000,KRW,185745,Seed,3,,,,,"351,314"
Pre Seed Round - Seipone.ai,https://www.crunchbase.com/funding_round/seipone-ai-pre-seed--59471abc,Seipone.ai,https://www.crunchbase.com/organization/seipone-ai,Pre-Seed,31000,USD,31000,2021-05-01,Seed,,,,Yes,"Seipone.ai is a multi-lingual bot that understands the way consumers speak about their experiences with brands, services, and products.","Artificial Intelligence (AI), Machine Learning, Marketing, Natural Language Processing, SaaS",https://seiponeai.com,,"Gaborone, South-East, Botswana, Africa",Less than $1M,31000,USD,31000,Seed,1,,,,,"288,723"
Grant - b-rayZ,https://www.crunchbase.com/funding_round/b-rayz-grant--33f5f39d,b-rayZ,https://www.crunchbase.com/organization/b-rayz,Grant,150000,CHF,167671,2021-06-10,,,,,No,b-rayZTM develops artificial intelligence software for quality management and standardization of clinical procedures in radiology.,"Analytics, Artificial Intelligence (AI), Health Care, Software",http://www.b-rayz.ch/,,"Zürich, Zurich, Switzerland, Europe",$1M to $10M,4160000,CHF,4285061,Early Stage Venture,3,InnoBooster,InnoBooster,1,,"151,520"
Grant - Aritium,https://www.crunchbase.com/funding_round/aritium-grant--a10c2f39,Aritium,https://www.crunchbase.com/organization/aritium,Grant,90000,EUR,101902,2021-12-30,,,,,No,"SaaS, Smart Hospital, IoT","Artificial Intelligence (AI), Health Care, Information Technology, SaaS, Software",https://www.aritium.com,,"Oviedo, Asturias, Spain, Europe",,272500,EUR,311476,Seed,3,,,,,"337,217"
Seed Round - Mickiesoft,https://www.crunchbase.com/funding_round/mickiesoft-seed--3972228c,Mickiesoft,https://www.crunchbase.com/organization/mickiesoft,Seed,70000,USD,70000,2021-10-14,Seed,200000,USD,200000,Yes,Mickiesoft is an AI-powered software startup that provides software solutions and web/mobile apps for businesses.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Mobile Apps, Software, Web Apps",https://mickiesoft.online/,,"Moratuwa, Western, Sri Lanka, Asia",,274000,USD,274000,Early Stage Venture,2,,,,,"347,994"
Pre Seed Round - W3.CARE,https://www.crunchbase.com/funding_round/w3-care-pre-seed--40f6860b,W3.CARE,https://www.crunchbase.com/organization/w3-care,Pre-Seed,1000000,BRL,184071,2021-02-01,Seed,,,,Yes,"Elective and Emergency Medicine in Mobile Platform Using AI, Telemedicine and Real-Time BI","Artificial Intelligence (AI), Health Care, Information Technology, Medical, Software",https://w3.care,,"São Paulo, Sao Paulo, Brazil, South America",,2000000,BRL,376379,Seed,2,Green Rock,Green Rock,1,1,"339,049"
Pre Seed Round - Rectangled.io,https://www.crunchbase.com/funding_round/isometrica-experiences-inc-pre-seed--9ef229f8,Rectangled.io,https://www.crunchbase.com/organization/isometrica-experiences-inc,Pre-Seed,150000,USD,150000,2021-10-04,Seed,,,,Yes,"rectangled.io helps in monitoring, mapping, and measuring customer journeys across several platforms from a single integrated dashboard.","Artificial Intelligence (AI), Customer Service, Machine Learning, SaaS, Software",https://www.rectangled.io,,"Wilmington, Delaware, United States, North America",Less than $1M,150000,USD,150000,Seed,1,GoAhead Ventures,GoAhead Ventures,1,,"553,205"
Pre Seed Round - Mitivate,https://www.crunchbase.com/funding_round/mitivate-pre-seed--b39e3925,Mitivate,https://www.crunchbase.com/organization/mitivate,Pre-Seed,150000,USD,150000,2021-10-01,Seed,,,,Yes,Mitivate collaborates with payers and providers to drive meaningful change in healthcare through valuable partnerships and technology.,"Analytics, Health Care, Machine Learning",https://www.mitivate.co,Black Founded,"Atlanta, Georgia, United States, North America",$1M to $10M,150000,USD,150000,Seed,1,,Right Side Capital Management,1,,"393,409"
Pre Seed Round - Nabla Bio,https://www.crunchbase.com/funding_round/nabla-bio-pre-seed--973a42d8,Nabla Bio,https://www.crunchbase.com/organization/nabla-bio,Pre-Seed,125000,USD,125000,2021-08-31,Seed,,,,Yes,Nabla Bio is an autoverse platform of proprietary biologically informed machine learning that co-develops antibody drugs.,"Biopharma, Biotechnology, Machine Learning",https://www.nabla.bio,Women Founded,"Cambridge, Massachusetts, United States, North America",$1M to $10M,37381000,USD,37381000,Early Stage Venture,5,Fifty Years,"Fifty Years, Y Combinator",2,,"240,548"
Seed Round - Webforce Labs,https://www.crunchbase.com/funding_round/webforce-labs-seed--9c3d765b,Webforce Labs,https://www.crunchbase.com/organization/webforce-labs,Seed,100000,USD,100000,2021-10-01,Seed,,,,Yes,A data structuring and software outsourcing company,"Artificial Intelligence (AI), Data Visualization, Information Services, Information Technology, Software",,,"Bangalore, Karnataka, India, Asia",,158092,USD,158092,Seed,2,Sociochat Financial Association,Sociochat Financial Association,1,,"553,915"
Convertible Note - Mellyn,https://www.crunchbase.com/funding_round/copepod-convertible-note--09459d73,Mellyn,https://www.crunchbase.com/organization/copepod,Convertible Note,78000,EUR,90385,2021-11-08,,,,,No,"Mellyn fortifies apps by calculating risk scores for every login, challenging suspicious ones while seamlessly approving authorized users.","Artificial Intelligence (AI), Cyber Security, SaaS, Software",https://mellyn.xyz,,"Tallinn, Harjumaa, Estonia, Europe",,190385,USD,190385,Seed,3,,Startup Wise Guys,1,,"259,550"
Angel Round - Plain Complex,https://www.crunchbase.com/funding_round/plain-complex-angel--0318a0e3,Plain Complex,https://www.crunchbase.com/organization/plain-complex,Angel,150000,EUR,177348,2021-09-09,Seed,,,,Yes,VUOROX is an AI-powered roster scheduling app for healthcare.,"Artificial Intelligence (AI), Health Care",https://plaincomplex.fi/en/home/,,"Helsinki, Southern Finland, Finland, Europe",,300000,EUR,354295,Seed,2,,,,,"554,581"
Pre Seed Round - Migrations.ml,https://www.crunchbase.com/funding_round/migrations-ml-inc-pre-seed--c9dca47f,Migrations.ml,https://www.crunchbase.com/organization/migrations-ml-inc,Pre-Seed,120000,USD,120000,2021-01-28,Seed,,,,Yes,Migrations.ml uses machine learning to forecast credit risk.,"Analytics, Artificial Intelligence (AI), Big Data, Credit, FinTech, Information Technology, Machine Learning, Risk Management, Software",https://migrations.ml,,"Toronto, Ontario, Canada, North America",,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"555,143"
Pre Seed Round - Flaist,https://www.crunchbase.com/funding_round/flaist-pre-seed--bdeff596,Flaist,https://www.crunchbase.com/organization/flaist,Pre-Seed,120000,USD,120000,2021-01-10,Seed,,,,Yes,Flaist is the easiest and fastest way for banks to power digital initiatives. #WeFintechifyBanks,"Artificial Intelligence (AI), Banking, Financial Services, FinTech, Information Technology",https://www.flaist.com,,"San Francisco, California, United States, North America",Less than $1M,120000,USD,120000,Seed,2,Techstars,Techstars,1,1,"555,648"
Seed Round - Bamboo Energy,https://www.crunchbase.com/funding_round/bamboo-energy-seed--09515549,Bamboo Energy,https://www.crunchbase.com/organization/bamboo-energy,Seed,176346,EUR,215583,2021-05-20,Seed,,,,Yes,Bamboo Energy develops a platform for retailers and aggregators to easily manage and trade distributed flexibility resources.,"Artificial Intelligence (AI), Energy, PaaS, Renewable Energy, Software",https://bambooenergy.tech,,"San Adrián De Besós, Catalonia, Spain, Europe",Less than $1M,551346,EUR,649627,Seed,3,,EIT InnoEnergy,1,,"547,135"
Seed Round - Dynaccurate,https://www.crunchbase.com/funding_round/dynaccurate-seed--3cb50844,Dynaccurate,https://www.crunchbase.com/organization/dynaccurate,Seed,200000,USD,200000,2021-05-15,Seed,,,,Yes,Dynaccurate SARL is a start-up company launched in May 2021. Its core product is an AI that provides semantic interoperability,"Artificial Intelligence (AI), Health Care, Information Technology, Knowledge Management, Semantic Web, Software",https://www.dynaccurate.com/,,"Esch-sur-alzette, Luxembourg, Luxembourg, Europe",Less than $1M,370000,USD,370000,Seed,2,,,,,"524,317"
Seed Round - AIBUILD,https://www.crunchbase.com/funding_round/aibuild-seed--ab6cd86e,AIBUILD,https://www.crunchbase.com/organization/aibuild,Seed,25000,AUD,18004,2021-11-24,Seed,,,,Yes,AIBUILD is a big data and innovative solutions provider founded in 2017 as an emerging Australian startup.,"Apps, Artificial Intelligence (AI), Information Technology, Internet of Things, iOS, Software, Web Development",https://aibuild.com/,,"Melbourne, Victoria, Australia, Oceania",Less than $1M,969611,AUD,682967,Seed,4,University of Melbourne,University of Melbourne,1,,"264,053"
Pre Seed Round - TRACKiTT,https://www.crunchbase.com/funding_round/eduro-ai-pre-seed--ad65c3a7,TRACKiTT,https://www.crunchbase.com/organization/eduro-ai,Pre-Seed,60000,USD,60000,2021-01-22,Seed,,,,Yes,TRACKiTT is the App Store for manufacturing. Factories are leveraging the TRACKiTT's app speed up their factory digitization,"B2B, Industrial Automation, Internet, Internet of Things, Predictive Analytics, Software",https://www.trackitt.io,,"Toronto, Ontario, Canada, North America",,199021,USD,199021,Seed,3,Techstars,Techstars,1,,"525,991"
Seed Round - Airmoniq Pro Kft.,https://www.crunchbase.com/funding_round/airmoniq-pro-kft-seed--ab590c2b,Airmoniq Pro Kft.,https://www.crunchbase.com/organization/airmoniq-pro-kft,Seed,65000000,HUF,220202,2021-05-11,Seed,,,,Yes,Airmoniq develops performance analysis and decision support systems for sailors.,"Analytics, Artificial Intelligence (AI), Cloud Management",https://airmoniq.com,,"Pécs, Pecs, Hungary, Europe",,65000000,HUF,220202,Seed,1,,Hiventures,1,,"527,115"
