Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Investor Names,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Free Machines,https://www.crunchbase.com/funding_round/free-machines-seed--64cc2678,Free Machines,https://www.crunchbase.com/organization/free-machines,Seed,147000,EUR,176558,2018-01-01,Seed,,,,Yes,Free Machines is developing a SaaS solution based on Deep Reinforcement Learning.,"Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS",,"München, Bayern, Germany, Europe",http://free-machines.com/,Less than $1M,147000,EUR,176558,Seed,1,,,,,"595,863"
Pre Seed Round - iKVA,https://www.crunchbase.com/funding_round/kvasir-analytics-pre-seed--ca8637b9,iKVA,https://www.crunchbase.com/organization/kvasir-analytics,Pre-Seed,175000,GBP,236426,2018-01-01,Seed,,,,Yes,iKVA is an AI knowledge management software company.,"Artificial Intelligence (AI), Information Technology, Software",,"Worcester, Worcestershire, United Kingdom, Europe",https://ikva.ai/,$1M to $10M,4490333,GBP,6097758,Seed,5,,,,,"559,260"
Pre Seed Round - Auk Industries,https://www.crunchbase.com/funding_round/auk-industries-pre-seed--7fd10d44,Auk Industries,https://www.crunchbase.com/organization/auk-industries,Pre-Seed,200000,USD,200000,2018-03-09,Seed,,,,Yes,Auk's Industrial IoT system is a scalable end-to-end technology built to provide deep industrial data with ultra-lightweight infrastructure.,"Industrial, Internet of Things, Machine Learning, Wireless",,"San Mateo, California, United States, North America",https://www.auk.industries/,$1M to $10M,5150000,USD,5150000,Early Stage Venture,3,,,,,"640,313"
Angel Round - Elitenect Technologies,https://www.crunchbase.com/funding_round/elitenect-technologies-angel--1bc38456,Elitenect Technologies,https://www.crunchbase.com/organization/elitenect-technologies,Angel,3000000,CNY,459376,2018-01-09,Seed,,,,Yes,"Elitenect Technologies specializes in robot navigation and positioning, indoor positioning technology research and product development.","Artificial Intelligence (AI), Mobile, Robotics",,"Haidian, Beijing, China, Asia",http://www.iotcnn.com,,3000000,CNY,459376,Seed,1,,1,Tsinghua Tongfang,,"385,621"
Seed Round - FintechOS,https://www.crunchbase.com/funding_round/fintechos-seed--3aeb6baf,FintechOS,https://www.crunchbase.com/organization/fintechos,Seed,600000,EUR,682380,2018-11-20,Seed,,,,Yes,"FintechOS is a fintech company that provides retail banking overview, personal lending, mortgage automation, and general insurance.","Artificial Intelligence (AI), Enterprise Software, Financial Services, FinTech, Information Technology, InsurTech, Software, Venture Capital",,"London, England, United Kingdom, Europe",https://www.fintechos.com,$50M to $100M,151077716,USD,151077716,Early Stage Venture,7,Gapminder VC,1,Gapminder VC,1,"640,849"
Pre Seed Round - Roborus,https://www.crunchbase.com/funding_round/roborus-pre-seed--87a66bff,Roborus,https://www.crunchbase.com/organization/roborus,Pre-Seed,600000,USD,600000,2018-11-03,Seed,,,,Yes,"Real time insight from your customers & staff with Analytic, Authentication & Prediction w/ Deep Learning enabled Face Recognition","Artificial Intelligence (AI), Information Technology, Machine Learning, Robotics, SaaS",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://www.roborus.ai,Less than $1M,850000,USD,850000,Seed,7,,1,Techstars,,"641,302"
Pre Seed Round - Time Study,https://www.crunchbase.com/funding_round/time-study-pre-seed--11ee5d94,Time Study,https://www.crunchbase.com/organization/time-study,Pre-Seed,450000,USD,450000,2018-07-01,Seed,,,,Yes,Our platform makes complex time tracking easy. We proudly serve the largest hospital systems.,"Artificial Intelligence (AI), Data Integration, Enterprise Applications, Enterprise Software, Health Care, Hospital, Internet of Things, Productivity Tools, Software","Black Founded, Black Led, Women Founded, Women Led","Richmond, Virginia, United States, North America",http://timestudy.com,$1M to $10M,9750000,USD,9750000,Early Stage Venture,7,,3,"HearstLab, Newark Venture Partners, Pipeline Angels",,"498,899"
Pre Seed Round - Soffos,https://www.crunchbase.com/funding_round/soffos-pre-seed--82720354,Soffos,https://www.crunchbase.com/organization/soffos,Pre-Seed,300000,EUR,360323,2018-01-01,Seed,,,,Yes,"Soffos offers a low code, high-performance Platform to enable developers take advantage of NLP APIs in their applications.","Artificial Intelligence (AI), Natural Language Processing, PaaS, Software",,"Austin, Texas, United States, North America",https://soffos.ai/,$1M to $10M,1110323,USD,1110323,Seed,2,,,,,"416,719"
Seed Round - Tuple Technologies,https://www.crunchbase.com/funding_round/tuple-technologies-seed--aa0be5eb,Tuple Technologies,https://www.crunchbase.com/organization/tuple-technologies,Seed,1000000,USD,1000000,2018-03-07,Seed,,,,Yes,"Tuple Technologies is a Customer Behavior Modeling & Engagement Automation combining data science, AI, and machine learning.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Predictive Analytics",,"Singapore, Central Region, Singapore, Asia",https://www.tuple.tech,Less than $1M,1022218,USD,1022218,Seed,2,Johnson Chng,1,Johnson Chng,,"247,539"
Seed Round - Restor3d,https://www.crunchbase.com/funding_round/restor3d-seed--07534fa1,Restor3d,https://www.crunchbase.com/organization/restor3d,Seed,385000,USD,385000,2018-05-11,Seed,,,,Yes,Restor3d creates 3D-printed orthopedic implants using Artificial Intelligence and biomaterials to enhance personalized musculoskeletal care.,"3D Printing, Artificial Intelligence (AI), Biotechnology, Manufacturing, Medical Device",,"Durham, North Carolina, United States, North America",http://www.restor3d.com,$50M to $100M,149715622,USD,149715622,Early Stage Venture,9,,1,Duke Angel Network,,"386,886"
Pre Seed Round - Pendella,https://www.crunchbase.com/funding_round/pendella-pre-seed--2168088c,Pendella,https://www.crunchbase.com/organization/pendella,Pre-Seed,500000,USD,500000,2018-04-29,Seed,,,,Yes,Pendella is an insurtech startup that offers individual life and disability insurance services for employees.,"Artificial Intelligence (AI), Insurance, InsurTech, Life Insurance, SaaS, Software",,"Fort Myers, Florida, United States, North America",https://www.pendella.com,$1M to $10M,10927737,USD,10927737,,7,,1,Robert Gaydos,,"642,306"
"Angel Round - Xingwei Keji (Beijing) Co., Ltd.",https://www.crunchbase.com/funding_round/xingwei-keji-beijing-co-ltd-angel--7d755973,"Xingwei Keji (Beijing) Co., Ltd.",https://www.crunchbase.com/organization/xingwei-keji-beijing-co-ltd,Angel,3000000,CNY,439187,2018-09-05,Seed,,,,Yes,Xingwei Keji is an artificial intelligence company that develops visual recognition technology.,"Artificial Intelligence (AI), Facial Recognition, Security",,"Haidian, Beijing, China, Asia",http://www.xingwei.com/,,3000000,CNY,439187,Seed,1,TusStar,1,TusStar,,"642,546"
Seed Round - Compass News,https://www.crunchbase.com/funding_round/compass-news-seed--904bac87,Compass News,https://www.crunchbase.com/organization/compass-news,Seed,1000000,USD,1000000,2018-04-12,Seed,,,,Yes,"Compass News is a subscription-based journalism platform powered by an AI editor that makes you smarter, quicker.","Artificial Intelligence (AI), Journalism, Media and Entertainment, Social Media",,"London, England, United Kingdom, Europe",https://compassnews.co.uk/,$1M to $10M,1600000,USD,1600000,Seed,2,,2,"Matter, Salica",1,"642,742"
Grant - senswork,https://www.crunchbase.com/funding_round/senswork-grant--78a29469,senswork,https://www.crunchbase.com/organization/senswork,Grant,267678,EUR,303789,2018-12-05,,,,,No,senswork develops solutions for automatic optical inspection & quality assurance,"3D Technology, Artificial Intelligence (AI), Computer Vision, Industrial Automation, Software",,"Burghausen, Bayern, Germany, Europe",https://www.senswork.com,Less than $1M,572520,EUR,662176,,3,,1,German Federal Ministry of Education and Research,,"563,206"
Pre Seed Round - Motion2AI,https://www.crunchbase.com/funding_round/motion2ai-inc-pre-seed--f7fc0292,Motion2AI,https://www.crunchbase.com/organization/motion2ai-inc,Pre-Seed,350000,USD,350000,2018-01-01,Seed,,,,Yes,AI-powered Forklift Telematics and Forklift Tracking to prevent accidents and improve utilization.,"Artificial Intelligence (AI), Machine Learning, SaaS, Software, Warehousing",South Asian Founded,"Dallas, Texas, United States, North America",https://motion2ai.com/,$1M to $10M,14650000,USD,14650000,Early Stage Venture,3,FuturePlay,2,"FuturePlay, TONY Investment",,"644,323"
Seed Round - Project Cosimo,https://www.crunchbase.com/funding_round/project-cosimo-seed--33f93868,Project Cosimo,https://www.crunchbase.com/organization/project-cosimo,Seed,3000000,SEK,364626,2018-02-27,Seed,,,,Yes,Project Cosimo develops and deploys AI solutions for enterprise administration.,"Artificial Intelligence (AI), Machine Learning, Office Administration, Software",,"Stockholm, Stockholms Lan, Sweden, Europe",https://cosimo-project.com/cosimo,Less than $1M,3000000,SEK,364626,Seed,1,,3,"Alexandra Lövgren, Emilio Dauvin, Mikael Lövgren",,"644,552"
Seed Round - Cerenion,https://www.crunchbase.com/funding_round/cerenion-seed--18b55117,Cerenion,https://www.crunchbase.com/organization/cerenion,Seed,500000,EUR,618314,2018-02-05,Seed,,,,Yes,"Cerenion is a medical device company providing C-Trend, an AI-based EEG monitoring solution, for intensive care and emergency environments","Artificial Intelligence (AI), Health Care, Hospital, Machine Learning, Medical Device, Neuroscience",,"Oulu, Oulu, Finland, Europe",https://www.cerenion.com,$1M to $10M,5800000,EUR,6402200,Early Stage Venture,3,Icebreaker.vc,2,"Butterfly Ventures, Icebreaker.vc",,"415,634"
Angel Round - Heart Century,https://www.crunchbase.com/funding_round/heart-century-angel--67f07104,Heart Century,https://www.crunchbase.com/organization/heart-century,Angel,3000000,CNY,433351,2018-10-09,Seed,,,,Yes,Heart Century develops a cardiovascular imaging intelligent analysis platform for heart disease patients.,"Artificial Intelligence (AI), Health Care, Medical",,"Haidian, Beijing, China, Asia",http://www.heartcentury.com/,,3000000,CNY,433351,Seed,1,,2,"Beijing Dongsheng Kejo Qiye jiasuqi Youxian Gongsi, Tsinghua Innovation Ventures",,"415,840"
Seed Round - Ailet,https://www.crunchbase.com/funding_round/intelligence-retail-seed--e37b80e0,Ailet,https://www.crunchbase.com/organization/intelligence-retail,Seed,400000,USD,400000,2018-02-01,Seed,,,,Yes,Ailet is the leading provider of AI solutions for CPG & Retail.,"Analytics, Artificial Intelligence (AI), Computer Vision, Image Recognition, Machine Learning, Retail Technology, SaaS",,"Dover, Delaware, United States, North America",https://ailet.com/,,2600000,USD,2600000,Seed,3,,1,Aii Corporation Oy,,"662,109"
Venture Round - Nara Logics,https://www.crunchbase.com/funding_round/nara-logics-series-unknown--3fa4ddc7,Nara Logics,https://www.crunchbase.com/organization/nara-logics,Venture - Series Unknown,402218,USD,402218,2018-06-04,,,,,Yes,Nara Logics is a synaptic intelligence platform that helps enterprises build AI advisors.,"Analytics, Artificial Intelligence (AI), Big Data, Enterprise Software, Machine Learning, Neuroscience, Personalization, SaaS",Women Led,"Boston, Massachusetts, United States, North America",https://naralogics.com,$1M to $10M,22093110,USD,22093110,,4,,,,,"488,823"
Pre Seed Round - HomeKey Systems,https://www.crunchbase.com/funding_round/homekey-systems-pre-seed--d3539942,HomeKey Systems,https://www.crunchbase.com/organization/homekey-systems,Pre-Seed,525000,USD,525000,2018-12-10,Seed,,,,Yes,HomeKey Systems is a home-technology company providing a home maintenance application to make smart homes.,"Home Improvement, Home Renovation, Intelligent Systems, Property Management, Smart Home, Software",,"Phoenix, Arizona, United States, North America",https://gethomekey.com,Less than $1M,3419280,USD,3419280,Seed,5,,1,Bill Smallwood,,"539,069"
Seed Round - Travtus,https://www.crunchbase.com/funding_round/travtus-2-seed--20940594,Travtus,https://www.crunchbase.com/organization/travtus-2,Seed,700000,USD,700000,2018-10-01,Seed,,,,Yes,"Travtus develop Adam, the leading digital employee apartment rental communities.","Artificial Intelligence (AI), Mobile Apps, Real Estate",,"London, England, United Kingdom, Europe",http://www.travtus.com,$1M to $10M,5200000,USD,5200000,Seed,4,,,,,"420,411"
Pre Seed Round - Knockri,https://www.crunchbase.com/funding_round/knockri-pre-seed--bcf9dae4,Knockri,https://www.crunchbase.com/organization/knockri,Pre-Seed,350000,USD,350000,2018-08-28,Seed,,,,Yes,Knockri is an AI video skills assessment tool that uses a similar way to measure employers.,"Artificial Intelligence (AI), Computer Vision, Human Resources, Machine Learning, Natural Language Processing, Predictive Analytics",,"Toronto, Ontario, Canada, North America",https://www.knockri.com,$1M to $10M,4500000,USD,4500000,Seed,5,,,,,"420,539"
Seed Round - CheckMarket,https://www.crunchbase.com/funding_round/promoter-io-seed--e151a2da,CheckMarket,https://www.crunchbase.com/organization/promoter-io,Seed,150000,USD,150000,2018-01-01,Seed,,,,Yes,Actionable Customer Feedback & Predictive Experience Management Software,"Analytics, Business Intelligence, Customer Service, Loyalty Programs, Predictive Analytics, SaaS, Software",Hispanic / Latine Founded,"San Antonio, Texas, United States, North America",http://www.promoter.io,Less than $1M,1637000,USD,1637000,M&A,5,,,,,"420,628"
Seed Round - Simetric,https://www.crunchbase.com/funding_round/connected-analytics-06a0-seed--ece318d9,Simetric,https://www.crunchbase.com/organization/connected-analytics-06a0,Seed,923000,USD,923000,2018-01-09,Seed,,,,Yes,Simetric is a software company providing real-time insights across carriers for the global scale of connected devices.,"Analytics, Information Technology, Internet, Internet of Things, Predictive Analytics, Software",,"Alpharetta, Georgia, United States, North America",https://simetric.com,$1M to $10M,3228000,USD,3228000,Seed,4,Ross Brown,1,Ross Brown,,"421,016"
Pre Seed Round - BrainScan,https://www.crunchbase.com/funding_round/brainscan-4411-pre-seed--62435ce5,BrainScan,https://www.crunchbase.com/organization/brainscan-4411,Pre-Seed,250000,USD,250000,2018-08-08,Seed,,,,Yes,We add value to radiology workflow to prevent under-reporting and prioritizing patients using augmented intelligence,"Artificial Intelligence (AI), Health Diagnostics, Machine Learning",,"Gdansk, Pomorskie, Poland, Europe",https://www.brainscan.ai/,,4406859,USD,4406859,Early Stage Venture,6,,,,,"421,341"
Debt Financing - Markable Creators(Markable AI),https://www.crunchbase.com/funding_round/markable-debt-financing--4bfe8093,Markable Creators(Markable AI),https://www.crunchbase.com/organization/markable,Debt Financing,580000,USD,580000,2018-08-10,,,,,No,Markable Creators is the leading AI visual discovery shopping engine that empowers influencers with their own social shops.,"Artificial Intelligence (AI), Developer APIs, E-Commerce, Image Recognition, Internet, Visual Search","Women Founded, Women Led","New York, New York, United States, North America",https://markable.ai,Less than $1M,21718371,USD,21718371,,7,,,,,"422,745"
Seed Round - Techmetics Robotics,https://www.crunchbase.com/funding_round/techmetics-seed--e3c575e0,Techmetics Robotics,https://www.crunchbase.com/organization/techmetics,Seed,370000,USD,370000,2018-11-03,Seed,,,,Yes,Autonomous Mobile Robot (AMR) Manufacturer focusing Healthcare sector,"Artificial Intelligence (AI), Autonomous Vehicles, Health Care, Human Computer Interaction, Industrial Automation, Manufacturing, Medical, Robotics",South Asian Founded,"Roseville, California, United States, North America",http://techmetics-group.com/,$1M to $10M,4300000,USD,4300000,Early Stage Venture,4,"SCB Group, Siri Ventures",2,"SCB Group, Siri Ventures",,"422,833"
Seed Round - Jollyclick,https://www.crunchbase.com/funding_round/jollyclick-seed--5b9ac02e,Jollyclick,https://www.crunchbase.com/organization/jollyclick,Seed,720000,EUR,883501,2018-03-01,Seed,3000000,EUR,3681253,Yes,"Jollyclick is a social network for entrepreneurs, freelancers and innovative projects.","Advertising Platforms, Artificial Intelligence (AI), Big Data, Blockchain, Human Resources, Innovation Management, Project Management, Social Media, Social Network",,"Paris, Ile-de-France, France, Europe",https://www.jollyclick.com/,Less than $1M,1010000,EUR,1186770,Seed,2,,3,"Bpifrance, Reykur Förvaltning AB, RÉGION OCCITANIE",,"541,748"
