Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Mindoptix,https://www.crunchbase.com/funding_round/mindoptix-seed--27dc1bab,Mindoptix,https://www.crunchbase.com/organization/mindoptix,Seed,100000,USD,100000,2019-06-25,Seed,,,,Yes,Mindoptix is an education technology company that aims to make the learning process easier for teachers and more fun for students.,"Artificial Intelligence (AI), EdTech, Education, Machine Learning",Women Founded,http://www.mindoptix.co,"Los Angeles, California, United States, North America",,100000,USD,100000,Seed,1,,,,,"224,669"
Pre Seed Round - cyex,https://www.crunchbase.com/funding_round/cyex-oü-pre-seed--c7f73060,cyex,https://www.crunchbase.com/organization/cyex-oü,Pre-Seed,40000,USD,40000,2019-06-11,Seed,,,,Yes,cyex develops an AI-based tool that generates personalized cybersecurity exercises with a special focus on cyber threat specifics.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning",,https://cyex.io/,"Tallinn, Harjumaa, Estonia, Europe",,40000,USD,40000,Seed,1,,Startup Wise Guys,1,,"225,456"
Pre Seed Round - Kraftful,https://www.crunchbase.com/funding_round/kraftful-pre-seed--e3666f9b,Kraftful,https://www.crunchbase.com/organization/kraftful,Pre-Seed,150000,USD,150000,2019-08-19,Seed,,,,Yes,Kraftful provides business owners with an AI analysis of customer feedback to learn what they need and how to improve the product.,"Analytics, Apps, Artificial Intelligence (AI), Enterprise Software, Internet, Product Management, Product Research, Software","Women Founded, Women Led",https://www.kraftful.com,"San Francisco, California, United States, North America",$1M to $10M,3150000,USD,3150000,Seed,4,Y Combinator,Y Combinator,1,,"225,619"
Pre Seed Round - Talent4GIG AG,https://www.crunchbase.com/funding_round/talent4gig-pre-seed--232fb60a,Talent4GIG AG,https://www.crunchbase.com/organization/talent4gig,Pre-Seed,40000,USD,40000,2019-03-14,Seed,,,,Yes,Talent4GIG's AI platform that utilizes hiring tools for assessment.,"Artificial Intelligence (AI), Human Resources, Information Technology, Software",,https://www.talent4gig.com/,"Pfaffikon, Zurich, Switzerland, Europe",,213498,USD,213498,Seed,3,,Startup Wise Guys,1,,"225,730"
Seed Round - Akila Labs,https://www.crunchbase.com/funding_round/akila-labs-inc-seed--7577a46c,Akila Labs,https://www.crunchbase.com/organization/akila-labs-inc,Seed,205000,USD,205000,2019-11-07,Seed,10000000,USD,10000000,Yes,"Health as a Service, B2B, HealthTech, AI, Digital Health, Care Manangement","Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Software, Wellness",Women Founded,https://akila.ai,"New York, New York, United States, North America",$1M to $10M,375000,USD,375000,Seed,2,HealthInc,HealthInc,1,,"468,945"
Convertible Note - BRAINCITIES,https://www.crunchbase.com/funding_round/braincities-convertible-note--cb807b06,BRAINCITIES,https://www.crunchbase.com/organization/braincities,Convertible Note,100000,EUR,110182,2019-11-30,,19000000,EUR,20934494,No,Making private and public organisations smarter with human-supportive Artificial Intelligence.,"Analytics, Artificial Intelligence (AI), Data Mining, Knowledge Management, Machine Learning, Natural Language Processing, Predictive Analytics, Robotics, Software",,http://www.braincities.co,"Paris, Ile-de-France, France, Europe",Less than $1M,1660000,EUR,1871390,Private Equity,4,,,,,"627,963"
Equity Crowdfunding - CreationDose,https://www.crunchbase.com/funding_round/creationdose-equity-crowdfunding--0d97fd5e,CreationDose,https://www.crunchbase.com/organization/creationdose,Equity Crowdfunding,116000,EUR,130603,2019-03-11,,1299985,EUR,1463640,Yes,CreationDose offers value to new generations by developing hybrid digital strategies.,"Advertising, Artificial Intelligence (AI), Content Creators, Content Marketing, Digital Media, Marketing Automation, Software",,https://creationdose.com,"Catania, Sicilia, Italy, Europe",,1519000,EUR,1638715,,5,,,,,"630,290"
Pre Seed Round - Stride Ahead,https://www.crunchbase.com/funding_round/stride-ahead-pre-seed--2fd94824,Stride Ahead,https://www.crunchbase.com/organization/stride-ahead,Pre-Seed,1100000,INR,15871,2019-08-01,Seed,,,,Yes,Stride Ahead is a B2B plug and play SaaS leverages behavioral analytics and AI to improve conversions for education sector,"Artificial Intelligence (AI), Business Intelligence, Education, Machine Learning, Psychology, SaaS, Sales Automation, Software, Subscription Service",,https://strideahead.io/,"Delhi, Delhi, India, Asia",Less than $1M,8450000,INR,116839,Seed,2,,Piyush Gupta,1,,"631,192"
Grant - PassiveLogic,https://www.crunchbase.com/funding_round/passivelogic-grant--dbe87a3e,PassiveLogic,https://www.crunchbase.com/organization/passivelogic,Grant,200000,USD,200000,2019-07-01,,,,,No,"The first platform for generalized autonomy: powered by Quantum, PassiveLogic empowers people to solve the largest climate challenges.","Artificial Intelligence (AI), Green Building, GreenTech, Hardware, Real Estate, Smart Building, Software",Women Founded,https://passivelogic.com,"Salt Lake City, Utah, United States, North America",$1M to $10M,80150000,USD,80150000,Early Stage Venture,13,US Department of Energy,US Department of Energy,1,,"431,338"
Pre Seed Round - CerebraAI,https://www.crunchbase.com/funding_round/cerebra-ai-ltd-pre-seed--a5cc7c6d,CerebraAI,https://www.crunchbase.com/organization/cerebra-ai-ltd,Pre-Seed,200000,USD,200000,2019-08-01,Seed,,,,Yes,Cerebra AI helps in enhancing CT machine efficiency and maximize outcomes for neuroradiology and stroke patients.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Medical, Medical Device, Software",,https://www.cerebraai.ai/,"Almaty, Almaty City, Kazakhstan, Asia",$1M to $10M,7040000,USD,7040000,Seed,9,,,,,"431,444"
Pre Seed Round - Safety Logistics Kft.,https://www.crunchbase.com/funding_round/safety-logistics-kft-pre-seed--ccd8a652,Safety Logistics Kft.,https://www.crunchbase.com/organization/safety-logistics-kft,Pre-Seed,50000,EUR,55391,2019-11-19,Seed,,,,Yes,AX SYSTEM is an AI powered device that speed up internal material handling with intelligent traffic coordination,"Artificial Intelligence (AI), Logistics, Software",,https://theaxsystem.com/en/,"Gyor, Gyor, Hungary, Europe",$1M to $10M,1087866,USD,1087866,Seed,4,,Hiventures,1,,"432,657"
Pre Seed Round - Natufia,https://www.crunchbase.com/funding_round/natufia-labs-pre-seed--9f9674f4,Natufia,https://www.crunchbase.com/organization/natufia-labs,Pre-Seed,1000,USD,1000,2019-12-01,Seed,,,,Yes,Natufia is a multi-awarded agri-technology provider that enables you to grow fresh plants and herbs all year-round.,"Food and Beverage, Health Care, Intelligent Systems, Organic Food",,http://www.natufia.com,"Jeddah, Makkah, Saudi Arabia, Asia",$1M to $10M,4821000,USD,4821000,Early Stage Venture,6,,,,,"432,798"
Pre Seed Round - Zoundream,https://www.crunchbase.com/funding_round/zoundream-pre-seed--a5d2bc75,Zoundream,https://www.crunchbase.com/organization/zoundream,Pre-Seed,100000,USD,100000,2019-05-22,Seed,,,,Yes,"In Zoundream, we use AI and sound recognition to translate infant cry sounds into actionable health and development information.","Artificial Intelligence (AI), Baby, Health Care, Health Diagnostics, Machine Learning, Parenting, Software, Wellness",,https://www.zoundream.com/,"Basel, Basel-Stadt, Switzerland, Europe",$1M to $10M,3750000,USD,3750000,Seed,6,,,,,"337,297"
Pre Seed Round - Neurobotx,https://www.crunchbase.com/funding_round/neurobotx-pre-seed--379233a1,Neurobotx,https://www.crunchbase.com/organization/neurobotx,Pre-Seed,80000,GBP,101777,2019-06-09,Seed,,,,Yes,"Neurobotx is a team of some of the world's brightest minds in neuroscience, VR, AI and robotics building the ultimate cognitive metaverse.","Air Transportation, Artificial Intelligence (AI), Autonomous Vehicles, Image Recognition, Information Technology, Internet of Things, Metaverse, Natural Language Processing, Software, Virtual Reality",,https://www.neurobotx.ai,"Dubai, Dubai, United Arab Emirates, Asia",,601777,USD,601777,Seed,3,,,,,"337,666"
Grant - MyPart,https://www.crunchbase.com/funding_round/mypart-grant--03d3176a,MyPart,https://www.crunchbase.com/organization/mypart,Grant,670000,ILS,192588,2019-10-06,,,,,No,"A game changing AI platform 'leapfrogging' song search within the Music, TV/Film and Advertising Industries","Art, Machine Learning, Music",,https://www.mypart.com,"Tel Aviv, Tel Aviv, Israel, Asia",$1M to $10M,2617588,USD,2617588,Seed,5,,MassChallenge,1,1,"340,082"
Angel Round - Neurolabs,https://www.crunchbase.com/funding_round/neurolabs-angel--493aa57a,Neurolabs,https://www.crunchbase.com/organization/neurolabs,Angel,100000,EUR,112315,2019-07-06,Seed,,,,Yes,Synthetic Computer Vision,"Artificial Intelligence (AI), Computer Vision, Retail Technology, Software",,https://www.neurolabs.ai,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",$1M to $10M,4920613,USD,4920613,Seed,5,,"Fast Track Malmo, Hampus Jakobsson",2,,"204,378"
Grant - 3d Signals,https://www.crunchbase.com/funding_round/3dsignals-grant--9c63a961,3d Signals,https://www.crunchbase.com/organization/3dsignals,Grant,71429,EUR,81868,2019-01-01,,,,,No,3d Signals helps manufacturers digitalize their machines to become an industry 4.0 “factory of the future”.,"Artificial Intelligence (AI), Industrial, Industrial Automation, Machine Learning",,https://3dsignals.com/,"Kfar Saba, HaMerkaz, Israel, Asia",,23581868,USD,23581868,Early Stage Venture,4,,EASME - EU Executive Agency for SMEs,1,,"340,363"
Seed Round - Sertifier,https://www.crunchbase.com/funding_round/sertifier-seed--a068b987,Sertifier,https://www.crunchbase.com/organization/sertifier,Seed,50000,USD,50000,2019-04-18,Seed,,,,Yes,Sertifier specializes in the informal learning sector and offers software solutions with AI infrastructure and CV automation products.,"Artificial Intelligence (AI), E-Learning, Software, Web Apps",,https://www.sertifier.com/en,"Istanbul, Istanbul, Turkey, Europe",Less than $1M,650000,USD,650000,Seed,4,,Tarvenn Ventures,1,,"204,688"
Pre Seed Round - Envel,https://www.crunchbase.com/funding_round/envel-pre-seed--ca8133c3,Envel,https://www.crunchbase.com/organization/envel,Pre-Seed,100000,USD,100000,2019-05-15,Seed,,,,Yes,Envel is a next-generation mobile banking platform that allows users to have control over their finances in real-time.,"Artificial Intelligence (AI), Banking, Financial Services, FinTech, Wealth Management",,https://www.envel.ai,"Boston, Massachusetts, United States, North America",$1M to $10M,14850000,USD,14850000,M&A,10,,,,,"341,290"
Pre Seed Round - Cyble,https://www.crunchbase.com/funding_round/cyble-pre-seed--76baddc8,Cyble,https://www.crunchbase.com/organization/cyble,Pre-Seed,90000,USD,90000,2019-08-02,Seed,,,,Yes,"Cyble is a leading AI-powered threat intelligence company offering comprehensive coverage of adversaries, exposure, weaknesses, and targets.","Artificial Intelligence (AI), Cloud Security, Cyber Security, Risk Management, Software",,https://cyble.com,"Alpharetta, Georgia, United States, North America",$50M to $100M,44807000,USD,44807000,Early Stage Venture,11,,,,,"461,699"
