Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Number of Investors,Investor Names,Number of Partner Investors
Series A - DataStories International,https://www.crunchbase.com/funding_round/datastories-international-series-a--fd68f7fa,DataStories International,https://www.crunchbase.com/organization/datastories-international,Series A,2200000,EUR,2565062,2018-07-03,Early Stage Venture,,,,Yes,DataStories delivers data-driven solutions to help clients improve their businesses.,"Analytics, Artificial Intelligence (AI), Consulting, Predictive Analytics",,"Antwerpen, Antwerpen, Belgium, Europe",https://datastories.com,$1M to $10M,3100000,EUR,3599272,Early Stage Venture,3,"544,740",Newion,2,"Luc De Vos, Newion",
Series A - Knowledge Vision,https://www.crunchbase.com/funding_round/knowledge-vision-series-a--b37f253b,Knowledge Vision,https://www.crunchbase.com/organization/knowledge-vision,Series A,2890257,USD,2890257,2018-10-09,Early Stage Venture,,,,Yes,Knowledge Vision is an AI & Robotics company.,"Artificial Intelligence (AI), Machine Learning, Robotics, Software",,"Chengdu, Sichuan, China, Asia",http://www.knowledge-vision.com/,$10M to $50M,4334217,USD,4334217,Early Stage Venture,2,"545,072",,2,"Bioinitiative, Zero2IPO Ventures",
Pre Seed Round - Abtrace,https://www.crunchbase.com/funding_round/abtrace-pre-seed--2943c7e7,Abtrace,https://www.crunchbase.com/organization/abtrace,Pre-Seed,2000000,EUR,2280499,2018-11-01,Seed,,,,Yes,Abtrace is a provider of AI-based solutions that scale medical expertise.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Natural Language Processing",,"London, England, United Kingdom, Europe",https://www.abtrace.co,$1M to $10M,6413899,USD,6413899,Seed,7,"186,840",,1,EIT Health,
Seed Round - Edwin,https://www.crunchbase.com/funding_round/edwin-ai-seed--ab27a933,Edwin,https://www.crunchbase.com/organization/edwin-ai,Seed,1500000,USD,1500000,2018-03-15,Seed,,,,Yes,Edwin merged with Buddy.ai to provide affordable EFL tutoring at scale by using a virtual voice-enabled character.,"Artificial Intelligence (AI), EdTech, Education, Language Learning, Machine Learning",,"San Francisco, California, United States, North America",https://edwin.ai,$1M to $10M,1500000,USD,1500000,M&A,2,"186,967",General Catalyst,6,"General Catalyst, GWC Innovator Fund, Maxfield Capital, One Way Ventures, VentureSouq, Y Combinator",3
Series A - Cognism,https://www.crunchbase.com/funding_round/cognism-series-a--026565d9,Cognism,https://www.crunchbase.com/organization/cognism,Series A,2800000,GBP,3535237,2018-12-19,Early Stage Venture,,,,Yes,Cognism is a B2B sales acceleration software company that provides a marketing and sales acceleration solution.,"Analytics, Artificial Intelligence (AI), Lead Generation, Lead Management, Machine Learning, Marketing Automation, SaaS, Sales Automation, Software",,"London, England, United Kingdom, Europe",https://cognism.com,$10M to $50M,126655294,USD,126655294,Late Stage Venture,8,"190,983",Oliver Wyman,4,"London Co-Investment Fund, Newable Private Investing, Oliver Wyman, South Central Ventures",
Corporate Round - Mobilus,https://www.crunchbase.com/funding_round/mobilus-corporation-corporate-round--a4a3d4aa,Mobilus,https://www.crunchbase.com/organization/mobilus-corporation,Corporate Round,420000000,JPY,3861033,2018-05-31,,,,,Yes,Mobilus provides communication platforms and develops communication solutions that utilize mobile and artificial intelligence.,"Artificial Intelligence (AI), Content, CRM, Embedded Software, Enterprise Software, SNS, Software, Task Management",,"Tokyo, Tokyo, Japan, Asia",http://mobilus.co.jp/,$10M to $50M,1265185700,JPY,11546235,,5,"203,098",,6,"Anicom Capital, Fujitsu, LINE Ventures, Mitsubishi UFJ Capital, Nippon Cultural Broadcasting, SMBC Venture Capital",
Seed Round - Gallop.ai,https://www.crunchbase.com/funding_round/trafla-seed--d444bf23,Gallop.ai,https://www.crunchbase.com/organization/trafla,Seed,1250000,USD,1250000,2018-05-01,Seed,5000000,USD,5000000,Yes,Gallop makes booking your business travel a breeze.,"Artificial Intelligence (AI), Business Travel, Travel",,"Mclean, Virginia, United States, North America",https://gallop.ai,$1M to $10M,1900000,USD,1900000,Seed,2,"193,193",,1,Blu Venture Investors,
Angel Round - Go2,https://www.crunchbase.com/funding_round/go2-angel--4ce10738,Go2,https://www.crunchbase.com/organization/go2,Angel,2400000,USD,2400000,2018-01-01,Seed,,,,Yes,"Go2 is an AI-powered workforce management and subscription staffing platform, designed to empower frontline workers.","Artificial Intelligence (AI), Business Intelligence, Personal Development, Predictive Analytics, SaaS, Virtual Workforce",,"Philadelphia, Pennsylvania, United States, North America",https://www.go2.io/,$10M to $50M,2800000,USD,2800000,Seed,2,"193,337",,,,
Series A - GetAlert,https://www.crunchbase.com/funding_round/getalert-series-a--4dbd8a10,GetAlert,https://www.crunchbase.com/organization/getalert,Series A,3200000,USD,3200000,2018-03-28,Early Stage Venture,,,,Yes,GetAlert Security Camera powered by AI,"3D Technology, Analytics, Artificial Intelligence (AI), Biometrics, Computer Vision, Elder Care, Security, Sensor",,"Herzliya, Tel Aviv, Israel, Asia",https://www.getalert.com/,$1M to $10M,15000000,USD,15000000,Early Stage Venture,5,"364,612",,,,
Post-IPO Equity - Irisity AB (publ),https://www.crunchbase.com/funding_round/mindmancer-post-ipo-equity--2f57ba66,Irisity AB (publ),https://www.crunchbase.com/organization/mindmancer,Post-IPO Equity,3000000,USD,3000000,2018-11-01,,40000000,USD,40000000,Yes,Irisity AB (publ) world-leading video analytics company,"Analytics, Artificial Intelligence (AI), Machine Learning, Physical Security, Security, Software",,"Gothenburg, Vastra Gotaland, Sweden, Europe",http://www.irisity.com/,$10M to $50M,34126713,USD,34126713,IPO,8,"194,423",,2,"JCE Group, Stena Ventures",
Convertible Note - Lucata Corporation,https://www.crunchbase.com/funding_round/lucata-corp-convertible-note--8d4ed9ce,Lucata Corporation,https://www.crunchbase.com/organization/lucata-corp,Convertible Note,2000000,USD,2000000,2018-09-21,,,,,No,"A new computing paradigm that addresses memory limited problems, provides performance ""at scale"" for large scale AI, ML, Graph Analytics","Analytics, Artificial Intelligence (AI), Big Data, Computer, Database, Hardware, Machine Learning, Software",,"New York, New York, United States, North America",http://www.Lucata.com/,Less than $1M,34035965,USD,34035965,Early Stage Venture,10,"195,415",,2,"IrishAngels, StoneMill Ventures",2
Series A - Linear Squared,https://www.crunchbase.com/funding_round/linear-squared-series-a--28bf4dae,Linear Squared,https://www.crunchbase.com/organization/linear-squared,Series A,1611000,USD,1611000,2018-12-29,Early Stage Venture,,,,Yes,Linear Squared is specialized in data science and advanced analytics solutions.,"Analytics, Artificial Intelligence (AI), Data Storage",,"Colombo, Western, Sri Lanka, Asia",http://linearsquared.com/,,1611000,USD,1611000,Early Stage Venture,3,"581,368",,1,BOV Capital,
Series A - Fligoo,https://www.crunchbase.com/funding_round/fligoo-series-a--ca9085e4,Fligoo,https://www.crunchbase.com/organization/fligoo,Series A,1950000,USD,1950000,2018-10-31,Early Stage Venture,,,,Yes,"Fligoo provides big data, predictive algorithms, and AI services.","Artificial Intelligence (AI), Big Data, Machine Learning, Software, Wealth Management","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",https://fligoo.com,$10M to $50M,10170000,USD,10170000,Early Stage Venture,9,"235,245",,,,
Grant - TWOSENSE.AI,https://www.crunchbase.com/funding_round/twosense-inc-grant--28a939a2,TWOSENSE.AI,https://www.crunchbase.com/organization/twosense-inc,Grant,2420000,USD,2420000,2018-10-01,,,,,No,TWOSENSE.AI is a software development company.,"Artificial Intelligence (AI), Biometrics, Business Development, Identity Management, Security, Service Industry, Software",,"New York, New York, United States, North America",https://www.twosense.ai,$1M to $10M,6653000,USD,6653000,Seed,3,"206,674",U.S. Department of Defense,1,U.S. Department of Defense,
Seed Round - Unleash live,https://www.crunchbase.com/funding_round/unleash-live-seed--623f4c3f,Unleash live,https://www.crunchbase.com/organization/unleash-live,Seed,4750000,AUD,3494261,2018-12-03,Seed,,,,Yes,"Unleash live is a cloud-based platform ingesting live video and images, applying real time A.I. analytics for instant decision making","Analytics, Artificial Intelligence (AI), Cloud Data Services, Computer Vision, Energy, Image Recognition, Machine Learning, Mapping Services, Oil and Gas, Transportation",,"Sydney, New South Wales, Australia, Oceania",https://unleashlive.com,$1M to $10M,12750000,AUD,9443327,Early Stage Venture,2,"153,777","Peter O'Connell, Rolf Hansen",2,"Peter O'Connell, Rolf Hansen",
Series A - LOCALLY,https://www.crunchbase.com/funding_round/digital2go-media-networks-series-a--9a61a7ea,LOCALLY,https://www.crunchbase.com/organization/digital2go-media-networks,Series A,2500000,USD,2500000,2018-04-17,Early Stage Venture,,,,Yes,"Blockchain, Big Data, Location Intelligence, Location Data, and consumer engagement","Artificial Intelligence (AI), Big Data, Blockchain, Internet of Things, Location Based Services, Machine Learning, Mobile, Mobile Advertising",,"Irvine, California, United States, North America",http://www.locally.io,Less than $1M,4375000,USD,4375000,Early Stage Venture,4,"207,779",xSquared Ventures,1,xSquared Ventures,
Pre Seed Round - CORE FOR TECH,https://www.crunchbase.com/funding_round/fipsico-pre-seed--79511933,CORE FOR TECH,https://www.crunchbase.com/organization/fipsico,Pre-Seed,1400000,EUR,1681508,2018-01-01,Seed,,,,Yes,CORE for Tech is the first ever Drowsy driving prevention solution thanks to Bio-feedback expertise.,"Diving, Logistics, Predictive Analytics, Public Safety, Software",,"Loos, Nord-Pas-de-Calais, France, Europe",https://www.corefortech.com,$1M to $10M,5500000,EUR,6391755,Seed,3,"254,699",,2,"Bpifrance, Damien Fretay",
Seed Round - Loom.ai,https://www.crunchbase.com/funding_round/loomai-seed--9398534a,Loom.ai,https://www.crunchbase.com/organization/loomai,Seed,3000000,USD,3000000,2018-05-03,Seed,,,,Yes,"Loom.ai's technology combines deep learning, computer vision and VFX to transform a single selfie into a fully expressive 3D avatar.","3D Technology, Artificial Intelligence (AI), Augmented Reality, Computer Vision, Machine Learning, Virtual Reality",,"San Francisco, California, United States, North America",https://www.loomai.com/,$1M to $10M,5850000,USD,5850000,M&A,4,"208,366",Samsung Ventures,1,Samsung Ventures,
Seed Round - Scooterson,https://www.crunchbase.com/funding_round/scooterson-seed--0ff4e275,Scooterson,https://www.crunchbase.com/organization/scooterson,Seed,1350000,USD,1350000,2018-01-15,Seed,,,,Yes,Intelligent electric vehicles of the future.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electric Vehicle, Last Mile Transportation, Sharing Economy, Transportation",,"San Francisco, California, United States, North America",https://scooterson.com/,$1M to $10M,1805000,USD,1805000,Seed,3,"224,280",Arsat Group,1,Arsat Group,
Seed Round - Hyperlex,https://www.crunchbase.com/funding_round/hyperlex-seed--3a4d1fe9,Hyperlex,https://www.crunchbase.com/organization/hyperlex,Seed,1000000,EUR,1219176,2018-02-28,Seed,,,,Yes,Hyperlex is intelligent contract management platform that helps you organize and annotate your legal documents.,"Analytics, Artificial Intelligence (AI), Consulting, Enterprise Software, Information Technology, Software",,"Paris, Ile-de-France, France, Europe",https://www.hyperlex.ai,$1M to $10M,5090000,EUR,5847788,M&A,3,"209,821",,3,"AGORANOV, Isai, Marc Menase",1
Seed Round - understand.ai,https://www.crunchbase.com/funding_round/understand-ai-seed--ae359c57,understand.ai,https://www.crunchbase.com/organization/understand-ai,Seed,2800000,USD,2800000,2018-01-16,Seed,,,,Yes,understand.ai is the leader in AI-driven data annotation for autonomous driving. We automate annotations.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning",,"Karlsruhe, Baden-Wurttemberg, Germany, Europe",https://understand.ai,$1M to $10M,2800000,USD,2800000,M&A,1,"225,912",LEA Partners,4,"Agile Capital Partners, Frontline Ventures, LEA Partners, Synapse Partners",3
Seed Round - Pulse Labs - The Best Insights Have a Pulse,https://www.crunchbase.com/funding_round/pulse-labs-b728-seed--e7ec1aeb,Pulse Labs - The Best Insights Have a Pulse,https://www.crunchbase.com/organization/pulse-labs-b728,Seed,2500000,USD,2500000,2018-05-02,Seed,,,,Yes,Pulse Labs provides actionable human factors insights to help companies optimize their tech-based products and user experiences.,"Analytics, Application Performance Management, Artificial Intelligence (AI), Automotive, Product Research, Smart Building, Smart Home, Software, Usability Testing, UX Design",,"Salt Lake City, Utah, United States, North America",http://pulselabs.ai/#/,Less than $1M,2660000,USD,2660000,Seed,3,"226,707",Madrona,5,"Amazon Alexa Fund, Bezos Expeditions, Google Assistant Investments, Madrona, Techstars",6
Seed Round - Promethium,https://www.crunchbase.com/funding_round/promethium-inc-seed--d1633c64,Promethium,https://www.crunchbase.com/organization/promethium-inc,Seed,2500000,USD,2500000,2018-10-22,Seed,,,,Yes,Promethium is the pioneer of the AI-Powered Data Fabric that aims to deliver seamless self-service to generate data products in real time.,"Analytics, Artificial Intelligence (AI), Data Management, Information Technology, Machine Learning, Natural Language Processing, Software",,"Menlo Park, California, United States, North America",https://www.promethium.ai/,$1M to $10M,34500000,USD,34500000,Early Stage Venture,3,"213,775",Zetta Venture Partners,3,"Bogomil Balkansky, Generation Ventures, Zetta Venture Partners",1
Seed Round - MessageControl,https://www.crunchbase.com/funding_round/mailcontrol-seed--9db47e85,MessageControl,https://www.crunchbase.com/organization/mailcontrol,Seed,3200000,USD,3200000,2018-01-20,Seed,,,,Yes,Human Layer Email and Messaging Security,"Artificial Intelligence (AI), Cyber Security, Email, Internet, Messaging, Security",,"Chicago, Illinois, United States, North America",https://messagecontrol.com/,Less than $1M,3950000,USD,3950000,M&A,3,"331,893",,,,
Seed Round - AIR (AI Redefined),https://www.crunchbase.com/funding_round/ai-redefined-seed--8d2776ce,AIR (AI Redefined),https://www.crunchbase.com/organization/ai-redefined,Seed,3500000,USD,3500000,2018-12-20,Seed,,,,Yes,"AI Redefined is a software company dedicated to building a brighter, smarter future by improving the synergy between people and AI.","Artificial Intelligence (AI), Computer, Machine Learning, Software",,"Montreal, Quebec, Canada, North America",https://www.ai-r.com,$1M to $10M,3600000,USD,3600000,,3,"404,874",,4,"Core Ventures, Ellen Levy, Jazz Venture Partners, The Venture Reality Fund/VRF",
Seed Round - Pensa Systems,https://www.crunchbase.com/funding_round/pensa-systems-seed--b9edb266,Pensa Systems,https://www.crunchbase.com/organization/pensa-systems,Seed,2200000,USD,2200000,2018-05-23,Seed,,,,Yes,The Source of Truth for the Retail Shelf,"Artificial Intelligence (AI), Computer, Information Technology, Machine Learning, Retail, Retail Technology, Robotics, Software",Women Founded,"Austin, Texas, United States, North America",http://www.pensasystems.com/,$10M to $50M,28200000,USD,28200000,Early Stage Venture,4,"332,332",ATX Venture Partners,5,"ATX Venture Partners, Mick Mountz, RevTech Ventures, Yechiam Yemini, ZX Ventures",1
Series A - Promaxo,https://www.crunchbase.com/funding_round/promaxo-series-a--c3eff5ab,Promaxo,https://www.crunchbase.com/organization/promaxo,Series A,2200000,USD,2200000,2018-04-11,Early Stage Venture,,,,Yes,Promaxo is commercializing customer-centric MRI systems and robotic guidance tools for live diagnosis and treatment in a physician's office.,"Health Care, Health Diagnostics, Machine Learning, Medical Device, Therapeutics",,"Oakland, California, United States, North America",http://www.promaxo.com,$1M to $10M,102387986,USD,102387986,,10,"332,494",MicroPort Scientific,3,"Almond Tree Capital Fund, MicroPort Scientific, RocSon Medtech Fund",
