Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors
Pre Seed Round - OpenBlender,https://www.crunchbase.com/funding_round/openblender-pre-seed--1b091253,OpenBlender,https://www.crunchbase.com/organization/openblender,Pre-Seed,181500,USD,181500,2020-01-13,Seed,,,,Yes,Self-service tool to create customizable dashboards and forecasts enriched with external data from any source to uncover new insights.,"Analytics, Artificial Intelligence (AI), Big Data, Data Integration, Data Mining, Machine Learning, Natural Language Processing, Predictive Analytics, Software",,"San Diego, California, United States, North America",https://www.openblender.io,$1M to $10M,297500,USD,297500,Seed,4,"122,507",,,,
Pre Seed Round - Robbie AI,https://www.crunchbase.com/funding_round/robbie-ai-pre-seed--6bb8ed66,Robbie AI,https://www.crunchbase.com/organization/robbie-ai,Pre-Seed,120000,USD,120000,2020-07-14,Seed,,,,Yes,"computer vision platform to prevent patient injuries related to falls, early prediction of delirium","Artificial Intelligence (AI), Health Care, Software","Hispanic / Latine Founded, Women Founded","Boston, Massachusetts, United States, North America",https://robbie.ai,$1M to $10M,370000,USD,370000,Seed,3,"122,711",Techstars,Techstars,1,1
Grant - ApertureData,https://www.crunchbase.com/funding_round/aperturedata-grant--61a814df,ApertureData,https://www.crunchbase.com/organization/aperturedata,Grant,225000,USD,225000,2020-06-25,,,,,No,ApertureData manages images and videos with a database purpose-built for data science and machine learning.,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Software","Women Founded, Women Led","Los Gatos, California, United States, North America",https://aperturedata.io,$1M to $10M,3225000,USD,3225000,,3,"514,344",National Science Foundation,National Science Foundation,1,
Grant - Motus Operandi,https://www.crunchbase.com/funding_round/motus-operandi-grant--3aba87aa,Motus Operandi,https://www.crunchbase.com/organization/motus-operandi,Grant,150000,USD,150000,2020-04-14,,,,,No,Motus Operandi is an innovative AI cloud robotics company that provides software solutions to optimize industrial robots.,"Artificial Intelligence (AI), Cloud Computing, Machine Learning, Robotics, Software",,"Hong Kong, Hong Kong Island, Hong Kong, Asia",https://www.motusoperandi.com,Less than $1M,150000,USD,150000,Seed,2,"460,395",,,,
Grant - NatureDots,https://www.crunchbase.com/funding_round/naturedots-grant--66fc4b9a,NatureDots,https://www.crunchbase.com/organization/naturedots,Grant,7000,USD,7000,2020-07-01,,,,,No,Creating resource-intelligent Nature-based systems and solutions integrated with DeepTech for climate-resilient sustainable future.,"Artificial Intelligence (AI), Computer Vision, Embedded Systems, Farming, GreenTech, Image Recognition, Internet of Things, Natural Resources, Software",,"New Delhi, Delhi, India, Asia",https://naturedots.com,$1M to $10M,355000,USD,355000,,9,"461,280",Department of Science and Technology,Department of Science and Technology,1,
Pre Seed Round - Intello Labs,https://www.crunchbase.com/funding_round/intello-labs-pre-seed--dcff1c03,Intello Labs,https://www.crunchbase.com/organization/intello-labs,Pre-Seed,100000,USD,100000,2020-02-24,Seed,,,,Yes,Intello Labs uses image matching and machine learning to measure the quality of crops.,"AgTech, Artificial Intelligence (AI), Big Data, CRM, Image Recognition, Information Technology, Machine Learning",,"Gurgaon, Haryana, India, Asia",http://www.intellolabs.com,$10M to $50M,16513800,USD,16513800,Early Stage Venture,9,"461,392",SVG Ventures,SVG Ventures,1,1
Grant - Optio,https://www.crunchbase.com/funding_round/robotic-materials-inc-grant--8b58da1c,Optio,https://www.crunchbase.com/organization/robotic-materials-inc,Grant,125000,USD,125000,2020-08-30,,,,,No,Optio provides solutions to improve efficiency in manufacturing and e-commerce by leveraging robotic AI.,"Artificial Intelligence (AI), E-Commerce, Industrial Automation, Information Technology, Machine Learning, Manufacturing, Productivity Tools, Robotics, Software",,"Boulder, Colorado, United States, North America",https://optio.cloud,$1M to $10M,2084043,USD,2084043,Seed,9,"462,811",NASA,NASA,1,
Pre Seed Round - Cognitive Space,https://www.crunchbase.com/funding_round/cognitive-space-pre-seed--1269f278,Cognitive Space,https://www.crunchbase.com/organization/cognitive-space,Pre-Seed,120000,USD,120000,2020-06-08,Seed,,,,Yes,Cognitive Space develops a generation machine intelligence platform for satellite constellation management.,"Aerospace, Artificial Intelligence (AI), Satellite Communication",,"Houston, Texas, United States, North America",https://cognitivespace.com,$1M to $10M,9620000,USD,9620000,Seed,6,"463,333",Techstars,Techstars,1,1
Pre Seed Round - Snip,https://www.crunchbase.com/funding_round/snip-dac5-pre-seed--0ee08d9a,Snip,https://www.crunchbase.com/organization/snip-dac5,Pre-Seed,100000,USD,100000,2020-12-04,Seed,,,,Yes,Engine-aggregator powered by Artificial Intelligence to search smartly and quickly for best deals in fashion market,"Artificial Intelligence (AI), E-Commerce, Fashion, Information Technology, Machine Learning",,"New York, New York, United States, North America",https://tosnip.com,,100000,USD,100000,Seed,1,"644,379",,,,
Grant - Sandoras,https://www.crunchbase.com/funding_round/sandoras-grant--3474e46f,Sandoras,https://www.crunchbase.com/organization/sandoras,Grant,15000,USD,15000,2020-01-07,,,,,No,Sandoras is a NLP model assessment platform.,"Artificial Intelligence (AI), Software",,"Bangalore, Karnataka, India, Asia",http://sandoras.in,,15000,USD,15000,,1,"344,435",Y Combinator,Y Combinator,1,
Pre Seed Round - Autoly AutoCare,https://www.crunchbase.com/funding_round/autoly-in-pre-seed--55fd5c15,Autoly AutoCare,https://www.crunchbase.com/organization/autoly-in,Pre-Seed,55000,USD,55000,2020-01-16,Seed,150000,USD,150000,Yes,Autoly AutoCare is a B2C aggregator Platform for Automobile Service Industry using #AI (Artificial Intelligence) & #LBS (Location Services),"Apps, Artificial Intelligence (AI), Automotive, B2C, Big Data, Information Services, Local Business, Location Based Services, Predictive Analytics, Service Industry",,"Ahmedabad, Gujarat, India, Asia",https://www.autoly.in/,,120000,USD,120000,Early Stage Venture,3,"508,444",,,,
Pre Seed Round - AGICortex,https://www.crunchbase.com/funding_round/agicortex-pre-seed--9709e2ab,AGICortex,https://www.crunchbase.com/organization/agicortex,Pre-Seed,40000,EUR,47219,2020-09-16,Seed,,,,Yes,AI for the physical world - AutoML framework for Robots & Drones,"Artificial Intelligence (AI), Machine Learning, Robotics",,"Poznan, Wielkopolskie, Poland, Europe",https://agicortex.com,,373994,USD,373994,Seed,3,"462,337",Overkill Ventures,Overkill Ventures,1,
Pre Seed Round - lintil,https://www.crunchbase.com/funding_round/lintil-pre-seed--533636b8,lintil,https://www.crunchbase.com/organization/lintil,Pre-Seed,100000,EUR,110476,2020-03-26,Seed,,,,Yes,Virtual Home Buying Assistant,"Artificial Intelligence (AI), Lead Generation, Property Management, Real Estate, Software",,"Dublin, Dublin, Ireland, Europe",https://www.lintil.com/,,350000,EUR,393474,Seed,2,"467,068",NDRC,NDRC,1,
Angel Round - Solvio,https://www.crunchbase.com/funding_round/solvio-ai-angel--720236ab,Solvio,https://www.crunchbase.com/organization/solvio-ai,Angel,10000,USD,10000,2020-06-08,Seed,,,,Yes,"Solvio, using Artificial Intelligence, is building the technology to understand and automatically grade descriptive answers of students.","Artificial Intelligence (AI), B2B, Computer Vision, Developer APIs, EdTech, Education, Internet, Machine Learning, Natural Language Processing, SaaS",,"Bangalore, Karnataka, India, Asia",https://trysolvio.ai,$1M to $10M,143500,USD,143500,Seed,4,"215,334",,,,
Pre Seed Round - Zetane Systems,https://www.crunchbase.com/funding_round/zetane-systems-inc-pre-seed--c6d1747e,Zetane Systems,https://www.crunchbase.com/organization/zetane-systems-inc,Pre-Seed,50000,CAD,37907,2020-09-10,Seed,,,,Yes,Zetane Systems is a SaaS company offering an AI development platform for enterprise and industrial applications of machine learning.,"Artificial Intelligence (AI), Big Data, Computer Vision, Data Visualization, Information Technology, Machine Learning, Predictive Analytics, SaaS, Software",,"Montréal, Quebec, Canada, North America",https://www.zetane.com,$1M to $10M,1324748,USD,1324748,Seed,9,"245,225",PME MTL,PME MTL,1,
Seed Round - LoyaltyLab,https://www.crunchbase.com/funding_round/loyaltylab-seed--c7616a8e,LoyaltyLab,https://www.crunchbase.com/organization/loyaltylab,Seed,40350,USD,40350,2020-02-25,Seed,,,,Yes,Reinventing personal communication in traditional retail,"Analytics, Big Data, Information Technology, Predictive Analytics, Retail Technology",,"Moscow, Moscow City, Russian Federation, Europe",https://loyaltylab.co/en,,40350,USD,40350,Seed,2,"246,539",,Moscow Seed Fund,1,
Grant - Cogwear Technologies,https://www.crunchbase.com/funding_round/cogwear-technologies-grant--671c9d03,Cogwear Technologies,https://www.crunchbase.com/organization/cogwear-technologies,Grant,100000,USD,100000,2020-06-18,,,,,No,"Cogwear is advancing human health, safety, and performance through next-generation wearables and real-time neuroscience insights.","Artificial Intelligence (AI), Fitness, Personal Health, Wellness",,"Philadelphia, Pennsylvania, United States, North America",https://www.cogweartechnologies.com/,Less than $1M,356000,USD,356000,,4,"218,601",Ben Franklin Technology Partners of Southeastern Pennsylvania,Ben Franklin Technology Partners of Southeastern Pennsylvania,1,
Funding Round - BlockFraud,https://www.crunchbase.com/funding_round/blockfraud-undisclosed--90baaa0c,BlockFraud,https://www.crunchbase.com/organization/blockfraud,Funding Round,50000,GBP,63903,2020-03-01,,,,,Yes,BlockFraud provides digital anti-fraud solutions to mobile carriers around the world.,"Artificial Intelligence (AI), Computer, Fraud Detection, Information Technology, Machine Learning, Network Security, Security",,"Santa Monica, California, United States, North America",http://blockfraud.com/,$1M to $10M,5063903,USD,5063903,M&A,2,"361,720",,,,
Grant - Foodspace Technology,https://www.crunchbase.com/funding_round/foodspace-grant--41d1da25,Foodspace Technology,https://www.crunchbase.com/organization/foodspace,Grant,10000,USD,10000,2020-05-31,,,,,No,Foodspace is a machine learning and AI technology company.,"Artificial Intelligence (AI), Machine Learning, Software",,"Boston, Massachusetts, United States, North America",https://foodspacetech.com/,,20000,USD,20000,,2,"361,975",IDEA: Northeastern University's Venture Accelerator,IDEA: Northeastern University's Venture Accelerator,1,
Pre Seed Round - Dirac AI,https://www.crunchbase.com/funding_round/dirac-ai-pre-seed--0e70eb44,Dirac AI,https://www.crunchbase.com/organization/dirac-ai,Pre-Seed,100000,USD,100000,2020-03-30,Seed,900000,USD,900000,Yes,Dirac is a conversational intelligence platform that analyses data from customer interactions and produces insights.,"Analytics, Artificial Intelligence (AI)",,"Singapore, Central Region, Singapore, Asia",https://app.diracnlp.com,,100000,USD,100000,Seed,1,"363,110",,Antler,1,
Pre Seed Round - FR8relay,https://www.crunchbase.com/funding_round/truckish-pre-seed--aa8227f2,FR8relay,https://www.crunchbase.com/organization/truckish,Pre-Seed,100000,USD,100000,2020-12-01,Seed,,,,Yes,FR8relay is transforming supply-chain and logistics using relay and AI,"Artificial Intelligence (AI), Logistics, Machine Learning, Military, Software, Supply Chain Management","East Asian Founded, South Asian Founded, South Asian Led, Women Founded","Bentonville, Arkansas, United States, North America",http://fr8relay.com,$1M to $10M,1631000,USD,1631000,Seed,9,"173,297",Arkansas Economic Development Commission,Arkansas Economic Development Commission,1,
Pre Seed Round - Waste Labs,https://www.crunchbase.com/funding_round/waste-labs-pre-seed--bceb80a5,Waste Labs,https://www.crunchbase.com/organization/waste-labs,Pre-Seed,75000,SGD,53060,2020-05-20,Seed,,,,Yes,Waste Labs is an Artificial Intelligence company that helps to optimise waste collection and enable recycling and circular supply chains.,"Artificial Intelligence (AI), Information Technology, Logistics, Machine Learning, Smart Cities, Sustainability, Waste Management",,"Singapore, Central Region, Singapore, Asia",https://www.wastelabs.co,Less than $1M,553060,USD,553060,Seed,2,"143,929",,Entrepreneur First,1,
Pre Seed Round - Inspektlabs,https://www.crunchbase.com/funding_round/inspektlabs-pre-seed--dda6fb87,Inspektlabs,https://www.crunchbase.com/organization/inspektlabs,Pre-Seed,120000,USD,120000,2020-01-27,Seed,,,,Yes,Inspektlabs is an inspection-as-a-service software company that automates inspections of physical items with photos and videos.,"Artificial Intelligence (AI), Asset Management, Insurance, InsurTech, Software",,"Delaware City, Delaware, United States, North America",https://www.inspektlabs.com,$1M to $10M,720000,USD,720000,Seed,2,"379,660",Techstars,Techstars,1,1
Pre Seed Round - Hapto Tech,https://www.crunchbase.com/funding_round/hapto-tech-pre-seed--b5436c20,Hapto Tech,https://www.crunchbase.com/organization/hapto-tech,Pre-Seed,65000,USD,65000,2020-04-18,Seed,300000,USD,300000,Yes,"Hapto Tech is a Boutique Consulting firm with a small team of dedicated Algorithm Experts, Data Scientists and Technology Consultants.","Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,"Gurgaon, Haryana, India, Asia",https://www.haptotech.com/,,65000,USD,65000,Seed,1,"585,449",,,,
Pre Seed Round - Redactable,https://www.crunchbase.com/funding_round/redactable-pre-seed--767295a9,Redactable,https://www.crunchbase.com/organization/redactable,Pre-Seed,40000,USD,40000,2020-03-01,Seed,,,,Yes,Redactable is a web-based application that helps companies permanently redact their confidential documents.,"B2B, Compliance, Information Technology, Internet, Machine Learning, SaaS, Software","Hispanic / Latine Founded, Women Founded, Women Led","New York, New York, United States, North America",https://www.redactable.com,$1M to $10M,6930000,USD,6930000,Seed,7,"586,073",Queen City Fintech,"Blockchain Founders Fund, CFV Ventures, Queen City Fintech",3,
Pre Seed Round - Tactii,https://www.crunchbase.com/funding_round/talentaccurate-pre-seed--141367f5,Tactii,https://www.crunchbase.com/organization/talentaccurate,Pre-Seed,15000,CAD,10550,2020-04-04,Seed,,,,Yes,Rapid MachineLearning Prototyping for small companies,"Analytics, Data Visualization, Machine Learning, Market Research, Predictive Analytics",,"Toronto, Ontario, Canada, North America",http://tactii.com/,,15000,CAD,10550,Seed,1,"586,230",,Bootstrapped Debt Financing,1,
Pre Seed Round - Haglit,https://www.crunchbase.com/funding_round/haglit-pre-seed--f6b81c5d,Haglit,https://www.crunchbase.com/organization/haglit,Pre-Seed,100000,USD,100000,2020-08-24,Seed,2500000,USD,2500000,Yes,Haglit is an artificial intelligence-powered sales assistant for Ecommerce.,"Artificial Intelligence (AI), E-Commerce, Software",,"London, England, United Kingdom, Europe",https://www.haglit.com,Less than $1M,100000,USD,100000,Seed,2,"380,973",Yasin Sebastian Qureshi,Yasin Sebastian Qureshi,1,
Grant - NEER,https://www.crunchbase.com/funding_round/neer-grant--e63d2e2a,NEER,https://www.crunchbase.com/organization/neer,Grant,50000,USD,50000,2020-10-29,,,,,No,Redefining Water Infrastructure Modeling and Asset Management through Machine Learning,"Asset Management, Machine Learning, Predictive Analytics, Smart Cities, Software, Water",,"Kansas City, Missouri, United States, North America",https://www.neer.ai/,Less than $1M,350000,USD,350000,,5,"586,533",,Arch Grants,1,
Grant - VIA,https://www.crunchbase.com/funding_round/via-science-grant--1321c0e3,VIA,https://www.crunchbase.com/organization/via-science,Grant,145000,USD,145000,2020-01-30,,,,,No,VIA helps energy companies realize the value of their data through Artificial Intelligence (AI) and Blockchain.,"Analytics, Artificial Intelligence (AI), Blockchain, Machine Learning, Predictive Analytics",Women Founded,"Somerville, Massachusetts, United States, North America",http://www.solvewithvia.com,$10M to $50M,19220932,USD,19220932,Early Stage Venture,7,"381,628",Massachusetts Clean Energy Center,Massachusetts Clean Energy Center,1,1
