Organization Name,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Number of Founders,Founders,Number of Employees,Number of Lead Investors,Number of Investors,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors
Shipup,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/shipup,,"Advertising, Apps, E-Commerce, Retail, Shopping","Paris, Ile-de-France, France",Shipup creates a unique post-purchase experience for online retailers.,"22,381","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.shipup.co/,https://twitter.com/goshipup?lang=en,https://www.facebook.com/goshipup/,https://www.linkedin.com/company/shipup/,hello@shipup.co,,,,,,,,,,,,"Advertising, Apps, Commerce and Shopping, Sales and Marketing, Software",4,M&A,6/3/2020,6000000,EUR,6741194,Series A,6000000,EUR,6741194,Series A,7290000,EUR,8234654,7290000,EUR,8234654,"Bpifrance, Kima Ventures, NUMA, WILCO, Elaia"
Siko Mobility,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/siko-mobility,,"Electric Vehicle, Financial Services","Paris, Ile-de-France, France","Electric vehicles one-stop shop for merchants : financing, insurance, assistance, warranty and maintenance in a single tap.","2,190,792","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.sikomobility.com,https://twitter.com/siko_mobility,,https://linkedin.com/company/siko-mobility,contact@sikomobility.com,,,,,,,,,,,,"Financial Services, Transportation",,,,,,,,,,,,,,,,,,
Sillages Paris,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/sillages-paris,,"Cosmetics, Handmade, Manufacturing, Sustainability","Paris, Ile-de-France, France",Sillages Paris is a manufacturing company that provides handcrafted and natural fragrances and perfumes.,"2,156,641","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://sillagesparis.com/,,https://www.facebook.com/sillagesparis/,https://www.linkedin.com/company/sillages-paris/,contact@sillagesparis.com,,,,,,,,,,,,"Consumer Goods, Manufacturing, Sustainability",,,,,,,,,,,,,,,,,,
Simundia,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/simundia,,"Education, Human Resources, Training","Paris, Ile-de-France, France",Simundia is a provider of digital coaching platform for a personalized development experience.,"37,664","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.simundia.com/en/,https://twitter.com/simundia,https://www.facebook.com/simundia/,https://www.linkedin.com/company/simundia/,contact@simundia.com,,,,,,,,,,,,"Administrative Services, Education",2,,10/12/2021,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,12259338,USD,12259338,12259338,USD,12259338,"Kima Ventures, FJ Labs, AXA Venture Partners, Educapital, Fabrice Grinda"
SinnRJ,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/sinnrj,,"Consulting, Innovation Management, Project Management","Paris, Ile-de-France, France",SinnRJ is a consulting firm focusing on innovation strategy and financing.,"1,992,241","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.sinnrj.com,https://x.com/sinnrj,,https://www.linkedin.com/company/sinnrj,contact@sinnrj.com,,,,,,,,,,,,"Administrative Services, Other, Professional Services",,,,,,,,,,,,,,,,,,
Siteflow,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/siteflow-solution,,"Construction, SaaS, Software","Paris, Ile-de-France, France","Siteflow is the first cloud-based field service management software for complex operations (Nuclear, Special Works, Oil&Gas,...)","36,436","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.siteflow.com,https://twitter.com/siteFlowHQ,https://www.facebook.com/siteflowHQ/,https://www.linkedin.com/company/siteflowhq,contact@siteflow.com,,,,,,,,,,,,"Real Estate, Software",3,Early Stage Venture,6/24/2022,10000000,EUR,10555995,Series A,10000000,EUR,10555995,Series A,11500000,EUR,12208092,11500000,EUR,12208092,"Bpifrance, AGORANOV, 360 Capital, Siparex Groupe"
SkillMapper,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/skillmapper,,"Artificial Intelligence (AI), EdTech","Paris, Ile-de-France, France",SkillMapper is a search and discovery engine for educational content powered by artificial intelligence and community curators.,"590,229","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://skillmapper.com,https://twitter.com/skillmapper,https://facebook.com/skillmapper,https://www.linkedin.com/company/skillmapper/,contact@skillmapper.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Skilmi,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/skilmi,,"EdTech, Education, Human Resources","Paris, Ile-de-France, France",Skilmi is peer-to-peer learning platform empowering Mentorship as a Service (MaaS) so you can thrive your projects faster.,"604,970","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.skilmi.fr/,https://twitter.com/skilmi_fr,https://www.facebook.com/Skilmi-100668778703377/,https://www.linkedin.com/company/skilmi/,contact@skilmi.fr,,,,,,,,,,,,"Administrative Services, Education, Software",,,,,,,,,,,,,,,,,,
Sky Boy,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/sky-boy,,"Augmented Reality, Digital Media, Information Technology","Paris, Ile-de-France, France","Sky Boy presents Overlapped Reality, an alternative to Augmented Reality: - Easier to implement - Better quality - Less expensive","1,876,171","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.sky-boy.com,https://twitter.com/SkyBoyStartup,https://www.facebook.com/skyboystartup,https://www.linkedin.com/company/sky-boy/,contact@sky-boy.com,,,,,,,,,,,,"Hardware, Information Technology, Media and Entertainment, Software",3,Seed,5/4/2018,,,,Seed,,,,Seed,,,,,,,"WeLikeStartup, Investessor, Fabio Mondini de Focatiis"
SkyVisor,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/skyvisor,,"Drone Management, Energy, Renewable Energy, Wind Energy","Paris, Ile-de-France, France",SkyVisor engages in advancing drone inspection technology for renewable energy sector.,"6,820","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.skyvisor.fr/,https://x.com/skyvisorapp,,https://www.linkedin.com/company/skyvisor/about/,contact@skyvisor.fr,,,,,,,,,,,,"Energy, Hardware, Natural Resources, Software, Sustainability",1,Seed,12/17/2024,1200000,EUR,1259367,Seed,1200000,EUR,1259367,Seed,1200000,EUR,1259367,1200000,EUR,1259367,"Bpifrance, Tomcat, R̩gion Ile-de-France"
Smart-Services,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/smart-services,,"Information Technology, Real Estate, Software","Paris, Ile-de-France, France",Smart-Services offers an office-management platform that brings together all the services and supplies needed for office management.,"95,501","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.smart-services.com,https://twitter.com/Smart_Services_,https://www.facebook.com/ContactSmartServices/,https://www.linkedin.com/company/smart-services_/,,,,,,,,,,,,,"Information Technology, Real Estate, Software",2,Seed,7/17/2019,1000000,EUR,1122767,Seed,1000000,EUR,1122767,Seed,1000000,EUR,1122767,1000000,EUR,1122767,"Elevation Capital Partners, BOOST Programs"
SmartGarant,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/smartgarant,,"Insurance, InsurTech","Paris, Ile-de-France, France",SmartGarant is a housing assistance service company.,"120,713","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.smart-garant.com/,https://twitter.com/Smart_Garant,https://www.facebook.com/SmartGarantFR/,https://www.linkedin.com/company/smartgarant,hello@smart-garant.com,,,,,,,,,,,,Financial Services,1,Seed,5/23/2022,1000000,EUR,1068409,Seed,1000000,EUR,1068409,Seed,1000000,EUR,1068409,1000000,EUR,1068409,"David Balland, Guillaume Sarkozy, Marc Batty, Maisons Julien et Kelly Dassault"
Smarteem,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/smarteem,,Software,"Paris, Ile-de-France, France","Smarteem is a freelance management platform for operational, HR, and financial managers of companies working with freelancers.","1,133,859","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.smarteem.com/,,,https://www.linkedin.com/company/93618699/,alice.fortune@smarteem.com,,,,,,,,,,,,Software,,,,,,,,,,,,,,,,,,
Smartrenting,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/smartrenting,,"Real Estate, Rental","Paris, Ile-de-France, France",Smartrenting is a real estate agency with an online platform for short-term rental and sublet for outbound travelers.,"111,872","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://smart-renting.com,https://twitter.com/smart_renting,https://www.facebook.com/Smartrenting/,https://www.linkedin.com/company/smartrenting,support@smart-renting.com,,,,,,,,,,,,"Commerce and Shopping, Real Estate",4,Early Stage Venture,10/1/2019,,,,Series A,,,,Series A,1000000,EUR,1185150,1000000,EUR,1185150,"Cr̩dit Mutuel Innovation, Paris Business Angels, Expon Capital, Evolem Start, Club Invest Ile de France"
Snackeet,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/snackeet,,"Marketing, Productivity Tools, SaaS, Social Media","Paris, Ile-de-France, France","Design creative and engaging online presentations, forms, quizzes, and surveys","149,274","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://snackeet.com/,https://twitter.com/snackeet,https://www.facebook.com/snackeet.saas/,https://www.linkedin.com/company/snackeet/?viewAsMember=true,,,,,,,,,,,,,"Internet Services, Media and Entertainment, Sales and Marketing, Software",1,Seed,1/1/2021,50000,EUR,60777,Pre-Seed,50000,EUR,60777,Pre-Seed,50000,EUR,60777,50000,EUR,60777,
SnapCall,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/snapcall-13b9,,"Computer, Internet","Paris, Ile-de-France, France",SnapCall is replace phone number in a website or mobile application by SnapCall button.,"83,399","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://snapcall.io,https://twitter.com/Snapcall_io,https://www.facebook.com/snapcall.io,https://www.linkedin.com/company/snapcall-io,hello@snapcall.io,,,,,,,,,,,,"Consumer Electronics, Hardware, Internet Services",1,Seed,9/14/2018,1000000,EUR,1162953,Seed,1000000,EUR,1162953,Seed,1000000,EUR,1162953,1000000,EUR,1162953,"Isai, Teodor Martin"
Socle,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/socle,,"3D Technology, Analytics, Creative Agency, Graphic Design, Virtual Reality","Paris, Ile-de-France, France","Socle is a creative agency that provides digital strategy, data analysis, 3D scans, interactive objects, bespoke coding, and VR services.","1,121,929","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.soclecollections.com,https://twitter.com/soclecollection,,https://www.linkedin.com/company/soclecollections,contact@soclecollections.com,,,,,,,,,,,,"Content and Publishing, Data and Analytics, Design, Hardware, Media and Entertainment, Software",,,,,,,,,,,,,,,,,,
Solen,75008,,,Active,1/1/2016,year,,,,,4,"Clement Henry, Enzo Laurent, Geoffroy De Boissieu, Thomas Tirtiaux",Nov-50,1,3,https://www.crunchbase.com/organization/solen,,Information Technology,"Paris, Ile-de-France, France",Solen is a Information Technology Company.,"101,294","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.solen.co,,,https://www.linkedin.com/company/solen-france/,,,,,,,,,,,,,Information Technology,1,Seed,1/29/2018,1000000,EUR,1238103,Seed,1000000,EUR,1238103,Seed,1000000,EUR,1238103,1000000,EUR,1238103,"Guillaume Lestrade, Fonds Ambition Amor̤age Angels, Benoit Portoleau-Balloy"
Solteo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/solteo,,"Energy, Project Management, Software Engineering, Solar","Paris, Ile-de-France, France",Solteo operates as a platform for photovoltaic installers.,"53,477","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.solteo.fr/,,https://www.facebook.com/solteo.fr/,https://www.linkedin.com/company/solteo/,contact@solteo.fr,,,,,,,,,,,,"Administrative Services, Energy, Natural Resources, Other, Science and Engineering, Software, Sustainability",1,Seed,11/21/2024,1500000,EUR,1570365,Seed,1500000,EUR,1570365,Seed,1500000,EUR,1570365,1500000,EUR,1570365,"Kima Ventures, Axeleo Capital, Campus Fund"
Sommelier du Parfum,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/sommelier-du-parfum,,Artificial Intelligence (AI),"Paris, Ile-de-France, France",AI for perfume recommendation,"984,479","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://sommelierduparfum.com,,,https://www.linkedin.com/company/sommelier-du-parfum,hello@sommelierduparfum.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
SpaceFill,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/spacefill,,"B2B, Logistics, Marketplace, Retail, Transportation, Warehousing","Paris, Ile-de-France, France",SpaceFill is a B2B on-demand warehousing marketplace.,"115,597","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.spacefill.fr,https://twitter.com/SpaceFillFr,https://www.facebook.com/SpaceFill-1813565452276531/,https://www.linkedin.com/company/28145602/,contact@spacefill.fr,,,,,,,,,,,,"Commerce and Shopping, Other, Transportation",4,Early Stage Venture,3/16/2022,20000000,EUR,22043377,Series B,20000000,EUR,22043377,Series B,21000000,EUR,23178821,21000000,EUR,23178821,"NGP Capital, Eurazeo, The Family, Bonsai Partners, Maersk Growth"
SportsDynamics,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/sportsdynamics,,"Data Visualization, Information Technology, Predictive Analytics, Soccer, Software, Sports","Paris, Ile-de-France, France",SportsDynamicsv is a sports performance analysis solutions provider.,"354,618","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://sportsdynamics.eu/,https://twitter.com/dynamics_sports,,https://www.linkedin.com/company/sportsdynamics,arnaud@sportsdynamics.eu,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Software, Sports",1,,8/1/2020,,,,Non-equity Assistance,,,,,,,,,,,AGORANOV
Spotr,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/spotr-4247,,Internet,"Paris, Ile-de-France, France",The city guide reinvented for Gen Z,"154,676","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.spotr.app/,https://twitter.com/spotr_app,,https://www.linkedin.com/company/spotr%C2%AE,hello@spotr.app,,,,,,,,,,,,Internet Services,1,Seed,4/1/2019,265000,USD,265000,Seed,265000,USD,265000,Seed,265000,USD,265000,265000,USD,265000,Fisheye
Sqwad,,,,Active,1/1/2021,year,,,,,,,10-Jan,1,2,https://www.crunchbase.com/organization/sqwad-49fa,,"E-Commerce, E-Commerce Platforms","Paris, Ile-de-France, France",Sqwad is an e-commerce platform of curated community of Shopify brands,"94,326","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.sqwad.co/,https://twitter.com/join_sqwad,,https://www.linkedin.com/company/joinsqwad/,contact@joinsqwad.com.,,,,,,,,,,,,"Commerce and Shopping, Internet Services",1,Seed,6/20/2022,3000000,EUR,3155848,Seed,3000000,EUR,3155848,Seed,3000000,EUR,3155848,3000000,EUR,3155848,"Samaipata, Kintxo Cort̩s"
Stafiz,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/stafiz,,Software,"Paris, Ile-de-France, France",Stafiz est une solution logiciel unique qui permet de piloter les projets et de g̩rer le staffing des ̩quipes.,"712,112","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://stafiz.com,https://twitter.com/stafizandco,https://www.facebook.com/stafiz,https://www.linkedin.com/company/stafiz/,contact@stafiz.com,,,,,,,,,,,,Software,,,,,,,,,,,,,,,,,,
Stakha,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/stakha,,"Human Resources, Information Technology, Recruiting","Paris, Ile-de-France, France",Stakha is a matchmaker platform for permanent remote tech positions in the EU.,"433,814","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.stakha.io,,,https://www.linkedin.com/company/stakha,,,,,,,,,,,,,"Administrative Services, Information Technology, Professional Services",,,,,,,,,,,,,,,,,,
Starbolt,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/starbolt,,"Electric Vehicle, Retail","Paris, Ile-de-France, France",Starbolt provides electric bike subscription services to companies.,"110,243","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.starbolt.co,,,https://www.linkedin.com/company/starbolt,,,,,,,,,,,,,"Commerce and Shopping, Transportation",1,Seed,9/29/2022,2000000,EUR,1965865,Seed,2000000,EUR,1965865,Seed,2000000,EUR,1965865,2000000,EUR,1965865,"Pays de la Loire Participations, Atlantique Vend̩e Innovation"
Starchain Gazer,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/starchain-gazer,,"Blockchain, Cryptocurrency, Video Games, Web3","Paris, Ile-de-France, France",Video Game Studio combining the best of Web2 & Web3.,"101,905","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://starchaingazer.io/,https://twitter.com/starchaingazer,,https://www.linkedin.com/company/starchain-gazer,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Gaming, Internet Services, Other, Payments, Software",2,Seed,11/4/2022,750000,USD,750000,Pre-Seed,750000,USD,750000,Pre-Seed,1167382,USD,1167382,1167382,USD,1167382,"Kima Ventures, Builder Capital, Sebastien Borget, Lyrik Ventures, Thibaud Elziere"
Steerlab,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/steerlab,,"Artificial Intelligence (AI), B2B, Enterprise Software, Real Time","Paris, Ile-de-France, France","Steerlab is an AI-first solution that automates your responses to RFPs, elevates quality, and delivers insights on how to win.","27,123","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://steerlab.ai,,,https://www.linkedin.com/company/steerlab/,support@steerlab.ai,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",1,Seed,9/3/2024,1700000,EUR,1878256,Pre-Seed,1700000,EUR,1878256,Pre-Seed,1700000,EUR,1878256,1700000,EUR,1878256,"STATION F, Dreamcraft Ventures, HEARTFELT, Lumi̬re AI Ventures"
Supercosi,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/supercosi,,"Casual Games, Gaming, Mobile, Video Games","Paris, Ile-de-France, France",Supercosi is a mobile game start-up that develops and launches casual games for all types of players.,"96,061","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.supercosi.com,,https://m.facebook.com/people/Supercosi-Games/100076875781180/,https://www.linkedin.com/company/supercosi,contact@supercosi.com,,,,,,,,,,,,"Gaming, Mobile",1,Seed,10/24/2022,2000000,EUR,1976830,Seed,2000000,EUR,1976830,Seed,2000000,EUR,1976830,2000000,EUR,1976830,"Bpifrance, Kima Ventures, TRUST ESPORT"
Supermood,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/supermood,,"Human Resources, Internet, Software","Paris, Ile-de-France, France",The first engagement and happiness at work platform.,"160,297","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://supermood.com/,https://twitter.com/SupermoodTeam,https://www.facebook.com/SupermoodTeam,https://www.linkedin.com/company/supermood/,hello@supermood.com,,,,,,,,,,,,"Administrative Services, Internet Services, Software",1,Early Stage Venture,2/19/2018,2500000,EUR,3100102,Series A,2500000,EUR,3100102,Series A,2500000,EUR,3100102,2500000,EUR,3100102,"50 Partners, Alven, Francis Nappez"
Supertalk,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/supertalk,,,"Paris, Ile-de-France, France",Social Mentoring Network,"677,782","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://supertalk.me,,,https://www.linkedin.com/company/supertalk-app,,,,,,,,,,,,,,1,Seed,3/1/2024,,,,Seed,,,,Seed,,,,,,,
Surfe,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/leadjet,,"Apps, Internet, SaaS, Sales Automation, Software","Paris, Ile-de-France, France",Surfe is a software application that connects CRM to LinkedIn via the browser extension to achieve leads and productivity.,"21,206","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.surfe.com,https://twitter.com/surfehq,https://www.facebook.com/surfehq,https://www.linkedin.com/company/surfe,hello@surfe.com,,,,,,,,,,,,"Apps, Information Technology, Internet Services, Sales and Marketing, Software",1,Seed,10/25/2022,4000000,EUR,3984862,Seed,4000000,EUR,3984862,Seed,4000000,EUR,3984862,4000000,EUR,3984862,"Tenable, 360 Capital, TS Ventures, Stephan Jacquemot"
Sweevana,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/sweevana,,"Human Resources, Information Technology, Internet","Paris, Ile-de-France, France",SaaS platform that helps companies to give personnalized perks to their employees.,"1,108,853","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.sweevana.com,,,,,,,,,,,,,,,,"Administrative Services, Information Technology, Internet Services",,,,,,,,,,,,,,,,,,
TARGO,75011,,Less than $1M,Active,9/1/2017,day,,,,,2,"Chlo̩ Rochereuil, Victor Agulhon",10-Jan,,,https://www.crunchbase.com/organization/targo,,"Digital Entertainment, Film, Marketing, Media and Entertainment, Software, Virtual Reality","Paris, Ile-de-France, France",TARGO is an Emmy-nominated virtual reality documentary studio. We produce and distribute immersive experiences on mainstream true stories.,"473,793","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.targostories.com,https://twitter.com/targostories,http://www.facebook.com/targostories,https://www.linkedin.com/company/targo/,victor@targostories.com,,,,,,,,,,,,"Hardware, Media and Entertainment, Sales and Marketing, Software, Video",,,,,,,,,,,,,,,,,,
Tandemz,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/tandemz,,"Information Technology, Market Research, Product Research, Software, UX Design","Paris, Ile-de-France, France",Tandemz is an IT company that facilitates recruitment services through an online platform that helps in interviews and assessments.,"536,201","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.tandemz.io/,https://twitter.com/tandemzUX,https://www.facebook.com/TandemzUX,https://www.linkedin.com/company/tandemz/,contact@tandemz.io,,,,,,,,,,,,"Data and Analytics, Design, Information Technology, Software",,,,,,,,,,,,,,,,,,
Tarot Analytics,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/tarot-analytics,,"Analytics, Logistics, Supply Chain Management","Paris, Ile-de-France, France",Tarot Analytics is a route optimization platform that develops route optimization and delivery management tool for enterprises.,"131,245","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://tarotanalytics.com/,https://twitter.com/TarotAnalytics,,https://www.linkedin.com/company/tarot-analytics/,,,,,,,,,,,,,"Data and Analytics, Transportation",1,Seed,9/10/2018,113333,USD,113333,Pre-Seed,113333,USD,113333,Pre-Seed,113333,USD,113333,113333,USD,113333,Techstars
Teale,75013,,,Active,2/25/2021,day,,,,,4,"Geoffroy Verzat, Gilles Rasigade, Julia N̩el Biz, Nicolas Merlaud",Nov-50,,6,https://www.crunchbase.com/organization/teale,,"Health Care, Mental Health","Paris, Ile-de-France, France",Digital mental health platform for employees,"29,339","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://teale.io,https://twitter.com/teale_io,https://www.facebook.com/teale.io,https://www.linkedin.com/company/teale-io/,,,,,,,,,,,,,Health Care,2,Early Stage Venture,8/31/2023,10000000,EUR,10842894,Series A,10000000,EUR,10842894,Series A,12000000,EUR,13244437,12000000,EUR,13244437,"Kima Ventures, Isai, Alter Equity 3P, Evolem Start, Bpifrance Digital Venture"
The Price Hub,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/the-price-hub,,"E-Commerce, Online Portals, Subscription Service, Supply Chain Management","Paris, Ile-de-France, France",The Price Hub is a subscription-based online platform that connects buyers and industrial suppliers.,"681,172","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://thepricehub.com,https://twitter.com/thepricehub,https://facebook.com/thepricehub,https://www.linkedin.com/company/thepricehub,contact@thepricehub.com,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Other, Transportation",,,,,,,,,,,,,,,,,,
The School Project,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/the-school-project,,"Education, Information Services, Training","Paris, Tennessee, United States",The School Project develops simple and intuitive solutions to simplify the day-to-day lives of teachers.,"1,083,974",Southern US,For Profit,https://www.m.education/,https://twitter.com/schoolprojectfr,https://www.facebook.com/schoolprojectfr,https://www.linkedin.com/company/the-school-project/,contact@theschoolproject.fr,,,,,,,,,,,,"Education, Information Technology",,,,,,,,,,,,,,,,,,
Tictactrip,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/tictactrip,,"Public Transportation, Service Industry, Transportation","Paris, Ile-de-France, France","Comparateur intermodal de bus, trains et covoiturage. Propose en plus une offre in̩dite, des combinaisons de ces diff̩rents transports.","79,587","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.tictactrip.eu,,https://www.facebook.com/tictactrip,https://www.linkedin.com/company/10541704/,quentin.saboureau@tictactrip.eu,,,,,,,,,,,,"Other, Transportation",3,Seed,1/24/2023,2000000,EUR,2178006,Seed,2000000,EUR,2178006,Seed,2398358,USD,2398358,2398358,USD,2398358,"Techstars, Bpifrance, Tudigo, Tomcat Invest, Jean Nadir"
Time2plug,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/time2plug,,"Battery, Charging Infrastructure, Electric Vehicle","Paris, Ile-de-France, France","Time2plug offers custom, turnkey EV charging station installation and management, plus an app for easy access and payment.","644,448","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.time2plug.com,,https://www.facebook.com/Time2plug,https://www.linkedin.com/company/time2plug,contact@time2plug.com,,,,,,,,,,,,"Energy, Transportation",,,,,,,,,,,,,,,,,,
Tomorro,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/leeway,,"Contact Management, E-Signature, Legal Tech, Productivity Tools, Software","Paris, Ile-de-France, France",Contract management that drives every team forward.,"13,005","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://gotomorro.com,https://www.twitter.com/gotomorro,https://www.facebook.com/gotomorro,https://www.linkedin.com/company/gotomorro,contact@gotomorro.com,,,,,,,,,,,,"Information Technology, Privacy and Security, Professional Services, Software",2,Early Stage Venture,12/7/2023,11000000,EUR,11868783,Series A,11000000,EUR,11868783,Series A,16068783,USD,16068783,16068783,USD,16068783,"Kima Ventures, Otium Capital, Motier Ventures, henQ, Resonance"
Top Graduate,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/top-graduate,,"Consulting, Freelance, Human Resources, Recruiting","Paris, Ile-de-France, France","Combining recruiting, freelancing and employer brand solutions, Top Graduate simplifies the connection between companies and students.","2,304,493","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.topgraduate.co,,https://www.facebook.com/TopGraduate/,https://www.linkedin.com/company/topgraduate,christopher.jean@topgraduate.fr,,,,,,,,,,,,"Administrative Services, Professional Services",,,,,,,,,,,,,,,,,,
