"nuts2";"name";"field";"rca";"reldens";"complexity"
"UKC2";"Northumberland And Tyne And Wear";"Public Health & Health Services";2,11;71,73;44,42
"UKC2";"Northumberland And Tyne And Wear";"Social Sciences";1,59;63,85;26,24
"UKC2";"Northumberland And Tyne And Wear";"Visual & Performing Arts";1,28;63,67;9,92
"UKC2";"Northumberland And Tyne And Wear";"Earth & Environmental Sciences";0,69;49,43;65,54
"UKC2";"Northumberland And Tyne And Wear";"Economics & Business";1,29;62,03;44,6
"UKC2";"Northumberland And Tyne And Wear";"Clinical Medicine";1,2;59,85;46,27
"UKC2";"Northumberland And Tyne And Wear";"Communication & Textual Studies";1,27;63,76;15,4
"UKD1";"Cumbria";"Enabling & Strategic Technologies";2,45;49,95;50,56
"UKD1";"Cumbria";"Engineering";1,1;51,37;42,31
"UKD1";"Cumbria";"Historical Studies";0,95;41,86;25,31
"UKD1";"Cumbria";"Information & Communication Technologies";0,1;45,56;44,75
"UKD1";"Cumbria";"Mathematics & Statistics";0,1;42,69;51,17
"UKD1";"Cumbria";"Philosophy & Theology";0,68;40,28;13,98
"UKD1";"Cumbria";"Visual & Performing Arts";0,92;50,2;9,92
"UKD1";"Cumbria";"Physics & Astronomy";0,68;36,35;70,4
"UKD1";"Cumbria";"Psychology & Cognitive Sciences";1,5;42,38;47,52
"UKD1";"Cumbria";"Public Health & Health Services";2,85;49,99;44,42
"UKD1";"Cumbria";"Social Sciences";1,7;49,87;26,24
"UKD1";"Cumbria";"Built Environment & Design";1,92;52,57;35,47
"UKD1";"Cumbria";"Chemistry";0,54;42,74;51,19
"UKD1";"Cumbria";"Clinical Medicine";0,87;41,67;46,27
"UKD1";"Cumbria";"Communication & Textual Studies";0,54;42,14;15,4
"UKD1";"Cumbria";"Biology";1,65;52,36;65,01
"UKD1";"Cumbria";"Biomedical Research";0,6;39,87;61,3
"UKD1";"Cumbria";"Earth & Environmental Sciences";1,14;52,83;65,54
"UKD1";"Cumbria";"Economics & Business";0,23;45,48;44,6
"UKD1";"Cumbria";"Agriculture, Fisheries & Forestry";1,13;53,46;46,15
"UKD3";"Greater Manchester";"Agriculture, Fisheries & Forestry";0,41;64,56;46,15
"UKD3";"Greater Manchester";"Biology";1,21;68,06;65,01
"UKD3";"Greater Manchester";"Biomedical Research";1,16;78,95;61,3
"UKD3";"Greater Manchester";"Built Environment & Design";1,34;73,37;35,47
"UKD3";"Greater Manchester";"Chemistry";1,03;65,06;51,19
"UKD3";"Greater Manchester";"Clinical Medicine";1,03;74,32;46,27
"UKD3";"Greater Manchester";"Communication & Textual Studies";1,02;77,87;15,4
"UKD3";"Greater Manchester";"Earth & Environmental Sciences";0,78;63,95;65,54
"UKD3";"Greater Manchester";"Economics & Business";1,1;73,36;44,6
"UKD3";"Greater Manchester";"Enabling & Strategic Technologies";1,07;64,43;50,56
"UKD3";"Greater Manchester";"Engineering";0,76;59,95;42,31
"UKD3";"Greater Manchester";"Historical Studies";1,02;75,49;25,31
"UKD3";"Greater Manchester";"Information & Communication Technologies";0,72;61,21;44,75
"UKD3";"Greater Manchester";"Mathematics & Statistics";0,78;59,91;51,17
"UKD3";"Greater Manchester";"Philosophy & Theology";1,16;78,43;13,98
"UKD3";"Greater Manchester";"Physics & Astronomy";0,89;59,63;70,4
"UKD3";"Greater Manchester";"Psychology & Cognitive Sciences";1,09;79,72;47,52
"UKD3";"Greater Manchester";"Public Health & Health Services";1,82;83,08;44,42
"UKD3";"Greater Manchester";"Social Sciences";1,53;76,81;26,24
"UKD3";"Greater Manchester";"Visual & Performing Arts";1,75;77,47;9,92
"UKD4";"Lancashire";"Information & Communication Technologies";1,28;62,14;44,75
"UKD4";"Lancashire";"Agriculture, Fisheries & Forestry";0,69;53,68;46,15
"UKD4";"Lancashire";"Engineering";0,75;52,55;42,31
"UKD4";"Lancashire";"Historical Studies";0,97;61,77;25,31
"UKD4";"Lancashire";"Mathematics & Statistics";1,04;49,78;51,17
"UKD4";"Lancashire";"Biology";1,11;59,07;65,01
"UKD4";"Lancashire";"Biomedical Research";0,39;56,34;61,3
"UKD4";"Lancashire";"Earth & Environmental Sciences";1,41;63,15;65,54
"UKD4";"Lancashire";"Economics & Business";2,23;66,61;44,6
"UKD4";"Lancashire";"Enabling & Strategic Technologies";0,64;51,63;50,56
"UKD4";"Lancashire";"Philosophy & Theology";1,31;70,04;13,98
"UKD4";"Lancashire";"Physics & Astronomy";1,09;58,69;70,4
"UKD4";"Lancashire";"Built Environment & Design";1,04;65,25;35,47
"UKD4";"Lancashire";"Chemistry";0,46;46,51;51,19
"UKD4";"Lancashire";"Clinical Medicine";0,66;51,1;46,27
"UKD4";"Lancashire";"Communication & Textual Studies";3,14;68,35;15,4
"UKD4";"Lancashire";"Psychology & Cognitive Sciences";2,36;70,32;47,52
"UKD4";"Lancashire";"Public Health & Health Services";2,32;73,22;44,42
"UKD4";"Lancashire";"Social Sciences";2,4;67,6;26,24
"UKD4";"Lancashire";"Visual & Performing Arts";1,51;68,92;9,92
"UKD6";"Cheshire";"Agriculture, Fisheries & Forestry";3,27;46,99;46,15
"UKD6";"Cheshire";"Biology";0,55;43,66;65,01
"UKD6";"Cheshire";"Chemistry";2,4;44,17;51,19
"UKD6";"Cheshire";"Clinical Medicine";1,08;52,45;46,27
"UKD6";"Cheshire";"Built Environment & Design";0,41;41,74;35,47
"UKD6";"Cheshire";"Biomedical Research";1,26;56,25;61,3
"UKD6";"Cheshire";"Communication & Textual Studies";0,64;45,64;15,4
"UKD6";"Cheshire";"Earth & Environmental Sciences";0,58;40,44;65,54
"UKD6";"Cheshire";"Economics & Business";0,55;40,73;44,6
"UKD6";"Cheshire";"Enabling & Strategic Technologies";0,88;35,6;50,56
"UKD6";"Cheshire";"Engineering";0,8;33,84;42,31
"UKD6";"Cheshire";"Historical Studies";1,35;49,09;25,31
"UKD6";"Cheshire";"Information & Communication Technologies";0,23;33,07;44,75
"UKD6";"Cheshire";"Mathematics & Statistics";0,71;37,44;51,17
"UKD6";"Cheshire";"Philosophy & Theology";1,27;51,68;13,98
"UKD6";"Cheshire";"Physics & Astronomy";0,52;38,5;70,4
"UKD6";"Cheshire";"Psychology & Cognitive Sciences";1,1;46,52;47,52
"UKD6";"Cheshire";"Public Health & Health Services";1,68;53,39;44,42
"UKD6";"Cheshire";"Social Sciences";0,99;47,72;26,24
"UKD6";"Cheshire";"Visual & Performing Arts";1,84;50,91;9,92
"UKD7";"Merseyside";"Information & Communication Technologies";0,93;30,54;44,75
"UKD7";"Merseyside";"Agriculture, Fisheries & Forestry";0,53;32,35;46,15
"UKD7";"Merseyside";"Biology";0,66;33,11;65,01
"UKD7";"Merseyside";"Engineering";0,68;28,49;42,31
"UKD7";"Merseyside";"Historical Studies";1,2;42,85;25,31
"UKD7";"Merseyside";"Mathematics & Statistics";0,66;29,6;51,17
"UKD7";"Merseyside";"Philosophy & Theology";0,82;40,83;13,98
"UKD7";"Merseyside";"Biomedical Research";1,38;53,01;61,3
"UKD7";"Merseyside";"Built Environment & Design";1,24;43,69;35,47
"UKD7";"Merseyside";"Economics & Business";0,83;37,46;44,6
"UKD7";"Merseyside";"Enabling & Strategic Technologies";0,63;29,91;50,56
"UKD7";"Merseyside";"Physics & Astronomy";1,24;41,81;70,4
"UKD7";"Merseyside";"Psychology & Cognitive Sciences";1,1;48,79;47,52
"UKD7";"Merseyside";"Chemistry";0,75;30,46;51,19
"UKD7";"Merseyside";"Clinical Medicine";1,1;46,98;46,27
"UKD7";"Merseyside";"Communication & Textual Studies";0,73;39,27;15,4
"UKD7";"Merseyside";"Earth & Environmental Sciences";0,77;34,4;65,54
"UKD7";"Merseyside";"Public Health & Health Services";1,88;51,62;44,42
"UKD7";"Merseyside";"Social Sciences";1,24;42,56;26,24
"UKD7";"Merseyside";"Visual & Performing Arts";1;39,72;9,92
"UKE1";"East Yorkshire And Northern Lincolnshire";"Agriculture, Fisheries & Forestry";0,71;48,6;46,15
"UKE1";"East Yorkshire And Northern Lincolnshire";"Biology";1,17;50,07;65,01
"UKE1";"East Yorkshire And Northern Lincolnshire";"Chemistry";1,51;49,01;51,19
"UKE1";"East Yorkshire And Northern Lincolnshire";"Clinical Medicine";1,05;57,66;46,27
"UKE1";"East Yorkshire And Northern Lincolnshire";"Biomedical Research";0,48;56,29;61,3
"UKE1";"East Yorkshire And Northern Lincolnshire";"Built Environment & Design";0,68;54,12;35,47
"UKE1";"East Yorkshire And Northern Lincolnshire";"Communication & Textual Studies";1,38;66,31;15,4
"UKE1";"East Yorkshire And Northern Lincolnshire";"Earth & Environmental Sciences";0,99;56,31;65,54
"UKE1";"East Yorkshire And Northern Lincolnshire";"Economics & Business";2,04;60,24;44,6
"UKE1";"East Yorkshire And Northern Lincolnshire";"Enabling & Strategic Technologies";0,91;45,24;50,56
"UKE1";"East Yorkshire And Northern Lincolnshire";"Engineering";0,66;44,49;42,31
"UKE1";"East Yorkshire And Northern Lincolnshire";"Historical Studies";1,46;63,99;25,31
"UKE1";"East Yorkshire And Northern Lincolnshire";"Information & Communication Technologies";0,5;47,54;44,75
"UKE1";"East Yorkshire And Northern Lincolnshire";"Mathematics & Statistics";0,29;45,9;51,17
"UKE1";"East Yorkshire And Northern Lincolnshire";"Philosophy & Theology";2,03;66,83;13,98
"UKE1";"East Yorkshire And Northern Lincolnshire";"Physics & Astronomy";0,56;45,84;70,4
"UKE1";"East Yorkshire And Northern Lincolnshire";"Psychology & Cognitive Sciences";1,57;66,63;47,52
"UKE1";"East Yorkshire And Northern Lincolnshire";"Public Health & Health Services";2,56;68,94;44,42
"UKE1";"East Yorkshire And Northern Lincolnshire";"Social Sciences";2,33;63,33;26,24
"UKE1";"East Yorkshire And Northern Lincolnshire";"Visual & Performing Arts";3,23;65,37;9,92
"UKE2";"North Yorkshire";"Biomedical Research";0,94;58,08;61,3
"UKE2";"North Yorkshire";"Information & Communication Technologies";1,36;59,07;44,75
"UKE2";"North Yorkshire";"Agriculture, Fisheries & Forestry";0,77;54,93;46,15
"UKE2";"North Yorkshire";"Biology";1,46;60,32;65,01
"UKE2";"North Yorkshire";"Engineering";0,29;51,04;42,31
"UKE2";"North Yorkshire";"Historical Studies";3,84;67,09;25,31
"UKE2";"North Yorkshire";"Mathematics & Statistics";0,86;52,52;51,17
"UKE2";"North Yorkshire";"Philosophy & Theology";2,06;69,89;13,98
"UKE2";"North Yorkshire";"Physics & Astronomy";0,99;63,12;70,4
"UKE2";"North Yorkshire";"Built Environment & Design";0,55;55,77;35,47
"UKE2";"North Yorkshire";"Economics & Business";1,15;58,25;44,6
"UKE2";"North Yorkshire";"Enabling & Strategic Technologies";0,46;52,38;50,56
"UKE2";"North Yorkshire";"Psychology & Cognitive Sciences";2,34;68,33;47,52
"UKE2";"North Yorkshire";"Chemistry";1,01;56,3;51,19
"UKE2";"North Yorkshire";"Clinical Medicine";0,58;51,24;46,27
"UKE2";"North Yorkshire";"Communication & Textual Studies";2,43;68,3;15,4
"UKE2";"North Yorkshire";"Earth & Environmental Sciences";1,16;63,4;65,54
"UKE2";"North Yorkshire";"Public Health & Health Services";3,33;67,23;44,42
"UKE2";"North Yorkshire";"Social Sciences";1,94;63,76;26,24
"UKE2";"North Yorkshire";"Visual & Performing Arts";3,63;68,37;9,92
"UKE3";"South Yorkshire";"Agriculture, Fisheries & Forestry";0,21;37,28;46,15
"UKE3";"South Yorkshire";"Chemistry";0,65;33,06;51,19
"UKE3";"South Yorkshire";"Biology";0,94;38,12;65,01
"UKE3";"South Yorkshire";"Clinical Medicine";0,93;39,05;46,27
"UKE3";"South Yorkshire";"Biomedical Research";0,79;42,53;61,3
"UKE3";"South Yorkshire";"Built Environment & Design";2,13;52,87;35,47
"UKE3";"South Yorkshire";"Communication & Textual Studies";1,38;57,31;15,4
"UKE3";"South Yorkshire";"Earth & Environmental Sciences";0,6;40,91;65,54
"UKE3";"South Yorkshire";"Economics & Business";1,08;48,65;44,6
"UKE3";"South Yorkshire";"Enabling & Strategic Technologies";0,97;37,88;50,56
"UKE3";"South Yorkshire";"Engineering";1,44;41,87;42,31
"UKE3";"South Yorkshire";"Historical Studies";1,19;54,09;25,31
"UKE3";"South Yorkshire";"Information & Communication Technologies";0,93;41,53;44,75
"UKE3";"South Yorkshire";"Mathematics & Statistics";0,59;35,98;51,17
"UKE3";"South Yorkshire";"Philosophy & Theology";1,3;58,59;13,98
"UKE3";"South Yorkshire";"Physics & Astronomy";0,94;34,8;70,4
"UKE3";"South Yorkshire";"Psychology & Cognitive Sciences";1,08;58,91;47,52
"UKE3";"South Yorkshire";"Public Health & Health Services";2,32;61,35;44,42
"UKE3";"South Yorkshire";"Social Sciences";1,92;54,78;26,24
"UKE3";"South Yorkshire";"Visual & Performing Arts";1,22;58,25;9,92
"UKE4";"West Yorkshire";"Information & Communication Technologies";0,82;41,5;44,75
"UKE4";"West Yorkshire";"Agriculture, Fisheries & Forestry";0,5;39,04;46,15
"UKE4";"West Yorkshire";"Engineering";0,94;36,85;42,31
"UKE4";"West Yorkshire";"Historical Studies";1,31;55,82;25,31
"UKE4";"West Yorkshire";"Economics & Business";2;53,85;44,6
"UKE4";"West Yorkshire";"Enabling & Strategic Technologies";0,83;36,06;50,56
"UKE4";"West Yorkshire";"Biomedical Research";0,79;42,95;61,3
"UKE4";"West Yorkshire";"Mathematics & Statistics";0,62;35,31;51,17
"UKE4";"West Yorkshire";"Biology";0,67;40,63;65,01
"UKE4";"West Yorkshire";"Communication & Textual Studies";2,07;57,5;15,4
"UKE4";"West Yorkshire";"Earth & Environmental Sciences";1,79;49,31;65,54
"UKE4";"West Yorkshire";"Philosophy & Theology";1,69;58,07;13,98
"UKE4";"West Yorkshire";"Physics & Astronomy";0,56;34,16;70,4
"UKE4";"West Yorkshire";"Built Environment & Design";1,82;53,1;35,47
"UKE4";"West Yorkshire";"Chemistry";0,74;31,73;51,19
"UKE4";"West Yorkshire";"Clinical Medicine";1;38,93;46,27
"UKE4";"West Yorkshire";"Visual & Performing Arts";3,21;58,26;9,92
"UKE4";"West Yorkshire";"Psychology & Cognitive Sciences";0,97;52,87;47,52
"UKE4";"West Yorkshire";"Public Health & Health Services";2,18;61,68;44,42
"UKE4";"West Yorkshire";"Social Sciences";1,96;55,55;26,24
"UKF1";"Derbyshire And Nottinghamshire";"Agriculture, Fisheries & Forestry";0,9;47,72;46,15
"UKF1";"Derbyshire And Nottinghamshire";"Biomedical Research";0,77;49,26;61,3
"UKF1";"Derbyshire And Nottinghamshire";"Chemistry";0,74;44,37;51,19
"UKF1";"Derbyshire And Nottinghamshire";"Biology";0,58;48,52;65,01
"UKF1";"Derbyshire And Nottinghamshire";"Built Environment & Design";1,56;63,38;35,47
"UKF1";"Derbyshire And Nottinghamshire";"Clinical Medicine";0,96;47,27;46,27
"UKF1";"Derbyshire And Nottinghamshire";"Economics & Business";1,51;63,57;44,6
"UKF1";"Derbyshire And Nottinghamshire";"Enabling & Strategic Technologies";1,16;56,24;50,56
"UKF1";"Derbyshire And Nottinghamshire";"Engineering";1,34;57,07;42,31
"UKF1";"Derbyshire And Nottinghamshire";"Historical Studies";1,18;56,39;25,31
"UKF1";"Derbyshire And Nottinghamshire";"Information & Communication Technologies";0,78;55,41;44,75
"UKF1";"Derbyshire And Nottinghamshire";"Mathematics & Statistics";0,62;47,03;51,17
"UKF1";"Derbyshire And Nottinghamshire";"Philosophy & Theology";1,26;65,05;13,98
"UKF1";"Derbyshire And Nottinghamshire";"Physics & Astronomy";0,68;44,64;70,4
"UKF1";"Derbyshire And Nottinghamshire";"Psychology & Cognitive Sciences";1,74;65,85;47,52
"UKF1";"Derbyshire And Nottinghamshire";"Public Health & Health Services";1,89;69,5;44,42
"UKF1";"Derbyshire And Nottinghamshire";"Social Sciences";1,67;64,79;26,24
"UKF1";"Derbyshire And Nottinghamshire";"Visual & Performing Arts";1,06;64,6;9,92
"UKF1";"Derbyshire And Nottinghamshire";"Earth & Environmental Sciences";1,03;57,46;65,54
"UKF1";"Derbyshire And Nottinghamshire";"Communication & Textual Studies";1,17;64,02;15,4
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Engineering";1,17;65,11;42,31
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Historical Studies";1,85;66,72;25,31
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Information & Communication Technologies";1,16;68,81;44,75
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Economics & Business";2;70,49;44,6
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Enabling & Strategic Technologies";1,01;63,32;50,56
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Philosophy & Theology";0,56;61,55;13,98
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Mathematics & Statistics";0,76;54,7;51,17
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Physics & Astronomy";0,72;49,03;70,4
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Social Sciences";2,09;69,68;26,24
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Visual & Performing Arts";2,56;68,84;9,92
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Psychology & Cognitive Sciences";1,25;69,35;47,52
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Public Health & Health Services";1,46;71,73;44,42
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Built Environment & Design";1,96;69,59;35,47
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Chemistry";0,66;50,33;51,19
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Clinical Medicine";0,86;51,1;46,27
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Communication & Textual Studies";2,17;68,9;15,4
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Earth & Environmental Sciences";1,12;63,9;65,54
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Agriculture, Fisheries & Forestry";0,57;53,01;46,15
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Biology";0,59;54,35;65,01
"UKF2";"Leicestershire, Rutland And Northamptonshire";"Biomedical Research";0,83;51,26;61,3
"UKF3";"Lincolnshire";"Agriculture, Fisheries & Forestry";1,1;63,38;46,15
"UKF3";"Lincolnshire";"Biology";1,86;64,24;65,01
"UKF3";"Lincolnshire";"Biomedical Research";0,49;53,85;61,3
"UKF3";"Lincolnshire";"Built Environment & Design";1,33;68,61;35,47
"UKF3";"Lincolnshire";"Chemistry";0,5;49,89;51,19
"UKF3";"Lincolnshire";"Clinical Medicine";0,65;54,35;46,27
"UKF3";"Lincolnshire";"Communication & Textual Studies";1,85;69,47;15,4
"UKF3";"Lincolnshire";"Earth & Environmental Sciences";0,61;59,27;65,54
"UKF3";"Lincolnshire";"Economics & Business";1,96;70,14;44,6
"UKF3";"Lincolnshire";"Enabling & Strategic Technologies";0,79;55,6;50,56
"UKF3";"Lincolnshire";"Engineering";1,59;62,27;42,31
"UKF3";"Lincolnshire";"Historical Studies";2,05;67,29;25,31
"UKF3";"Lincolnshire";"Information & Communication Technologies";1,2;66,13;44,75
"UKF3";"Lincolnshire";"Mathematics & Statistics";0,4;54,47;51,17
"UKF3";"Lincolnshire";"Philosophy & Theology";1,03;61,48;13,98
"UKF3";"Lincolnshire";"Physics & Astronomy";0,2;46,28;70,4
"UKF3";"Lincolnshire";"Psychology & Cognitive Sciences";4,13;69,3;47,52
"UKF3";"Lincolnshire";"Public Health & Health Services";2,05;71,9;44,42
"UKF3";"Lincolnshire";"Social Sciences";2,5;70,49;26,24
"UKF3";"Lincolnshire";"Visual & Performing Arts";5,74;69,75;9,92
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Agriculture, Fisheries & Forestry";1,31;64,49;46,15
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Engineering";1,06;61,48;42,31
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Historical Studies";1,81;65,51;25,31
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Information & Communication Technologies";0,57;57,82;44,75
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Mathematics & Statistics";0,17;55,25;51,17
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Biology";1,21;64,53;65,01
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Biomedical Research";0,41;57,54;61,3
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Enabling & Strategic Technologies";1,41;59,73;50,56
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Physics & Astronomy";0,3;48,15;70,4
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Built Environment & Design";0,7;60,66;35,47
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Philosophy & Theology";1,59;60,44;13,98
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Communication & Textual Studies";1,28;67,67;15,4
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Earth & Environmental Sciences";0,69;57,72;65,54
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Economics & Business";2,12;67,15;44,6
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Psychology & Cognitive Sciences";1,6;67,46;47,52
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Chemistry";0,51;54,14;51,19
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Clinical Medicine";1,09;63,91;46,27
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Visual & Performing Arts";1,96;67,15;9,92
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Public Health & Health Services";2,97;69,56;44,42
"UKG1";"Herefordshire, Worcestershire And Warwickshire";"Social Sciences";2;68,72;26,24
"UKG2";"Shropshire And Staffordshire";"Communication & Textual Studies";1,14;45,17;15,4
"UKG2";"Shropshire And Staffordshire";"Agriculture, Fisheries & Forestry";1,27;40,59;46,15
"UKG2";"Shropshire And Staffordshire";"Biology";0,75;37,84;65,01
"UKG2";"Shropshire And Staffordshire";"Biomedical Research";0,63;43,06;61,3
"UKG2";"Shropshire And Staffordshire";"Built Environment & Design";0,76;40,04;35,47
"UKG2";"Shropshire And Staffordshire";"Chemistry";0,6;30,73;51,19
"UKG2";"Shropshire And Staffordshire";"Clinical Medicine";1,3;45,12;46,27
"UKG2";"Shropshire And Staffordshire";"Earth & Environmental Sciences";0,51;35,93;65,54
"UKG2";"Shropshire And Staffordshire";"Economics & Business";0,94;40;44,6
"UKG2";"Shropshire And Staffordshire";"Enabling & Strategic Technologies";0,64;29,2;50,56
"UKG2";"Shropshire And Staffordshire";"Engineering";0,83;29,46;42,31
"UKG2";"Shropshire And Staffordshire";"Historical Studies";1,18;46,8;25,31
"UKG2";"Shropshire And Staffordshire";"Information & Communication Technologies";0,77;30,76;44,75
"UKG2";"Shropshire And Staffordshire";"Mathematics & Statistics";0,46;30,68;51,17
"UKG2";"Shropshire And Staffordshire";"Philosophy & Theology";1,69;50,69;13,98
"UKG2";"Shropshire And Staffordshire";"Physics & Astronomy";0,78;31,26;70,4
"UKG2";"Shropshire And Staffordshire";"Psychology & Cognitive Sciences";1,14;50,82;47,52
"UKG2";"Shropshire And Staffordshire";"Public Health & Health Services";3,17;54,04;44,42
"UKG2";"Shropshire And Staffordshire";"Social Sciences";1,82;47,35;26,24
"UKG2";"Shropshire And Staffordshire";"Visual & Performing Arts";1,16;50,17;9,92
"UKG3";"West Midlands";"Agriculture, Fisheries & Forestry";0,29;46,99;46,15
"UKG3";"West Midlands";"Biology";0,4;46,82;65,01
"UKG3";"West Midlands";"Engineering";0,89;50,46;42,31
"UKG3";"West Midlands";"Historical Studies";1,11;55,69;25,31
"UKG3";"West Midlands";"Information & Communication Technologies";0,96;51,98;44,75
"UKG3";"West Midlands";"Mathematics & Statistics";1,13;53,13;51,17
"UKG3";"West Midlands";"Philosophy & Theology";1,94;64,4;13,98
"UKG3";"West Midlands";"Biomedical Research";0,84;51,19;61,3
"UKG3";"West Midlands";"Enabling & Strategic Technologies";1,04;53,33;50,56
"UKG3";"West Midlands";"Physics & Astronomy";0,95;45,47;70,4
"UKG3";"West Midlands";"Built Environment & Design";1,25;62,25;35,47
"UKG3";"West Midlands";"Communication & Textual Studies";1,67;63,45;15,4
"UKG3";"West Midlands";"Earth & Environmental Sciences";0,54;47,64;65,54
"UKG3";"West Midlands";"Economics & Business";1,66;62,05;44,6
"UKG3";"West Midlands";"Psychology & Cognitive Sciences";1,38;65,15;47,52
"UKG3";"West Midlands";"Chemistry";0,85;46,45;51,19
"UKG3";"West Midlands";"Clinical Medicine";1,01;58,46;46,27
"UKG3";"West Midlands";"Visual & Performing Arts";2,15;63,95;9,92
"UKG3";"West Midlands";"Public Health & Health Services";1,71;68,72;44,42
"UKG3";"West Midlands";"Social Sciences";2,03;64,14;26,24
"UKH1";"East Anglia";"Communication & Textual Studies";1,32;67,41;15,4
"UKH1";"East Anglia";"Earth & Environmental Sciences";1,13;62,99;65,54
"UKH1";"East Anglia";"Agriculture, Fisheries & Forestry";0,69;53,31;46,15
"UKH1";"East Anglia";"Biology";1,43;59,43;65,01
"UKH1";"East Anglia";"Biomedical Research";1,86;70,15;61,3
"UKH1";"East Anglia";"Built Environment & Design";0,89;54,59;35,47
"UKH1";"East Anglia";"Chemistry";0,87;49,74;51,19
"UKH1";"East Anglia";"Clinical Medicine";0,82;52,13;46,27
"UKH1";"East Anglia";"Economics & Business";0,83;56,83;44,6
"UKH1";"East Anglia";"Enabling & Strategic Technologies";1,03;52,81;50,56
"UKH1";"East Anglia";"Engineering";0,54;47,69;42,31
"UKH1";"East Anglia";"Historical Studies";2,05;66,46;25,31
"UKH1";"East Anglia";"Information & Communication Technologies";0,66;50,16;44,75
"UKH1";"East Anglia";"Mathematics & Statistics";0,81;47,9;51,17
"UKH1";"East Anglia";"Philosophy & Theology";1,55;70,76;13,98
"UKH1";"East Anglia";"Physics & Astronomy";1,08;62,03;70,4
"UKH1";"East Anglia";"Psychology & Cognitive Sciences";1,24;69,91;47,52
"UKH1";"East Anglia";"Public Health & Health Services";1,19;71,42;44,42
"UKH1";"East Anglia";"Social Sciences";1,21;63,38;26,24
"UKH1";"East Anglia";"Visual & Performing Arts";1,46;67,65;9,92
"UKH2";"Bedfordshire And Hertfordshire";"Engineering";1,48;32,19;42,31
"UKH2";"Bedfordshire And Hertfordshire";"Agriculture, Fisheries & Forestry";2,87;37,28;46,15
"UKH2";"Bedfordshire And Hertfordshire";"Biology";1,71;37,69;65,01
"UKH2";"Bedfordshire And Hertfordshire";"Philosophy & Theology";0,59;25,83;13,98
"UKH2";"Bedfordshire And Hertfordshire";"Historical Studies";0,42;26,35;25,31
"UKH2";"Bedfordshire And Hertfordshire";"Information & Communication Technologies";0,61;27,55;44,75
"UKH2";"Bedfordshire And Hertfordshire";"Mathematics & Statistics";0,27;26,29;51,17
"UKH2";"Bedfordshire And Hertfordshire";"Enabling & Strategic Technologies";0,96;27,21;50,56
"UKH2";"Bedfordshire And Hertfordshire";"Biomedical Research";1,55;38,93;61,3
"UKH2";"Bedfordshire And Hertfordshire";"Physics & Astronomy";0,56;22,95;70,4
"UKH2";"Bedfordshire And Hertfordshire";"Built Environment & Design";0,66;27,96;35,47
"UKH2";"Bedfordshire And Hertfordshire";"Chemistry";0,91;25,98;51,19
"UKH2";"Bedfordshire And Hertfordshire";"Communication & Textual Studies";0,32;26,66;15,4
"UKH2";"Bedfordshire And Hertfordshire";"Earth & Environmental Sciences";0,86;30,46;65,54
"UKH2";"Bedfordshire And Hertfordshire";"Economics & Business";1,21;33,35;44,6
"UKH2";"Bedfordshire And Hertfordshire";"Psychology & Cognitive Sciences";0,88;28,09;47,52
"UKH2";"Bedfordshire And Hertfordshire";"Public Health & Health Services";1,95;35,13;44,42
"UKH2";"Bedfordshire And Hertfordshire";"Clinical Medicine";0,8;30,09;46,27
